prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,Has License,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,Has Version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,Implements,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,Developed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has interface,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8665; levenshtein=0.4167; semantic=0.6678; sequence_match=0.4545,False,0.6629,False,top-3 avg score 0.6629 < final_threshold 0.7
ObjectProperty,has interface,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6583; sequence_match=0.5263,False,0.6606,False,top-3 avg score 0.6606 < final_threshold 0.7
ObjectProperty,is developed by,Is Accepted By,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7752; levenshtein=0.5385; semantic=0.4484; sequence_match=0.6400,False,0.6512,False,top-3 avg score 0.6512 < final_threshold 0.7
ObjectProperty,has specified data input,Has Modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8339; levenshtein=0.4286; semantic=0.5451; sequence_match=0.5556,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,is developed by,Is Produced By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7752; levenshtein=0.4615; semantic=0.5839; sequence_match=0.5600,False,0.6397,False,top-3 avg score 0.6397 < final_threshold 0.7
ObjectProperty,is developed by,Is Performed By,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7615; levenshtein=0.5385; semantic=0.5019; sequence_match=0.6154,False,0.6385,False,top-3 avg score 0.6385 < final_threshold 0.7
ObjectProperty,has license,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has version,Has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has function,Has Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6596; levenshtein=0.4545; semantic=0.7567; sequence_match=0.4762,False,0.6308,False,top-3 avg score 0.6308 < final_threshold 0.7
ObjectProperty,has function,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.6556; sequence_match=0.5714,False,0.6289,False,top-3 avg score 0.6289 < final_threshold 0.7
ObjectProperty,has input,Has License,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,uses software,Uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has input,Accepts Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6118; levenshtein=0.3333; semantic=0.7037; sequence_match=0.5385,False,0.618,False,top-3 avg score 0.6180 < final_threshold 0.7
ObjectProperty,has version,Has Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.6784; sequence_match=0.5000,False,0.615,False,top-3 avg score 0.6150 < final_threshold 0.7
ObjectProperty,has output,Produces Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6140; levenshtein=0.3500; semantic=0.7401; sequence_match=0.4828,False,0.6123,False,top-3 avg score 0.6123 < final_threshold 0.7
ObjectProperty,is developed by,Is Used By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.4615; semantic=0.5749; sequence_match=0.5714,False,0.6093,False,top-3 avg score 0.6093 < final_threshold 0.7
ObjectProperty,has input,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6016; sequence_match=0.5333,False,0.6085,False,top-3 avg score 0.6085 < final_threshold 0.7
ObjectProperty,has specified data output,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5302; sequence_match=0.4865,False,0.6055,False,top-3 avg score 0.6055 < final_threshold 0.7
ObjectProperty,is software for,Is Feature Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8102; levenshtein=0.4615; semantic=0.5240; sequence_match=0.3333,False,0.5986,False,top-3 avg score 0.5986 < final_threshold 0.7
ObjectProperty,has clause,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6231; sequence_match=0.5000,False,0.5983,False,top-3 avg score 0.5983 < final_threshold 0.7
ObjectProperty,has format specification,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7970; levenshtein=0.2727; semantic=0.5494; sequence_match=0.4138,False,0.5867,False,top-3 avg score 0.5867 < final_threshold 0.7
ObjectProperty,has version,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6248; sequence_match=0.4706,False,0.5842,False,top-3 avg score 0.5842 < final_threshold 0.7
ObjectProperty,has input,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has function,Has Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6598; sequence_match=0.4444,False,0.5831,False,top-3 avg score 0.5831 < final_threshold 0.7
ObjectProperty,has version,Has Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6529; sequence_match=0.4800,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has license,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.5773; sequence_match=0.5000,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has declared status,Has Feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8006; levenshtein=0.3529; semantic=0.4151; sequence_match=0.5185,False,0.5781,False,top-3 avg score 0.5781 < final_threshold 0.7
ObjectProperty,has interface,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,has license,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.5975; sequence_match=0.4706,False,0.5751,False,top-3 avg score 0.5751 < final_threshold 0.7
ObjectProperty,has output,Output Compatible With,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5664; levenshtein=0.2000; semantic=0.7429; sequence_match=0.4138,False,0.5744,False,top-3 avg score 0.5744 < final_threshold 0.7
ObjectProperty,is encoded in,Implemented In,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.4160; sequence_match=0.5833,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,has format specification,Accepts Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6428; levenshtein=0.1818; semantic=0.6787; sequence_match=0.4000,False,0.5739,False,top-3 avg score 0.5739 < final_threshold 0.7
ObjectProperty,is developed by,Created By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has input,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6167; sequence_match=0.4348,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,has license,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5920; sequence_match=0.4800,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.7
ObjectProperty,implements,Licenses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.3000; semantic=0.5621; sequence_match=0.4444,False,0.5596,False,top-3 avg score 0.5596 < final_threshold 0.7
ObjectProperty,has output,Compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3182; semantic=0.7454; sequence_match=0.4516,False,0.5589,False,top-3 avg score 0.5589 < final_threshold 0.7
ObjectProperty,has specified data output,Compatible With Output Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5991; levenshtein=0.3636; semantic=0.6656; sequence_match=0.4091,False,0.5579,False,top-3 avg score 0.5579 < final_threshold 0.7
ObjectProperty,has specified data input,Accepts Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6266; levenshtein=0.2381; semantic=0.6859; sequence_match=0.3590,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.7
ObjectProperty,has clause,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2667; semantic=0.6234; sequence_match=0.4167,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,uses platform,Performs Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has clause,Has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has specified data output,Produces Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6597; levenshtein=0.1818; semantic=0.6644; sequence_match=0.3333,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.7
ObjectProperty,has input,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5690; sequence_match=0.4444,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has interface,Accepts Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.5244; sequence_match=0.4667,False,0.5513,False,top-3 avg score 0.5513 < final_threshold 0.7
ObjectProperty,is alternative format of,Is Version Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6378; levenshtein=0.3810; semantic=0.5785; sequence_match=0.4375,False,0.5513,False,top-3 avg score 0.5513 < final_threshold 0.7
ObjectProperty,has function,Has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.5892; sequence_match=0.3704,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,has output,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5985; sequence_match=0.4167,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has output,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6038; sequence_match=0.4211,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,has specified data output,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6586; levenshtein=0.3636; semantic=0.5385; sequence_match=0.4375,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,is alternative format of,Accepts Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6266; levenshtein=0.3333; semantic=0.5968; sequence_match=0.4103,False,0.5445,False,top-3 avg score 0.5445 < final_threshold 0.7
ObjectProperty,is encoded in,Is Produced By,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6923; levenshtein=0.4167; semantic=0.3806; sequence_match=0.5217,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.7
ObjectProperty,has specified data input,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5283; sequence_match=0.4516,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has format specification,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3182; semantic=0.5056; sequence_match=0.4375,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.7
ObjectProperty,is alternative format of,Produces Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5849; levenshtein=0.3333; semantic=0.5913; sequence_match=0.4390,False,0.5384,False,top-3 avg score 0.5384 < final_threshold 0.7
ObjectProperty,uses platform,Produces Output Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5852; levenshtein=0.4000; semantic=0.4575; sequence_match=0.5625,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
ObjectProperty,is encoded in,Is Version Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5018; sequence_match=0.4545,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.7
ObjectProperty,has format specification,Produces Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5318; levenshtein=0.0909; semantic=0.7310; sequence_match=0.3333,False,0.532,False,top-3 avg score 0.5320 < final_threshold 0.7
ObjectProperty,is alternative format of,Is Feature Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6748; levenshtein=0.3810; semantic=0.4199; sequence_match=0.5000,False,0.5316,False,top-3 avg score 0.5316 < final_threshold 0.7
ObjectProperty,is software for,Is Version Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.2308; semantic=0.5443; sequence_match=0.4167,False,0.5302,False,top-3 avg score 0.5302 < final_threshold 0.7
ObjectProperty,has license,Implements,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,implements,Has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,uses platform,Is Feature Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6923; levenshtein=0.1667; semantic=0.4626; sequence_match=0.4348,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.7
ObjectProperty,uses platform,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5444; sequence_match=0.4545,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,has function,Is Feature Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5859; levenshtein=0.1818; semantic=0.6312; sequence_match=0.3636,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,has interface,Is Feature Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.1667; semantic=0.5580; sequence_match=0.3478,False,0.5263,False,top-3 avg score 0.5263 < final_threshold 0.7
ObjectProperty,is software for,Is Used By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5919; sequence_match=0.3810,False,0.5251,False,top-3 avg score 0.5251 < final_threshold 0.7
ObjectProperty,is encoded in,Is Performed By,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6134; levenshtein=0.4615; semantic=0.3867; sequence_match=0.5000,False,0.525,False,top-3 avg score 0.5250 < final_threshold 0.7
ObjectProperty,has output,Has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,implements,Is Performed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6282; levenshtein=0.3077; semantic=0.5051; sequence_match=0.4348,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
ObjectProperty,uses software,Is Version Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6237; levenshtein=0.1667; semantic=0.5077; sequence_match=0.4348,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,is alternative format of,Is Type Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6230; levenshtein=0.2857; semantic=0.5286; sequence_match=0.4138,False,0.5218,False,top-3 avg score 0.5218 < final_threshold 0.7
ObjectProperty,has specified data input,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2381; semantic=0.5547; sequence_match=0.3571,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,uses platform,Is Performed By,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6596; levenshtein=0.2308; semantic=0.4109; sequence_match=0.4800,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,uses platform,Accepts Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7130; levenshtein=0.3889; semantic=0.4374; sequence_match=0.4000,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,has version,Runs On,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5731; sequence_match=0.3750,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.7
ObjectProperty,has specified data output,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.2273; semantic=0.5555; sequence_match=0.3448,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,has interface,Is Type Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.5273; sequence_match=0.4000,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,has specified data input,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,has declared status,Creates,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6256; levenshtein=0.3529; semantic=0.4142; sequence_match=0.5000,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.7
ObjectProperty,is developed by,Is Feature Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6131; levenshtein=0.3077; semantic=0.5066; sequence_match=0.4167,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,has license,Is Accepted By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.5269; sequence_match=0.3636,False,0.5117,False,top-3 avg score 0.5117 < final_threshold 0.7
ObjectProperty,uses software,Has Feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6659; levenshtein=0.3333; semantic=0.5344; sequence_match=0.2727,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
ObjectProperty,has specified data output,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,is software for,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.2308; semantic=0.4637; sequence_match=0.4348,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,has function,Runs On,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3636; semantic=0.5792; sequence_match=0.4706,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,is encoded in,Is Used By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.4792; sequence_match=0.4211,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,has declared status,Has Version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,is alternative format of,Is Performed By,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6329; levenshtein=0.3810; semantic=0.4077; sequence_match=0.4706,False,0.5037,False,top-3 avg score 0.5037 < final_threshold 0.7
ObjectProperty,is software for,Is Type Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6261; levenshtein=0.3846; semantic=0.5001; sequence_match=0.3810,False,0.5036,False,top-3 avg score 0.5036 < final_threshold 0.7
ObjectProperty,is developed by,Implemented In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.3077; semantic=0.5404; sequence_match=0.3846,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,has specified data output,Output Compatible With,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.1364; semantic=0.6613; sequence_match=0.2857,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,is encoded in,Is Type Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.4602; sequence_match=0.4211,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,uses platform,Runs On,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5839; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,is encoded in,Licenses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7096; levenshtein=0.2727; semantic=0.4637; sequence_match=0.3158,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,has declared status,Has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,uses platform,Runs Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2500; semantic=0.5362; sequence_match=0.2500,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,has declared status,Has Modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6261; levenshtein=0.2353; semantic=0.4167; sequence_match=0.4375,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,uses software,Runs On,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5621; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.7
ObjectProperty,uses software,Is Feature Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.1667; semantic=0.4570; sequence_match=0.3478,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.7
ObjectProperty,uses software,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has interface,Performs Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
