prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has game genre,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9083; levenshtein=0.6667; semantic=0.8370; sequence_match=0.8000,False,0.8484,True,selected
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,owns item,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.7302; sequence_match=0.4706,False,0.5981,False,top-3 avg score 0.5981 < final_threshold 0.7
ObjectProperty,owns item,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.4545; semantic=0.6991; sequence_match=0.5263,False,0.5951,False,top-3 avg score 0.5951 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has game genre,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6730; levenshtein=0.2500; semantic=0.6611; sequence_match=0.4348,False,0.5896,False,top-3 avg score 0.5896 < final_threshold 0.7
ObjectProperty,owns item,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.3846; semantic=0.7376; sequence_match=0.4762,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.6626; sequence_match=0.4000,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.7
ObjectProperty,is player in session,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.4118; semantic=0.5525; sequence_match=0.5333,False,0.5718,False,top-3 avg score 0.5718 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,purchases game offering,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6365; levenshtein=0.1905; semantic=0.5755; sequence_match=0.4848,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,has achievement,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2143; semantic=0.5343; sequence_match=0.4800,False,0.5622,False,top-3 avg score 0.5622 < final_threshold 0.7
ObjectProperty,is friend with player,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2778; semantic=0.5834; sequence_match=0.5000,False,0.5587,False,top-3 avg score 0.5587 < final_threshold 0.7
ObjectProperty,purchases game offering,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4667,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,has feature,game has area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6835; levenshtein=0.3636; semantic=0.4787; sequence_match=0.4762,False,0.5462,False,top-3 avg score 0.5462 < final_threshold 0.7
ObjectProperty,involves player,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.6726; sequence_match=0.4444,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.7
ObjectProperty,has achievement,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.1429; semantic=0.5488; sequence_match=0.4444,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has leaderboard,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4545,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,has character,game has area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5970; levenshtein=0.4167; semantic=0.5035; sequence_match=0.5217,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,plays game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,has playing area,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6945; levenshtein=0.2857; semantic=0.4603; sequence_match=0.4444,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.7
ObjectProperty,has feature,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6835; levenshtein=0.2727; semantic=0.5313; sequence_match=0.3810,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has item,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.3333; semantic=0.5523; sequence_match=0.4800,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has feature,is offered by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6515; levenshtein=0.1818; semantic=0.4603; sequence_match=0.4762,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,has playing area,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5367; sequence_match=0.4286,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
ObjectProperty,has playing area,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5056; sequence_match=0.4348,False,0.5278,False,top-3 avg score 0.5278 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is earned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6987; levenshtein=0.3158; semantic=0.4675; sequence_match=0.4138,False,0.5267,False,top-3 avg score 0.5267 < final_threshold 0.7
ObjectProperty,is character in session,is contained in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6575; levenshtein=0.3500; semantic=0.4348; sequence_match=0.4865,False,0.5263,False,top-3 avg score 0.5263 < final_threshold 0.7
ObjectProperty,lives in,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5737; sequence_match=0.3810,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,has game genre,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.4441; sequence_match=0.4762,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,purchases game offering,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6194; levenshtein=0.1905; semantic=0.6407; sequence_match=0.3125,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.7
ObjectProperty,owns achievement,is contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.1765; semantic=0.5165; sequence_match=0.4375,False,0.5241,False,top-3 avg score 0.5241 < final_threshold 0.7
ObjectProperty,has leaderboard,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.4944; sequence_match=0.4348,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,is character in game,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2353; semantic=0.6144; sequence_match=0.2857,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,is friend with player,player has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5616; levenshtein=0.1667; semantic=0.6192; sequence_match=0.3871,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.7
ObjectProperty,is friend with player,is earned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.2778; semantic=0.4907; sequence_match=0.4286,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.7
ObjectProperty,involves player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.6393; sequence_match=0.4348,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,has character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.3333; semantic=0.5594; sequence_match=0.4000,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.7
ObjectProperty,has leaderboard,is earned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2857; semantic=0.5044; sequence_match=0.4167,False,0.5197,False,top-3 avg score 0.5197 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5635; levenshtein=0.2857; semantic=0.6312; sequence_match=0.3571,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,is character in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2941; semantic=0.5049; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,has playing area,is played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.4862; sequence_match=0.5000,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,purchases game offering,is contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.1429; semantic=0.6210; sequence_match=0.3684,False,0.5148,False,top-3 avg score 0.5148 < final_threshold 0.7
ObjectProperty,plays game,game has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.6060; sequence_match=0.4000,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,has achievement,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,plays game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,is achievement in game,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.2105; semantic=0.6179; sequence_match=0.2667,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,has character,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.4167; semantic=0.5312; sequence_match=0.4348,False,0.5122,False,top-3 avg score 0.5122 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.2857; semantic=0.6198; sequence_match=0.3077,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has character,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.5351; sequence_match=0.4000,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.7
ObjectProperty,has feature,is earned by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.4327; sequence_match=0.5000,False,0.5109,False,top-3 avg score 0.5109 < final_threshold 0.7
ObjectProperty,owns item,is contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.5396; sequence_match=0.4000,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,has item,is contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.5899; sequence_match=0.3333,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.2632; semantic=0.4636; sequence_match=0.4138,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,has leaderboard,game has area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6412; levenshtein=0.2857; semantic=0.4760; sequence_match=0.4000,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,has game genre,is contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5065; levenshtein=0.2353; semantic=0.6625; sequence_match=0.3448,False,0.5046,False,top-3 avg score 0.5046 < final_threshold 0.7
ObjectProperty,involves character,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6537; levenshtein=0.2941; semantic=0.4572; sequence_match=0.4000,False,0.5036,False,top-3 avg score 0.5036 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6315; levenshtein=0.2778; semantic=0.5985; sequence_match=0.2286,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,plays game,game has area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.5883; sequence_match=0.4000,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,has achievement,game has area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.5583; sequence_match=0.4000,False,0.5017,False,top-3 avg score 0.5017 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
ObjectProperty,owns character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5936; sequence_match=0.3636,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,is event associated to player,is contained in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5897; levenshtein=0.4000; semantic=0.4306; sequence_match=0.4762,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
ObjectProperty,has feature,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.2308; semantic=0.5141; sequence_match=0.3478,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,has item,game has area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.3636; semantic=0.4583; sequence_match=0.4444,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,is friend with player,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2778; semantic=0.4460; sequence_match=0.3704,False,0.497,False,top-3 avg score 0.4970 < final_threshold 0.7
ObjectProperty,is player in session,is contained in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5752; levenshtein=0.1765; semantic=0.4444; sequence_match=0.4706,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,is character in game,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6525; levenshtein=0.1765; semantic=0.5028; sequence_match=0.3333,False,0.4962,False,top-3 avg score 0.4962 < final_threshold 0.7
ObjectProperty,is friend with player,is contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6146; levenshtein=0.2222; semantic=0.4729; sequence_match=0.4000,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
ObjectProperty,owns character,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.0769; semantic=0.7047; sequence_match=0.3636,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.7
ObjectProperty,is leaderboard in game,player has item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6109; levenshtein=0.3684; semantic=0.4346; sequence_match=0.4375,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,purchases game offering,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2381; semantic=0.4506; sequence_match=0.4118,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.7
ObjectProperty,owns character,game has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.5286; sequence_match=0.3333,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,has playing area,is area of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4187; levenshtein=0.2143; semantic=0.6013; sequence_match=0.4545,False,0.4915,False,top-3 avg score 0.4915 < final_threshold 0.7
ObjectProperty,is character in session,is purchase of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6222; levenshtein=0.3500; semantic=0.3439; sequence_match=0.5000,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,owns achievement,is owned by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.1333; semantic=0.6415; sequence_match=0.3333,False,0.4904,False,top-3 avg score 0.4904 < final_threshold 0.7
ObjectProperty,is player in session,is purchase of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6291; levenshtein=0.3529; semantic=0.3229; sequence_match=0.4828,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
ObjectProperty,owns character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.6309; sequence_match=0.2963,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4664; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has item,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,owns character,player has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5971; levenshtein=0.2308; semantic=0.5548; sequence_match=0.3077,False,0.4865,False,top-3 avg score 0.4865 < final_threshold 0.7
ObjectProperty,purchases game offering,game has area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6008; levenshtein=0.2381; semantic=0.5453; sequence_match=0.3125,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.7
ObjectProperty,purchases game offering,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4724; sequence_match=0.3448,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
