prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,is alternative format of,input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.3810; semantic=0.6167; sequence_match=0.5143,False,0.6098,False,top-3 avg score 0.6098 < final_threshold 0.7
ObjectProperty,has input,input format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6607; levenshtein=0.1429; semantic=0.7052; sequence_match=0.4545,False,0.6068,False,top-3 avg score 0.6068 < final_threshold 0.7
ObjectProperty,has interface,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5767; sequence_match=0.4444,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,has specified data output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5302; sequence_match=0.4865,False,0.6055,False,top-3 avg score 0.6055 < final_threshold 0.7
ObjectProperty,is alternative format of,output format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6312; levenshtein=0.3810; semantic=0.6483; sequence_match=0.5000,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has specified data input,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7119; levenshtein=0.3333; semantic=0.6269; sequence_match=0.4375,False,0.5921,False,top-3 avg score 0.5921 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has output,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.5921; sequence_match=0.5000,False,0.5874,False,top-3 avg score 0.5874 < final_threshold 0.7
ObjectProperty,is software for,license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.6032; sequence_match=0.5217,False,0.5855,False,top-3 avg score 0.5855 < final_threshold 0.7
ObjectProperty,has input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has version,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.4375; semantic=0.5932; sequence_match=0.5385,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
ObjectProperty,has format specification,output format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5737; levenshtein=0.2727; semantic=0.7423; sequence_match=0.4324,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.7
ObjectProperty,has version,has modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6529; sequence_match=0.4800,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,input format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.2727; semantic=0.7098; sequence_match=0.4444,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has interface,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,uses platform,provides data for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6917; levenshtein=0.3333; semantic=0.5167; sequence_match=0.5185,False,0.5756,False,top-3 avg score 0.5756 < final_threshold 0.7
ObjectProperty,has license,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5975; sequence_match=0.4762,False,0.5751,False,top-3 avg score 0.5751 < final_threshold 0.7
ObjectProperty,has interface,has documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3125; semantic=0.6548; sequence_match=0.4286,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,is encoded in,implemented in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.4160; sequence_match=0.5833,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,has license,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.6009; sequence_match=0.4615,False,0.5736,False,top-3 avg score 0.5736 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has specified data output,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6545; levenshtein=0.3182; semantic=0.6385; sequence_match=0.4242,False,0.5724,False,top-3 avg score 0.5724 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,has clause,has homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.6100; sequence_match=0.5000,False,0.5711,False,top-3 avg score 0.5711 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has input,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6167; sequence_match=0.4348,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has license,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5920; sequence_match=0.4800,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.7
ObjectProperty,has clause,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.3125; semantic=0.5889; sequence_match=0.4000,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has format specification,modification of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6620; levenshtein=0.3636; semantic=0.4591; sequence_match=0.5556,False,0.5589,False,top-3 avg score 0.5589 < final_threshold 0.7
ObjectProperty,is software for,platform for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6976; levenshtein=0.3846; semantic=0.5913; sequence_match=0.3333,False,0.5578,False,top-3 avg score 0.5578 < final_threshold 0.7
ObjectProperty,has clause,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2667; semantic=0.6234; sequence_match=0.4167,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,has input,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3125; semantic=0.5974; sequence_match=0.4167,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.7
ObjectProperty,uses platform,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has clause,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.5892; sequence_match=0.3704,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,uses platform,documentation for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3125; semantic=0.5066; sequence_match=0.5000,False,0.5485,False,top-3 avg score 0.5485 < final_threshold 0.7
ObjectProperty,has output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5985; sequence_match=0.4167,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,has function,documentation for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7008; levenshtein=0.3125; semantic=0.5612; sequence_match=0.3704,False,0.5441,False,top-3 avg score 0.5441 < final_threshold 0.7
ObjectProperty,is developed by,performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3846; semantic=0.5083; sequence_match=0.5000,False,0.5406,False,top-3 avg score 0.5406 < final_threshold 0.7
ObjectProperty,has version,has homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.6523; sequence_match=0.3810,False,0.5394,False,top-3 avg score 0.5394 < final_threshold 0.7
ObjectProperty,uses platform,license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.5164; sequence_match=0.4545,False,0.5385,False,top-3 avg score 0.5385 < final_threshold 0.7
ObjectProperty,has specified data input,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6462; levenshtein=0.3810; semantic=0.5346; sequence_match=0.4324,False,0.5377,False,top-3 avg score 0.5377 < final_threshold 0.7
ObjectProperty,is software for,provides data for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6160; levenshtein=0.2667; semantic=0.4963; sequence_match=0.5000,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has declared status,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7324; levenshtein=0.3529; semantic=0.4462; sequence_match=0.4286,False,0.5357,False,top-3 avg score 0.5357 < final_threshold 0.7
ObjectProperty,uses software,used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6895; sequence_match=0.3333,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.7
ObjectProperty,has specified data output,provides data for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6232; levenshtein=0.2727; semantic=0.6562; sequence_match=0.3243,False,0.5346,False,top-3 avg score 0.5346 < final_threshold 0.7
ObjectProperty,has format specification,documentation for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5985; levenshtein=0.1818; semantic=0.5828; sequence_match=0.4211,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,implements,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,has specified data output,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6686; levenshtein=0.3636; semantic=0.5515; sequence_match=0.3684,False,0.5295,False,top-3 avg score 0.5295 < final_threshold 0.7
ObjectProperty,has declared status,has documentation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6232; levenshtein=0.4706; semantic=0.4745; sequence_match=0.4848,False,0.5275,False,top-3 avg score 0.5275 < final_threshold 0.7
ObjectProperty,has format specification,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6553; levenshtein=0.3182; semantic=0.5012; sequence_match=0.4242,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,is software for,input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7339; levenshtein=0.3571; semantic=0.4740; sequence_match=0.3704,False,0.5261,False,top-3 avg score 0.5261 < final_threshold 0.7
ObjectProperty,has output,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,has input,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.5293; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has function,implementation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5890; levenshtein=0.3125; semantic=0.5988; sequence_match=0.3704,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.7
ObjectProperty,uses platform,used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6379; sequence_match=0.3333,False,0.5182,False,top-3 avg score 0.5182 < final_threshold 0.7
ObjectProperty,implements,license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.1000; semantic=0.5280; sequence_match=0.4000,False,0.5167,False,top-3 avg score 0.5167 < final_threshold 0.7
ObjectProperty,has clause,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4993; sequence_match=0.4167,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,has version,runs on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5731; sequence_match=0.3750,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.7
ObjectProperty,is alternative format of,implementation of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.3810; semantic=0.4261; sequence_match=0.4865,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,has specified data input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,is developed by,used by,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.5467; sequence_match=0.5263,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,has interface,version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5440; sequence_match=0.3810,False,0.512,False,top-3 avg score 0.5120 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has specified data output,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,uses platform,output format for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6083; levenshtein=0.3333; semantic=0.4048; sequence_match=0.5185,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,has function,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3636; semantic=0.5792; sequence_match=0.4706,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,is alternative format of,platform for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5777; levenshtein=0.3810; semantic=0.4500; sequence_match=0.5000,False,0.5092,False,top-3 avg score 0.5092 < final_threshold 0.7
ObjectProperty,has function,has homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.2727; semantic=0.6486; sequence_match=0.3636,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.7
ObjectProperty,has specified data input,provides data for,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5810; levenshtein=0.2857; semantic=0.6516; sequence_match=0.2778,False,0.5061,False,top-3 avg score 0.5061 < final_threshold 0.7
ObjectProperty,has declared status,has version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,is encoded in,license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6835; levenshtein=0.2727; semantic=0.4508; sequence_match=0.3810,False,0.5051,False,top-3 avg score 0.5051 < final_threshold 0.7
ObjectProperty,uses software,license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2500; semantic=0.5614; sequence_match=0.3636,False,0.5046,False,top-3 avg score 0.5046 < final_threshold 0.7
ObjectProperty,is developed by,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.3077; semantic=0.5404; sequence_match=0.3846,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,uses platform,implementation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.5522; sequence_match=0.3571,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,has function,modification of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.4847; sequence_match=0.4000,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.7
ObjectProperty,is software for,output format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.3333; semantic=0.5111; sequence_match=0.3571,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.7
