prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,andSequence,has consequence,sequence_match+jaro_winkler+levenshtein,jaro_winkler=0.7411; levenshtein=0.6429; semantic=0.4854; sequence_match=0.8000,False,0.728,False,pred already taken by 'consequence'
ObjectProperty,constraint,has nested constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5830; levenshtein=0.5263; semantic=0.7931; sequence_match=0.6897,False,0.6886,False,top-3 avg score 0.6886 < final_threshold 0.7
ObjectProperty,assignee,is party assigned to,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7146; levenshtein=0.4118; semantic=0.7419; sequence_match=0.5600,False,0.6722,False,top-3 avg score 0.6722 < final_threshold 0.7
ObjectProperty,andSequence,is consequence of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7690; levenshtein=0.5333; semantic=0.4946; sequence_match=0.6923,False,0.6649,False,top-3 avg score 0.6649 < final_threshold 0.7
ObjectProperty,conflict,is conflict strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6750; levenshtein=0.4000; semantic=0.7336; sequence_match=0.5714,False,0.66,False,top-3 avg score 0.6600 < final_threshold 0.7
ObjectProperty,leftOperand,uses operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.7504; sequence_match=0.5217,False,0.6513,False,top-3 avg score 0.6513 < final_threshold 0.7
ObjectProperty,operand,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7103; levenshtein=0.4167; semantic=0.7030; sequence_match=0.5263,False,0.6465,False,top-3 avg score 0.6465 < final_threshold 0.7
ObjectProperty,operand,uses operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6437; levenshtein=0.4167; semantic=0.7593; sequence_match=0.5263,False,0.6431,False,top-3 avg score 0.6431 < final_threshold 0.7
ObjectProperty,action,activates on failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8667; levenshtein=0.3333; semantic=0.5429; sequence_match=0.5000,False,0.6365,False,top-3 avg score 0.6365 < final_threshold 0.7
ObjectProperty,assigner,is party assigned to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6985; levenshtein=0.4118; semantic=0.6270; sequence_match=0.5600,False,0.6285,False,top-3 avg score 0.6285 < final_threshold 0.7
ObjectProperty,failure,activates on failure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5317; levenshtein=0.3889; semantic=0.7837; sequence_match=0.5600,False,0.6252,False,top-3 avg score 0.6252 < final_threshold 0.7
ObjectProperty,hasPolicy,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6712; sequence_match=0.5000,False,0.6144,False,top-3 avg score 0.6144 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6202; levenshtein=0.4211; semantic=0.6145; sequence_match=0.5714,False,0.602,False,top-3 avg score 0.6020 < final_threshold 0.7
ObjectProperty,inheritFrom,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6923; levenshtein=0.5000; semantic=0.5691; sequence_match=0.5217,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,partOf,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7037; levenshtein=0.4444; semantic=0.5415; sequence_match=0.5333,False,0.5928,False,top-3 avg score 0.5928 < final_threshold 0.7
ObjectProperty,scope,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7111; levenshtein=0.2500; semantic=0.5471; sequence_match=0.4706,False,0.5763,False,top-3 avg score 0.5763 < final_threshold 0.7
ObjectProperty,constraint,has conflict strategy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6431; levenshtein=0.3684; semantic=0.5011; sequence_match=0.5517,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.7
ObjectProperty,assignee,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.2222; semantic=0.5535; sequence_match=0.4706,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,scope,uses operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.3333; semantic=0.5798; sequence_match=0.4706,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.7
ObjectProperty,assigner,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.2222; semantic=0.5338; sequence_match=0.4706,False,0.5549,False,top-3 avg score 0.5549 < final_threshold 0.7
ObjectProperty,permission,is nested in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6778; levenshtein=0.1000; semantic=0.4852; sequence_match=0.5000,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.7
ObjectProperty,failure,has rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,scope,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6952; levenshtein=0.2857; semantic=0.5453; sequence_match=0.4211,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,leftOperand,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.2500; semantic=0.7037; sequence_match=0.4348,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,partOf,is operator of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6167; levenshtein=0.4167; semantic=0.4810; sequence_match=0.5556,False,0.5511,False,top-3 avg score 0.5511 < final_threshold 0.7
ObjectProperty,target,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,hasPolicy,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.5470; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,relation,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.5418; sequence_match=0.4444,False,0.5399,False,top-3 avg score 0.5399 < final_threshold 0.7
ObjectProperty,action,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.5660; sequence_match=0.4000,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,constraint,is conflict strategy of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6352; levenshtein=0.3500; semantic=0.4417; sequence_match=0.5333,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.7
ObjectProperty,implies,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5053; sequence_match=0.4762,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
ObjectProperty,constraint,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.4000; semantic=0.5044; sequence_match=0.5000,False,0.5348,False,top-3 avg score 0.5348 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.5958; sequence_match=0.4348,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,failure,is activated by failure of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4105; levenshtein=0.3182; semantic=0.6958; sequence_match=0.4828,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.7
ObjectProperty,conflict,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6300; sequence_match=0.3636,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,partOf,is party assigned to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6340; levenshtein=0.2353; semantic=0.5193; sequence_match=0.4348,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,constraint,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.6060; sequence_match=0.4167,False,0.5292,False,top-3 avg score 0.5292 < final_threshold 0.7
ObjectProperty,inheritFrom,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.2727; semantic=0.5786; sequence_match=0.4000,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.7
ObjectProperty,operator,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.3571; semantic=0.5330; sequence_match=0.4545,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.7
ObjectProperty,assignee,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4522; sequence_match=0.4545,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.7
ObjectProperty,target,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5486; sequence_match=0.3810,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.7
ObjectProperty,assignee,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2000; semantic=0.4564; sequence_match=0.4444,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
ObjectProperty,scope,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2667; semantic=0.4840; sequence_match=0.4000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,function,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.4947; sequence_match=0.4444,False,0.5241,False,top-3 avg score 0.5241 < final_threshold 0.7
ObjectProperty,relation,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3333; semantic=0.5818; sequence_match=0.4000,False,0.5217,False,top-3 avg score 0.5217 < final_threshold 0.7
ObjectProperty,permission,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.5194; sequence_match=0.4211,False,0.5197,False,top-3 avg score 0.5197 < final_threshold 0.7
ObjectProperty,or,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.1667; semantic=0.5475; sequence_match=0.2857,False,0.5185,False,top-3 avg score 0.5185 < final_threshold 0.7
ObjectProperty,inheritRelation,is nested in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4680; sequence_match=0.1600,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,inheritRelation,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2667; semantic=0.4973; sequence_match=0.4444,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,permission,is party assigned to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6087; levenshtein=0.3529; semantic=0.4753; sequence_match=0.4444,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,target,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5167; sequence_match=0.4000,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.7
ObjectProperty,assignee,has remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,relation,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5633; sequence_match=0.3750,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,assigner,uses operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5873; sequence_match=0.4000,False,0.505,False,top-3 avg score 0.5050 < final_threshold 0.7
ObjectProperty,inheritRelation,is conflict strategy of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6556; levenshtein=0.3000; semantic=0.4020; sequence_match=0.4571,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,target,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,assignee,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assigner,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,partOf,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4535; sequence_match=0.4286,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.7
ObjectProperty,operand,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.5878; sequence_match=0.3810,False,0.5015,False,top-3 avg score 0.5015 < final_threshold 0.7
ObjectProperty,implies,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.4975; sequence_match=0.4000,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
ObjectProperty,or,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7143; levenshtein=0.1429; semantic=0.5330; sequence_match=0.2500,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,and,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7600; levenshtein=0.2000; semantic=0.4033; sequence_match=0.3333,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
ObjectProperty,assigner,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4476; sequence_match=0.4545,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,relation,uses operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5663; sequence_match=0.4000,False,0.498,False,top-3 avg score 0.4980 < final_threshold 0.7
ObjectProperty,permission,uses operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5354; sequence_match=0.3636,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.7
ObjectProperty,scope,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.2143; semantic=0.5609; sequence_match=0.3158,False,0.4938,False,top-3 avg score 0.4938 < final_threshold 0.7
ObjectProperty,assigner,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2632; semantic=0.4772; sequence_match=0.3704,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,partOf,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5304; sequence_match=0.3810,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.7
ObjectProperty,inheritFrom,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.2000; semantic=0.4981; sequence_match=0.3846,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
ObjectProperty,assignee,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2105; semantic=0.4719; sequence_match=0.3704,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,operator,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.5392; sequence_match=0.3478,False,0.491,False,top-3 avg score 0.4910 < final_threshold 0.7
ObjectProperty,relation,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5500; sequence_match=0.3529,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,inheritRelation,is constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6365; levenshtein=0.3333; semantic=0.5008; sequence_match=0.2759,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,permission,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.5621; sequence_match=0.3333,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,assignee,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5125; sequence_match=0.3636,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,leftOperand,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5869; levenshtein=0.2667; semantic=0.4970; sequence_match=0.3846,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,target,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.4939; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.7
ObjectProperty,permission,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2500; semantic=0.5107; sequence_match=0.3636,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,inheritRelation,assigned to party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.0667; semantic=0.4824; sequence_match=0.3333,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,function,is constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.5589; sequence_match=0.2727,False,0.4866,False,top-3 avg score 0.4866 < final_threshold 0.7
ObjectProperty,operand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,inheritRelation,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5534; sequence_match=0.3333,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,permission,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2143; semantic=0.5323; sequence_match=0.3333,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,constraint,activates on failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2222; semantic=0.4720; sequence_match=0.3571,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.7
ObjectProperty,hasPolicy,is conflict strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.4932; sequence_match=0.4138,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,constraint,is consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.3333; semantic=0.5692; sequence_match=0.4000,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,assignee,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.2667; semantic=0.4376; sequence_match=0.3478,False,0.4822,False,top-3 avg score 0.4822 < final_threshold 0.7
ObjectProperty,operator,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.5283; sequence_match=0.3529,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.7
ObjectProperty,consequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,failure,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4829; sequence_match=0.3750,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,leftOperand,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.4780; sequence_match=0.3810,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.7
ObjectProperty,constraint,uses operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2500; semantic=0.5736; sequence_match=0.3636,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,function,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.5079; sequence_match=0.3478,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.7
ObjectProperty,operator,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.4817; sequence_match=0.3636,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,obligation,uses operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.4972; sequence_match=0.3636,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.7
ObjectProperty,relation,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.6338; sequence_match=0.2727,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.7
ObjectProperty,assigner,applies to asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5576; sequence_match=0.3636,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,scope,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5370; sequence_match=0.3333,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.7
ObjectProperty,leftOperand,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.4627; sequence_match=0.4000,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.7
ObjectProperty,obligation,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4957; sequence_match=0.3636,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.7
ObjectProperty,conflict,activates on failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2778; semantic=0.4623; sequence_match=0.3846,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.7
ObjectProperty,obligation,is nested in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.4265; sequence_match=0.4000,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.7
ObjectProperty,action,has conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6608; levenshtein=0.1579; semantic=0.5237; sequence_match=0.2400,False,0.4749,False,top-3 avg score 0.4749 < final_threshold 0.7
ObjectProperty,conflict,is consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.5566; sequence_match=0.3478,False,0.4746,False,top-3 avg score 0.4746 < final_threshold 0.7
ObjectProperty,leftOperand,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.3158; semantic=0.4707; sequence_match=0.4000,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
