prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,has clause,has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7900; levenshtein=0.6000; semantic=0.6106; sequence_match=0.6316,False,0.6774,False,top-3 avg score 0.6774 < final_threshold 0.7
ObjectProperty,is developed by,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7652; levenshtein=0.5263; semantic=0.6141; sequence_match=0.6250,False,0.6681,False,top-3 avg score 0.6681 < final_threshold 0.7
ObjectProperty,has format specification,specifies format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7137; levenshtein=0.2273; semantic=0.9117; sequence_match=0.3784,False,0.6679,False,top-3 avg score 0.6679 < final_threshold 0.7
ObjectProperty,has interface,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8464; levenshtein=0.4167; semantic=0.6034; sequence_match=0.5455,False,0.6651,False,top-3 avg score 0.6651 < final_threshold 0.7
ObjectProperty,has output,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.6416; sequence_match=0.5556,False,0.6633,False,top-3 avg score 0.6633 < final_threshold 0.7
ObjectProperty,has interface,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8665; levenshtein=0.4167; semantic=0.6678; sequence_match=0.4545,False,0.6629,False,top-3 avg score 0.6629 < final_threshold 0.7
ObjectProperty,is developed by,involves developer,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6525; levenshtein=0.4706; semantic=0.6691; sequence_match=0.6667,False,0.6628,False,top-3 avg score 0.6628 < final_threshold 0.7
ObjectProperty,is software for,has software type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6530; levenshtein=0.6000; semantic=0.6819; sequence_match=0.6429,False,0.6593,False,top-3 avg score 0.6593 < final_threshold 0.7
ObjectProperty,has output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6085; sequence_match=0.5217,False,0.6584,False,top-3 avg score 0.6584 < final_threshold 0.7
ObjectProperty,has output,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7966; levenshtein=0.4615; semantic=0.6303; sequence_match=0.5455,False,0.6575,False,top-3 avg score 0.6575 < final_threshold 0.7
ObjectProperty,has format specification,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.8151; sequence_match=0.4865,False,0.6574,False,top-3 avg score 0.6574 < final_threshold 0.7
ObjectProperty,has format specification,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has version,for tool version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5905; levenshtein=0.5000; semantic=0.7711; sequence_match=0.5833,False,0.6483,False,top-3 avg score 0.6483 < final_threshold 0.7
ObjectProperty,has interface,has maintenance status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7978; levenshtein=0.4500; semantic=0.5179; sequence_match=0.6250,False,0.6469,False,top-3 avg score 0.6469 < final_threshold 0.7
ObjectProperty,has version,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8056; levenshtein=0.4000; semantic=0.5737; sequence_match=0.5600,False,0.6464,False,top-3 avg score 0.6464 < final_threshold 0.7
ObjectProperty,has specified data input,has modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8339; levenshtein=0.4286; semantic=0.5451; sequence_match=0.5556,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has license,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has version,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has specified data output,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has function,has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6596; levenshtein=0.4545; semantic=0.7567; sequence_match=0.4762,False,0.6308,False,top-3 avg score 0.6308 < final_threshold 0.7
ObjectProperty,has function,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.6556; sequence_match=0.5714,False,0.6289,False,top-3 avg score 0.6289 < final_threshold 0.7
ObjectProperty,has input,has license,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,uses platform,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8219; levenshtein=0.2857; semantic=0.5693; sequence_match=0.4848,False,0.6254,False,top-3 avg score 0.6254 < final_threshold 0.7
ObjectProperty,has interface,has format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8176; levenshtein=0.4167; semantic=0.6284; sequence_match=0.3810,False,0.6209,False,top-3 avg score 0.6209 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has version,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6634; sequence_match=0.5455,False,0.6178,False,top-3 avg score 0.6178 < final_threshold 0.7
ObjectProperty,has function,has community involvement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8002; levenshtein=0.3913; semantic=0.5232; sequence_match=0.5294,False,0.6176,False,top-3 avg score 0.6176 < final_threshold 0.7
ObjectProperty,has version,has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.6784; sequence_match=0.5000,False,0.615,False,top-3 avg score 0.6150 < final_threshold 0.7
ObjectProperty,has specified data input,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,has declared status,has help resource,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7969; levenshtein=0.4706; semantic=0.4550; sequence_match=0.5625,False,0.61,False,top-3 avg score 0.6100 < final_threshold 0.7
ObjectProperty,has license,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.3500; semantic=0.5580; sequence_match=0.4667,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has license,has pricing model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8056; levenshtein=0.4667; semantic=0.5355; sequence_match=0.4800,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has interface,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5767; sequence_match=0.4444,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,has specified data output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5302; sequence_match=0.4865,False,0.6055,False,top-3 avg score 0.6055 < final_threshold 0.7
ObjectProperty,has specified data output,specifies format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.4545; semantic=0.6262; sequence_match=0.5405,False,0.6032,False,top-3 avg score 0.6032 < final_threshold 0.7
ObjectProperty,has function,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.3636; semantic=0.6325; sequence_match=0.5000,False,0.6008,False,top-3 avg score 0.6008 < final_threshold 0.7
ObjectProperty,has interface,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.4000; semantic=0.6176; sequence_match=0.5185,False,0.5906,False,top-3 avg score 0.5906 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has clause,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7904; levenshtein=0.4000; semantic=0.5579; sequence_match=0.4167,False,0.5883,False,top-3 avg score 0.5883 < final_threshold 0.7
ObjectProperty,has specified data input,specifies format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6312; levenshtein=0.4286; semantic=0.5747; sequence_match=0.5556,False,0.5872,False,top-3 avg score 0.5872 < final_threshold 0.7
ObjectProperty,has input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has version,has modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6529; sequence_match=0.4800,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has license,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.5773; sequence_match=0.5000,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has declared status,has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8006; levenshtein=0.3529; semantic=0.4151; sequence_match=0.5185,False,0.5781,False,top-3 avg score 0.5781 < final_threshold 0.7
ObjectProperty,has interface,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,is alternative format of,specifies format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6009; levenshtein=0.4286; semantic=0.6835; sequence_match=0.4444,False,0.5763,False,top-3 avg score 0.5763 < final_threshold 0.7
ObjectProperty,has version,has valid input,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.3846; semantic=0.5173; sequence_match=0.5217,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.7
ObjectProperty,has output,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.5865; sequence_match=0.4762,False,0.5734,False,top-3 avg score 0.5734 < final_threshold 0.7
ObjectProperty,has version,version has export capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6282; levenshtein=0.1923; semantic=0.7006; sequence_match=0.3889,False,0.5726,False,top-3 avg score 0.5726 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has license,has valid input,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.4615; semantic=0.5078; sequence_match=0.5217,False,0.5722,False,top-3 avg score 0.5722 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm instance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6521; levenshtein=0.3810; semantic=0.5775; sequence_match=0.4848,False,0.5715,False,top-3 avg score 0.5715 < final_threshold 0.7
ObjectProperty,has output,has export capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6053; levenshtein=0.3684; semantic=0.6076; sequence_match=0.5000,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.7
ObjectProperty,has version,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.3158; semantic=0.5860; sequence_match=0.4828,False,0.5702,False,top-3 avg score 0.5702 < final_threshold 0.7
ObjectProperty,has version,has format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6708; sequence_match=0.4211,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has input,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6167; sequence_match=0.4348,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,has license,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6046; sequence_match=0.4545,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has input,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.5750; sequence_match=0.4706,False,0.5646,False,top-3 avg score 0.5646 < final_threshold 0.7
ObjectProperty,has specified data input,creates data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6748; levenshtein=0.2857; semantic=0.6366; sequence_match=0.3750,False,0.5622,False,top-3 avg score 0.5622 < final_threshold 0.7
ObjectProperty,is alternative format of,exports to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6794; levenshtein=0.3810; semantic=0.5617; sequence_match=0.4444,False,0.5618,False,top-3 avg score 0.5618 < final_threshold 0.7
ObjectProperty,has license,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5920; sequence_match=0.4800,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.7
ObjectProperty,has clause,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.6057; sequence_match=0.4444,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has license,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.4000; semantic=0.5650; sequence_match=0.4800,False,0.5573,False,top-3 avg score 0.5573 < final_threshold 0.7
ObjectProperty,has clause,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2667; semantic=0.6234; sequence_match=0.4167,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,has input,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.5772; sequence_match=0.4348,False,0.5549,False,top-3 avg score 0.5549 < final_threshold 0.7
ObjectProperty,has specified data output,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.3636; semantic=0.5639; sequence_match=0.4571,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.7
ObjectProperty,uses platform,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has clause,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5690; sequence_match=0.4444,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has specified data output,creates data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6545; levenshtein=0.2727; semantic=0.6353; sequence_match=0.3636,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.5892; sequence_match=0.3704,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,has clause,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.5837; sequence_match=0.4762,False,0.5502,False,top-3 avg score 0.5502 < final_threshold 0.7
ObjectProperty,has interface,has homepage source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6291; levenshtein=0.3529; semantic=0.5373; sequence_match=0.4828,False,0.5497,False,top-3 avg score 0.5497 < final_threshold 0.7
ObjectProperty,has format specification,exports to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5404; levenshtein=0.2727; semantic=0.7285; sequence_match=0.3784,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.7
ObjectProperty,has interface,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.5690; sequence_match=0.4800,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.7
ObjectProperty,has interface,version has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7072; levenshtein=0.3529; semantic=0.5867; sequence_match=0.3448,False,0.549,False,top-3 avg score 0.5490 < final_threshold 0.7
ObjectProperty,has clause,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.3000; semantic=0.5501; sequence_match=0.4828,False,0.5489,False,top-3 avg score 0.5489 < final_threshold 0.7
ObjectProperty,has output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5985; sequence_match=0.4167,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has interface,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6160; sequence_match=0.4167,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.7
ObjectProperty,has output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6038; sequence_match=0.4211,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,has license,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.5118; sequence_match=0.4828,False,0.5455,False,top-3 avg score 0.5455 < final_threshold 0.7
ObjectProperty,has clause,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3077; semantic=0.5269; sequence_match=0.4545,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.7
ObjectProperty,uses platform,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.2500; semantic=0.5142; sequence_match=0.4762,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,has specified data output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6586; levenshtein=0.3636; semantic=0.5385; sequence_match=0.4375,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,has output,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5879; sequence_match=0.4167,False,0.5447,False,top-3 avg score 0.5447 < final_threshold 0.7
ObjectProperty,is alternative format of,has format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4646; levenshtein=0.3333; semantic=0.7019; sequence_match=0.4667,False,0.5444,False,top-3 avg score 0.5444 < final_threshold 0.7
ObjectProperty,uses platform,used by tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.5714; sequence_match=0.3636,False,0.5442,False,top-3 avg score 0.5442 < final_threshold 0.7
ObjectProperty,has input,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5202; sequence_match=0.4286,False,0.544,False,top-3 avg score 0.5440 < final_threshold 0.7
ObjectProperty,has specified data output,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6958; levenshtein=0.2727; semantic=0.5378; sequence_match=0.3902,False,0.5413,False,top-3 avg score 0.5413 < final_threshold 0.7
ObjectProperty,has specified data input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5283; sequence_match=0.4516,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has format specification,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3182; semantic=0.5056; sequence_match=0.4375,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.7
ObjectProperty,uses platform,specifies format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.3333; semantic=0.4539; sequence_match=0.5185,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,has specified data output,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6465; levenshtein=0.2727; semantic=0.5858; sequence_match=0.3871,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.7
ObjectProperty,has specified data input,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.5657; sequence_match=0.4000,False,0.5388,False,top-3 avg score 0.5388 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has format specification,exports from format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5642; levenshtein=0.2727; semantic=0.6872; sequence_match=0.3590,False,0.5368,False,top-3 avg score 0.5368 < final_threshold 0.7
