prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has Constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,scope,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7333; levenshtein=0.3000; semantic=0.5870; sequence_match=0.5333,False,0.6179,False,top-3 avg score 0.6179 < final_threshold 0.7
ObjectProperty,leftOperand,operand Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6351; levenshtein=0.2941; semantic=0.7088; sequence_match=0.5000,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,andSequence,sequenced Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6079; levenshtein=0.3000; semantic=0.6744; sequence_match=0.5161,False,0.5995,False,top-3 avg score 0.5995 < final_threshold 0.7
ObjectProperty,consequence,has Sequence Step,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6285; levenshtein=0.5333; semantic=0.4426; sequence_match=0.6154,False,0.5924,False,top-3 avg score 0.5924 < final_threshold 0.7
ObjectProperty,hasPolicy,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,assigner,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5745; sequence_match=0.4444,False,0.5535,False,top-3 avg score 0.5535 < final_threshold 0.7
ObjectProperty,conflict,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,action,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,constraint,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.6230; sequence_match=0.4000,False,0.541,False,top-3 avg score 0.5410 < final_threshold 0.7
ObjectProperty,operand,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6159; levenshtein=0.3333; semantic=0.5495; sequence_match=0.4545,False,0.54,False,top-3 avg score 0.5400 < final_threshold 0.7
ObjectProperty,hasPolicy,has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assigner,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,consequence,sequenced Requirement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5841; levenshtein=0.2500; semantic=0.5079; sequence_match=0.5161,False,0.536,False,top-3 avg score 0.5360 < final_threshold 0.7
ObjectProperty,assignee,has Sequence Step,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4062; sequence_match=0.5217,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.7
ObjectProperty,target,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6581; levenshtein=0.3077; semantic=0.4996; sequence_match=0.4211,False,0.5263,False,top-3 avg score 0.5263 < final_threshold 0.7
ObjectProperty,conflict,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.4889; sequence_match=0.4762,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
ObjectProperty,inheritFrom,contained Item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.4988; sequence_match=0.5000,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.7
ObjectProperty,hasPolicy,has Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5840; levenshtein=0.3077; semantic=0.6071; sequence_match=0.3636,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,action,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5741; sequence_match=0.3750,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,assignee,contained Item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4695; sequence_match=0.4762,False,0.5163,False,top-3 avg score 0.5163 < final_threshold 0.7
ObjectProperty,permission,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6087; levenshtein=0.2941; semantic=0.5688; sequence_match=0.3704,False,0.5159,False,top-3 avg score 0.5159 < final_threshold 0.7
ObjectProperty,scope,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2667; semantic=0.5476; sequence_match=0.4000,False,0.5159,False,top-3 avg score 0.5159 < final_threshold 0.7
ObjectProperty,hasPolicy,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.5019; sequence_match=0.4211,False,0.5138,False,top-3 avg score 0.5138 < final_threshold 0.7
ObjectProperty,inheritRelation,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2000; semantic=0.5282; sequence_match=0.4000,False,0.5131,False,top-3 avg score 0.5131 < final_threshold 0.7
ObjectProperty,and,assigned Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7692; levenshtein=0.2308; semantic=0.3895; sequence_match=0.3750,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
ObjectProperty,hasPolicy,has Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.2308; semantic=0.5826; sequence_match=0.3636,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,scope,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,assignee,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,permission,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.0000; semantic=0.5771; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,relation,operand Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.5911; sequence_match=0.3200,False,0.5003,False,top-3 avg score 0.5003 < final_threshold 0.7
ObjectProperty,relation,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.6174; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,consequence,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3846; semantic=0.4633; sequence_match=0.4167,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,operator,negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4922; sequence_match=0.4000,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,leftOperand,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.2667; semantic=0.4970; sequence_match=0.3846,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
ObjectProperty,constraint,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,inheritRelation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,scope,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.1538; semantic=0.5361; sequence_match=0.3333,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.7
ObjectProperty,operand,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2308; semantic=0.5435; sequence_match=0.3000,False,0.4922,False,top-3 avg score 0.4922 < final_threshold 0.7
ObjectProperty,assignee,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5912; sequence_match=0.3333,False,0.4915,False,top-3 avg score 0.4915 < final_threshold 0.7
ObjectProperty,inheritRelation,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2000; semantic=0.4439; sequence_match=0.4286,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.7
ObjectProperty,operand,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,assignee,has Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.4724; sequence_match=0.3810,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,prohibition,operand Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.6300; sequence_match=0.2857,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,permission,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.1333; semantic=0.5534; sequence_match=0.3200,False,0.4843,False,top-3 avg score 0.4843 < final_threshold 0.7
ObjectProperty,or,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7353; levenshtein=0.1176; semantic=0.5064; sequence_match=0.2105,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.7
ObjectProperty,or,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7111; levenshtein=0.1333; semantic=0.5054; sequence_match=0.2353,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,target,assigned Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.2308; semantic=0.5590; sequence_match=0.3158,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,hasPolicy,assigned Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5056; sequence_match=0.3636,False,0.4831,False,top-3 avg score 0.4831 < final_threshold 0.7
ObjectProperty,or,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5795; sequence_match=0.3333,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.7
ObjectProperty,consequence,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,inheritFrom,assigned Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4809; sequence_match=0.4167,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.7
ObjectProperty,and,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7255; levenshtein=0.1765; semantic=0.4164; sequence_match=0.3000,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.7
ObjectProperty,Only One,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.4139; sequence_match=0.4000,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.7
ObjectProperty,action,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,action,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.1538; semantic=0.4691; sequence_match=0.3158,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
ObjectProperty,constraint,sequenced Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2500; semantic=0.5881; sequence_match=0.3333,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.7
ObjectProperty,relation,negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4344; sequence_match=0.4000,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,assigner,has Sequence Step,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5861; levenshtein=0.3333; semantic=0.4097; sequence_match=0.4348,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.7
ObjectProperty,conflict,operand Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2941; semantic=0.5295; sequence_match=0.4000,False,0.4749,False,top-3 avg score 0.4749 < final_threshold 0.7
ObjectProperty,permission,has Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.5858; sequence_match=0.3478,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,and,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.3000; semantic=0.4749; sequence_match=0.4615,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.7
ObjectProperty,assigner,has Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.4285; sequence_match=0.3810,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.7
ObjectProperty,constraint,has Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5880; sequence_match=0.2609,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
ObjectProperty,obligation,operand Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.5722; sequence_match=0.2963,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.7
ObjectProperty,relation,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,is Linked To Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1875; semantic=0.5576; sequence_match=0.2500,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,relation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,assigner,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2667; semantic=0.4500; sequence_match=0.3478,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,assignee,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4677; sequence_match=0.3478,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,Only One,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6127; levenshtein=0.2667; semantic=0.4242; sequence_match=0.3636,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,function,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.1538; semantic=0.4873; sequence_match=0.2857,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,inheritRelation,assigned Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5650; levenshtein=0.1333; semantic=0.4746; sequence_match=0.3571,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,permission,is Remedy For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5029; sequence_match=0.2857,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,prohibition,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.5075; sequence_match=0.3333,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,leftOperand,negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4864; sequence_match=0.3333,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,failure,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,consequence,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.4998; sequence_match=0.3571,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.7
ObjectProperty,permission,assigned Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.0000; semantic=0.5356; sequence_match=0.3478,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,prohibition,is Constrained By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5374; levenshtein=0.1333; semantic=0.6101; sequence_match=0.2308,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,inheritFrom,has Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.5394; sequence_match=0.3333,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.7
ObjectProperty,function,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5069; sequence_match=0.2609,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.7
ObjectProperty,obligation,has Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.6251; sequence_match=0.2609,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,target,has Assignment,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4957; levenshtein=0.3077; semantic=0.5682; sequence_match=0.1053,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,conflict,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.5040; sequence_match=0.3478,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.7
ObjectProperty,operator,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,scope,is Linked To Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1875; semantic=0.4802; sequence_match=0.2857,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.7
ObjectProperty,partOf,assigned Party,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4145; levenshtein=0.2308; semantic=0.5260; sequence_match=0.4211,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.7
ObjectProperty,failure,has Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.5072; sequence_match=0.3000,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,consequence,is Constrained By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4818; levenshtein=0.3333; semantic=0.4931; sequence_match=0.3846,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.7
ObjectProperty,target,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,andSequence,has Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.4838; sequence_match=0.2857,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.7
ObjectProperty,target,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.5454; sequence_match=0.2609,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,or,is Remedy For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5188; sequence_match=0.3077,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,assigner,contained Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.4552; sequence_match=0.3810,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,permission,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,inheritFrom,has Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.5430; sequence_match=0.2857,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
ObjectProperty,assigner,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,hasPolicy,has Sequence Step,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.4484; sequence_match=0.3333,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,action,has Assignment,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5769; levenshtein=0.2308; semantic=0.5427; sequence_match=0.2105,False,0.4501,False,top-3 avg score 0.4501 < final_threshold 0.7
ObjectProperty,obligation,is Constrained By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1333; semantic=0.5542; sequence_match=0.2400,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.7
ObjectProperty,prohibition,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,partOf,operand Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.4504; sequence_match=0.3478,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.7
ObjectProperty,or,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,permission,has Membership,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.5258; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
