prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has period,has indicator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6667; levenshtein=0.4167; semantic=0.5474; sequence_match=0.3810,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.7
ObjectProperty,has property,is produced by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.4187; sequence_match=0.5217,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,hasGeometry,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.5308; sequence_match=0.4348,False,0.5306,False,top-3 avg score 0.5306 < final_threshold 0.7
ObjectProperty,has phenomenon time,has property type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5846; levenshtein=0.4706; semantic=0.5188; sequence_match=0.3750,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.7
ObjectProperty,has measurement,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5887; sequence_match=0.3846,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.7
ObjectProperty,makes measurement,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.4721; sequence_match=0.4667,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.7
ObjectProperty,has billing period,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.4726; sequence_match=0.4286,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.7
ObjectProperty,applies to,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.5313; sequence_match=0.4348,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.7
ObjectProperty,has property,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6412; levenshtein=0.2143; semantic=0.4901; sequence_match=0.4000,False,0.5105,False,top-3 avg score 0.5105 < final_threshold 0.7
ObjectProperty,has property,comprises asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6025; levenshtein=0.2143; semantic=0.6077; sequence_match=0.3200,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has property,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.5553; sequence_match=0.3478,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,has measurement,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5603; levenshtein=0.2667; semantic=0.5551; sequence_match=0.4138,False,0.5097,False,top-3 avg score 0.5097 < final_threshold 0.7
ObjectProperty,has duration,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5471; sequence_match=0.3846,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,isKPIOf,is produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.2500; semantic=0.4583; sequence_match=0.4211,False,0.5048,False,top-3 avg score 0.5048 < final_threshold 0.7
ObjectProperty,has period,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2143; semantic=0.5173; sequence_match=0.3478,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,has phenomenon time,applies to meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6130; levenshtein=0.2941; semantic=0.4414; sequence_match=0.4516,False,0.502,False,top-3 avg score 0.5020 < final_threshold 0.7
ObjectProperty,is measured by device,is produced by,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6389; levenshtein=0.3889; semantic=0.3863; sequence_match=0.4667,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.7
ObjectProperty,applies to,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6529; levenshtein=0.2667; semantic=0.4242; sequence_match=0.4167,False,0.4979,False,top-3 avg score 0.4979 < final_threshold 0.7
ObjectProperty,applies to,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.1538; semantic=0.5091; sequence_match=0.3636,False,0.4856,False,top-3 avg score 0.4856 < final_threshold 0.7
ObjectProperty,has duration,is located in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4307; sequence_match=0.4545,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.7
ObjectProperty,has period,is produced by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.3652; sequence_match=0.4762,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,is measured by device,applies to meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5470; levenshtein=0.1111; semantic=0.5916; sequence_match=0.3125,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,applies to,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.4725; sequence_match=0.3810,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.7
ObjectProperty,has phenomenon time,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5221; sequence_match=0.3448,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,has key performance indicator,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6279; levenshtein=0.2692; semantic=0.4556; sequence_match=0.3415,False,0.475,False,top-3 avg score 0.4750 < final_threshold 0.7
ObjectProperty,has measurement,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.1429; semantic=0.5055; sequence_match=0.2857,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.7
ObjectProperty,has billing period,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5917; levenshtein=0.1875; semantic=0.4433; sequence_match=0.3871,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.7
ObjectProperty,hasGeometry,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.0714; semantic=0.5219; sequence_match=0.3200,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.7
ObjectProperty,has period,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.4752; sequence_match=0.3158,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,has billing period,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5506; levenshtein=0.1250; semantic=0.5086; sequence_match=0.3333,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,makes measurement,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5391; sequence_match=0.3077,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,measurement made by,is produced by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6174; levenshtein=0.2941; semantic=0.4724; sequence_match=0.2759,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
ObjectProperty,isKPIOf,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5127; sequence_match=0.3158,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,is measured by device,is billed by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.3522; sequence_match=0.4286,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,isKPIOf,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.4386; sequence_match=0.3529,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
ObjectProperty,isKPIOf,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4599; sequence_match=0.3333,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,has key performance indicator,applies to meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5996; levenshtein=0.2692; semantic=0.4793; sequence_match=0.2500,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,measurement made by,applies to meter,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5420; levenshtein=0.2353; semantic=0.5698; sequence_match=0.1935,False,0.449,False,top-3 avg score 0.4490 < final_threshold 0.7
ObjectProperty,is measured by device,is located in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.3615; sequence_match=0.4138,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,is measured by device,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.4206; sequence_match=0.3750,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,has key performance indicator,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6054; levenshtein=0.2308; semantic=0.3737; sequence_match=0.3590,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.7
ObjectProperty,has period,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.4878; sequence_match=0.2609,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.7
ObjectProperty,has duration,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4448; sequence_match=0.2857,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,has measurement,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.4961; sequence_match=0.2963,False,0.443,False,top-3 avg score 0.4430 < final_threshold 0.7
ObjectProperty,isKPIOf,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5031; sequence_match=0.2857,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,has period,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.4712; sequence_match=0.3158,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,has period,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.0909; semantic=0.4461; sequence_match=0.3000,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.7
ObjectProperty,measurement made by,comprises asset,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5420; levenshtein=0.1765; semantic=0.3827; sequence_match=0.3871,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,isKPIOf,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,has property,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.4951; sequence_match=0.2857,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,measurement made by,refers to water,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5072; levenshtein=0.2353; semantic=0.3952; sequence_match=0.4000,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,applies to,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,isKPIOf,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.1333; semantic=0.4826; sequence_match=0.2727,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,hasGeometry,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.4897; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.7
ObjectProperty,measurement made by,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2941; semantic=0.4599; sequence_match=0.2963,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.7
ObjectProperty,has property,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5023; levenshtein=0.1538; semantic=0.4506; sequence_match=0.3333,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,has key performance indicator,is produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5331; levenshtein=0.2692; semantic=0.3714; sequence_match=0.3684,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
ObjectProperty,is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,makes measurement,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4806; levenshtein=0.1250; semantic=0.4678; sequence_match=0.3226,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.7
ObjectProperty,feature is measured by device,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5195; levenshtein=0.2400; semantic=0.3909; sequence_match=0.3590,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,makes measurement,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5097; levenshtein=0.1250; semantic=0.5446; sequence_match=0.2143,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.7
ObjectProperty,has duration,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.0714; semantic=0.4868; sequence_match=0.2400,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
ObjectProperty,feature is measured by device,applies to meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5195; levenshtein=0.2000; semantic=0.4880; sequence_match=0.2564,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
ObjectProperty,is measured by device,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4315; levenshtein=0.1667; semantic=0.4962; sequence_match=0.3333,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.7
ObjectProperty,makes measurement,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5158; levenshtein=0.1875; semantic=0.4684; sequence_match=0.2759,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,hasGeometry,is located in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.0909; semantic=0.5588; sequence_match=0.1818,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.7
ObjectProperty,feature is measured by device,is produced by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5552; levenshtein=0.2800; semantic=0.3052; sequence_match=0.3784,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.7
ObjectProperty,has billing period,is located in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6174; levenshtein=0.2500; semantic=0.3670; sequence_match=0.2222,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.7
ObjectProperty,has phenomenon time,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.1176; semantic=0.4310; sequence_match=0.2581,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,hasGeometry,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.4166; sequence_match=0.2857,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,has period,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.4486; sequence_match=0.2727,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,measurement made by,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.4517; sequence_match=0.2069,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,feature is measured by device,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2000; semantic=0.3792; sequence_match=0.2632,False,0.4051,False,top-3 avg score 0.4051 < final_threshold 0.7
ObjectProperty,has property,is located in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.0909; semantic=0.5198; sequence_match=0.1818,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,feature is measured by device,is billed by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5578; levenshtein=0.2400; semantic=0.3021; sequence_match=0.3429,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.7
ObjectProperty,has duration,comprises asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.4873; sequence_match=0.2400,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.7
ObjectProperty,has key performance indicator,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.2308; semantic=0.3741; sequence_match=0.2703,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,has measurement,uses tariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,has duration,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.4585; sequence_match=0.2500,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,is measured by device,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4111; levenshtein=0.2222; semantic=0.4084; sequence_match=0.3636,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.7
ObjectProperty,measurement made by,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.2941; semantic=0.3828; sequence_match=0.3125,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,has key performance indicator,comprises asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5663; levenshtein=0.1923; semantic=0.4122; sequence_match=0.2000,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.7
ObjectProperty,is measured by device,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.1667; semantic=0.4268; sequence_match=0.2581,False,0.3907,False,top-3 avg score 0.3907 < final_threshold 0.7
ObjectProperty,measurement made by,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,feature is measured by device,has property type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4511; levenshtein=0.2400; semantic=0.4203; sequence_match=0.3000,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.7
ObjectProperty,hasGeometry,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,has measurement,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4468; sequence_match=0.2400,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.7
ObjectProperty,has phenomenon time,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.3843; sequence_match=0.2143,False,0.3795,False,top-3 avg score 0.3795 < final_threshold 0.7
ObjectProperty,has billing period,is produced by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4431; levenshtein=0.1250; semantic=0.3376; sequence_match=0.3571,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.7
ObjectProperty,hasGeometry,is produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.2500; semantic=0.3864; sequence_match=0.2609,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.7
ObjectProperty,feature is measured by device,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4783; levenshtein=0.1600; semantic=0.4867; sequence_match=0.1622,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.7
ObjectProperty,has duration,is produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.0833; semantic=0.3722; sequence_match=0.2609,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,has property,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5058; sequence_match=0.1905,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,applies to,is located in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.4708; sequence_match=0.2000,False,0.3689,False,top-3 avg score 0.3689 < final_threshold 0.7
ObjectProperty,has billing period,comprises asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0625; semantic=0.4761; sequence_match=0.2000,False,0.3682,False,top-3 avg score 0.3682 < final_threshold 0.7
ObjectProperty,isKPIOf,comprises asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.4595; sequence_match=0.1905,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.7
ObjectProperty,has billing period,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.4879; sequence_match=0.2308,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,makes measurement,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.1875; semantic=0.4200; sequence_match=0.2222,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,has measurement,is produced by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4563; levenshtein=0.2143; semantic=0.4165; sequence_match=0.1538,False,0.3624,False,top-3 avg score 0.3624 < final_threshold 0.7
ObjectProperty,has duration,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4335; sequence_match=0.1905,False,0.3615,False,top-3 avg score 0.3615 < final_threshold 0.7
ObjectProperty,applies to,is billed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.2000; semantic=0.4381; sequence_match=0.2105,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,measurement made by,is located in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.3793; sequence_match=0.1429,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.7
ObjectProperty,makes measurement,is produced by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4444; levenshtein=0.1875; semantic=0.4415; sequence_match=0.0714,False,0.3578,False,top-3 avg score 0.3578 < final_threshold 0.7
ObjectProperty,isKPIOf,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.0769; semantic=0.4285; sequence_match=0.2000,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.4005; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,applies to,is produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.1667; semantic=0.3499; sequence_match=0.1905,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4218; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,feature is measured by device,is located in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4840; levenshtein=0.2000; semantic=0.2915; sequence_match=0.2778,False,0.3511,False,top-3 avg score 0.3511 < final_threshold 0.7
ObjectProperty,has phenomenon time,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4937; levenshtein=0.1176; semantic=0.4132; sequence_match=0.1333,False,0.3468,False,top-3 avg score 0.3468 < final_threshold 0.7
ObjectProperty,has measurement,is billed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.4183; sequence_match=0.1667,False,0.3442,False,top-3 avg score 0.3442 < final_threshold 0.7
ObjectProperty,has billing period,refers to water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.1250; semantic=0.3873; sequence_match=0.2069,False,0.3434,False,top-3 avg score 0.3434 < final_threshold 0.7
