gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Source code available,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1579; semantic=0.6447; sequence_match=0.3684,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.6
Source code available,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.1579; semantic=0.5828; sequence_match=0.3871,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
software developer organization,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.3103; semantic=0.5396; sequence_match=0.4286,False,0.5132,False,top-3 avg score 0.5132 < final_threshold 0.6
PROcess,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4911; sequence_match=0.4286,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.6
data format specification,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4758; levenshtein=0.2609; semantic=0.6847; sequence_match=0.3750,False,0.5118,False,top-3 avg score 0.5118 < final_threshold 0.6
desktop graphical user interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2069; semantic=0.6407; sequence_match=0.3158,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
text editing,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.4167; semantic=0.4514; sequence_match=0.4348,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.6
desktop graphical user interface,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6023; levenshtein=0.2069; semantic=0.5650; sequence_match=0.3590,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
plain text file format,CSV Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3860; levenshtein=0.3158; semantic=0.7081; sequence_match=0.4286,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.6
licence,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.2941; semantic=0.5030; sequence_match=0.4167,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.6
software interface,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6291; levenshtein=0.2941; semantic=0.5482; sequence_match=0.3448,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.6
CEL ASCII format,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6456; levenshtein=0.2143; semantic=0.3531; sequence_match=0.5185,False,0.5058,False,top-3 avg score 0.5058 < final_threshold 0.6
software interface,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5381; levenshtein=0.1176; semantic=0.5060; sequence_match=0.4706,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.6
licence,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4575; sequence_match=0.4211,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
CEL binary format,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6530; levenshtein=0.2667; semantic=0.3604; sequence_match=0.5000,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
Open source software license,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3200; semantic=0.4677; sequence_match=0.4324,False,0.5038,False,top-3 avg score 0.5038 < final_threshold 0.6
desktop graphical user interface,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6935; levenshtein=0.2414; semantic=0.5244; sequence_match=0.2927,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.6
Source code available,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.2105; semantic=0.6775; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
CEL binary format,Format Conversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4806; levenshtein=0.0625; semantic=0.6384; sequence_match=0.3871,False,0.502,False,top-3 avg score 0.5020 < final_threshold 0.6
file rendering,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5395; sequence_match=0.4000,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
Free,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4886; sequence_match=0.4000,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.6
application programming interface,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
web service,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
software,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
version number,Format Conversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.1875; semantic=0.5089; sequence_match=0.4828,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.6
data format specification,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2174; semantic=0.4351; sequence_match=0.3871,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
algorithm,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5235; sequence_match=0.4211,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.6
Maintained,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2105; semantic=0.4897; sequence_match=0.4138,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Maintained,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.5072; sequence_match=0.3750,False,0.4941,False,top-3 avg score 0.4941 < final_threshold 0.6
Not Free,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5164; sequence_match=0.3750,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.6
algorithm,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.5170; sequence_match=0.3636,False,0.493,False,top-3 avg score 0.4930 < final_threshold 0.6
Maintained,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5494; sequence_match=0.3529,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
Development status,CEL Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6176; levenshtein=0.2941; semantic=0.3957; sequence_match=0.4615,False,0.4916,False,top-3 avg score 0.4916 < final_threshold 0.6
desktop graphical user interface,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5707; levenshtein=0.3103; semantic=0.5867; sequence_match=0.2917,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
.csv,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.2857; semantic=0.5733; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
web service,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5347; sequence_match=0.3529,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
software,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.5172; sequence_match=0.3529,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.6
Free,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5298; sequence_match=0.3750,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
algorithm,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
Not Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.6422; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
file rendering,Format Conversion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6110; levenshtein=0.3125; semantic=0.5280; sequence_match=0.2759,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.6
version number,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5849; sequence_match=0.3000,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
CEL ASCII format,Format Conversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4232; levenshtein=0.1875; semantic=0.6276; sequence_match=0.4000,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.6
plain text file format,Maintenance Status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6307; levenshtein=0.3158; semantic=0.3717; sequence_match=0.4444,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
XML,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6329; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
file rendering,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5919; sequence_match=0.2727,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
Not Free,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.2500; semantic=0.4441; sequence_match=0.4211,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
software,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5689; sequence_match=0.4000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.6
software,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
version number,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5270; sequence_match=0.3478,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
Not Free,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.1176; semantic=0.4996; sequence_match=0.3333,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.6
desktop graphical user interface,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.1724; semantic=0.4768; sequence_match=0.3478,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.6
function,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4747; sequence_match=0.4211,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
software interface,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.5797; sequence_match=0.2500,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
software interface,GIF Rendering,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5698; levenshtein=0.3529; semantic=0.5091; sequence_match=0.3448,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.6
software developer organization,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1724; semantic=0.6057; sequence_match=0.3333,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
.csv,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.6064; sequence_match=0.1538,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5996; sequence_match=0.3636,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
CEL ASCII format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
software developer organization,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6513; levenshtein=0.2414; semantic=0.4249; sequence_match=0.3500,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.6
text editing,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4844; sequence_match=0.3636,False,0.4746,False,top-3 avg score 0.4746 < final_threshold 0.6
Purchase cost,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.0833; semantic=0.4254; sequence_match=0.4167,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
programming language,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.5480; sequence_match=0.3226,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.6
software developer organization,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6669; levenshtein=0.2759; semantic=0.3972; sequence_match=0.3556,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
programming language,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3158; semantic=0.4825; sequence_match=0.3889,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.6
