role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,playsgame,playsgame,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasplayingarea,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6524; levenshtein=0.2857; semantic=0.5983; sequence_match=0.4211,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
property,hasplayingarea,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.5763; sequence_match=0.4000,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.6
property,ownsitem,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6464; levenshtein=0.2500; semantic=0.6181; sequence_match=0.4000,False,0.5548,False,top-3 avg score 0.5548 < final_threshold 0.6
property,hasitem,hastotalpayments,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.3125; semantic=0.5362; sequence_match=0.4348,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.6
property,hasachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6502; sequence_match=0.3810,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
property,playsgame,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5464; sequence_match=0.5000,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
property,hasgamegenre,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.5125; sequence_match=0.4762,False,0.5487,False,top-3 avg score 0.5487 < final_threshold 0.6
property,hasplayingarea,hastotalpayments,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6798; levenshtein=0.2500; semantic=0.4940; sequence_match=0.4667,False,0.5468,False,top-3 avg score 0.5468 < final_threshold 0.6
property,hasgamegenre,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5803; sequence_match=0.4211,False,0.5454,False,top-3 avg score 0.5454 < final_threshold 0.6
property,hasitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5310; sequence_match=0.4615,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.6
property,ownsachievement,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5701; sequence_match=0.3636,False,0.5435,False,top-3 avg score 0.5435 < final_threshold 0.6
property,ownsitem,doneat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5496; sequence_match=0.4286,False,0.5390,False,top-3 avg score 0.5390 < final_threshold 0.6
property,playsgame,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4959; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,purchasesgameoffering,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7284; levenshtein=0.2381; semantic=0.4486; sequence_match=0.4375,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasachievement,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,livesin,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,ownsitem,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.6089; sequence_match=0.4000,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.6
property,hasitem,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5134; sequence_match=0.4762,False,0.5362,False,top-3 avg score 0.5362 < final_threshold 0.6
property,hasgamegenre,hastotalpayments,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6736; levenshtein=0.3750; semantic=0.4311; sequence_match=0.5000,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.6
property,hasgamegenre,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5345; sequence_match=0.4211,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
property,ownsitem,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.6229; sequence_match=0.3636,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.6
property,username,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.5454; sequence_match=0.4706,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.6
property,ownsitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5185; sequence_match=0.4286,False,0.5240,False,top-3 avg score 0.5240 < final_threshold 0.6
property,eventtime,hasachievementtype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5794; levenshtein=0.3889; semantic=0.4675; sequence_match=0.5185,False,0.5218,False,top-3 avg score 0.5218 < final_threshold 0.6
property,username,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6469; sequence_match=0.3529,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.6
property,username,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5794; sequence_match=0.4286,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
property,username,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5607; sequence_match=0.4000,False,0.5206,False,top-3 avg score 0.5206 < final_threshold 0.6
property,livesin,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5974; sequence_match=0.3750,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,playsgame,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,hasachievement,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,playsgame,hastotalpayments,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6432; levenshtein=0.1875; semantic=0.5085; sequence_match=0.4000,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.6
property,hasgamegenre,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6468; levenshtein=0.4286; semantic=0.4655; sequence_match=0.3846,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
property,ownsachievement,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2667; semantic=0.7106; sequence_match=0.2727,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.6
property,hasplayingarea,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.4830; sequence_match=0.4286,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.6
property,ownsachievement,doneat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.5824; sequence_match=0.3810,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.6
property,playsgame,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5132; sequence_match=0.4000,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.6
property,username,purchases,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.5229; sequence_match=0.3529,False,0.5080,False,top-3 avg score 0.5080 < final_threshold 0.6
property,purchasesgameoffering,makesinapppurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4835; levenshtein=0.1429; semantic=0.6303; sequence_match=0.4103,False,0.5080,False,top-3 avg score 0.5080 < final_threshold 0.6
property,username,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.6211; sequence_match=0.3636,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,eventtime,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5055; sequence_match=0.4000,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,ownsachievement,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.6419; sequence_match=0.3077,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
property,playsgame,purchases,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.4247; sequence_match=0.4444,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.6
property,purchasesgameoffering,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4976; sequence_match=0.4000,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,iseventassociatedtoplayer,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6778; levenshtein=0.2000; semantic=0.4443; sequence_match=0.3721,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,releasedate,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.1429; semantic=0.5503; sequence_match=0.3200,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.6
property,releasedate,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.5287; sequence_match=0.4545,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,releasedate,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.4842; sequence_match=0.3750,False,0.4945,False,top-3 avg score 0.4945 < final_threshold 0.6
property,username,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5202; sequence_match=0.3636,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.6
property,playsgame,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5544; sequence_match=0.2500,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
property,releasedate,doneat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.5230; sequence_match=0.3529,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
property,releasedate,playsgame,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.4986; sequence_match=0.1000,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
property,livesin,makes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5634; sequence_match=0.3333,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,purchasesgameoffering,hastotalpayments,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5337; levenshtein=0.2381; semantic=0.5447; sequence_match=0.3784,False,0.4856,False,top-3 avg score 0.4856 < final_threshold 0.6
property,hasplayingarea,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.5621; sequence_match=0.3125,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
property,releasedate,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5149; sequence_match=0.4000,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
property,releasedate,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6406; levenshtein=0.2222; semantic=0.4634; sequence_match=0.3448,False,0.4829,False,top-3 avg score 0.4829 < final_threshold 0.6
property,ownsachievement,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5914; sequence_match=0.3333,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,ownsachievement,hastotalpayments,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5528; levenshtein=0.2500; semantic=0.5049; sequence_match=0.3871,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
property,purchasesgameoffering,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.4304; sequence_match=0.3571,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.6
property,username,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6585; sequence_match=0.2667,False,0.4790,False,top-3 avg score 0.4790 < final_threshold 0.6
property,playsgame,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4629; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
property,hasitem,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4629; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
property,username,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2222; semantic=0.5330; sequence_match=0.3077,False,0.4747,False,top-3 avg score 0.4747 < final_threshold 0.6
property,playsgame,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5266; sequence_match=0.3333,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,ownsitem,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.5399; sequence_match=0.3077,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,livesin,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4934; sequence_match=0.3200,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,hasitem,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2857; semantic=0.5072; sequence_match=0.3333,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.6
property,ownsitem,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.6452; sequence_match=0.2105,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,hasachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.5369; sequence_match=0.3000,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.6
property,hasitem,purchases,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4180; levenshtein=0.2222; semantic=0.4862; sequence_match=0.5000,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.6
property,releasedate,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4997; sequence_match=0.4444,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,isfriendwithplayer,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4356; sequence_match=0.3750,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,releasedate,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.6053; sequence_match=0.3333,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.6
property,purchasesgameoffering,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4082; sequence_match=0.3448,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
property,playsgame,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.2857; semantic=0.4545; sequence_match=0.4348,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,ownsachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1333; semantic=0.5061; sequence_match=0.2759,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,username,doneat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5890; sequence_match=0.2857,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
property,playsgame,hasachievementtype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4733; sequence_match=0.3704,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.6
property,ownsachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,isfriendwithplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4667; sequence_match=0.3200,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,hasachievement,purchases,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5299; sequence_match=0.3478,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
property,ownsachievement,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5709; sequence_match=0.3636,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
