prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has game genre,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9083; levenshtein=0.6667; semantic=0.8370; sequence_match=0.8000,False,0.8484,True,selected
ObjectProperty,has item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8167; levenshtein=0.4000; semantic=0.5931; sequence_match=0.5882,False,0.666,False,top-3 avg score 0.6660 < final_threshold 0.7
ObjectProperty,plays game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7090; levenshtein=0.2222; semantic=0.7297; sequence_match=0.5556,False,0.6647,False,top-3 avg score 0.6647 < final_threshold 0.7
ObjectProperty,plays game,is playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7241; levenshtein=0.4667; semantic=0.6816; sequence_match=0.5833,False,0.663,False,top-3 avg score 0.6630 < final_threshold 0.7
ObjectProperty,has leaderboard,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7981; levenshtein=0.4286; semantic=0.5770; sequence_match=0.6087,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has character,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6592; sequence_match=0.5263,False,0.6609,False,top-3 avg score 0.6609 < final_threshold 0.7
ObjectProperty,is session in game,used in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7361; levenshtein=0.5333; semantic=0.6012; sequence_match=0.6400,False,0.6591,False,top-3 avg score 0.6591 < final_threshold 0.7
ObjectProperty,has character,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6475; sequence_match=0.5263,False,0.657,False,top-3 avg score 0.6570 < final_threshold 0.7
ObjectProperty,has game genre,is genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.7225; sequence_match=0.5714,False,0.6535,False,top-3 avg score 0.6535 < final_threshold 0.7
ObjectProperty,has feature,has usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8344; levenshtein=0.3846; semantic=0.6032; sequence_match=0.5217,False,0.6531,False,top-3 avg score 0.6531 < final_threshold 0.7
ObjectProperty,has game genre,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,is character in game,used in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6319; levenshtein=0.4706; semantic=0.7213; sequence_match=0.5926,False,0.6486,False,top-3 avg score 0.6486 < final_threshold 0.7
ObjectProperty,has playing area,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,plays game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has feature,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4000; semantic=0.5878; sequence_match=0.5263,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
ObjectProperty,has achievement,has usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7930; levenshtein=0.2857; semantic=0.6092; sequence_match=0.5185,False,0.6403,False,top-3 avg score 0.6403 < final_threshold 0.7
ObjectProperty,has game genre,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.4167; semantic=0.5315; sequence_match=0.5714,False,0.6362,False,top-3 avg score 0.6362 < final_threshold 0.7
ObjectProperty,has feature,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7900; levenshtein=0.5000; semantic=0.5799; sequence_match=0.5263,False,0.6321,False,top-3 avg score 0.6321 < final_threshold 0.7
ObjectProperty,involves player,is player in stat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5893; levenshtein=0.1429; semantic=0.7351; sequence_match=0.5714,False,0.6319,False,top-3 avg score 0.6319 < final_threshold 0.7
ObjectProperty,purchases game offering,is game of purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7284; levenshtein=0.2857; semantic=0.7276; sequence_match=0.4324,False,0.6295,False,top-3 avg score 0.6295 < final_threshold 0.7
ObjectProperty,has game genre,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,is player in session,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.4118; semantic=0.5403; sequence_match=0.5185,False,0.6271,False,top-3 avg score 0.6271 < final_threshold 0.7
ObjectProperty,plays game,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.3000; semantic=0.7075; sequence_match=0.5263,False,0.6261,False,top-3 avg score 0.6261 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,has location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7985; levenshtein=0.2857; semantic=0.5037; sequence_match=0.5600,False,0.6207,False,top-3 avg score 0.6207 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,plays game,used in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.4000; semantic=0.6407; sequence_match=0.5263,False,0.6174,False,top-3 avg score 0.6174 < final_threshold 0.7
ObjectProperty,is player in session,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6346; levenshtein=0.3529; semantic=0.6666; sequence_match=0.5385,False,0.6132,False,top-3 avg score 0.6132 < final_threshold 0.7
ObjectProperty,purchases game offering,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6825; levenshtein=0.3333; semantic=0.6538; sequence_match=0.5000,False,0.6121,False,top-3 avg score 0.6121 < final_threshold 0.7
ObjectProperty,has character,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5980; sequence_match=0.5714,False,0.612,False,top-3 avg score 0.6120 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,involves player,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5905; levenshtein=0.3571; semantic=0.6527; sequence_match=0.5833,False,0.6088,False,top-3 avg score 0.6088 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,plays game,purchase for game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6529; levenshtein=0.4000; semantic=0.5824; sequence_match=0.5833,False,0.6062,False,top-3 avg score 0.6062 < final_threshold 0.7
ObjectProperty,has feature,has game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6471; sequence_match=0.4706,False,0.6062,False,top-3 avg score 0.6062 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,is friend with player,is player in stat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6303; levenshtein=0.2222; semantic=0.6688; sequence_match=0.5000,False,0.5997,False,top-3 avg score 0.5997 < final_threshold 0.7
ObjectProperty,has character,has type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6367; sequence_match=0.5263,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,owns item,has usable item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.7040; sequence_match=0.4762,False,0.5945,False,top-3 avg score 0.5945 < final_threshold 0.7
ObjectProperty,has item,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6114; sequence_match=0.5000,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,has feature,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6082; sequence_match=0.4706,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has playing area,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.4998; sequence_match=0.4762,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,is achievement in game,is game in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7634; levenshtein=0.3158; semantic=0.6178; sequence_match=0.3871,False,0.5894,False,top-3 avg score 0.5894 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is player in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6314; levenshtein=0.3684; semantic=0.5899; sequence_match=0.5455,False,0.5889,False,top-3 avg score 0.5889 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,has character,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3333; semantic=0.5472; sequence_match=0.5217,False,0.5836,False,top-3 avg score 0.5836 < final_threshold 0.7
ObjectProperty,has game genre,is game in stat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6385; sequence_match=0.5000,False,0.5832,False,top-3 avg score 0.5832 < final_threshold 0.7
ObjectProperty,is character in game,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7026; levenshtein=0.4118; semantic=0.5420; sequence_match=0.5000,False,0.5815,False,top-3 avg score 0.5815 < final_threshold 0.7
ObjectProperty,has game genre,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.2667; semantic=0.5846; sequence_match=0.5185,False,0.5796,False,top-3 avg score 0.5796 < final_threshold 0.7
ObjectProperty,has game genre,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,plays game,is player in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6164; levenshtein=0.3571; semantic=0.5906; sequence_match=0.5217,False,0.5762,False,top-3 avg score 0.5762 < final_threshold 0.7
ObjectProperty,is achievement in game,used in game,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5466; levenshtein=0.4211; semantic=0.6301; sequence_match=0.5517,False,0.5762,False,top-3 avg score 0.5762 < final_threshold 0.7
ObjectProperty,plays game,is game in stat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.6959; sequence_match=0.4762,False,0.5759,False,top-3 avg score 0.5759 < final_threshold 0.7
ObjectProperty,has achievement,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6829; levenshtein=0.2857; semantic=0.5560; sequence_match=0.4800,False,0.573,False,top-3 avg score 0.5730 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is playing area of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6994; levenshtein=0.3158; semantic=0.4838; sequence_match=0.5294,False,0.5709,False,top-3 avg score 0.5709 < final_threshold 0.7
ObjectProperty,has feature,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5827; sequence_match=0.4762,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.7
ObjectProperty,purchases game offering,makes purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6385; levenshtein=0.1905; semantic=0.6012; sequence_match=0.4706,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.7
ObjectProperty,is leaderboard in game,used in game,sequence_match+semantic+jaro_winkler,jaro_winkler=0.5275; levenshtein=0.4737; semantic=0.5597; sequence_match=0.6207,False,0.5693,False,top-3 avg score 0.5693 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,is character in game,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3529; semantic=0.5918; sequence_match=0.5000,False,0.5649,False,top-3 avg score 0.5649 < final_threshold 0.7
ObjectProperty,has character,has usable item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5983; levenshtein=0.4615; semantic=0.6133; sequence_match=0.4800,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.7
ObjectProperty,purchases game offering,is purchase made by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.3810; semantic=0.5151; sequence_match=0.5405,False,0.5635,False,top-3 avg score 0.5635 < final_threshold 0.7
ObjectProperty,has game genre,used in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.2500; semantic=0.6170; sequence_match=0.4545,False,0.5633,False,top-3 avg score 0.5633 < final_threshold 0.7
ObjectProperty,is character in game,is player in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6130; levenshtein=0.4118; semantic=0.5555; sequence_match=0.5161,False,0.5615,False,top-3 avg score 0.5615 < final_threshold 0.7
ObjectProperty,has achievement,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.6108; sequence_match=0.4348,False,0.5611,False,top-3 avg score 0.5611 < final_threshold 0.7
ObjectProperty,is friend with player,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2778; semantic=0.5834; sequence_match=0.5000,False,0.5587,False,top-3 avg score 0.5587 < final_threshold 0.7
ObjectProperty,involves player,is playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5995; levenshtein=0.2000; semantic=0.5899; sequence_match=0.4828,False,0.5574,False,top-3 avg score 0.5574 < final_threshold 0.7
ObjectProperty,is session in game,is game in stat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5881; levenshtein=0.3333; semantic=0.6352; sequence_match=0.4444,False,0.5559,False,top-3 avg score 0.5559 < final_threshold 0.7
ObjectProperty,has playing area,is player in stat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.4174; sequence_match=0.5714,False,0.555,False,top-3 avg score 0.5550 < final_threshold 0.7
ObjectProperty,lives in,is location of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6437; levenshtein=0.2500; semantic=0.7022; sequence_match=0.3158,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,is character in game,is playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6516; levenshtein=0.2941; semantic=0.5086; sequence_match=0.5000,False,0.5534,False,top-3 avg score 0.5534 < final_threshold 0.7
ObjectProperty,purchases game offering,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4667,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,is player in session,is game in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6650; levenshtein=0.4118; semantic=0.5091; sequence_match=0.4828,False,0.5523,False,top-3 avg score 0.5523 < final_threshold 0.7
ObjectProperty,has feature,has playing area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5499; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,has item,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.5494; sequence_match=0.4444,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,owns achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5768; sequence_match=0.3636,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
ObjectProperty,is friend with player,has player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3889; levenshtein=0.3333; semantic=0.7209; sequence_match=0.5185,False,0.5428,False,top-3 avg score 0.5428 < final_threshold 0.7
ObjectProperty,is session in game,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2667; semantic=0.5140; sequence_match=0.4667,False,0.5417,False,top-3 avg score 0.5417 < final_threshold 0.7
ObjectProperty,has leaderboard,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4545,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,purchases game offering,used in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.5869; sequence_match=0.4516,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,is event associated to player,is player in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2400; semantic=0.5712; sequence_match=0.4103,False,0.5399,False,top-3 avg score 0.5399 < final_threshold 0.7
ObjectProperty,has game genre,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5631; sequence_match=0.4211,False,0.5397,False,top-3 avg score 0.5397 < final_threshold 0.7
ObjectProperty,is character in session,is location of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6889; levenshtein=0.3000; semantic=0.4300; sequence_match=0.5000,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.7
ObjectProperty,owns character,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2308; semantic=0.5848; sequence_match=0.4000,False,0.5393,False,top-3 avg score 0.5393 < final_threshold 0.7
ObjectProperty,has game genre,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5528; sequence_match=0.4211,False,0.5392,False,top-3 avg score 0.5392 < final_threshold 0.7
ObjectProperty,plays game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,has character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5075; sequence_match=0.4615,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.7
ObjectProperty,is achievement in game,is player in stat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6225; levenshtein=0.2632; semantic=0.5675; sequence_match=0.4242,False,0.5381,False,top-3 avg score 0.5381 < final_threshold 0.7
