prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasBody,has body,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasColor,has color,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasVintageYear,has vintage year,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,madeFromGrape,made from grape,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasVintageYear,is vintage year of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7746; levenshtein=0.7333; semantic=0.9233; sequence_match=0.8276,False,0.8418,False,gold already mapped to 'has vintage year'
ObjectProperty,hasVintageYear,has bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.6111; sequence_match=0.3333,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.1765; semantic=0.5991; sequence_match=0.3333,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2941; semantic=0.5096; sequence_match=0.3704,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.7
ObjectProperty,hasFlavor,is good vintage for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.5750; sequence_match=0.3200,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,is good vintage for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1765; semantic=0.5253; sequence_match=0.3636,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.7
ObjectProperty,hasColor,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4774; sequence_match=0.3750,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.7
ObjectProperty,hasBody,has characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.6439; sequence_match=0.2500,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,locatedIn,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.4808; sequence_match=0.3846,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has body,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.2353; semantic=0.4667; sequence_match=0.3333,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.7
ObjectProperty,hasFlavor,made from grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5460; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,hasColor,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.2222; semantic=0.5124; sequence_match=0.3846,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,locatedIn,has good vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5171; sequence_match=0.3478,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.7
ObjectProperty,hasBody,is bouquet of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4929; sequence_match=0.3333,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,hasColor,is bouquet of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5283; sequence_match=0.3158,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,locatedIn,is good vintage for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5956; levenshtein=0.1875; semantic=0.4743; sequence_match=0.3200,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,hasSugar,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5676; sequence_match=0.2857,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,hasSugar,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4386; sequence_match=0.3478,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,hasColor,is good vintage for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1875; semantic=0.5976; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.7
ObjectProperty,hasBody,is good vintage for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5387; levenshtein=0.1250; semantic=0.5528; sequence_match=0.2609,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,locatedIn,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2778; semantic=0.4996; sequence_match=0.3704,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,locatedIn,is used in wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5926; levenshtein=0.2500; semantic=0.3699; sequence_match=0.3810,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,hasVintageYear,is used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4579; levenshtein=0.1429; semantic=0.5387; sequence_match=0.3077,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
ObjectProperty,hasVintageYear,is characteristic of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1111; semantic=0.5016; sequence_match=0.2500,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,is color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.2353; semantic=0.5183; sequence_match=0.3846,False,0.4317,False,top-3 avg score 0.4317 < final_threshold 0.7
ObjectProperty,hasFlavor,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.5177; sequence_match=0.2963,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.7
ObjectProperty,hasFlavor,is vintage year of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5778; levenshtein=0.2000; semantic=0.5043; sequence_match=0.1667,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,madeFromGrape,has good vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2143; semantic=0.4853; sequence_match=0.2222,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.5152; sequence_match=0.2609,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,madeFromGrape,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.0667; semantic=0.4848; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,is bouquet of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.2353; semantic=0.4778; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,hasSugar,is good vintage for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5034; sequence_match=0.2500,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.7
ObjectProperty,hasVintageYear,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5305; sequence_match=0.2222,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5305; sequence_match=0.2222,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,locatedIn,has body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.5386; sequence_match=0.2500,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,madeFromGrape,is good vintage for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.1250; semantic=0.4824; sequence_match=0.2759,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,hasBody,is color of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5015; sequence_match=0.2500,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,hasColor,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,madeFromGrape,is used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.6942; sequence_match=0.1600,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.7
ObjectProperty,locatedIn,has color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5426; sequence_match=0.2353,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.7
ObjectProperty,hasBody,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4838; sequence_match=0.3200,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
ObjectProperty,locatedIn,made from grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.0000; semantic=0.4416; sequence_match=0.2727,False,0.405,False,top-3 avg score 0.4050 < final_threshold 0.7
ObjectProperty,locatedIn,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.4813; sequence_match=0.2353,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,madeFromGrape,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.1765; semantic=0.4419; sequence_match=0.2667,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,locatedIn,has bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2105,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
ObjectProperty,hasSugar,is color of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4652; sequence_match=0.2353,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,madeFromGrape,has color,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5322; sequence_match=0.1905,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.7
ObjectProperty,hasFlavor,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.4537; sequence_match=0.2353,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.7
ObjectProperty,hasFlavor,is bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0909; semantic=0.4884; sequence_match=0.2000,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.7
ObjectProperty,hasSugar,is characteristic of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.4179; sequence_match=0.2308,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.7
ObjectProperty,hasColor,is vintage year of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.5569; sequence_match=0.1739,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,locatedIn,is vintage year of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.1333; semantic=0.4765; sequence_match=0.1667,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
ObjectProperty,madeFromGrape,has bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5573; sequence_match=0.1739,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.7
ObjectProperty,hasSugar,is used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4993; sequence_match=0.2000,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,hasSugar,is bouquet of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4336; sequence_match=0.2105,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.7
ObjectProperty,locatedIn,is bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.1818; semantic=0.4862; sequence_match=0.2000,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.7
ObjectProperty,hasBody,made from grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4652; sequence_match=0.2000,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,madeFromGrape,has body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4652; sequence_match=0.2000,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,madeFromGrape,is color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5140; sequence_match=0.1818,False,0.3687,False,top-3 avg score 0.3687 < final_threshold 0.7
ObjectProperty,hasBody,is vintage year of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.0667; semantic=0.4918; sequence_match=0.1818,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.7
ObjectProperty,madeFromGrape,is characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1111; semantic=0.4260; sequence_match=0.2581,False,0.3683,False,top-3 avg score 0.3683 < final_threshold 0.7
ObjectProperty,hasBody,is used in wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.3900; sequence_match=0.2105,False,0.3616,False,top-3 avg score 0.3616 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.4042; sequence_match=0.2400,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.7
ObjectProperty,hasVintageYear,is body of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4488; sequence_match=0.1818,False,0.3498,False,top-3 avg score 0.3498 < final_threshold 0.7
ObjectProperty,locatedIn,is color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3148; levenshtein=0.1111; semantic=0.5108; sequence_match=0.2222,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.7
ObjectProperty,hasVintageYear,is bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.1429; semantic=0.4955; sequence_match=0.1600,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.7
ObjectProperty,hasVintageYear,is color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2884; levenshtein=0.0714; semantic=0.5629; sequence_match=0.1739,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.7
ObjectProperty,madeFromGrape,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4000; sequence_match=0.1905,False,0.3382,False,top-3 avg score 0.3382 < final_threshold 0.7
ObjectProperty,hasFlavor,is used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3981; levenshtein=0.0833; semantic=0.4969; sequence_match=0.0952,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.7
ObjectProperty,madeFromGrape,is bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2786; levenshtein=0.0000; semantic=0.5221; sequence_match=0.1667,False,0.3224,False,top-3 avg score 0.3224 < final_threshold 0.7
ObjectProperty,hasColor,is used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0833; semantic=0.4557; sequence_match=0.1000,False,0.3195,False,top-3 avg score 0.3195 < final_threshold 0.7
ObjectProperty,hasSugar,is body of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4143; sequence_match=0.1250,False,0.3187,False,top-3 avg score 0.3187 < final_threshold 0.7
