gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Meter,Motor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7600; levenshtein=0.6000; semantic=0.6147; sequence_match=0.6000,False,0.6582,True,selected
Temporal duration,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8539; levenshtein=0.5000; semantic=0.5454; sequence_match=0.5185,False,0.6393,True,selected
Key Performance Indicator,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.4783; semantic=0.5980; sequence_match=0.5946,False,0.6063,True,selected
Tariff,Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9091; levenshtein=0.5455; semantic=0.8120; sequence_match=0.7059,False,0.809,False,gold already mapped to 'Tariff'
Sensor,Flow Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7556; levenshtein=0.6000; semantic=0.8577; sequence_match=0.7500,False,0.7877,False,gold already mapped to 'Sensor'
Water asset,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7825; sequence_match=0.6667,False,0.783,False,pred already taken by 'Water' (higher averaged score)
Water property,Water Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8930; levenshtein=0.6190; semantic=0.6855; sequence_match=0.7647,False,0.7811,False,gold already mapped to 'Water Physical Property'
Tariff,Tariff Period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7550; sequence_match=0.6667,False,0.7739,False,gold already mapped to 'Tariff'
Temporal duration,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8842; levenshtein=0.6250; semantic=0.7138; sequence_match=0.7097,False,0.7692,False,pred already taken by 'Temporal entity' (higher averaged score)
Water,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7251; sequence_match=0.6667,False,0.7639,False,gold already mapped to 'Water'
Water meter,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7251; sequence_match=0.6667,False,0.7639,False,gold already mapped to 'Water Meter'
Water asset,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8800; levenshtein=0.6000; semantic=0.6763; sequence_match=0.7000,False,0.7521,False,pred already taken by 'Water meter' (higher averaged score)
Water property,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8769; levenshtein=0.3846; semantic=0.7434; sequence_match=0.5556,False,0.7253,False,gold already mapped to 'Water Physical Property'
Water meter,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8400; levenshtein=0.5000; semantic=0.7187; sequence_match=0.5833,False,0.714,False,gold already mapped to 'Water Meter'
Water,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8714; levenshtein=0.3571; semantic=0.7301; sequence_match=0.5263,False,0.7093,False,gold already mapped to 'Water'
Water property,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8581; levenshtein=0.5385; semantic=0.6433; sequence_match=0.6087,False,0.7033,False,gold already mapped to 'Water Physical Property'
Water asset,Asset,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6500; levenshtein=0.5000; semantic=0.7889; sequence_match=0.6667,False,0.7019,False,gold already mapped to 'Water Quality Sensor'
ChemicalProperty,Water Physical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7044; levenshtein=0.6190; semantic=0.6691; sequence_match=0.7027,False,0.6921,False,gold already mapped to 'Water Chemical Property'
Water asset,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8400; levenshtein=0.4286; semantic=0.6505; sequence_match=0.5833,False,0.6913,False,gold already mapped to 'Water Quality Sensor'
Meter,Water Meter,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5667; levenshtein=0.5000; semantic=0.8181; sequence_match=0.6667,False,0.6838,False,pred already taken by 'Water meter' (higher averaged score)
Water meter,Water Quality Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8239; levenshtein=0.4444; semantic=0.7176; sequence_match=0.5000,False,0.6805,False,gold already mapped to 'Water Meter'
Water infrastructure,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8526; levenshtein=0.2632; semantic=0.7618; sequence_match=0.4167,False,0.677,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Quality Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8556; levenshtein=0.2778; semantic=0.6960; sequence_match=0.4348,False,0.6621,False,gold already mapped to 'Water'
Sensor,Pressure Sensor,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5675; levenshtein=0.4286; semantic=0.8144; sequence_match=0.6000,False,0.6606,False,gold already mapped to 'Sensor'
Water infrastructure,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8548; levenshtein=0.4737; semantic=0.6409; sequence_match=0.4848,False,0.6602,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8476; levenshtein=0.2381; semantic=0.7067; sequence_match=0.3846,False,0.6463,False,gold already mapped to 'Water'
Water,Water Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8476; levenshtein=0.2381; semantic=0.7053; sequence_match=0.3846,False,0.6458,False,gold already mapped to 'Water'
Meter,Water,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7333; levenshtein=0.6000; semantic=0.5987; sequence_match=0.6000,False,0.6444,False,gold already mapped to 'Motor'
Temporal entity,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8347; levenshtein=0.5000; semantic=0.5150; sequence_match=0.5600,False,0.6366,False,gold already mapped to 'Temporal Setting'
Acceptability property,Water Physical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7554; levenshtein=0.4762; semantic=0.5638; sequence_match=0.5714,False,0.6302,False,pred already taken by 'Water property' (higher averaged score)
Actuator,Motor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.7631; sequence_match=0.4615,False,0.6277,False,gold already mapped to 'Actuator'
Acceptability property,Water Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7163; levenshtein=0.4286; semantic=0.5371; sequence_match=0.6190,False,0.6241,False,pred already taken by 'ChemicalProperty' (higher averaged score)
Meter,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6379; levenshtein=0.2727; semantic=0.8363; sequence_match=0.3750,False,0.6164,False,gold already mapped to 'Motor'
Water meter,Water Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8213; levenshtein=0.3810; semantic=0.5015; sequence_match=0.5161,False,0.613,False,gold already mapped to 'Water Meter'
Water asset,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6853; levenshtein=0.3810; semantic=0.6280; sequence_match=0.5161,False,0.6098,False,gold already mapped to 'Water Quality Sensor'
Time-based tariff,Tariff,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4556; levenshtein=0.4000; semantic=0.7982; sequence_match=0.5714,False,0.6084,False,pred already taken by 'Tariff' (higher averaged score)
Water infrastructure,Water Quality Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6996; levenshtein=0.3158; semantic=0.6764; sequence_match=0.4324,False,0.6028,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Distribution Infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8323; levenshtein=0.1613; semantic=0.6982; sequence_match=0.2778,False,0.6027,False,gold already mapped to 'Water'
Sensor,Water Quality Sensor,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4815; levenshtein=0.3333; semantic=0.8193; sequence_match=0.5000,False,0.6003,False,gold already mapped to 'Sensor'
Measurement,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.1818; semantic=0.6008; sequence_match=0.5455,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.6
Water asset,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2581; semantic=0.7522; sequence_match=0.3902,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
Water asset,Water Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.3810; semantic=0.6085; sequence_match=0.5161,False,0.5849,False,top-3 avg score 0.5849 < final_threshold 0.6
Water infrastructure,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.6947; sequence_match=0.4138,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.6
Measurement,Pressure Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.5000; semantic=0.5685; sequence_match=0.5600,False,0.5818,False,top-3 avg score 0.5818 < final_threshold 0.6
Water property,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6873; levenshtein=0.4286; semantic=0.6054; sequence_match=0.4444,False,0.579,False,top-3 avg score 0.5790 < final_threshold 0.6
Water property,Water Quality Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6567; levenshtein=0.3333; semantic=0.6249; sequence_match=0.4516,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.6
Time-based tariff,Tariff Period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5405; levenshtein=0.2667; semantic=0.7390; sequence_match=0.4444,False,0.5746,False,top-3 avg score 0.5746 < final_threshold 0.6
Actuator,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.5614; sequence_match=0.5455,False,0.574,False,top-3 avg score 0.5740 < final_threshold 0.6
Actuator,Water Quality Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3333; semantic=0.5764; sequence_match=0.5385,False,0.5661,False,top-3 avg score 0.5661 < final_threshold 0.6
Actuator,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Water,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Meter,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7515; levenshtein=0.3636; semantic=0.5646; sequence_match=0.3750,False,0.5637,False,top-3 avg score 0.5637 < final_threshold 0.6
Time-based tariff,Tariff Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5374; levenshtein=0.1333; semantic=0.6871; sequence_match=0.4615,False,0.562,False,top-3 avg score 0.5620 < final_threshold 0.6
Geometry,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6265; levenshtein=0.3636; semantic=0.5181; sequence_match=0.5263,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.6
Geometry,Motor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.2500; semantic=0.5236; sequence_match=0.4615,False,0.5562,False,top-3 avg score 0.5562 < final_threshold 0.6
Water infrastructure,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6652; levenshtein=0.3333; semantic=0.5837; sequence_match=0.4000,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.6
Geometry,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5921; sequence_match=0.4286,False,0.5486,False,top-3 avg score 0.5486 < final_threshold 0.6
Water asset,Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.4547; sequence_match=0.5600,False,0.5472,False,top-3 avg score 0.5472 < final_threshold 0.6
Temporal duration,Tariff Period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6227; levenshtein=0.2500; semantic=0.6573; sequence_match=0.3571,False,0.5457,False,top-3 avg score 0.5457 < final_threshold 0.6
Geometry,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.5012; sequence_match=0.5556,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Temporal entity,Alkalinity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.4286; semantic=0.5077; sequence_match=0.5000,False,0.5428,False,top-3 avg score 0.5428 < final_threshold 0.6
Water,Valve,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.6202; sequence_match=0.4000,False,0.5401,False,top-3 avg score 0.5401 < final_threshold 0.6
Water meter,Water Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.3333; semantic=0.5371; sequence_match=0.4516,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.6
Water property,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5868; levenshtein=0.2903; semantic=0.6665; sequence_match=0.3636,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.6
Measurement,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
Water meter,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
Water infrastructure,Water Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6510; levenshtein=0.3333; semantic=0.5606; sequence_match=0.4000,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
Meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6659; sequence_match=0.3636,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Acceptability property,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.2857; semantic=0.5039; sequence_match=0.4138,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
Point,Chlorine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.4842; sequence_match=0.4615,False,0.5347,False,top-3 avg score 0.5347 < final_threshold 0.6
Water asset,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6596; levenshtein=0.2727; semantic=0.4639; sequence_match=0.4762,False,0.5332,False,top-3 avg score 0.5332 < final_threshold 0.6
FeatureOfInterest,Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6493; levenshtein=0.4118; semantic=0.4492; sequence_match=0.5000,False,0.5328,False,top-3 avg score 0.5328 < final_threshold 0.6
Sensor,Motor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6519; sequence_match=0.3636,False,0.5311,False,top-3 avg score 0.5311 < final_threshold 0.6
Water asset,Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5106; sequence_match=0.4762,False,0.5303,False,top-3 avg score 0.5303 < final_threshold 0.6
Point,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5818; sequence_match=0.4615,False,0.5302,False,top-3 avg score 0.5302 < final_threshold 0.6
Acceptability property,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2381; semantic=0.5232; sequence_match=0.4242,False,0.5288,False,top-3 avg score 0.5288 < final_threshold 0.6
Actuator,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5028; sequence_match=0.5000,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.6
Sensor,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.6329; sequence_match=0.3636,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.6
Water infrastructure,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5911; levenshtein=0.4211; semantic=0.4604; sequence_match=0.5333,False,0.5283,False,top-3 avg score 0.5283 < final_threshold 0.6
Water meter,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2258; semantic=0.6490; sequence_match=0.2927,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.6
Water,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.5811; sequence_match=0.3750,False,0.5268,False,top-3 avg score 0.5268 < final_threshold 0.6
Temporal entity,Water Quality Sensor,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6233; levenshtein=0.2222; semantic=0.4556; sequence_match=0.5000,False,0.5263,False,top-3 avg score 0.5263 < final_threshold 0.6
ChemicalProperty,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6591; levenshtein=0.2500; semantic=0.4727; sequence_match=0.4444,False,0.5254,False,top-3 avg score 0.5254 < final_threshold 0.6
Water asset,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5975; sequence_match=0.3333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
Water,Motor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.4000; semantic=0.5701; sequence_match=0.4000,False,0.5234,False,top-3 avg score 0.5234 < final_threshold 0.6
FeatureOfInterest,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7152; levenshtein=0.3529; semantic=0.4063; sequence_match=0.4444,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Point,Alkalinity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5325; sequence_match=0.4000,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Water property,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6142; levenshtein=0.3077; semantic=0.4473; sequence_match=0.5000,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.6
Time-based tariff,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2667; semantic=0.4860; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Water asset,Hardness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.4736; sequence_match=0.4444,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.6
Time-based tariff,Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6534; levenshtein=0.2667; semantic=0.4443; sequence_match=0.4615,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.6
Water,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5567; sequence_match=0.4000,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Sensor,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Acceptability property,Alkalinity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5340; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
Measurement,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.3636; semantic=0.5350; sequence_match=0.5000,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.6
ChemicalProperty,Chlorine,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6756; levenshtein=0.3125; semantic=0.5591; sequence_match=0.2500,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.6
Water meter,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7591; levenshtein=0.2727; semantic=0.5003; sequence_match=0.2857,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.6
Measurement,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Sensor,Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Water,Flow Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6008; sequence_match=0.4000,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
Temporal entity,Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.5133; sequence_match=0.4000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.6
Point,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2500; semantic=0.5456; sequence_match=0.3529,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
Water property,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.3077; semantic=0.5730; sequence_match=0.3636,False,0.5069,False,top-3 avg score 0.5069 < final_threshold 0.6
Actuator,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Sensor,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
FeatureOfInterest,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6344; levenshtein=0.2941; semantic=0.4536; sequence_match=0.4286,False,0.5055,False,top-3 avg score 0.5055 < final_threshold 0.6
Acceptability property,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2381; semantic=0.4614; sequence_match=0.4000,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
Actuator,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.5961; sequence_match=0.3000,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
Water infrastructure,Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6158; levenshtein=0.3158; semantic=0.4913; sequence_match=0.4000,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.6
Temporal entity,Water Physical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5968; levenshtein=0.3333; semantic=0.4516; sequence_match=0.4571,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
Key Performance Indicator,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6084; levenshtein=0.2609; semantic=0.4836; sequence_match=0.4118,False,0.5012,False,top-3 avg score 0.5012 < final_threshold 0.6
Actuator,Chlorine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.0000; semantic=0.5432; sequence_match=0.3750,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.6
Water meter,Flow Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.6649; sequence_match=0.3000,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
Actuator,Temperature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.5391; sequence_match=0.4211,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
Meter,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.0000; semantic=0.5543; sequence_match=0.3636,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
Temporal entity,Water Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4406; sequence_match=0.4571,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.6
Time-based tariff,Temporal Setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.3333; semantic=0.5379; sequence_match=0.1333,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
Tariff,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4795; sequence_match=0.4000,False,0.4969,False,top-3 avg score 0.4969 < final_threshold 0.6
Water property,Tariff Period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.3077; semantic=0.4775; sequence_match=0.4000,False,0.4965,False,top-3 avg score 0.4965 < final_threshold 0.6
Water meter,Pressure Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.5845; sequence_match=0.4167,False,0.4956,False,top-3 avg score 0.4956 < final_threshold 0.6
Water infrastructure,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.5535; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Actuator,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Water meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
