id,source,term_type,axiom_type,term,dl,status,note
AX39-gold,gold,DatatypeProperty,Range,hasFirmwareVersion,hasFirmwareVersion maps-to ⊤,Mismatch,pred AX118 differs: expr_type Top vs Datatype
AX39-pred,pred,DatatypeProperty,Range,firmware version,firmware version maps-to xsd:string,-,-
AX40-gold,gold,DatatypeProperty,Range,hasHardwareVersion,hasHardwareVersion maps-to ⊤,Mismatch,pred AX122 differs: expr_type Top vs Datatype
AX40-pred,pred,DatatypeProperty,Range,hardware version,hardware version maps-to xsd:string,-,-
AX41-gold,gold,DatatypeProperty,Domain,hasStartTimestamp,∃hasStartTimestamp.⊤ ⊑ Tariff,Skip,subject 'hasStartTimestamp' not in alignment table
AX41-pred,pred,-,-,-,(subject not in alignment table),-,-
AX42-gold,gold,DatatypeProperty,Range,hasStartTimestamp,hasStartTimestamp maps-to datetime'>,Skip,subject 'hasStartTimestamp' not in alignment table
AX42-pred,pred,-,-,-,(subject not in alignment table),-,-
AX43-gold,gold,DatatypeProperty,Range,hasVersion,hasVersion maps-to ⊤,Mismatch,pred AX158 differs: expr_type Top vs Datatype
AX43-pred,pred,DatatypeProperty,Range,version,version maps-to xsd:string,-,-
AX1-pred,pred,Class,Declaration,Actuator,Declaration: Actuator (Class),FP,pred Declaration axiom on 'Actuator' not matched by any gold axiom on 'Actuator'
AX1-gold,gold,-,-,-,(no gold counterpart),-,-
AX3-pred,pred,Class,DisjointClasses,Actuator,"DisjointClasses(Actuator, Water Meter)",FP,pred DisjointClasses axiom on 'Actuator' not matched by any gold axiom on 'Actuator'
AX3-gold,gold,-,-,-,(no gold counterpart),-,-
AX5-pred,pred,Class,Declaration,Asset,Declaration: Asset (Class),FP,pred Declaration axiom on 'Asset' not matched by any gold axiom on 'Water asset'
AX5-gold,gold,-,-,-,(no gold counterpart),-,-
AX6-pred,pred,Class,Declaration,Chemical Indicator,Declaration: Chemical Indicator (Class),FP,pred Declaration axiom on 'Chemical Indicator' not matched by any gold axiom on 'ChemicalProperty'
AX6-gold,gold,-,-,-,(no gold counterpart),-,-
AX8-pred,pred,Class,Declaration,Device,Declaration: Device (Class),FP,pred Declaration axiom on 'Device' not matched by any gold axiom on 'Device'
AX8-gold,gold,-,-,-,(no gold counterpart),-,-
AX11-pred,pred,Class,Declaration,Physical Indicator,Declaration: Physical Indicator (Class),FP,pred Declaration axiom on 'Physical Indicator' not matched by any gold axiom on 'Key Performance Indicator'
AX11-gold,gold,-,-,-,(no gold counterpart),-,-
AX12-pred,pred,Class,SubClassOf,Physical Indicator,Physical Indicator ⊑ Water Indicator,FP,pred SubClassOf axiom on 'Physical Indicator' not matched by any gold axiom on 'Key Performance Indicator'
AX12-gold,gold,-,-,-,(no gold counterpart),-,-
AX13-pred,pred,Class,Declaration,Sensor,Declaration: Sensor (Class),FP,pred Declaration axiom on 'Sensor' not matched by any gold axiom on 'Sensor'
AX13-gold,gold,-,-,-,(no gold counterpart),-,-
AX14-pred,pred,Class,DisjointClasses,Sensor,"DisjointClasses(Sensor, Water Meter)",FP,pred DisjointClasses axiom on 'Sensor' not matched by any gold axiom on 'Sensor'
AX14-gold,gold,-,-,-,(no gold counterpart),-,-
AX16-pred,pred,Class,Declaration,Tariff,Declaration: Tariff (Class),FP,pred Declaration axiom on 'Tariff' not matched by any gold axiom on 'Tariff'
AX16-gold,gold,-,-,-,(no gold counterpart),-,-
AX17-pred,pred,Class,Declaration,Temporal Setting,Declaration: Temporal Setting (Class),FP,pred Declaration axiom on 'Temporal Setting' not matched by any gold axiom on 'Temporal entity'
AX17-gold,gold,-,-,-,(no gold counterpart),-,-
AX18-pred,pred,Class,Declaration,Water Distribution Infrastructure,Declaration: Water Distribution Infrastructure (Class),FP,pred Declaration axiom on 'Water Distribution Infrastructure' not matched by any gold axiom on 'Water infrastructure'
AX18-gold,gold,-,-,-,(no gold counterpart),-,-
AX19-pred,pred,Class,Declaration,Water Indicator,Declaration: Water Indicator (Class),FP,pred Declaration axiom on 'Water Indicator' not matched by any gold axiom on 'Water'
AX19-gold,gold,-,-,-,(no gold counterpart),-,-
AX20-pred,pred,Class,Declaration,Water Meter,Declaration: Water Meter (Class),FP,pred Declaration axiom on 'Water Meter' not matched by any gold axiom on 'Water meter'
AX20-gold,gold,-,-,-,(no gold counterpart),-,-
AX35-pred,pred,ObjectProperty,Characteristics,has location,Functional(has location),FP,pred Characteristics axiom on 'has location' not matched by any gold axiom on 'has duration'
AX35-gold,gold,-,-,-,(no gold counterpart),-,-
AX36-pred,pred,ObjectProperty,Declaration,has location,Declaration: has location (ObjectProperty),FP,pred Declaration axiom on 'has location' not matched by any gold axiom on 'has duration'
AX36-gold,gold,-,-,-,(no gold counterpart),-,-
AX38-pred,pred,ObjectProperty,InverseOf,has location,has location ≡ location of⁻,FP,pred InverseOf axiom on 'has location' not matched by any gold axiom on 'has duration'
AX38-gold,gold,-,-,-,(no gold counterpart),-,-
AX71-pred,pred,ObjectProperty,Declaration,is measured by,Declaration: is measured by (ObjectProperty),FP,pred Declaration axiom on 'is measured by' not matched by any gold axiom on 'is measured by device'
AX71-gold,gold,-,-,-,(no gold counterpart),-,-
AX72-pred,pred,ObjectProperty,Domain,is measured by,∃is measured by.⊤ ⊑ Water Indicator,FP,pred Domain axiom on 'is measured by' not matched by any gold axiom on 'is measured by device'
AX72-gold,gold,-,-,-,(no gold counterpart),-,-
AX73-pred,pred,ObjectProperty,InverseOf,is measured by,is measured by ≡ measures indicator⁻,FP,pred InverseOf axiom on 'is measured by' not matched by any gold axiom on 'is measured by device'
AX73-gold,gold,-,-,-,(no gold counterpart),-,-
AX74-pred,pred,ObjectProperty,Range,is measured by,⊤ ⊑ ∀is measured by.Water Meter,FP,pred Range axiom on 'is measured by' not matched by any gold axiom on 'is measured by device'
AX74-gold,gold,-,-,-,(no gold counterpart),-,-
AX111-pred,pred,DatatypeProperty,Characteristics,fabrication number,Functional(fabrication number),FP,pred Characteristics axiom on 'fabrication number' not matched by any gold axiom on 'has fabrication number'
AX111-gold,gold,-,-,-,(no gold counterpart),-,-
AX112-pred,pred,DatatypeProperty,Declaration,fabrication number,Declaration: fabrication number (DatatypeProperty),FP,pred Declaration axiom on 'fabrication number' not matched by any gold axiom on 'has fabrication number'
AX112-gold,gold,-,-,-,(no gold counterpart),-,-
AX113-pred,pred,DatatypeProperty,Domain,fabrication number,∃fabrication number.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'fabrication number' not matched by any gold axiom on 'has fabrication number'
AX113-gold,gold,-,-,-,(no gold counterpart),-,-
AX115-pred,pred,DatatypeProperty,Characteristics,firmware version,Functional(firmware version),FP,pred Characteristics axiom on 'firmware version' not matched by any gold axiom on 'has firmware version'
AX115-gold,gold,-,-,-,(no gold counterpart),-,-
AX116-pred,pred,DatatypeProperty,Declaration,firmware version,Declaration: firmware version (DatatypeProperty),FP,pred Declaration axiom on 'firmware version' not matched by any gold axiom on 'has firmware version'
AX116-gold,gold,-,-,-,(no gold counterpart),-,-
AX117-pred,pred,DatatypeProperty,Domain,firmware version,∃firmware version.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'firmware version' not matched by any gold axiom on 'has firmware version'
AX117-gold,gold,-,-,-,(no gold counterpart),-,-
AX119-pred,pred,DatatypeProperty,Characteristics,hardware version,Functional(hardware version),FP,pred Characteristics axiom on 'hardware version' not matched by any gold axiom on 'has hardware version'
AX119-gold,gold,-,-,-,(no gold counterpart),-,-
AX120-pred,pred,DatatypeProperty,Declaration,hardware version,Declaration: hardware version (DatatypeProperty),FP,pred Declaration axiom on 'hardware version' not matched by any gold axiom on 'has hardware version'
AX120-gold,gold,-,-,-,(no gold counterpart),-,-
AX121-pred,pred,DatatypeProperty,Domain,hardware version,∃hardware version.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'hardware version' not matched by any gold axiom on 'has hardware version'
AX121-gold,gold,-,-,-,(no gold counterpart),-,-
AX131-pred,pred,DatatypeProperty,Characteristics,manufacturer,Functional(manufacturer),FP,pred Characteristics axiom on 'manufacturer' not matched by any gold axiom on 'has manufacturer'
AX131-gold,gold,-,-,-,(no gold counterpart),-,-
AX132-pred,pred,DatatypeProperty,Declaration,manufacturer,Declaration: manufacturer (DatatypeProperty),FP,pred Declaration axiom on 'manufacturer' not matched by any gold axiom on 'has manufacturer'
AX132-gold,gold,-,-,-,(no gold counterpart),-,-
AX133-pred,pred,DatatypeProperty,Domain,manufacturer,∃manufacturer.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'manufacturer' not matched by any gold axiom on 'has manufacturer'
AX133-gold,gold,-,-,-,(no gold counterpart),-,-
AX134-pred,pred,DatatypeProperty,Range,manufacturer,manufacturer maps-to xsd:string,FP,pred Range axiom on 'manufacturer' not matched by any gold axiom on 'has manufacturer'
AX134-gold,gold,-,-,-,(no gold counterpart),-,-
AX135-pred,pred,DatatypeProperty,Characteristics,model,Functional(model),FP,pred Characteristics axiom on 'model' not matched by any gold axiom on 'has model'
AX135-gold,gold,-,-,-,(no gold counterpart),-,-
AX136-pred,pred,DatatypeProperty,Declaration,model,Declaration: model (DatatypeProperty),FP,pred Declaration axiom on 'model' not matched by any gold axiom on 'has model'
AX136-gold,gold,-,-,-,(no gold counterpart),-,-
AX137-pred,pred,DatatypeProperty,Domain,model,∃model.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'model' not matched by any gold axiom on 'has model'
AX137-gold,gold,-,-,-,(no gold counterpart),-,-
AX138-pred,pred,DatatypeProperty,Range,model,model maps-to xsd:string,FP,pred Range axiom on 'model' not matched by any gold axiom on 'has model'
AX138-gold,gold,-,-,-,(no gold counterpart),-,-
AX155-pred,pred,DatatypeProperty,Characteristics,version,Functional(version),FP,pred Characteristics axiom on 'version' not matched by any gold axiom on 'has version'
AX155-gold,gold,-,-,-,(no gold counterpart),-,-
AX156-pred,pred,DatatypeProperty,Declaration,version,Declaration: version (DatatypeProperty),FP,pred Declaration axiom on 'version' not matched by any gold axiom on 'has version'
AX156-gold,gold,-,-,-,(no gold counterpart),-,-
AX157-pred,pred,DatatypeProperty,Domain,version,∃version.⊤ ⊑ Water Meter,FP,pred Domain axiom on 'version' not matched by any gold axiom on 'has version'
AX157-gold,gold,-,-,-,(no gold counterpart),-,-
