prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,is measured by device,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6550; levenshtein=0.2632; semantic=0.7978; sequence_match=0.5405,False,0.6644,False,top-3 avg score 0.6644 < final_threshold 0.7
ObjectProperty,is measured by device,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6481; levenshtein=0.3889; semantic=0.7826; sequence_match=0.5385,False,0.6564,False,top-3 avg score 0.6564 < final_threshold 0.7
ObjectProperty,has duration,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6987; levenshtein=0.3889; semantic=0.6119; sequence_match=0.5517,False,0.6208,False,top-3 avg score 0.6208 < final_threshold 0.7
ObjectProperty,hasGeometry,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.4545; semantic=0.5693; sequence_match=0.5263,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,hasGeometry,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3684; semantic=0.5381; sequence_match=0.5333,False,0.5871,False,top-3 avg score 0.5871 < final_threshold 0.7
ObjectProperty,feature is measured by device,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6483; levenshtein=0.2800; semantic=0.6792; sequence_match=0.4242,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.7
ObjectProperty,has duration,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.5290; sequence_match=0.5263,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.7
ObjectProperty,feature is measured by device,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6065; levenshtein=0.4000; semantic=0.6862; sequence_match=0.4545,False,0.5824,False,top-3 avg score 0.5824 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6618; levenshtein=0.3333; semantic=0.6391; sequence_match=0.4000,False,0.567,False,top-3 avg score 0.5670 < final_threshold 0.7
ObjectProperty,has measurement,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7956; levenshtein=0.3889; semantic=0.4617; sequence_match=0.4375,False,0.565,False,top-3 avg score 0.5650 < final_threshold 0.7
ObjectProperty,has period,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5691; sequence_match=0.4706,False,0.5626,False,top-3 avg score 0.5626 < final_threshold 0.7
ObjectProperty,has period,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.6083; sequence_match=0.4444,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,has period,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6678; levenshtein=0.3158; semantic=0.5721; sequence_match=0.4286,False,0.5561,False,top-3 avg score 0.5561 < final_threshold 0.7
ObjectProperty,hasGeometry,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6987; levenshtein=0.3889; semantic=0.4743; sequence_match=0.4828,False,0.5519,False,top-3 avg score 0.5519 < final_threshold 0.7
ObjectProperty,has measurement,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.5939; sequence_match=0.4167,False,0.5437,False,top-3 avg score 0.5437 < final_threshold 0.7
ObjectProperty,hasGeometry,has Physical Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.3158; semantic=0.6535; sequence_match=0.4000,False,0.5422,False,top-3 avg score 0.5422 < final_threshold 0.7
ObjectProperty,has measurement,has Physical Property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6225; levenshtein=0.3684; semantic=0.6223; sequence_match=0.3636,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,has property,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6406; levenshtein=0.3889; semantic=0.4725; sequence_match=0.4828,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has duration,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5437; sequence_match=0.4211,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.7
ObjectProperty,has period,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6866; levenshtein=0.3158; semantic=0.4686; sequence_match=0.4286,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.7
ObjectProperty,has measurement,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.4211; semantic=0.4881; sequence_match=0.4242,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,has billing period,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2778; semantic=0.5210; sequence_match=0.4118,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6382; levenshtein=0.3846; semantic=0.4251; sequence_match=0.5000,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5936; levenshtein=0.3158; semantic=0.5697; sequence_match=0.3889,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.7
ObjectProperty,has property,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.4948; sequence_match=0.4211,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.7
ObjectProperty,makes measurement,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1875; semantic=0.5387; sequence_match=0.3571,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2941; semantic=0.4910; sequence_match=0.4000,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.7
ObjectProperty,has duration,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.5640; sequence_match=0.3333,False,0.506,False,top-3 avg score 0.5060 < final_threshold 0.7
ObjectProperty,hasGeometry,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5476; sequence_match=0.3810,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.3158; semantic=0.4473; sequence_match=0.4444,False,0.5042,False,top-3 avg score 0.5042 < final_threshold 0.7
ObjectProperty,applies to,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.5350; sequence_match=0.3810,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,has billing period,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.3684; semantic=0.4785; sequence_match=0.4571,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6511; levenshtein=0.2308; semantic=0.4880; sequence_match=0.3556,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,makes measurement,uses Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.3125; semantic=0.6275; sequence_match=0.3846,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has duration,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4690; sequence_match=0.4348,False,0.4915,False,top-3 avg score 0.4915 < final_threshold 0.7
ObjectProperty,has duration,provides Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.1579; semantic=0.5478; sequence_match=0.3333,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,has phenomenon time,provides Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2105; semantic=0.4677; sequence_match=0.3889,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.7
ObjectProperty,has billing period,has Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6047; levenshtein=0.3684; semantic=0.3812; sequence_match=0.4571,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,hasGeometry,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.1818; semantic=0.5664; sequence_match=0.3158,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2308; semantic=0.4334; sequence_match=0.3556,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has billing period,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5105; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,has duration,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.4716; sequence_match=0.3333,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,hasGeometry,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2105; semantic=0.5696; sequence_match=0.4000,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
ObjectProperty,has property,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5103; sequence_match=0.4000,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,has period,uses Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.4752; sequence_match=0.3158,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,applies to,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2632; semantic=0.4462; sequence_match=0.3571,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.7
ObjectProperty,makes measurement,has Physical Property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5544; levenshtein=0.3158; semantic=0.5351; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4870; sequence_match=0.3529,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,applies to,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4838; sequence_match=0.3529,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,applies to,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5296; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,has key performance indicator,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5588; levenshtein=0.1538; semantic=0.5628; sequence_match=0.2667,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,makes measurement,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2222; semantic=0.4078; sequence_match=0.3529,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,has period,uses Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.3000; semantic=0.5396; sequence_match=0.3158,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,makes measurement,uses Tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5391; sequence_match=0.3077,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,measurement made by,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.5377; sequence_match=0.2963,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.7
ObjectProperty,has measurement,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.1429; semantic=0.5122; sequence_match=0.2308,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
ObjectProperty,makes measurement,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.3158; semantic=0.4134; sequence_match=0.3429,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,makes measurement,has Asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5125; levenshtein=0.3750; semantic=0.4637; sequence_match=0.3333,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,applies to,provides Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.5190; sequence_match=0.3571,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,hasGeometry,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5102; sequence_match=0.2609,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,applies to,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4347; sequence_match=0.3571,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,has duration,uses Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4448; sequence_match=0.2857,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.2308; semantic=0.5000; sequence_match=0.2941,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,is measured by device,has Physical Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1053; semantic=0.5092; sequence_match=0.3243,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2353; semantic=0.5018; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,applies to,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,feature is measured by device,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,applies to,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5095; sequence_match=0.3529,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,is measured by device,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.4812; sequence_match=0.3333,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.7
ObjectProperty,isKPIOf,uses Tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,applies to,defined For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.2000; semantic=0.5551; sequence_match=0.3158,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.7
ObjectProperty,is measured by device,uses Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2222; semantic=0.5395; sequence_match=0.2857,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5547; levenshtein=0.2308; semantic=0.4696; sequence_match=0.2778,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,applies to,uses Tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,hasGeometry,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5009; sequence_match=0.2857,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,measurement made by,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,has period,provides Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4886; sequence_match=0.2143,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,is measured by device,uses Tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,measurement made by,has Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5196; levenshtein=0.2632; semantic=0.3619; sequence_match=0.3889,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,isKPIOf,has Physical Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has period,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.4356; sequence_match=0.2105,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,has property,uses Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5678; sequence_match=0.1905,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses Tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.3077; semantic=0.4624; sequence_match=0.3158,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,measurement made by,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.4547; sequence_match=0.2759,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,has billing period,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.4067; sequence_match=0.3077,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
ObjectProperty,has key performance indicator,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.1154; semantic=0.5030; sequence_match=0.1765,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
ObjectProperty,makes measurement,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4958; levenshtein=0.1250; semantic=0.4947; sequence_match=0.2308,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5552; levenshtein=0.1600; semantic=0.4468; sequence_match=0.2162,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.7
ObjectProperty,is measured by device,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.3805; sequence_match=0.3243,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has duration,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5027; sequence_match=0.1905,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,measurement made by,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.3949; sequence_match=0.3200,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
ObjectProperty,isKPIOf,uses Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.4771; sequence_match=0.2353,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,has property,uses Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.0833; semantic=0.5177; sequence_match=0.1739,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,feature is measured by device,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,has period,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4998; sequence_match=0.1905,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has phenomenon time,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4628; sequence_match=0.2400,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.7
ObjectProperty,is measured by device,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.2692; semantic=0.4151; sequence_match=0.2778,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,has measurement,uses Tariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,measurement made by,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses Sensor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4467; levenshtein=0.2400; semantic=0.4929; sequence_match=0.1143,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.7
ObjectProperty,isKPIOf,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4372; sequence_match=0.2308,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,has billing period,uses Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.4763; sequence_match=0.2308,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.7
ObjectProperty,measurement made by,uses Tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,has billing period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4167; sequence_match=0.2500,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
ObjectProperty,feature is measured by device,has Asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5522; levenshtein=0.2000; semantic=0.4129; sequence_match=0.1818,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,measurement made by,defined For,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.4545; sequence_match=0.1481,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.7
ObjectProperty,isKPIOf,defined For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4586; sequence_match=0.2353,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.7
ObjectProperty,hasGeometry,uses Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,isKPIOf,uses Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4565; sequence_match=0.2105,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
