gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Completion,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1000; semantic=0.5354; sequence_match=0.3158,False,0.4985,False,top-3 avg score 0.4985 < final_threshold 0.6
Luck,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5738; sequence_match=0.3333,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.6
Paragon,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4887; sequence_match=0.4000,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.6
Item,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2222; semantic=0.5969; sequence_match=0.3077,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.6
game product,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5798; levenshtein=0.2778; semantic=0.5571; sequence_match=0.3448,False,0.4939,False,top-3 avg score 0.4939 < final_threshold 0.6
playing area,Game Participation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6493; levenshtein=0.1765; semantic=0.5407; sequence_match=0.2857,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.6
Session,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5116; sequence_match=0.3750,False,0.4913,False,top-3 avg score 0.4913 < final_threshold 0.6
Completion,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5898; sequence_match=0.3200,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
Completion,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6128; sequence_match=0.2857,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
game product,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.4652; sequence_match=0.3750,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.6
Game,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
playing area,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
Fandom,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5910; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
Achievement,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.6355; sequence_match=0.3333,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.6
Character,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5504; sequence_match=0.4000,False,0.4835,False,top-3 avg score 0.4835 < final_threshold 0.6
Feature,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.6330; sequence_match=0.2857,False,0.4808,False,top-3 avg score 0.4808 < final_threshold 0.6
Paragon,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.2381; semantic=0.4998; sequence_match=0.3571,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
in-app purchase event,Player Game Equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6273; levenshtein=0.2632; semantic=0.3781; sequence_match=0.4324,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.6
Character,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4348,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
Veteran,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.5836; sequence_match=0.3333,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
Collection,Game Participation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.2941; semantic=0.4645; sequence_match=0.3704,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.6
game product,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.1818; semantic=0.4812; sequence_match=0.3529,False,0.4758,False,top-3 avg score 0.4758 < final_threshold 0.6
Character,Game Participation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6176; levenshtein=0.2353; semantic=0.5004; sequence_match=0.3077,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.6
Veteran,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2857; semantic=0.5261; sequence_match=0.3333,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
Character,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5848; sequence_match=0.3000,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Veteran,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5739; sequence_match=0.3077,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Feature,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5042; sequence_match=0.3810,False,0.4736,False,top-3 avg score 0.4736 < final_threshold 0.6
Curiosity,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5802; sequence_match=0.3000,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Veteran,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1111; semantic=0.5730; sequence_match=0.2500,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
special play style,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.4573; sequence_match=0.3529,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
special play style,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.5126; sequence_match=0.3478,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.6
Leaderboard,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.4551; sequence_match=0.4000,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
special play style,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5319; levenshtein=0.1176; semantic=0.5661; sequence_match=0.3030,False,0.467,False,top-3 avg score 0.4670 < final_threshold 0.6
Player,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5507; levenshtein=0.1176; semantic=0.5877; sequence_match=0.2609,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
Achievement,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2857; semantic=0.5317; sequence_match=0.3200,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
Character,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4753; sequence_match=0.3529,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
Collection,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5918; sequence_match=0.2857,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.6
Virtuosity,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5426; sequence_match=0.2857,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.6
hard mode,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.6231; sequence_match=0.3158,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
Genre,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6119; levenshtein=0.2143; semantic=0.4656; sequence_match=0.3158,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
playing area,In App Purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.3944; sequence_match=0.4167,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
Achievement,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5217; levenshtein=0.1176; semantic=0.5838; sequence_match=0.2857,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
Achievement,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5362; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
Genre,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5759; sequence_match=0.3000,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
Character,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5598; sequence_match=0.2857,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
hard mode,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5064; sequence_match=0.3636,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.6
Curiosity,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.4773; sequence_match=0.3333,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
Game,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.1333; semantic=0.5251; sequence_match=0.3158,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.6
Feature,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.3077; semantic=0.4262; sequence_match=0.4000,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.6
Paragon,Player Game First IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4616; sequence_match=0.3200,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.6
game product,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4968; sequence_match=0.3636,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
Feature,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1111; semantic=0.5360; sequence_match=0.2500,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.6
Item,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5424; sequence_match=0.3636,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
special play style,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1429; semantic=0.5300; sequence_match=0.2703,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
Veteran,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.2857; semantic=0.5726; sequence_match=0.3636,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
special play style,Player Game Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1053; semantic=0.5105; sequence_match=0.2857,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Feature,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.5233; sequence_match=0.3077,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
Game,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6111; sequence_match=0.2500,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
Item,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6111; sequence_match=0.2500,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
hard mode,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5022; sequence_match=0.3077,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
hard mode,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0000; semantic=0.5571; sequence_match=0.2857,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
Curiosity,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.4655; sequence_match=0.3333,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.6
Leaderboard,Player Game First IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5798; levenshtein=0.2778; semantic=0.3563; sequence_match=0.4138,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.6
Loyalty,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.5078; sequence_match=0.3077,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.6
Completion,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0000; semantic=0.4754; sequence_match=0.2857,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
Loyalty,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4285; sequence_match=0.3810,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
Character,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5921; sequence_match=0.2500,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
