gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Time-based tariff,Tariff,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4556; levenshtein=0.4000; semantic=0.7982; sequence_match=0.5714,False,0.6084,False,pred already taken by 'Tariff' (higher averaged score)
Water,Water distribution infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8323; levenshtein=0.1613; semantic=0.6982; sequence_match=0.2778,False,0.6027,False,gold already mapped to 'Water'
Measurement,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.1818; semantic=0.6008; sequence_match=0.5455,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.6
Water asset,Water distribution infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2581; semantic=0.7522; sequence_match=0.3902,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
Water infrastructure,Water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.6947; sequence_match=0.4138,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.6
Actuator,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Water,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Meter,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7515; levenshtein=0.3636; semantic=0.5646; sequence_match=0.3750,False,0.5637,False,top-3 avg score 0.5637 < final_threshold 0.6
Meter,Water measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6375; levenshtein=0.1875; semantic=0.7671; sequence_match=0.2857,False,0.5634,False,top-3 avg score 0.5634 < final_threshold 0.6
Measurement,Pressure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.3636; semantic=0.5958; sequence_match=0.5263,False,0.5607,False,top-3 avg score 0.5607 < final_threshold 0.6
Geometry,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6265; levenshtein=0.3636; semantic=0.5181; sequence_match=0.5263,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.6
Temporal entity,Chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7032; levenshtein=0.3125; semantic=0.4964; sequence_match=0.4667,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.6
Geometry,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5921; sequence_match=0.4286,False,0.5486,False,top-3 avg score 0.5486 < final_threshold 0.6
Water asset,Temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.4547; sequence_match=0.5600,False,0.5472,False,top-3 avg score 0.5472 < final_threshold 0.6
Geometry,Water meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.5012; sequence_match=0.5556,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Water property,Water distribution infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5868; levenshtein=0.2903; semantic=0.6665; sequence_match=0.3636,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.6
Measurement,Water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
Sensor,Pressure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.6017; sequence_match=0.2857,False,0.5385,False,top-3 avg score 0.5385 < final_threshold 0.6
Meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6659; sequence_match=0.3636,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Acceptability property,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.2857; semantic=0.5039; sequence_match=0.4138,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
Water asset,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6596; levenshtein=0.2727; semantic=0.4639; sequence_match=0.4762,False,0.5332,False,top-3 avg score 0.5332 < final_threshold 0.6
Point,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5818; sequence_match=0.4615,False,0.5302,False,top-3 avg score 0.5302 < final_threshold 0.6
Acceptability property,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2381; semantic=0.5232; sequence_match=0.4242,False,0.5288,False,top-3 avg score 0.5288 < final_threshold 0.6
Actuator,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5028; sequence_match=0.5000,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.6
Sensor,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.6329; sequence_match=0.3636,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.6
Water infrastructure,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5911; levenshtein=0.4211; semantic=0.4604; sequence_match=0.5333,False,0.5283,False,top-3 avg score 0.5283 < final_threshold 0.6
Water meter,Water distribution infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2258; semantic=0.6490; sequence_match=0.2927,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.6
Water asset,Pressure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.4964; sequence_match=0.4444,False,0.5275,False,top-3 avg score 0.5275 < final_threshold 0.6
Water,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.5811; sequence_match=0.3750,False,0.5268,False,top-3 avg score 0.5268 < final_threshold 0.6
Temporal entity,Physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6240; levenshtein=0.2500; semantic=0.5559; sequence_match=0.4000,False,0.5266,False,top-3 avg score 0.5266 < final_threshold 0.6
ChemicalProperty,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6591; levenshtein=0.2500; semantic=0.4727; sequence_match=0.4444,False,0.5254,False,top-3 avg score 0.5254 < final_threshold 0.6
Water asset,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5975; sequence_match=0.3333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
FeatureOfInterest,Water meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7152; levenshtein=0.3529; semantic=0.4063; sequence_match=0.4444,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Water property,Temperature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6142; levenshtein=0.3077; semantic=0.4473; sequence_match=0.5000,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.6
Time-based tariff,Water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2667; semantic=0.4860; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Water,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5567; sequence_match=0.4000,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Temporal duration,Water measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.1875; semantic=0.4999; sequence_match=0.4375,False,0.518,False,top-3 avg score 0.5180 < final_threshold 0.6
Sensor,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Measurement,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.3636; semantic=0.5350; sequence_match=0.5000,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.6
Water meter,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7591; levenshtein=0.2727; semantic=0.5003; sequence_match=0.2857,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.6
Measurement,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Point,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2500; semantic=0.5456; sequence_match=0.3529,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
Water property,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.3077; semantic=0.5730; sequence_match=0.3636,False,0.5069,False,top-3 avg score 0.5069 < final_threshold 0.6
Actuator,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Sensor,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
FeatureOfInterest,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6344; levenshtein=0.2941; semantic=0.4536; sequence_match=0.4286,False,0.5055,False,top-3 avg score 0.5055 < final_threshold 0.6
Acceptability property,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2381; semantic=0.4614; sequence_match=0.4000,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
Actuator,Conductivity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.5961; sequence_match=0.3000,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
Key Performance Indicator,Temperature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6084; levenshtein=0.2609; semantic=0.4836; sequence_match=0.4118,False,0.5012,False,top-3 avg score 0.5012 < final_threshold 0.6
Actuator,Temperature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.5391; sequence_match=0.4211,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
Temporal duration,Chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.1875; semantic=0.4875; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
Meter,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.0000; semantic=0.5543; sequence_match=0.3636,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
Time-based tariff,Temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.3333; semantic=0.5379; sequence_match=0.1333,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
Temporal entity,Water measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.4174; sequence_match=0.4667,False,0.4971,False,top-3 avg score 0.4971 < final_threshold 0.6
Tariff,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4795; sequence_match=0.4000,False,0.4969,False,top-3 avg score 0.4969 < final_threshold 0.6
Time-based tariff,Water measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6097; levenshtein=0.1875; semantic=0.4261; sequence_match=0.4516,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.6
Water infrastructure,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.5535; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Actuator,Water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Water meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Point,pH,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6297; sequence_match=0.2857,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.6
Tariff,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water infrastructure,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.5255; sequence_match=0.3200,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
FeatureOfInterest,Water measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6797; levenshtein=0.3529; semantic=0.3720; sequence_match=0.4242,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.6
Temporal entity,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.4684; sequence_match=0.4348,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
Temporal duration,Billing period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5634; levenshtein=0.1875; semantic=0.6346; sequence_match=0.2759,False,0.4913,False,top-3 avg score 0.4913 < final_threshold 0.6
Actuator,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6159; sequence_match=0.3077,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.6
Actuator,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.0000; semantic=0.5512; sequence_match=0.3529,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.6
Water,Turbidity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.0000; semantic=0.6455; sequence_match=0.2857,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.6
Water property,Pressure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1538; semantic=0.4825; sequence_match=0.3810,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
Meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6065; sequence_match=0.3077,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.6
Temporal duration,Location,sequence_match+jaro_winkler+semantic,jaro_winkler=0.5000; levenshtein=0.3750; semantic=0.4634; sequence_match=0.5000,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
Geometry,Chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5208; levenshtein=0.2500; semantic=0.5102; sequence_match=0.4167,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
Water asset,Turbidity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5833; sequence_match=0.3158,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.6
Temporal entity,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.5718; sequence_match=0.3000,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.6
ChemicalProperty,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.1875; semantic=0.4088; sequence_match=0.3871,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.6
FeatureOfInterest,Turbidity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6166; levenshtein=0.2941; semantic=0.4403; sequence_match=0.3846,False,0.4805,False,top-3 avg score 0.4805 < final_threshold 0.6
Temporal duration,Actuator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6280; levenshtein=0.3125; semantic=0.4964; sequence_match=0.2500,False,0.479,False,top-3 avg score 0.4790 < final_threshold 0.6
Geometry,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2667; semantic=0.4794; sequence_match=0.3478,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
Temporal entity,Water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.4576; sequence_match=0.3333,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
Measurement,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5638; sequence_match=0.3158,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
FeatureOfInterest,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5951; levenshtein=0.2353; semantic=0.4679; sequence_match=0.3636,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Geometry,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5668; sequence_match=0.3077,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
Geometry,Conductivity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5785; sequence_match=0.3000,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.6
Water meter,Temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.2000; semantic=0.3924; sequence_match=0.4000,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
Key Performance Indicator,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.3043; semantic=0.4311; sequence_match=0.4211,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
FeatureOfInterest,Chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5319; levenshtein=0.1176; semantic=0.4620; sequence_match=0.4242,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
Device,Physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5625; levenshtein=0.1875; semantic=0.5808; sequence_match=0.2727,False,0.472,False,top-3 avg score 0.4720 < final_threshold 0.6
Acceptability property,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.6038; sequence_match=0.2308,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Meter,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.4709; sequence_match=0.3000,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Measurement,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6285; levenshtein=0.2667; semantic=0.4789; sequence_match=0.3077,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
Water property,Asset,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.6827; sequence_match=0.2222,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
Temporal duration,Water distribution infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.1935; semantic=0.4536; sequence_match=0.3830,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
Sensor,Water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6480; sequence_match=0.2500,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
Water meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6480; sequence_match=0.2500,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
Meter,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5411; sequence_match=0.4000,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.6
Water meter,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.3000; semantic=0.4851; sequence_match=0.4000,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
Geometry,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5476; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.6
Water property,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2667; semantic=0.4530; sequence_match=0.3571,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.6
Temporal duration,Physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5298; levenshtein=0.1250; semantic=0.5589; sequence_match=0.3125,False,0.467,False,top-3 avg score 0.4670 < final_threshold 0.6
Sensor,Temperature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.6595; sequence_match=0.2353,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.6
Sensor,Temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.5486; sequence_match=0.2857,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.6
