role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,playsgame,playsgame,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasplayingarea,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.6039; sequence_match=0.4348,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.6
property,hasplayingarea,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5675; levenshtein=0.3571; semantic=0.6127; sequence_match=0.5000,False,0.5601,False,top-3 avg score 0.5601 < final_threshold 0.6
property,hasachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasplayingarea,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.2857; semantic=0.5765; sequence_match=0.4286,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
property,hasitem,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5779; sequence_match=0.4762,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,hasplayingarea,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5779; sequence_match=0.4762,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,hasplayingarea,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.5763; sequence_match=0.4000,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.6
property,hasachievement,hasperformediap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6079; levenshtein=0.2667; semantic=0.6329; sequence_match=0.4138,False,0.5515,False,top-3 avg score 0.5515 < final_threshold 0.6
property,playsgame,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5464; sequence_match=0.5000,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
property,hasgamegenre,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.5125; sequence_match=0.4762,False,0.5487,False,top-3 avg score 0.5487 < final_threshold 0.6
property,releasedate,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6623; levenshtein=0.1818; semantic=0.5245; sequence_match=0.4545,False,0.5471,False,top-3 avg score 0.5471 < final_threshold 0.6
property,hasitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5310; sequence_match=0.4615,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.6
property,ownsachievement,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5701; sequence_match=0.3636,False,0.5435,False,top-3 avg score 0.5435 < final_threshold 0.6
property,hasitem,hasperformediap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6825; levenshtein=0.2667; semantic=0.5694; sequence_match=0.3636,False,0.5385,False,top-3 avg score 0.5385 < final_threshold 0.6
property,playsgame,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4959; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,purchasesgameoffering,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7284; levenshtein=0.2381; semantic=0.4486; sequence_match=0.4375,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasachievement,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,livesin,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,hasitem,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5134; sequence_match=0.4762,False,0.5362,False,top-3 avg score 0.5362 < final_threshold 0.6
property,livesin,isfriendof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2000; semantic=0.5806; sequence_match=0.3529,False,0.5350,False,top-3 avg score 0.5350 < final_threshold 0.6
property,hasgamegenre,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5345; sequence_match=0.4211,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
property,eventtime,hastimestamp,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5241; levenshtein=0.1667; semantic=0.6894; sequence_match=0.3810,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.6
property,releasedate,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.3636; semantic=0.5271; sequence_match=0.4706,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.6
property,ownsitem,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.6229; sequence_match=0.3636,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.6
property,username,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.5454; sequence_match=0.4706,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.6
property,ownsitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5185; sequence_match=0.4286,False,0.5240,False,top-3 avg score 0.5240 < final_threshold 0.6
property,username,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6469; sequence_match=0.3529,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.6
property,username,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5794; sequence_match=0.4286,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
property,username,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5607; sequence_match=0.4000,False,0.5206,False,top-3 avg score 0.5206 < final_threshold 0.6
property,livesin,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5974; sequence_match=0.3750,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,ownsachievement,hasobtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6058; levenshtein=0.1333; semantic=0.7240; sequence_match=0.2308,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
property,playsgame,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,hasachievement,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,username,hasperformediap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.3333; semantic=0.5152; sequence_match=0.4348,False,0.5185,False,top-3 avg score 0.5185 < final_threshold 0.6
property,hasgamegenre,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6468; levenshtein=0.4286; semantic=0.4655; sequence_match=0.3846,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
property,hasgamegenre,hasreceived,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.4135; sequence_match=0.4348,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.6
property,hasgamegenre,hasmadepurchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.4000; semantic=0.4380; sequence_match=0.4444,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.6
property,hasplayingarea,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.4830; sequence_match=0.4286,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.6
property,playsgame,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5132; sequence_match=0.4000,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.6
property,hasitem,hastotalspending,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6756; levenshtein=0.3125; semantic=0.4986; sequence_match=0.3478,False,0.5073,False,top-3 avg score 0.5073 < final_threshold 0.6
property,purchasesgameoffering,hastotalspending,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6159; levenshtein=0.3333; semantic=0.5228; sequence_match=0.3784,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.6
property,releasedate,hastimestamp,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.6741; sequence_match=0.3478,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
property,username,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.6211; sequence_match=0.3636,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,eventtime,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5055; sequence_match=0.4000,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,hasgamegenre,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.4469; sequence_match=0.4348,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,ownsachievement,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.6419; sequence_match=0.3077,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
property,releasedate,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5859; levenshtein=0.0909; semantic=0.5579; sequence_match=0.3636,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
property,hasplayingarea,hasperformediap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.3333; semantic=0.5443; sequence_match=0.3448,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
property,username,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5638; sequence_match=0.3158,False,0.5020,False,top-3 avg score 0.5020 < final_threshold 0.6
property,hasplayingarea,hasmadepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.2667; semantic=0.4739; sequence_match=0.4138,False,0.5020,False,top-3 avg score 0.5020 < final_threshold 0.6
property,username,isfriendof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6164; sequence_match=0.3333,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.6
property,hasachievement,hastotalspending,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5982; levenshtein=0.3125; semantic=0.4963; sequence_match=0.4000,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.6
property,purchasesgameoffering,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4976; sequence_match=0.4000,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,hasgamegenre,hastotalspending,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4380; sequence_match=0.4286,False,0.4972,False,top-3 avg score 0.4972 < final_threshold 0.6
property,releasedate,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.1429; semantic=0.5503; sequence_match=0.3200,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.6
property,releasedate,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.5287; sequence_match=0.4545,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,hasitem,hasmadepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6159; levenshtein=0.2667; semantic=0.5067; sequence_match=0.3636,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,isfriendwithplayer,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2778; semantic=0.5880; sequence_match=0.4167,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,hasplayingarea,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.3571; semantic=0.5439; sequence_match=0.4000,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,username,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5202; sequence_match=0.3636,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.6
property,ownsitem,hasobtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.2727; semantic=0.5978; sequence_match=0.3158,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.6
property,releasedate,hasperformediap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.2000; semantic=0.4828; sequence_match=0.3846,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.6
property,playsgame,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4678; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.6
property,ownsachievement,hastimestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1333; semantic=0.5120; sequence_match=0.3704,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.6
property,releasedate,playsgame,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.4986; sequence_match=0.1000,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
property,hasgamegenre,hastimestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.4167; semantic=0.4354; sequence_match=0.4167,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
property,ownsitem,hastimestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5069; sequence_match=0.4000,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.6
property,releasedate,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5149; sequence_match=0.4000,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
property,username,madepurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5010; sequence_match=0.3000,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.6
property,ownsachievement,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5914; sequence_match=0.3333,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,hasachievement,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.5498; sequence_match=0.3077,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
property,purchasesgameoffering,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.4304; sequence_match=0.3571,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.6
property,livesin,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5315; sequence_match=0.3333,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.6
property,purchasesgameoffering,hasperformediap,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6747; levenshtein=0.2857; semantic=0.3654; sequence_match=0.3889,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
property,playsgame,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4629; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
property,hasitem,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4629; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
property,hasitem,madepurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.5112; sequence_match=0.4211,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
property,playsgame,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5266; sequence_match=0.3333,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,ownsitem,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.6452; sequence_match=0.2105,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,hasachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.5369; sequence_match=0.3000,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.6
property,username,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4458; sequence_match=0.3750,False,0.4680,False,top-3 avg score 0.4680 < final_threshold 0.6
property,playsgame,hastimestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4315; sequence_match=0.3810,False,0.4677,False,top-3 avg score 0.4677 < final_threshold 0.6
