prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,uses software,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,uses software,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.0833; semantic=0.4964; sequence_match=0.3478,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,is developed by,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.5057; sequence_match=0.4167,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,is software for,supports output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5885; levenshtein=0.2500; semantic=0.4527; sequence_match=0.4242,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.7
ObjectProperty,has version,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4792; sequence_match=0.3810,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has output,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.4886; sequence_match=0.3333,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.7
ObjectProperty,has specified data output,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,uses platform,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5564; sequence_match=0.3636,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has format specification,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2273; semantic=0.4453; sequence_match=0.4000,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.7
ObjectProperty,has specified data input,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has format specification,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has clause,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.4815; sequence_match=0.4000,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has specified data output,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.2273; semantic=0.5223; sequence_match=0.2927,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,is encoded in,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,uses platform,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4898; sequence_match=0.3478,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.7
ObjectProperty,has interface,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.0833; semantic=0.4735; sequence_match=0.3478,False,0.464,False,top-3 avg score 0.4640 < final_threshold 0.7
ObjectProperty,has version,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.2105; semantic=0.5099; sequence_match=0.3448,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.7
ObjectProperty,is developed by,is type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.3961; sequence_match=0.3810,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.7
ObjectProperty,uses software,is type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.4294; sequence_match=0.4000,False,0.4589,False,top-3 avg score 0.4589 < final_threshold 0.7
ObjectProperty,has format specification,is type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2273; semantic=0.4801; sequence_match=0.3333,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,is software for,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.4530; sequence_match=0.3125,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,implements,is type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4815; sequence_match=0.3333,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.7
ObjectProperty,has format specification,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.2273; semantic=0.5007; sequence_match=0.3636,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.7
ObjectProperty,has interface,is used by software,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.5252; sequence_match=0.1429,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,has interface,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5084; sequence_match=0.3200,False,0.457,False,top-3 avg score 0.4570 < final_threshold 0.7
ObjectProperty,uses platform,is type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4314; sequence_match=0.3000,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,implements,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4607; sequence_match=0.3478,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,is encoded in,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5434; levenshtein=0.2667; semantic=0.5176; sequence_match=0.3077,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.7
ObjectProperty,has declared status,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.4291; sequence_match=0.3846,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.7
ObjectProperty,uses software,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5953; sequence_match=0.1818,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,has function,is version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4933; sequence_match=0.3636,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2381; semantic=0.4476; sequence_match=0.2581,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,uses software,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4819; sequence_match=0.3200,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,is encoded in,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4505; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,is developed by,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3478,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
