role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,party,contractparty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4991; levenshtein=0.3846; semantic=0.6525; sequence_match=0.5556,False,0.5691,False,top-3 avg score 0.5691 < final_threshold 0.6
class,logicalconstraint,conflictresolutionstrategy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7086; levenshtein=0.3846; semantic=0.4853; sequence_match=0.5116,False,0.5685,False,top-3 avg score 0.5685 < final_threshold 0.6
class,party,operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3750; semantic=0.5556; sequence_match=0.4615,False,0.5668,False,top-3 avg score 0.5668 < final_threshold 0.6
class,operator,party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3750; semantic=0.5556; sequence_match=0.4615,False,0.5668,False,top-3 avg score 0.5668 < final_threshold 0.6
class,logicalconstraint,container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.3529; semantic=0.5928; sequence_match=0.5385,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
class,rule,odrl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6827; sequence_match=0.5000,False,0.5609,False,top-3 avg score 0.5609 < final_threshold 0.6
class,duty,party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6003; sequence_match=0.4444,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
class,party,duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6003; sequence_match=0.4444,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
class,permission,operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5998; sequence_match=0.4444,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
class,operator,permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5998; sequence_match=0.4444,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
class,operator,orconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2500; semantic=0.5635; sequence_match=0.4000,False,0.5526,False,top-3 avg score 0.5526 < final_threshold 0.6
class,operator,contractparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5780; sequence_match=0.4762,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
class,logicalconstraint,condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5870; levenshtein=0.2353; semantic=0.6072; sequence_match=0.4615,False,0.5519,False,top-3 avg score 0.5519 < final_threshold 0.6
class,action,contract,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1250; semantic=0.5869; sequence_match=0.4286,False,0.5514,False,top-3 avg score 0.5514 < final_threshold 0.6
class,operator,violation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5314; sequence_match=0.4706,False,0.5500,False,top-3 avg score 0.5500 < final_threshold 0.6
class,asset,aggregation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.6509; sequence_match=0.3750,False,0.5500,False,top-3 avg score 0.5500 < final_threshold 0.6
class,operator,aggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.3636; semantic=0.5942; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.6
class,assetcollection,aggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4615,False,0.5460,False,top-3 avg score 0.5460 < final_threshold 0.6
class,permission,condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.4000; semantic=0.6010; sequence_match=0.4211,False,0.5456,False,top-3 avg score 0.5456 < final_threshold 0.6
class,logicalconstraint,contractparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.2941; semantic=0.5386; sequence_match=0.4667,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.6
class,constraint,transferright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6509; levenshtein=0.3846; semantic=0.5486; sequence_match=0.4348,False,0.5448,False,top-3 avg score 0.5448 < final_threshold 0.6
class,permission,violation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.3000; semantic=0.5971; sequence_match=0.4211,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.6
class,assetcollection,condition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.4918; sequence_match=0.5000,False,0.5417,False,top-3 avg score 0.5417 < final_threshold 0.6
class,action,container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2222; semantic=0.5610; sequence_match=0.4000,False,0.5413,False,top-3 avg score 0.5413 < final_threshold 0.6
class,constraint,conflictresolutionstrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.3077; semantic=0.4911; sequence_match=0.4444,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.6
class,assetcollection,violation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6529; levenshtein=0.4000; semantic=0.4549; sequence_match=0.5000,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.6
class,operator,xorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.2308; semantic=0.5406; sequence_match=0.3810,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.6
class,action,permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.6237; sequence_match=0.3750,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.6
class,action,aggregation,sequence_match+semantic+levenshtein,jaro_winkler=0.4192; levenshtein=0.4545; semantic=0.5552; sequence_match=0.5882,False,0.5327,False,top-3 avg score 0.5327 < final_threshold 0.6
class,action,constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5756; sequence_match=0.3750,False,0.5317,False,top-3 avg score 0.5317 < final_threshold 0.6
class,constraint,operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.5972; sequence_match=0.4444,False,0.5305,False,top-3 avg score 0.5305 < final_threshold 0.6
class,operator,constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.5972; sequence_match=0.4444,False,0.5305,False,top-3 avg score 0.5305 < final_threshold 0.6
class,conflict strategy preference,constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.3077; semantic=0.4689; sequence_match=0.4444,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.6
class,action,andconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.4925; sequence_match=0.4211,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.6
class,rule,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5670; sequence_match=0.4000,False,0.5260,False,top-3 avg score 0.5260 < final_threshold 0.6
class,asset,transferright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5359; levenshtein=0.3077; semantic=0.5958; sequence_match=0.4444,False,0.5254,False,top-3 avg score 0.5254 < final_threshold 0.6
class,policy,role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5624; sequence_match=0.4000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.6
class,rule,requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5631; levenshtein=0.2727; semantic=0.6027; sequence_match=0.4000,False,0.5220,False,top-3 avg score 0.5220 < final_threshold 0.6
class,operator,role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.6263; sequence_match=0.3333,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
class,policy,prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.6078; sequence_match=0.3529,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.6
class,prohibition,policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.6078; sequence_match=0.3529,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.6
class,conflict strategy preference,contract,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6859; levenshtein=0.2692; semantic=0.4537; sequence_match=0.4118,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
class,prohibition,aggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.3636; semantic=0.5270; sequence_match=0.4545,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
class,party,aggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.5481; sequence_match=0.3750,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.6
class,party,asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.0000; semantic=0.5449; sequence_match=0.4000,False,0.5150,False,top-3 avg score 0.5150 < final_threshold 0.6
class,asset,party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.0000; semantic=0.5449; sequence_match=0.4000,False,0.5150,False,top-3 avg score 0.5150 < final_threshold 0.6
class,constraint,requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.6589; sequence_match=0.3810,False,0.5148,False,top-3 avg score 0.5148 < final_threshold 0.6
class,action,operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5856; sequence_match=0.4286,False,0.5140,False,top-3 avg score 0.5140 < final_threshold 0.6
class,party,prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.5389; sequence_match=0.3750,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
class,prohibition,party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.5389; sequence_match=0.3750,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
class,policy,odrl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5250; sequence_match=0.4000,False,0.5120,False,top-3 avg score 0.5120 < final_threshold 0.6
class,operator,container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6132; sequence_match=0.3529,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.6
class,action,asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5858; sequence_match=0.3636,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.6
class,prohibition,right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2727; semantic=0.5103; sequence_match=0.3750,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
class,action,party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5781; sequence_match=0.3636,False,0.5065,False,top-3 avg score 0.5065 < final_threshold 0.6
class,assetcollection,contract,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5627; sequence_match=0.3478,False,0.5054,False,top-3 avg score 0.5054 < final_threshold 0.6
class,assetcollection,constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2000; semantic=0.5026; sequence_match=0.4000,False,0.5046,False,top-3 avg score 0.5046 < final_threshold 0.6
class,logicalconstraint,violation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.5699; sequence_match=0.3077,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
class,operator,odrl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5939; sequence_match=0.3333,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.6
class,permission,disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2857; semantic=0.4519; sequence_match=0.4167,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.6
class,asset,disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6119; levenshtein=0.2143; semantic=0.5754; sequence_match=0.3158,False,0.5010,False,top-3 avg score 0.5010 < final_threshold 0.6
class,permission,aggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.3636; semantic=0.5331; sequence_match=0.3810,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.6
class,conflict strategy preference,contractparty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6838; levenshtein=0.3077; semantic=0.4041; sequence_match=0.4103,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
class,permission,requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.5977; sequence_match=0.3810,False,0.4990,False,top-3 avg score 0.4990 < final_threshold 0.6
class,operator,condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5734; sequence_match=0.3529,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
class,action,datamodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.4780; sequence_match=0.4000,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
class,asset,andconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5454; sequence_match=0.3333,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.6
class,assetcollection,sequencing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2667; semantic=0.4696; sequence_match=0.4000,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.6
class,policy,violation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5760; sequence_match=0.4000,False,0.4920,False,top-3 avg score 0.4920 < final_threshold 0.6
class,operator,disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5181; sequence_match=0.3636,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.6
class,assetcollection,andconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2667; semantic=0.4544; sequence_match=0.4286,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
class,duty,condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5894; sequence_match=0.3077,False,0.4904,False,top-3 avg score 0.4904 < final_threshold 0.6
class,party,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5290; sequence_match=0.3636,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.6
class,assetcollection,permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.5126; sequence_match=0.4000,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.6
class,prohibition,operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5256; sequence_match=0.3158,False,0.4893,False,top-3 avg score 0.4893 < final_threshold 0.6
class,operator,prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5256; sequence_match=0.3158,False,0.4893,False,top-3 avg score 0.4893 < final_threshold 0.6
class,assetcollection,disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5603; levenshtein=0.3333; semantic=0.4936; sequence_match=0.4138,False,0.4893,False,top-3 avg score 0.4893 < final_threshold 0.6
class,conflict strategy preference,xorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2308; semantic=0.4520; sequence_match=0.4103,False,0.4890,False,top-3 avg score 0.4890 < final_threshold 0.6
class,constraint,odrl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6147; sequence_match=0.2857,False,0.4890,False,top-3 avg score 0.4890 < final_threshold 0.6
class,logicalconstraint,operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.5684; sequence_match=0.3200,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.6
class,party,right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.0000; semantic=0.5925; sequence_match=0.4000,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.6
class,operator,datamodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5360; sequence_match=0.3529,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.6
class,duty,remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5798; sequence_match=0.4000,False,0.4840,False,top-3 avg score 0.4840 < final_threshold 0.6
class,party,policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.5082; sequence_match=0.3636,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
class,policy,party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.5082; sequence_match=0.3636,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
class,rule,aggregation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5606; levenshtein=0.0909; semantic=0.6206; sequence_match=0.2667,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
class,conflict strategy preference,orconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2308; semantic=0.4530; sequence_match=0.4211,False,0.4822,False,top-3 avg score 0.4822 < final_threshold 0.6
class,operator,right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5871; sequence_match=0.3077,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
class,asset,datamodel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.6127; sequence_match=0.2857,False,0.4797,False,top-3 avg score 0.4797 < final_threshold 0.6
class,asset,operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5811; sequence_match=0.3077,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
class,operator,asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5811; sequence_match=0.3077,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
class,constraint,violation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.6080; sequence_match=0.2105,False,0.4790,False,top-3 avg score 0.4790 < final_threshold 0.6
class,constraint,asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6355; sequence_match=0.2667,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
class,asset,constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6355; sequence_match=0.2667,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
class,operator,transferright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1538; semantic=0.5436; sequence_match=0.2857,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
class,prohibition,disaggregation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2857; semantic=0.4856; sequence_match=0.4000,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
class,permission,right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6312; sequence_match=0.2667,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.6
class,logicalconstraint,prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.6223; sequence_match=0.2857,False,0.4766,False,top-3 avg score 0.4766 < final_threshold 0.6
class,rule,transferright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.6372; sequence_match=0.2353,False,0.4746,False,top-3 avg score 0.4746 < final_threshold 0.6
class,conflict strategy preference,container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6489; levenshtein=0.2692; semantic=0.4208; sequence_match=0.3429,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
class,action,contractparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6060; levenshtein=0.2308; semantic=0.4830; sequence_match=0.3158,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
class,policy,contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5869; sequence_match=0.2857,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.6
class,duty,odrl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6500; sequence_match=0.2500,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
class,duty,rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6491; sequence_match=0.2500,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
