role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,hasoperator,hasparty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8527; levenshtein=0.5455; semantic=0.6210; sequence_match=0.6316,False,0.7017,False,gold already mapped to 'hasoperator'
property,hasprohibition,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8571; levenshtein=0.3571; semantic=0.6033; sequence_match=0.5714,False,0.6773,False,pred already taken by 'hasaction' (higher averaged score)
property,hasaction,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8088; levenshtein=0.4444; semantic=0.6322; sequence_match=0.5882,False,0.6764,False,gold already mapped to 'haspart'
property,hasduty,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8000; levenshtein=0.4286; semantic=0.6543; sequence_match=0.5714,False,0.6752,False,gold already mapped to 'hasduty'
property,hasaction,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8260; levenshtein=0.3846; semantic=0.6452; sequence_match=0.5455,False,0.6722,False,gold already mapped to 'haspart'
property,andsequence,isconsequenceof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7690; levenshtein=0.5333; semantic=0.5522; sequence_match=0.6923,False,0.6712,False,pred already taken by 'consequence' (higher averaged score)
property,hasoperator,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8061; levenshtein=0.3636; semantic=0.6419; sequence_match=0.5556,False,0.6678,False,gold already mapped to 'hasoperator'
property,hasprohibition,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.6242; sequence_match=0.5455,False,0.6635,False,gold already mapped to 'hasparty'
property,haspermission,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8075; levenshtein=0.4615; semantic=0.5869; sequence_match=0.5833,False,0.6592,False,pred already taken by 'hasoperator' (higher averaged score)
property,hasduty,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.7369; sequence_match=0.5333,False,0.6536,False,gold already mapped to 'hasduty'
property,hasaction,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3636; semantic=0.6441; sequence_match=0.6000,False,0.6420,False,gold already mapped to 'haspart'
property,hasconstraint,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.6425; sequence_match=0.5833,False,0.6344,False,gold already mapped to 'hasconstraint'
property,hasoperator,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.6425; sequence_match=0.5833,False,0.6344,False,gold already mapped to 'hasoperator'
property,hasoperator,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.6721; sequence_match=0.5263,False,0.6305,False,gold already mapped to 'hasoperator'
property,hasconstraint,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8021; levenshtein=0.3846; semantic=0.6799; sequence_match=0.4000,False,0.6273,False,gold already mapped to 'hasconstraint'
property,operand,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.4545; semantic=0.7139; sequence_match=0.5556,False,0.6197,False,pred already taken by 'hasoperator' (higher averaged score)
property,hasprohibition,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8072; levenshtein=0.4286; semantic=0.5670; sequence_match=0.4800,False,0.6181,False,gold already mapped to 'hasparty'
property,hasaction,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6786; sequence_match=0.5000,False,0.6168,False,gold already mapped to 'haspart'
property,partof,haspart,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4365; levenshtein=0.2857; semantic=0.7828; sequence_match=0.6154,False,0.6116,False,gold already mapped to 'ispartof'
property,relation,violationof,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6540; levenshtein=0.5455; semantic=0.5194; sequence_match=0.6316,False,0.6104,False,pred already taken by 'obligation' (higher averaged score)
property,hasaction,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7991; levenshtein=0.3750; semantic=0.5396; sequence_match=0.4800,False,0.6062,False,gold already mapped to 'haspart'
property,hasaction,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6333; sequence_match=0.5000,False,0.6017,False,gold already mapped to 'haspart'
property,haspermission,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6996; levenshtein=0.2308; semantic=0.5965; sequence_match=0.5000,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.6
property,haspermission,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6996; levenshtein=0.3846; semantic=0.5957; sequence_match=0.5000,False,0.5984,False,top-3 avg score 0.5984 < final_threshold 0.6
property,haspermission,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6699; levenshtein=0.3846; semantic=0.6481; sequence_match=0.4762,False,0.5981,False,top-3 avg score 0.5981 < final_threshold 0.6
property,hasaction,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.3333; semantic=0.6505; sequence_match=0.4706,False,0.5937,False,top-3 avg score 0.5937 < final_threshold 0.6
property,scope,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7212; levenshtein=0.2727; semantic=0.5570; sequence_match=0.5000,False,0.5928,False,top-3 avg score 0.5928 < final_threshold 0.6
property,partof,hasparty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.5661; sequence_match=0.5714,False,0.5921,False,top-3 avg score 0.5921 < final_threshold 0.6
property,target,hasright,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7222; levenshtein=0.5000; semantic=0.5325; sequence_match=0.1429,False,0.5849,False,top-3 avg score 0.5849 < final_threshold 0.6
property,hasduty,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6627; sequence_match=0.4444,False,0.5840,False,top-3 avg score 0.5840 < final_threshold 0.6
property,hasoperator,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6627; sequence_match=0.4444,False,0.5840,False,top-3 avg score 0.5840 < final_threshold 0.6
property,hasaction,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.3636; semantic=0.5704; sequence_match=0.5000,False,0.5802,False,top-3 avg score 0.5802 < final_threshold 0.6
property,inheritrelation,supportsinheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6192; levenshtein=0.2105; semantic=0.6386; sequence_match=0.4706,False,0.5761,False,top-3 avg score 0.5761 < final_threshold 0.6
property,assignee,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3750; semantic=0.5612; sequence_match=0.5000,False,0.5759,False,top-3 avg score 0.5759 < final_threshold 0.6
property,scope,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6648; levenshtein=0.3333; semantic=0.6259; sequence_match=0.4286,False,0.5731,False,top-3 avg score 0.5731 < final_threshold 0.6
property,hasconstraint,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6886; sequence_match=0.4000,False,0.5716,False,top-3 avg score 0.5716 < final_threshold 0.6
property,assigner,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3750; semantic=0.5481; sequence_match=0.5000,False,0.5716,False,top-3 avg score 0.5716 < final_threshold 0.6
property,hasoperator,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3750; semantic=0.5484; sequence_match=0.5185,False,0.5702,False,top-3 avg score 0.5702 < final_threshold 0.6
property,partof,playsrole,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7333; levenshtein=0.3333; semantic=0.4437; sequence_match=0.5333,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.6
property,inheritsfrom,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6532; levenshtein=0.3158; semantic=0.6034; sequence_match=0.4516,False,0.5694,False,top-3 avg score 0.5694 < final_threshold 0.6
property,hasaction,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7092; levenshtein=0.2727; semantic=0.5386; sequence_match=0.4516,False,0.5665,False,top-3 avg score 0.5665 < final_threshold 0.6
property,haspermission,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6699; levenshtein=0.3846; semantic=0.5525; sequence_match=0.4762,False,0.5662,False,top-3 avg score 0.5662 < final_threshold 0.6
property,hasprohibition,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6456; levenshtein=0.3571; semantic=0.6812; sequence_match=0.3704,False,0.5657,False,top-3 avg score 0.5657 < final_threshold 0.6
property,hasprohibition,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6964; sequence_match=0.3810,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.6
property,hasduty,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6756; levenshtein=0.3125; semantic=0.5853; sequence_match=0.4348,False,0.5652,False,top-3 avg score 0.5652 < final_threshold 0.6
property,hasduty,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6626; sequence_match=0.4000,False,0.5630,False,top-3 avg score 0.5630 < final_threshold 0.6
property,hasconstraint,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6626; sequence_match=0.4000,False,0.5630,False,top-3 avg score 0.5630 < final_threshold 0.6
property,hasprohibition,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6610; levenshtein=0.3125; semantic=0.6209; sequence_match=0.4000,False,0.5606,False,top-3 avg score 0.5606 < final_threshold 0.6
property,hasconstraint,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.6041; sequence_match=0.3810,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.6
property,failure,isactivateduponfailure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4177; levenshtein=0.3182; semantic=0.7559; sequence_match=0.4828,False,0.5521,False,top-3 avg score 0.5521 < final_threshold 0.6
property,relation,directlylinkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.6360; sequence_match=0.4167,False,0.5500,False,top-3 avg score 0.5500 < final_threshold 0.6
property,hasconstraint,hasright,semantic+jaro_winkler+levenshtein,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.6576; sequence_match=0.3810,False,0.5485,False,top-3 avg score 0.5485 < final_threshold 0.6
property,hasprohibition,violationof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6169; levenshtein=0.2143; semantic=0.6280; sequence_match=0.4000,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.6
property,hasprohibition,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6434; sequence_match=0.3810,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.6
property,haspermission,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.3077; semantic=0.6044; sequence_match=0.3846,False,0.5446,False,top-3 avg score 0.5446 < final_threshold 0.6
property,assigner,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5910; sequence_match=0.4211,False,0.5444,False,top-3 avg score 0.5444 < final_threshold 0.6
property,inheritrelation,violationof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4852; sequence_match=0.5385,False,0.5432,False,top-3 avg score 0.5432 < final_threshold 0.6
property,assigner,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5430; sequence_match=0.4762,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.6
property,assigner,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.5526; sequence_match=0.4167,False,0.5384,False,top-3 avg score 0.5384 < final_threshold 0.6
property,hasoperator,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5671; sequence_match=0.4211,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasconstraint,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6205; levenshtein=0.3333; semantic=0.5525; sequence_match=0.4286,False,0.5339,False,top-3 avg score 0.5339 < final_threshold 0.6
property,hasduty,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5980; sequence_match=0.4000,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
property,inheritsfrom,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.5323,False,top-3 avg score 0.5323 < final_threshold 0.6
property,assigner,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5912; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
property,scope,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2667; semantic=0.4982; sequence_match=0.4000,False,0.5290,False,top-3 avg score 0.5290 < final_threshold 0.6
property,hasoperator,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.2727; semantic=0.4978; sequence_match=0.4000,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.6
property,inheritsfrom,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5632; sequence_match=0.4000,False,0.5257,False,top-3 avg score 0.5257 < final_threshold 0.6
property,inheritrelation,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.5058; sequence_match=0.4615,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.6
property,assignee,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5703; sequence_match=0.4000,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.6
property,haspermission,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6775; levenshtein=0.3125; semantic=0.4798; sequence_match=0.4138,False,0.5237,False,top-3 avg score 0.5237 < final_threshold 0.6
property,target,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5697; sequence_match=0.4615,False,0.5236,False,top-3 avg score 0.5236 < final_threshold 0.6
property,haspermission,appliesto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5292; sequence_match=0.2727,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.6
property,haspermission,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.4558; sequence_match=0.4545,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.6
property,target,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5041; sequence_match=0.4286,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.6
property,haspermission,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5736; sequence_match=0.3810,False,0.5190,False,top-3 avg score 0.5190 < final_threshold 0.6
property,inheritsfrom,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5970; levenshtein=0.1667; semantic=0.5240; sequence_match=0.4348,False,0.5186,False,top-3 avg score 0.5186 < final_threshold 0.6
property,assignee,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5479; sequence_match=0.4167,False,0.5160,False,top-3 avg score 0.5160 < final_threshold 0.6
property,hasprohibition,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5864; sequence_match=0.3636,False,0.5147,False,top-3 avg score 0.5147 < final_threshold 0.6
property,and,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.4884; sequence_match=0.4000,False,0.5131,False,top-3 avg score 0.5131 < final_threshold 0.6
property,partof,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4707; sequence_match=0.4286,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
property,scope,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.2727; semantic=0.6485; sequence_match=0.3750,False,0.5122,False,top-3 avg score 0.5122 < final_threshold 0.6
property,target,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.4818; sequence_match=0.4286,False,0.5118,False,top-3 avg score 0.5118 < final_threshold 0.6
property,inheritrelation,directlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6306; levenshtein=0.1250; semantic=0.5731; sequence_match=0.3226,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
property,remedy,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3333; semantic=0.4976; sequence_match=0.4444,False,0.5085,False,top-3 avg score 0.5085 < final_threshold 0.6
property,assignee,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5277; sequence_match=0.4762,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
property,scope,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5764; sequence_match=0.3333,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.6
property,failure,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.5130; sequence_match=0.4444,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.6
property,assignee,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6294; levenshtein=0.2105; semantic=0.4452; sequence_match=0.4444,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.6
property,hasconstraint,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.1538; semantic=0.6246; sequence_match=0.2857,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
property,handlepolicyconflicts,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2381; semantic=0.4766; sequence_match=0.4118,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,assigner,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5079; sequence_match=0.4000,False,0.5030,False,top-3 avg score 0.5030 < final_threshold 0.6
property,hasconstraint,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6318; levenshtein=0.2105; semantic=0.4988; sequence_match=0.3750,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
property,relation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5463; sequence_match=0.3750,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.6
property,assignee,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5422; sequence_match=0.4211,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.6
property,inheritsfrom,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.5428; sequence_match=0.4000,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.6
property,hasaction,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.0000; semantic=0.4985; sequence_match=0.4444,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
property,target,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.6487; sequence_match=0.3077,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.6
property,function,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.3636; semantic=0.5227; sequence_match=0.4211,False,0.4939,False,top-3 avg score 0.4939 < final_threshold 0.6
property,scope,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.5859; sequence_match=0.3333,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,hasduty,nests,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5834; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
property,hasoperator,ispartof,jaro_winkler+levenshtein+sequence_match,jaro_winkler=0.5985; levenshtein=0.4545; semantic=0.4027; sequence_match=0.4211,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
property,handlepolicyconflicts,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.1905; semantic=0.5324; sequence_match=0.3750,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.6
property,hasconstraint,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5713; sequence_match=0.3333,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.6
property,haspermission,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.6055; sequence_match=0.3000,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,assignee,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.2667; semantic=0.4492; sequence_match=0.3478,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.6
property,consequence,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5613; sequence_match=0.4167,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
property,scope,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.1875; semantic=0.5737; sequence_match=0.2857,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
property,inheritsfrom,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5869; sequence_match=0.3158,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.6
property,obligation,appliesto,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6148; levenshtein=0.3000; semantic=0.4177; sequence_match=0.4211,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.6
property,onlyone,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.4063; sequence_match=0.3750,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.6
property,scope,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5973; sequence_match=0.3077,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.6
property,operand,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5494; sequence_match=0.3333,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,obligation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.7193; sequence_match=0.2353,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,partof,violationof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.4993; sequence_match=0.4706,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
property,onlyone,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2727; semantic=0.4713; sequence_match=0.3333,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
property,assigner,supportsinheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.4253; sequence_match=0.4444,False,0.4824,False,top-3 avg score 0.4824 < final_threshold 0.6
