gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ConflictTerm,Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.1667; semantic=0.4618; sequence_match=0.3333,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.6
Constraint,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2500; semantic=0.4885; sequence_match=0.3333,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
LeftOperand,Aggregation Action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.5231; sequence_match=0.3571,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
Duty,Rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6491; sequence_match=0.2500,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
Rule,Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6491; sequence_match=0.2500,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
Action,Prohibition,semantic+sequence_match+levenshtein,jaro_winkler=0.3384; levenshtein=0.3636; semantic=0.5629; sequence_match=0.4706,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
Prohibition,Action,semantic+sequence_match+levenshtein,jaro_winkler=0.3384; levenshtein=0.3636; semantic=0.5629; sequence_match=0.4706,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
AssetCollection,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5872; levenshtein=0.1923; semantic=0.4130; sequence_match=0.3902,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
ConflictTerm,Policy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.4417; sequence_match=0.4444,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.6
Constraint,Prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.6761; sequence_match=0.1905,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.6
Prohibition,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.6761; sequence_match=0.1905,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.6
Party,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5831; sequence_match=0.2667,False,0.461,False,top-3 avg score 0.4610 < final_threshold 0.6
Permission,Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5831; sequence_match=0.2667,False,0.461,False,top-3 avg score 0.4610 < final_threshold 0.6
Asset,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.5938; sequence_match=0.2667,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.6
Permission,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.5938; sequence_match=0.2667,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.6
AssetCollection,Prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.3333; semantic=0.4600; sequence_match=0.3846,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.6
LogicalConstraint,Consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.2353; semantic=0.5471; sequence_match=0.3571,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
Permission,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6073; sequence_match=0.2500,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
Policy,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6073; sequence_match=0.2500,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
Permission,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2500; semantic=0.4448; sequence_match=0.3333,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.6
LogicalConstraint,Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.2353; semantic=0.5253; sequence_match=0.2609,False,0.454,False,top-3 avg score 0.4540 < final_threshold 0.6
Party,Aggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.1176; semantic=0.4969; sequence_match=0.2727,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
LogicalConstraint,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5059; levenshtein=0.1765; semantic=0.5828; sequence_match=0.2727,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.6
Permission,Aggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2941; semantic=0.5169; sequence_match=0.2963,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.6
Asset,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1500; semantic=0.5257; sequence_match=0.2400,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.6
AssetScope,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.5260; sequence_match=0.3000,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
Constraint,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.6206; sequence_match=0.2000,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
Permission,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.6206; sequence_match=0.2000,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
Action,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5419; levenshtein=0.1923; semantic=0.4786; sequence_match=0.3125,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
LogicalConstraint,Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.5198; sequence_match=0.2609,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
Policy,Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4402; levenshtein=0.1923; semantic=0.5759; sequence_match=0.3125,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
Operator,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4838; sequence_match=0.2857,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.6
LeftOperand,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.0909; semantic=0.5471; sequence_match=0.2500,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.6
Permission,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5776; levenshtein=0.1923; semantic=0.4679; sequence_match=0.2778,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.6
Prohibition,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5193; levenshtein=0.3000; semantic=0.4753; sequence_match=0.3226,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.6
AssetScope,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4561; sequence_match=0.3333,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
Asset,Rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.6032; sequence_match=0.2222,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
Rule,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.6032; sequence_match=0.2222,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.6
LeftOperand,Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4503; sequence_match=0.3529,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
AssetScope,Consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.4207; sequence_match=0.3810,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.6
Policy,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5660; sequence_match=0.2500,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.6
Permission,Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5556; sequence_match=0.2500,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.6
Policy,Rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6102; sequence_match=0.2000,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.6
Rule,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6102; sequence_match=0.2000,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.6
Rule,Aggregation Action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5392; levenshtein=0.0588; semantic=0.5515; sequence_match=0.1905,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.6
Action,Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6039; sequence_match=0.2000,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
Duty,Action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6039; sequence_match=0.2000,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
Duty,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6037; sequence_match=0.2000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
Policy,Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6037; sequence_match=0.2000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.6
Prohibition,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.1923; semantic=0.4111; sequence_match=0.3243,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
Operator,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.1923; semantic=0.4380; sequence_match=0.2941,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
Asset,Consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.4890; sequence_match=0.2500,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
ConflictTerm,Aggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5065; levenshtein=0.1176; semantic=0.4802; sequence_match=0.2759,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
LogicalConstraint,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.5716; sequence_match=0.2222,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
Party,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1500; semantic=0.4340; sequence_match=0.2400,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
Operator,Action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5856; sequence_match=0.1429,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
Constraint,Policy,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5660; sequence_match=0.1250,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.6
AssetCollection,Consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.1333; semantic=0.3887; sequence_match=0.3077,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
LeftOperand,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.2308; semantic=0.3890; sequence_match=0.3243,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.6
Rule,Consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5385; sequence_match=0.2667,False,0.4174,False,top-3 avg score 0.4174 < final_threshold 0.6
LeftOperand,Disaggregation Action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.4239; sequence_match=0.3226,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.6
Rule,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1154; semantic=0.4988; sequence_match=0.2000,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
AssetCollection,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.2000; semantic=0.5068; sequence_match=0.2857,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.6
AssetScope,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4412; sequence_match=0.2667,False,0.4137,False,top-3 avg score 0.4137 < final_threshold 0.6
Operator,Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6123; sequence_match=0.1667,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.6
