role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasplayingarea,hasmade,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3571; semantic=0.5763; sequence_match=0.4762,False,0.5810,False,top-3 avg score 0.5810 < final_threshold 0.6
property,hasachievement,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.6690; sequence_match=0.4348,False,0.5804,False,top-3 avg score 0.5804 < final_threshold 0.6
property,username,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.2500; semantic=0.5355; sequence_match=0.5000,False,0.5729,False,top-3 avg score 0.5729 < final_threshold 0.6
property,hasachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5979; sequence_match=0.4545,False,0.5711,False,top-3 avg score 0.5711 < final_threshold 0.6
property,hasgamegenre,hasplayingarea,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5014; sequence_match=0.5385,False,0.5675,False,top-3 avg score 0.5675 < final_threshold 0.6
property,ownsachievement,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6949; levenshtein=0.2667; semantic=0.6105; sequence_match=0.3846,False,0.5634,False,top-3 avg score 0.5634 < final_threshold 0.6
property,hasplayingarea,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.6039; sequence_match=0.4348,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.6
property,hasachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasplayingarea,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasplayingarea,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3571; semantic=0.5121; sequence_match=0.4762,False,0.5596,False,top-3 avg score 0.5596 < final_threshold 0.6
property,hasachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.2857; semantic=0.5765; sequence_match=0.4286,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
property,playsgame,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5051; sequence_match=0.5000,False,0.5590,False,top-3 avg score 0.5590 < final_threshold 0.6
property,username,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5915; sequence_match=0.5000,False,0.5583,False,top-3 avg score 0.5583 < final_threshold 0.6
property,hasitem,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5779; sequence_match=0.4762,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,hasplayingarea,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5779; sequence_match=0.4762,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,playsgame,hasmade,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5003; sequence_match=0.5000,False,0.5574,False,top-3 avg score 0.5574 < final_threshold 0.6
property,hasplayingarea,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6524; levenshtein=0.2857; semantic=0.5983; sequence_match=0.4211,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
property,hasplayingarea,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.5763; sequence_match=0.4000,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.6
property,hasachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6502; sequence_match=0.3810,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
property,playsgame,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5464; sequence_match=0.5000,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
property,hasgamegenre,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.5125; sequence_match=0.4762,False,0.5487,False,top-3 avg score 0.5487 < final_threshold 0.6
property,releasedate,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6623; levenshtein=0.1818; semantic=0.5245; sequence_match=0.4545,False,0.5471,False,top-3 avg score 0.5471 < final_threshold 0.6
property,hasgamegenre,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5803; sequence_match=0.4211,False,0.5454,False,top-3 avg score 0.5454 < final_threshold 0.6
property,ownsachievement,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5701; sequence_match=0.3636,False,0.5435,False,top-3 avg score 0.5435 < final_threshold 0.6
property,playsgame,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4959; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,purchasesgameoffering,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7284; levenshtein=0.2381; semantic=0.4486; sequence_match=0.4375,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasachievement,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,livesin,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,ownsitem,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.6089; sequence_match=0.4000,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.6
property,hasitem,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5134; sequence_match=0.4762,False,0.5362,False,top-3 avg score 0.5362 < final_threshold 0.6
property,hasgamegenre,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5345; sequence_match=0.4211,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
property,playsgame,ispaying,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.5198; sequence_match=0.4706,False,0.5280,False,top-3 avg score 0.5280 < final_threshold 0.6
property,ownsitem,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.6229; sequence_match=0.3636,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.6
property,username,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6469; sequence_match=0.3529,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.6
property,username,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5607; sequence_match=0.4000,False,0.5206,False,top-3 avg score 0.5206 < final_threshold 0.6
property,hasachievement,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6235; levenshtein=0.2500; semantic=0.5259; sequence_match=0.4118,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,livesin,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5974; sequence_match=0.3750,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,ownsachievement,hasobtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6058; levenshtein=0.1333; semantic=0.7240; sequence_match=0.2308,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
property,playsgame,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,livesin,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5981; sequence_match=0.3636,False,0.5190,False,top-3 avg score 0.5190 < final_threshold 0.6
property,hasgamegenre,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6963; levenshtein=0.3500; semantic=0.4833; sequence_match=0.3750,False,0.5182,False,top-3 avg score 0.5182 < final_threshold 0.6
property,ownsitem,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6464; levenshtein=0.2500; semantic=0.5067; sequence_match=0.4000,False,0.5177,False,top-3 avg score 0.5177 < final_threshold 0.6
property,isfriendwithplayer,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2778; semantic=0.6069; sequence_match=0.4444,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
property,username,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5431; sequence_match=0.4000,False,0.5148,False,top-3 avg score 0.5148 < final_threshold 0.6
property,ownsachievement,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.2667; semantic=0.5381; sequence_match=0.3636,False,0.5143,False,top-3 avg score 0.5143 < final_threshold 0.6
property,hasgamegenre,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6468; levenshtein=0.4286; semantic=0.4655; sequence_match=0.3846,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
property,hasgamegenre,hasreceived,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.4135; sequence_match=0.4348,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.6
property,hasplayingarea,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.4830; sequence_match=0.4286,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.6
property,username,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.6211; sequence_match=0.3636,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,releasedate,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2727; semantic=0.5384; sequence_match=0.4000,False,0.5030,False,top-3 avg score 0.5030 < final_threshold 0.6
property,eventtime,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5055; sequence_match=0.4000,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,hasgamegenre,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.4469; sequence_match=0.4348,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,ownsachievement,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.6419; sequence_match=0.3077,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
property,releasedate,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5859; levenshtein=0.0909; semantic=0.5579; sequence_match=0.3636,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
property,username,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5638; sequence_match=0.3158,False,0.5020,False,top-3 avg score 0.5020 < final_threshold 0.6
property,purchasesgameoffering,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4976; sequence_match=0.4000,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,hasitem,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6635; levenshtein=0.2000; semantic=0.4543; sequence_match=0.3704,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.6
property,releasedate,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.1429; semantic=0.5503; sequence_match=0.3200,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.6
property,releasedate,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.5287; sequence_match=0.4545,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,releasedate,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.4842; sequence_match=0.3750,False,0.4945,False,top-3 avg score 0.4945 < final_threshold 0.6
property,hasplayingarea,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.3571; semantic=0.5439; sequence_match=0.4000,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,username,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5202; sequence_match=0.3636,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.6
property,playsgame,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5544; sequence_match=0.2500,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
property,purchasesgameoffering,hasmadeinapppurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5103; levenshtein=0.1429; semantic=0.5737; sequence_match=0.3902,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
property,ownsitem,hasobtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.2727; semantic=0.5978; sequence_match=0.3158,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.6
property,playsgame,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4678; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.6
property,purchasesgameoffering,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7302; levenshtein=0.1905; semantic=0.4171; sequence_match=0.3200,False,0.4891,False,top-3 avg score 0.4891 < final_threshold 0.6
property,releasedate,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5149; sequence_match=0.4000,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
property,ownsachievement,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5914; sequence_match=0.3333,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,isfriendwithplayer,ispaying,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.4800; sequence_match=0.3846,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
property,purchasesgameoffering,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.4304; sequence_match=0.3571,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.6
property,username,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6585; sequence_match=0.2667,False,0.4790,False,top-3 avg score 0.4790 < final_threshold 0.6
property,releasedate,hasmade,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5896; levenshtein=0.3636; semantic=0.4826; sequence_match=0.3333,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
property,ownsachievement,hasmade,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.6322; sequence_match=0.2727,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
property,livesin,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5315; sequence_match=0.3333,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.6
property,playsgame,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4629; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
property,username,hasmade,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5488; sequence_match=0.2667,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.6
property,playsgame,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5266; sequence_match=0.3333,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,ownsitem,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.6452; sequence_match=0.2105,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,releasedate,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4997; sequence_match=0.4444,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,isfriendwithplayer,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4356; sequence_match=0.3750,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,releasedate,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.6053; sequence_match=0.3333,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.6
property,purchasesgameoffering,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4082; sequence_match=0.3448,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
