gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Zinfandel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Bordeaux,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8442; sequence_match=0.8000,False,0.8592,True,selected
WineSugar,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.5000; semantic=0.6540; sequence_match=0.5263,False,0.6668,False,pred already taken by 'Region' (higher averaged score)
VintageYear,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6616; levenshtein=0.4444; semantic=0.7783; sequence_match=0.5517,False,0.6639,False,gold already mapped to 'Vintage Quality'
wine,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8444; levenshtein=0.2222; semantic=0.7644; sequence_match=0.3636,False,0.6575,False,gold already mapped to 'Wine'
WineGrape,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5983; levenshtein=0.4615; semantic=0.8231; sequence_match=0.5455,False,0.6556,False,gold already mapped to 'Grape'
RedBordeaux,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.8567; sequence_match=0.4444,False,0.6487,False,gold already mapped to 'Bordeaux Grape'
Vintage,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6534; levenshtein=0.3889; semantic=0.7263; sequence_match=0.5600,False,0.6466,False,gold already mapped to 'Vintage'
WineTaste,Wine Characteristic in Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8222; levenshtein=0.2963; semantic=0.7282; sequence_match=0.3889,False,0.6464,False,gold already mapped to 'Wine Characteristic'
WineGrape,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6233; levenshtein=0.2222; semantic=0.8143; sequence_match=0.5000,False,0.6459,False,gold already mapped to 'Grape'
WineTaste,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6852; levenshtein=0.4000; semantic=0.7232; sequence_match=0.5263,False,0.6449,False,gold already mapped to 'Wine Characteristic'
WineGrape,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.3889; semantic=0.7388; sequence_match=0.5185,False,0.644,False,gold already mapped to 'Grape'
Region,Red Wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7968; levenshtein=0.4286; semantic=0.4815; sequence_match=0.6154,False,0.6313,False,gold already mapped to 'Wine Region'
WineTaste,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6233; levenshtein=0.2222; semantic=0.7641; sequence_match=0.5000,False,0.6291,False,gold already mapped to 'Wine Characteristic'
WineGrape,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.3333; semantic=0.7631; sequence_match=0.4444,False,0.6274,False,gold already mapped to 'Grape'
RedWine,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7079; levenshtein=0.2000; semantic=0.6945; sequence_match=0.4706,False,0.6243,False,gold already mapped to 'Red Wine'
WineTaste,Vintage,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6899; levenshtein=0.5556; semantic=0.5514; sequence_match=0.6250,False,0.6235,False,gold already mapped to 'Wine Characteristic'
WineFlavor,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.6902; sequence_match=0.5000,False,0.6189,False,pred already taken by 'Region' (higher averaged score)
WineGrape,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.7586; sequence_match=0.4444,False,0.6109,False,gold already mapped to 'Grape'
WhiteWine,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.6862; sequence_match=0.4762,False,0.6066,False,gold already mapped to 'White Wine'
WineColor,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.7046; sequence_match=0.4444,False,0.6052,False,pred already taken by 'WineTaste' (higher averaged score)
WineTaste,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6370; levenshtein=0.3333; semantic=0.7233; sequence_match=0.4444,False,0.6016,False,gold already mapped to 'Wine Characteristic'
WineBody,Red Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.7365; sequence_match=0.5333,False,0.5979,False,top-3 avg score 0.5979 < final_threshold 0.6
Bordeaux,Body,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7667; levenshtein=0.3750; semantic=0.5258; sequence_match=0.5000,False,0.5975,False,top-3 avg score 0.5975 < final_threshold 0.6
wine,Wine Characteristic in Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8296; levenshtein=0.1481; semantic=0.7039; sequence_match=0.2581,False,0.5972,False,top-3 avg score 0.5972 < final_threshold 0.6
WineSugar,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.6790; sequence_match=0.4444,False,0.5967,False,top-3 avg score 0.5967 < final_threshold 0.6
WhiteWine,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7300; levenshtein=0.3000; semantic=0.6344; sequence_match=0.4211,False,0.5952,False,top-3 avg score 0.5952 < final_threshold 0.6
WineFlavor,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.7115; sequence_match=0.4286,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
WineTaste,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.2727; semantic=0.6028; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.6
WineColor,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.1111; semantic=0.7585; sequence_match=0.5000,False,0.5879,False,top-3 avg score 0.5879 < final_threshold 0.6
Vintage,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
wine,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.4286; semantic=0.6225; sequence_match=0.5455,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.6
wine,Bordeaux Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4444; levenshtein=0.3333; semantic=0.8170; sequence_match=0.5000,False,0.5871,False,top-3 avg score 0.5871 < final_threshold 0.6
Zinfandel,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.3333; semantic=0.6978; sequence_match=0.4615,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
wine,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.3333; semantic=0.6978; sequence_match=0.4615,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
VintageYear,Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6742; levenshtein=0.2727; semantic=0.6573; sequence_match=0.4000,False,0.5772,False,top-3 avg score 0.5772 < final_threshold 0.6
WineSugar,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.1111; semantic=0.7257; sequence_match=0.5000,False,0.577,False,top-3 avg score 0.5770 < final_threshold 0.6
WineGrape,Vintage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.5926; sequence_match=0.3750,False,0.5757,False,top-3 avg score 0.5757 < final_threshold 0.6
WineTaste,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.2727; semantic=0.5549; sequence_match=0.5000,False,0.575,False,top-3 avg score 0.5750 < final_threshold 0.6
WineBody,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.6842; sequence_match=0.4706,False,0.5748,False,top-3 avg score 0.5748 < final_threshold 0.6
WineFlavor,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.3000; semantic=0.6542; sequence_match=0.4211,False,0.5732,False,top-3 avg score 0.5732 < final_threshold 0.6
Vintage,Zinfandel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5410; sequence_match=0.5000,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.6
Zinfandel,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5410; sequence_match=0.5000,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.6
WineColor,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.2778; semantic=0.7264; sequence_match=0.3704,False,0.5693,False,top-3 avg score 0.5693 < final_threshold 0.6
VintageYear,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5912; levenshtein=0.1852; semantic=0.7418; sequence_match=0.3684,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.6
RedWine,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2727; semantic=0.6085; sequence_match=0.4444,False,0.566,False,top-3 avg score 0.5660 < final_threshold 0.6
WhiteBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6844; sequence_match=0.3529,False,0.5659,False,top-3 avg score 0.5659 < final_threshold 0.6
WineGrape,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6314; levenshtein=0.2593; semantic=0.6757; sequence_match=0.3889,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.6
WineSugar,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.6918; sequence_match=0.4444,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.6
WineColor,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.6916; sequence_match=0.4444,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.6
WineDescriptor,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6401; levenshtein=0.3333; semantic=0.6525; sequence_match=0.3902,False,0.5609,False,top-3 avg score 0.5609 < final_threshold 0.6
WineFlavor,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4905; levenshtein=0.1000; semantic=0.7184; sequence_match=0.4706,False,0.5598,False,top-3 avg score 0.5598 < final_threshold 0.6
RedWine,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.5821; sequence_match=0.4444,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
WineFlavor,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.2778; semantic=0.7242; sequence_match=0.3571,False,0.5567,False,top-3 avg score 0.5567 < final_threshold 0.6
WineGrape,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.7784; sequence_match=0.3810,False,0.5562,False,top-3 avg score 0.5562 < final_threshold 0.6
WineGrape,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.7044; sequence_match=0.3333,False,0.5558,False,top-3 avg score 0.5558 < final_threshold 0.6
WineBody,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.2778; semantic=0.7071; sequence_match=0.3846,False,0.5553,False,top-3 avg score 0.5553 < final_threshold 0.6
WineSugar,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5870; levenshtein=0.2941; semantic=0.6920; sequence_match=0.3846,False,0.5545,False,top-3 avg score 0.5545 < final_threshold 0.6
WineTaste,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.7523; sequence_match=0.3810,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.6
WhiteWine,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.2778; semantic=0.6888; sequence_match=0.2963,False,0.5532,False,top-3 avg score 0.5532 < final_threshold 0.6
WineFlavor,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.6898; sequence_match=0.4211,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.6
Vintage,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5665; levenshtein=0.2593; semantic=0.6727; sequence_match=0.4118,False,0.5503,False,top-3 avg score 0.5503 < final_threshold 0.6
WineDescriptor,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5820; levenshtein=0.2778; semantic=0.6308; sequence_match=0.4375,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
WineColor,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.6857; sequence_match=0.3333,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.6
RedWine,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.6783; sequence_match=0.3750,False,0.5469,False,top-3 avg score 0.5469 < final_threshold 0.6
Zinfandel,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.6783; sequence_match=0.3750,False,0.5469,False,top-3 avg score 0.5469 < final_threshold 0.6
RedWine,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.1111; semantic=0.6982; sequence_match=0.3200,False,0.5457,False,top-3 avg score 0.5457 < final_threshold 0.6
Bordeaux,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2941; semantic=0.6639; sequence_match=0.4000,False,0.5456,False,top-3 avg score 0.5456 < final_threshold 0.6
WineDescriptor,Red Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.6048; sequence_match=0.3810,False,0.5455,False,top-3 avg score 0.5455 < final_threshold 0.6
WineGrape,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3077; semantic=0.6821; sequence_match=0.3636,False,0.5419,False,top-3 avg score 0.5419 < final_threshold 0.6
WineColor,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.6224; sequence_match=0.4444,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.6
WineSugar,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3333; semantic=0.5494; sequence_match=0.3750,False,0.5381,False,top-3 avg score 0.5381 < final_threshold 0.6
Zinfandel,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.2778; semantic=0.6298; sequence_match=0.3704,False,0.5371,False,top-3 avg score 0.5371 < final_threshold 0.6
WineTaste,Zinfandel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.6480; sequence_match=0.3333,False,0.537,False,top-3 avg score 0.5370 < final_threshold 0.6
wine,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5606; levenshtein=0.2727; semantic=0.6482; sequence_match=0.4000,False,0.5363,False,top-3 avg score 0.5363 < final_threshold 0.6
WineFlavor,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.2941; semantic=0.6979; sequence_match=0.3704,False,0.5361,False,top-3 avg score 0.5361 < final_threshold 0.6
WineFlavor,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6074; levenshtein=0.2222; semantic=0.6746; sequence_match=0.3243,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
WineSugar,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6314; levenshtein=0.2222; semantic=0.6377; sequence_match=0.3333,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.6
RedWine,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1667; semantic=0.7490; sequence_match=0.3200,False,0.5332,False,top-3 avg score 0.5332 < final_threshold 0.6
WineGrape,Napa,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.3333; semantic=0.5631; sequence_match=0.4615,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.6
WineSugar,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3077; semantic=0.6541; sequence_match=0.3636,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.6
RedWine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.6960; sequence_match=0.3333,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.6
WhiteWine,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.2778; semantic=0.6383; sequence_match=0.2963,False,0.5291,False,top-3 avg score 0.5291 < final_threshold 0.6
WineGrape,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.8021; sequence_match=0.2308,False,0.5276,False,top-3 avg score 0.5276 < final_threshold 0.6
