prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasVintageYear,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8787; levenshtein=0.5000; semantic=0.8886; sequence_match=0.6316,False,0.7996,True,selected
ObjectProperty,madeFromGrape,is instance of wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4990; levenshtein=0.0625; semantic=0.6176; sequence_match=0.2759,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,locatedIn,has quality rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4894; levenshtein=0.2500; semantic=0.5015; sequence_match=0.4000,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has quality rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5688; levenshtein=0.2353; semantic=0.5080; sequence_match=0.3030,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,evaluates vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4736; levenshtein=0.1765; semantic=0.5669; sequence_match=0.3030,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,hasFlavor,evaluates vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1250; semantic=0.5110; sequence_match=0.2400,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.2083; semantic=0.5015; sequence_match=0.2703,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
ObjectProperty,hasBody,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.1250; semantic=0.5633; sequence_match=0.1935,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2083; semantic=0.4819; sequence_match=0.3030,False,0.419,False,top-3 avg score 0.4190 < final_threshold 0.7
ObjectProperty,locatedIn,is instance of wine,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.2500; semantic=0.4240; sequence_match=0.1600,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.7
ObjectProperty,locatedIn,has variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.4857; sequence_match=0.2105,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
ObjectProperty,madeFromGrape,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.1765; semantic=0.4419; sequence_match=0.2667,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,hasSugar,evaluates vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4442; sequence_match=0.2500,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,hasColor,is instance of wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4377; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,madeFromGrape,evaluates vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1875; semantic=0.4589; sequence_match=0.2759,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.7
ObjectProperty,hasBody,evaluates vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4702; levenshtein=0.1250; semantic=0.5197; sequence_match=0.1739,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,madeFromGrape,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.3639; sequence_match=0.2727,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,hasColor,evaluates vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1250; semantic=0.5513; sequence_match=0.1667,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,madeFromGrape,has quality rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.1875; semantic=0.4485; sequence_match=0.2069,False,0.3638,False,top-3 avg score 0.3638 < final_threshold 0.7
ObjectProperty,madeFromGrape,has variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.4484; sequence_match=0.1739,False,0.3405,False,top-3 avg score 0.3405 < final_threshold 0.7
ObjectProperty,hasBody,is instance of wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.4163; sequence_match=0.1739,False,0.3393,False,top-3 avg score 0.3393 < final_threshold 0.7
ObjectProperty,hasFlavor,is instance of wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3958; levenshtein=0.1250; semantic=0.4289; sequence_match=0.1600,False,0.3283,False,top-3 avg score 0.3283 < final_threshold 0.7
ObjectProperty,hasSugar,is instance of wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.4067; sequence_match=0.0833,False,0.2999,False,top-3 avg score 0.2999 < final_threshold 0.7
DatatypeProperty,yearValue,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.6890; sequence_match=0.3478,False,0.5379,False,top-3 avg score 0.5379 < final_threshold 0.7
