prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,inheritFrom,inherits from,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9833; levenshtein=0.9167; semantic=0.8897; sequence_match=0.9565,False,0.9522,True,selected
ObjectProperty,constraint,constrained requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8618; levenshtein=0.4545; semantic=0.8548; sequence_match=0.6250,False,0.7805,False,gold already mapped to 'constrains'
ObjectProperty,inheritRelation,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8700; levenshtein=0.5333; semantic=0.7653; sequence_match=0.6667,False,0.7673,False,pred already taken by 'inheritFrom'
ObjectProperty,leftOperand,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7312; levenshtein=0.6364; semantic=0.8445; sequence_match=0.6667,False,0.7474,False,pred already taken by 'operand'
ObjectProperty,remedy,remedy for prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8600; levenshtein=0.3000; semantic=0.7808; sequence_match=0.4615,False,0.7008,False,pred already taken by 'prohibition'
ObjectProperty,hasPolicy,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8296; levenshtein=0.5556; semantic=0.6277; sequence_match=0.6250,False,0.6941,False,top-3 avg score 0.6941 < final_threshold 0.7
ObjectProperty,operand,operator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8262; levenshtein=0.4167; semantic=0.7234; sequence_match=0.5263,False,0.692,False,top-3 avg score 0.6920 < final_threshold 0.7
ObjectProperty,constraint,expressed as constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5127; levenshtein=0.4762; semantic=0.9016; sequence_match=0.6452,False,0.6865,False,top-3 avg score 0.6865 < final_threshold 0.7
ObjectProperty,inheritFrom,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6645; levenshtein=0.5000; semantic=0.8171; sequence_match=0.5600,False,0.6805,False,top-3 avg score 0.6805 < final_threshold 0.7
ObjectProperty,inheritRelation,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6937; levenshtein=0.3333; semantic=0.7887; sequence_match=0.5517,False,0.678,False,top-3 avg score 0.6780 < final_threshold 0.7
ObjectProperty,operator,operand expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8206; levenshtein=0.3529; semantic=0.7032; sequence_match=0.4800,False,0.6679,False,top-3 avg score 0.6679 < final_threshold 0.7
ObjectProperty,leftOperand,has logical operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6076; levenshtein=0.4706; semantic=0.7949; sequence_match=0.5714,False,0.658,False,top-3 avg score 0.6580 < final_threshold 0.7
ObjectProperty,permission,has exclusive permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5091; levenshtein=0.4545; semantic=0.8370; sequence_match=0.6250,False,0.657,False,top-3 avg score 0.6570 < final_threshold 0.7
ObjectProperty,implies,applies to,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7566; levenshtein=0.5556; semantic=0.5757; sequence_match=0.6250,False,0.6524,False,top-3 avg score 0.6524 < final_threshold 0.7
ObjectProperty,conflict,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7586; levenshtein=0.2759; semantic=0.7470; sequence_match=0.4324,False,0.646,False,top-3 avg score 0.6460 < final_threshold 0.7
ObjectProperty,target,trigger duty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7864; levenshtein=0.3636; semantic=0.5576; sequence_match=0.5882,False,0.6441,False,top-3 avg score 0.6441 < final_threshold 0.7
ObjectProperty,consequence,constrained requirement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8327; levenshtein=0.3636; semantic=0.5309; sequence_match=0.5455,False,0.6364,False,top-3 avg score 0.6364 < final_threshold 0.7
ObjectProperty,operator,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.7761; sequence_match=0.5556,False,0.6355,False,top-3 avg score 0.6355 < final_threshold 0.7
ObjectProperty,operand,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.4545; semantic=0.7565; sequence_match=0.5556,False,0.6339,False,top-3 avg score 0.6339 < final_threshold 0.7
ObjectProperty,permission,has exclusive permission set,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5000; levenshtein=0.4000; semantic=0.8163; sequence_match=0.5714,False,0.6292,False,top-3 avg score 0.6292 < final_threshold 0.7
ObjectProperty,leftOperand,operand expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5660; levenshtein=0.1765; semantic=0.8076; sequence_match=0.5000,False,0.6245,False,top-3 avg score 0.6245 < final_threshold 0.7
ObjectProperty,scope,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7333; levenshtein=0.3000; semantic=0.5870; sequence_match=0.5333,False,0.6179,False,top-3 avg score 0.6179 < final_threshold 0.7
ObjectProperty,operand,has logical operand,semantic+sequence_match+levenshtein,jaro_winkler=0.3011; levenshtein=0.4118; semantic=0.8527; sequence_match=0.5833,False,0.6159,False,top-3 avg score 0.6159 < final_threshold 0.7
ObjectProperty,action,activates upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8545; levenshtein=0.2727; semantic=0.5351; sequence_match=0.4286,False,0.6061,False,top-3 avg score 0.6061 < final_threshold 0.7
ObjectProperty,assignee,has inheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.3571; semantic=0.5359; sequence_match=0.5455,False,0.6025,False,top-3 avg score 0.6025 < final_threshold 0.7
ObjectProperty,scope,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7212; levenshtein=0.2727; semantic=0.5825; sequence_match=0.5000,False,0.6012,False,top-3 avg score 0.6012 < final_threshold 0.7
ObjectProperty,permission,operand expression,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6735; levenshtein=0.4706; semantic=0.5368; sequence_match=0.5926,False,0.601,False,top-3 avg score 0.6010 < final_threshold 0.7
ObjectProperty,assigner,has inheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.2857; semantic=0.5270; sequence_match=0.5455,False,0.5995,False,top-3 avg score 0.5995 < final_threshold 0.7
ObjectProperty,action,has rule activation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6340; levenshtein=0.3529; semantic=0.6070; sequence_match=0.5217,False,0.5876,False,top-3 avg score 0.5876 < final_threshold 0.7
ObjectProperty,leftOperand,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5697; levenshtein=0.3636; semantic=0.7259; sequence_match=0.4545,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,andSequence,consequent duty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7121; levenshtein=0.4286; semantic=0.4761; sequence_match=0.5600,False,0.5827,False,top-3 avg score 0.5827 < final_threshold 0.7
ObjectProperty,scope,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5690; sequence_match=0.5000,False,0.5817,False,top-3 avg score 0.5817 < final_threshold 0.7
ObjectProperty,duty,trigger duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4470; levenshtein=0.3636; semantic=0.7439; sequence_match=0.5333,False,0.5747,False,top-3 avg score 0.5747 < final_threshold 0.7
ObjectProperty,leftOperand,operator type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5970; levenshtein=0.1667; semantic=0.6904; sequence_match=0.4348,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,constraint,consequent duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.4286; semantic=0.5178; sequence_match=0.5000,False,0.5678,False,top-3 avg score 0.5678 < final_threshold 0.7
ObjectProperty,failure,activates upon failure of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.3182; semantic=0.7183; sequence_match=0.4828,False,0.5674,False,top-3 avg score 0.5674 < final_threshold 0.7
ObjectProperty,conflict,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.6151; sequence_match=0.4444,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.7
ObjectProperty,consequence,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5711; sequence_match=0.4762,False,0.5663,False,top-3 avg score 0.5663 < final_threshold 0.7
ObjectProperty,or,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7333; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3333,False,0.565,False,top-3 avg score 0.5650 < final_threshold 0.7
ObjectProperty,andSequence,constrained requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7121; levenshtein=0.3182; semantic=0.4908; sequence_match=0.4848,False,0.5626,False,top-3 avg score 0.5626 < final_threshold 0.7
ObjectProperty,hasPolicy,has permission type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6822; levenshtein=0.3529; semantic=0.5411; sequence_match=0.4615,False,0.5616,False,top-3 avg score 0.5616 < final_threshold 0.7
ObjectProperty,relation,has rule activation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6454; levenshtein=0.4118; semantic=0.4760; sequence_match=0.5600,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,target,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5734; sequence_match=0.4615,False,0.5593,False,top-3 avg score 0.5593 < final_threshold 0.7
ObjectProperty,operand,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.4000; semantic=0.6267; sequence_match=0.4706,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.7
ObjectProperty,hasPolicy,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.3571; semantic=0.5919; sequence_match=0.4348,False,0.5547,False,top-3 avg score 0.5547 < final_threshold 0.7
ObjectProperty,assigner,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5745; sequence_match=0.4444,False,0.5535,False,top-3 avg score 0.5535 < final_threshold 0.7
ObjectProperty,operator,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.5418; sequence_match=0.4706,False,0.5535,False,top-3 avg score 0.5535 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,duty,consequent duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4405; levenshtein=0.2857; semantic=0.7556; sequence_match=0.4444,False,0.5468,False,top-3 avg score 0.5468 < final_threshold 0.7
ObjectProperty,inheritFrom,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,duty,specified duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.3077; semantic=0.8478; sequence_match=0.4706,False,0.542,False,top-3 avg score 0.5420 < final_threshold 0.7
ObjectProperty,constraint,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.6230; sequence_match=0.4000,False,0.541,False,top-3 avg score 0.5410 < final_threshold 0.7
ObjectProperty,partOf,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,hasPolicy,has logical operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6822; levenshtein=0.3529; semantic=0.4728; sequence_match=0.4615,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,assigner,trigger duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5736; sequence_match=0.4211,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assigner,has permission type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6670; levenshtein=0.2941; semantic=0.4665; sequence_match=0.4800,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,hasPolicy,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.5393; sequence_match=0.4444,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,assignee,has permission type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.3529; semantic=0.4871; sequence_match=0.4800,False,0.5375,False,top-3 avg score 0.5375 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,operator,has logical operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.7142; sequence_match=0.4000,False,0.5364,False,top-3 avg score 0.5364 < final_threshold 0.7
ObjectProperty,assignee,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,assigner,has logical operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.2941; semantic=0.5452; sequence_match=0.4000,False,0.5302,False,top-3 avg score 0.5302 < final_threshold 0.7
ObjectProperty,obligation,has rule activation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6087; levenshtein=0.4118; semantic=0.4561; sequence_match=0.5185,False,0.5278,False,top-3 avg score 0.5278 < final_threshold 0.7
ObjectProperty,relation,operand expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2941; semantic=0.6077; sequence_match=0.4000,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,action,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5601; sequence_match=0.3750,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.7
ObjectProperty,relation,operator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.5648; sequence_match=0.4000,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,permission,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.5376; sequence_match=0.4211,False,0.5257,False,top-3 avg score 0.5257 < final_threshold 0.7
ObjectProperty,inheritRelation,operand expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.2941; semantic=0.5008; sequence_match=0.4375,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.7
ObjectProperty,permission,has rule activation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.2941; semantic=0.5456; sequence_match=0.3704,False,0.5241,False,top-3 avg score 0.5241 < final_threshold 0.7
ObjectProperty,permission,expressed as constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2381; semantic=0.5489; sequence_match=0.3871,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,or,operator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7500; levenshtein=0.1667; semantic=0.5285; sequence_match=0.2857,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,function,has rule activation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.3529; semantic=0.5050; sequence_match=0.4800,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,andSequence,has inheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.4629; sequence_match=0.4800,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,hasPolicy,has duty type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5542; sequence_match=0.4000,False,0.519,False,top-3 avg score 0.5190 < final_threshold 0.7
ObjectProperty,function,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.5755; sequence_match=0.3333,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,operand,constrained requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6544; levenshtein=0.2273; semantic=0.5510; sequence_match=0.3448,False,0.5167,False,top-3 avg score 0.5167 < final_threshold 0.7
ObjectProperty,action,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5741; sequence_match=0.3750,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,inheritRelation,has rule activation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7026; levenshtein=0.3529; semantic=0.4713; sequence_match=0.3750,False,0.5163,False,top-3 avg score 0.5163 < final_threshold 0.7
ObjectProperty,assigner,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.4850; sequence_match=0.4167,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,leftOperand,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5790; sequence_match=0.3810,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,hasPolicy,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.5019; sequence_match=0.4211,False,0.5138,False,top-3 avg score 0.5138 < final_threshold 0.7
ObjectProperty,inheritRelation,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2000; semantic=0.5282; sequence_match=0.4000,False,0.5131,False,top-3 avg score 0.5131 < final_threshold 0.7
ObjectProperty,prohibition,has permission type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6076; levenshtein=0.2353; semantic=0.5019; sequence_match=0.4286,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.7
ObjectProperty,operator,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,operand,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.5268; sequence_match=0.4000,False,0.5113,False,top-3 avg score 0.5113 < final_threshold 0.7
ObjectProperty,inheritFrom,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5307; sequence_match=0.4000,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.7
ObjectProperty,consequence,loses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.5330; sequence_match=0.3750,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,failure,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,remedy,trigger duty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5909; levenshtein=0.3636; semantic=0.4670; sequence_match=0.4706,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,scope,loses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5267; sequence_match=0.4000,False,0.5089,False,top-3 avg score 0.5089 < final_threshold 0.7
ObjectProperty,operator,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6412; sequence_match=0.3333,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,prohibition,has rule activation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5875; levenshtein=0.3529; semantic=0.5054; sequence_match=0.4286,False,0.5071,False,top-3 avg score 0.5071 < final_threshold 0.7
ObjectProperty,scope,operator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.2500; semantic=0.5514; sequence_match=0.3529,False,0.507,False,top-3 avg score 0.5070 < final_threshold 0.7
ObjectProperty,obligation,applies to,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.3000; semantic=0.4851; sequence_match=0.4211,False,0.507,False,top-3 avg score 0.5070 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,constraint,has inheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.5467; sequence_match=0.3333,False,0.5061,False,top-3 avg score 0.5061 < final_threshold 0.7
ObjectProperty,implies,loses,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.4533; sequence_match=0.5000,False,0.5051,False,top-3 avg score 0.5051 < final_threshold 0.7
ObjectProperty,operand,expressed as constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.2381; semantic=0.6253; sequence_match=0.2857,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,inheritRelation,has exclusive permission set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6638; levenshtein=0.2400; semantic=0.4974; sequence_match=0.3500,False,0.5037,False,top-3 avg score 0.5037 < final_threshold 0.7
ObjectProperty,inheritFrom,constrained requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6684; levenshtein=0.2273; semantic=0.4791; sequence_match=0.3636,False,0.5037,False,top-3 avg score 0.5037 < final_threshold 0.7
ObjectProperty,permission,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.0000; semantic=0.5771; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,constraint,has logical operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.5989; sequence_match=0.3704,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,leftOperand,expressed as constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6194; levenshtein=0.2381; semantic=0.5693; sequence_match=0.3125,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.7
ObjectProperty,relation,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.6174; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,relation,expressed as constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5544; levenshtein=0.2381; semantic=0.6012; sequence_match=0.3448,False,0.5001,False,top-3 avg score 0.5001 < final_threshold 0.7
