prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasSugar,has vintage quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.2941; semantic=0.5345; sequence_match=0.4000,False,0.5266,False,top-3 avg score 0.5266 < final_threshold 0.7
ObjectProperty,hasColor,has vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.6744; sequence_match=0.3333,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,from wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5784; levenshtein=0.1765; semantic=0.6483; sequence_match=0.3200,False,0.5156,False,top-3 avg score 0.5156 < final_threshold 0.7
ObjectProperty,hasColor,has wine characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.2381; semantic=0.5789; sequence_match=0.3448,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,hasColor,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.2083; semantic=0.6145; sequence_match=0.3125,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.7
ObjectProperty,hasFlavor,has wine characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5979; levenshtein=0.2381; semantic=0.6052; sequence_match=0.3333,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,hasSugar,has vintage characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5068; sequence_match=0.3750,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.7
ObjectProperty,hasFlavor,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2083; semantic=0.6063; sequence_match=0.3030,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.7
ObjectProperty,hasSugar,has wine characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.2381; semantic=0.5089; sequence_match=0.3448,False,0.4916,False,top-3 avg score 0.4916 < final_threshold 0.7
ObjectProperty,hasColor,has vintage quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5172; levenshtein=0.2353; semantic=0.6336; sequence_match=0.3200,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,madeFromGrape,has wine characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5269; levenshtein=0.1905; semantic=0.6454; sequence_match=0.2941,False,0.4888,False,top-3 avg score 0.4888 < final_threshold 0.7
ObjectProperty,hasFlavor,has vintage quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.6062; sequence_match=0.3077,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.7
ObjectProperty,hasBody,has vintage quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.2353; semantic=0.5925; sequence_match=0.3333,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.0000; semantic=0.5223; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,hasVintageYear,from wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.1429; semantic=0.5262; sequence_match=0.2727,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.7
ObjectProperty,locatedIn,from wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1111; semantic=0.4008; sequence_match=0.3529,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,locatedIn,has wine characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2381; semantic=0.4293; sequence_match=0.3333,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.2083; semantic=0.5015; sequence_match=0.2703,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
ObjectProperty,hasBody,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.1250; semantic=0.5633; sequence_match=0.1935,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2083; semantic=0.4819; sequence_match=0.3030,False,0.419,False,top-3 avg score 0.4190 < final_threshold 0.7
ObjectProperty,hasBody,has wine characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5186; sequence_match=0.2143,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.5200; sequence_match=0.1739,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.7
ObjectProperty,locatedIn,has vintage quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5147; sequence_match=0.2308,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,hasFlavor,from wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.5189; sequence_match=0.2353,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.7
ObjectProperty,madeFromGrape,has vintage quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4310; levenshtein=0.1765; semantic=0.5298; sequence_match=0.2000,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.7
ObjectProperty,hasColor,from wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4778; sequence_match=0.1250,False,0.3398,False,top-3 avg score 0.3398 < final_threshold 0.7
ObjectProperty,hasBody,from wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.4361; sequence_match=0.1333,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.7
ObjectProperty,hasSugar,from wine,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5177; sequence_match=0.1250,False,0.2142,False,top-3 avg score 0.2142 < final_threshold 0.7
DatatypeProperty,yearValue,vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.6663; sequence_match=0.4000,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
