role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,hasachievement,makespayment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.3571; semantic=0.4846; sequence_match=0.5385,False,0.5619,False,top-3 avg score 0.5619 < final_threshold 0.6
property,hasplayingarea,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.6039; sequence_match=0.4348,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.6
property,hasachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasplayingarea,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6322; sequence_match=0.4286,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.6
property,hasachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.2857; semantic=0.5765; sequence_match=0.4286,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
property,hasitem,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5779; sequence_match=0.4762,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,hasplayingarea,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6524; levenshtein=0.2857; semantic=0.5983; sequence_match=0.4211,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
property,hasplayingarea,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.5763; sequence_match=0.4000,False,0.5564,False,top-3 avg score 0.5564 < final_threshold 0.6
property,hasitem,playswith,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.4872; sequence_match=0.5000,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.6
property,hasachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6502; sequence_match=0.3810,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
property,playsgame,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5464; sequence_match=0.5000,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
property,playsgame,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.3333; semantic=0.5268; sequence_match=0.4762,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.6
property,hasgamegenre,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.5125; sequence_match=0.4762,False,0.5487,False,top-3 avg score 0.5487 < final_threshold 0.6
property,releasedate,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6623; levenshtein=0.1818; semantic=0.5245; sequence_match=0.4545,False,0.5471,False,top-3 avg score 0.5471 < final_threshold 0.6
property,hasgamegenre,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5803; sequence_match=0.4211,False,0.5454,False,top-3 avg score 0.5454 < final_threshold 0.6
property,hasitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5310; sequence_match=0.4615,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.6
property,hasplayingarea,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.6062; sequence_match=0.4348,False,0.5428,False,top-3 avg score 0.5428 < final_threshold 0.6
property,hasgamegenre,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.5141; sequence_match=0.4444,False,0.5417,False,top-3 avg score 0.5417 < final_threshold 0.6
property,playsgame,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4959; sequence_match=0.4706,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,purchasesgameoffering,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7284; levenshtein=0.2381; semantic=0.4486; sequence_match=0.4375,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasachievement,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,livesin,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6067; sequence_match=0.3810,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.6
property,ownsitem,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.6089; sequence_match=0.4000,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.6
property,hasitem,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5134; sequence_match=0.4762,False,0.5362,False,top-3 avg score 0.5362 < final_threshold 0.6
property,isfriendwithplayer,isplayedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2778; semantic=0.5679; sequence_match=0.5000,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.6
property,ownsitem,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.6229; sequence_match=0.3636,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.6
property,ownsitem,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5185; sequence_match=0.4286,False,0.5240,False,top-3 avg score 0.5240 < final_threshold 0.6
property,username,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6469; sequence_match=0.3529,False,0.5216,False,top-3 avg score 0.5216 < final_threshold 0.6
property,username,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5794; sequence_match=0.4286,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
property,livesin,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5974; sequence_match=0.3750,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,playsgame,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5532; sequence_match=0.4348,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
property,purchasesgameoffering,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4871; sequence_match=0.4242,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.6
property,isfriendwithplayer,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2778; semantic=0.6069; sequence_match=0.4444,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.6
property,hasplayingarea,makespayment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6468; levenshtein=0.2143; semantic=0.4412; sequence_match=0.4615,False,0.5165,False,top-3 avg score 0.5165 < final_threshold 0.6
property,isfriendwithplayer,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.6310; sequence_match=0.3704,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.6
property,hasgamegenre,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6468; levenshtein=0.4286; semantic=0.4655; sequence_match=0.3846,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
property,hasgamegenre,hasreceived,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.4135; sequence_match=0.4348,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.6
property,hasplayingarea,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.4830; sequence_match=0.4286,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.6
property,playsgame,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5132; sequence_match=0.4000,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.6
property,hasgamegenre,makespayment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.2500; semantic=0.3923; sequence_match=0.5000,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.6
property,releasedate,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.5159; sequence_match=0.4000,False,0.5062,False,top-3 avg score 0.5062 < final_threshold 0.6
property,username,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.6211; sequence_match=0.3636,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,username,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.4965; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.6
property,releasedate,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2727; semantic=0.5384; sequence_match=0.4000,False,0.5030,False,top-3 avg score 0.5030 < final_threshold 0.6
property,eventtime,hasusername,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5055; sequence_match=0.4000,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,ownsachievement,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.6419; sequence_match=0.3077,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
property,username,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5638; sequence_match=0.3158,False,0.5020,False,top-3 avg score 0.5020 < final_threshold 0.6
property,ownsachievement,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.3333; semantic=0.4713; sequence_match=0.4444,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
property,purchasesgameoffering,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4976; sequence_match=0.4000,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,releasedate,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.1429; semantic=0.5503; sequence_match=0.3200,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.6
property,releasedate,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.5287; sequence_match=0.4545,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
property,releasedate,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.4842; sequence_match=0.3750,False,0.4945,False,top-3 avg score 0.4945 < final_threshold 0.6
property,hasplayingarea,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.3571; semantic=0.5439; sequence_match=0.4000,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,playsgame,has,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.5180; sequence_match=0.3333,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,username,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5202; sequence_match=0.3636,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.6
property,playsgame,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5544; sequence_match=0.2500,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
property,hasitem,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5151; sequence_match=0.3636,False,0.4913,False,top-3 avg score 0.4913 < final_threshold 0.6
property,ownsitem,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5451; sequence_match=0.3529,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
property,releasedate,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.4940; sequence_match=0.3810,False,0.4866,False,top-3 avg score 0.4866 < final_threshold 0.6
property,livesin,makes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5634; sequence_match=0.3333,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,playsgame,hasiap,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5099; sequence_match=0.1333,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
property,releasedate,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.5098; sequence_match=0.3529,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.6
property,releasedate,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5149; sequence_match=0.4000,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
property,ownsachievement,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5914; sequence_match=0.3333,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,iseventassociatedtoplayer,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2000; semantic=0.4806; sequence_match=0.4000,False,0.4818,False,top-3 avg score 0.4818 < final_threshold 0.6
property,username,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6585; sequence_match=0.2667,False,0.4790,False,top-3 avg score 0.4790 < final_threshold 0.6
property,username,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.6060; sequence_match=0.2857,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,playsgame,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5266; sequence_match=0.3333,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,releasedate,has,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.5121; sequence_match=0.2857,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.6
property,hasitem,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2857; semantic=0.5072; sequence_match=0.3333,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.6
property,ownsitem,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.6452; sequence_match=0.2105,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,hasachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.5369; sequence_match=0.3000,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.6
property,username,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4458; sequence_match=0.3750,False,0.4680,False,top-3 avg score 0.4680 < final_threshold 0.6
property,isfriendwithplayer,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4356; sequence_match=0.3750,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,releasedate,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.6053; sequence_match=0.3333,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.6
property,purchasesgameoffering,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4082; sequence_match=0.3448,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
property,playsgame,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.2857; semantic=0.4545; sequence_match=0.4348,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,ownsachievement,has,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6222; levenshtein=0.0667; semantic=0.6588; sequence_match=0.1111,False,0.4640,False,top-3 avg score 0.4640 < final_threshold 0.6
property,ownsachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1333; semantic=0.5061; sequence_match=0.2759,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,ownsachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,ownsitem,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4286; sequence_match=0.3750,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
property,purchasesgameoffering,has,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7143; levenshtein=0.1429; semantic=0.4224; sequence_match=0.2500,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.6
property,isfriendwithplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4667; sequence_match=0.3200,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,ownsachievement,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5709; sequence_match=0.3636,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
