prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,target,has grantee,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6444; levenshtein=0.3000; semantic=0.5315; sequence_match=0.2500,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.7
ObjectProperty,conflict,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3125; semantic=0.4756; sequence_match=0.4167,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
ObjectProperty,assigner,has duty asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.5302; sequence_match=0.4000,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.7
ObjectProperty,or,has obligor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6028; sequence_match=0.3333,False,0.4898,False,top-3 avg score 0.4898 < final_threshold 0.7
ObjectProperty,assignee,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5106; sequence_match=0.3636,False,0.4898,False,top-3 avg score 0.4898 < final_threshold 0.7
ObjectProperty,prohibition,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.5477; sequence_match=0.3636,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.7
ObjectProperty,assigner,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5023; sequence_match=0.3636,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,operand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,operator,has obligor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5689; sequence_match=0.3333,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.7
ObjectProperty,action,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4455; sequence_match=0.3636,False,0.4827,False,top-3 avg score 0.4827 < final_threshold 0.7
ObjectProperty,consequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,failure,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4829; sequence_match=0.3750,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,hasPolicy,has grantee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.5835; sequence_match=0.3158,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.7
ObjectProperty,action,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2083; semantic=0.4962; sequence_match=0.3333,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,operand,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.5532; sequence_match=0.4000,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,action,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,obligation,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5299; levenshtein=0.1818; semantic=0.5327; sequence_match=0.3750,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
ObjectProperty,assigner,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2778; semantic=0.4790; sequence_match=0.3846,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,and,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7121; levenshtein=0.1364; semantic=0.4762; sequence_match=0.2400,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,partOf,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4492; sequence_match=0.3750,False,0.4747,False,top-3 avg score 0.4747 < final_threshold 0.7
ObjectProperty,target,has grantor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6056; levenshtein=0.3000; semantic=0.5175; sequence_match=0.2500,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,or,has grantor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5558; sequence_match=0.3333,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
ObjectProperty,inheritFrom,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5488; sequence_match=0.3158,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
ObjectProperty,scope,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5549; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,scope,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5531; sequence_match=0.3077,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.7
ObjectProperty,scope,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6119; levenshtein=0.2143; semantic=0.4785; sequence_match=0.3158,False,0.4687,False,top-3 avg score 0.4687 < final_threshold 0.7
ObjectProperty,relation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,andSequence,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.4393; sequence_match=0.3810,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,scope,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.1875; semantic=0.5187; sequence_match=0.2857,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,function,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2273; semantic=0.5028; sequence_match=0.3333,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,inheritRelation,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2000; semantic=0.5313; sequence_match=0.2400,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.7
ObjectProperty,constraint,has duty asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.5383; sequence_match=0.3636,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.7
ObjectProperty,consequence,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,implies,has obligee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4905; levenshtein=0.3000; semantic=0.5501; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,function,has grantor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.4982; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,failure,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,operand,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5742; levenshtein=0.1667; semantic=0.5530; sequence_match=0.2581,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
ObjectProperty,conflict,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4934; sequence_match=0.3333,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
ObjectProperty,function,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4544; sequence_match=0.3333,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.7
ObjectProperty,leftOperand,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5311; sequence_match=0.3158,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.7
ObjectProperty,Only One,contains,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.3825; sequence_match=0.4000,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,relation,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2083; semantic=0.5129; sequence_match=0.3125,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.7
ObjectProperty,Only One,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.4492; sequence_match=0.3529,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,consequence,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4784; sequence_match=0.3704,False,0.4593,False,top-3 avg score 0.4593 < final_threshold 0.7
ObjectProperty,Only One,has policy asset,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.3778; sequence_match=0.3810,False,0.4593,False,top-3 avg score 0.4593 < final_threshold 0.7
ObjectProperty,obligation,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2273; semantic=0.4390; sequence_match=0.3125,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
ObjectProperty,failure,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4488; sequence_match=0.3529,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.7
ObjectProperty,failure,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.4444; sequence_match=0.3529,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.7
