gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Session,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.5182; sequence_match=0.4000,False,0.5065,False,top-3 avg score 0.5065 < final_threshold 0.6
game product,Player Game IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.6183; sequence_match=0.4167,False,0.5029,False,top-3 avg score 0.5029 < final_threshold 0.6
Completion,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5281; sequence_match=0.3750,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.6
in-app purchase event,Player Game Achievement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6071; levenshtein=0.3333; semantic=0.4340; sequence_match=0.4615,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.6
game product,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.5660; sequence_match=0.3750,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.6
Completion,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1000; semantic=0.5354; sequence_match=0.3158,False,0.4985,False,top-3 avg score 0.4985 < final_threshold 0.6
Luck,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5738; sequence_match=0.3333,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.6
Paragon,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4887; sequence_match=0.4000,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.6
Item,Equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2222; semantic=0.5969; sequence_match=0.3077,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.6
Session,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5116; sequence_match=0.3750,False,0.4913,False,top-3 avg score 0.4913 < final_threshold 0.6
Game,Milestone,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.1111; semantic=0.5919; sequence_match=0.3077,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.6
Fandom,Badge,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.5314; sequence_match=0.3636,False,0.4909,False,top-3 avg score 0.4909 < final_threshold 0.6
Completion,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6128; sequence_match=0.2857,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
game product,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.4652; sequence_match=0.3750,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.6
Game,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
playing area,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
Fandom,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5910; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
special play style,Player Game IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6035; levenshtein=0.1250; semantic=0.5149; sequence_match=0.3448,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
Player,Badge,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5167; sequence_match=0.3636,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.6
Achievement,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.6355; sequence_match=0.3333,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.6
Achievement,Badge,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.0909; semantic=0.6738; sequence_match=0.2500,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
Character,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5504; sequence_match=0.4000,False,0.4835,False,top-3 avg score 0.4835 < final_threshold 0.6
Paragon,Badge,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5534; sequence_match=0.3333,False,0.4829,False,top-3 avg score 0.4829 < final_threshold 0.6
Leaderboard,Badge,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.5554; sequence_match=0.3750,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.6
Feature,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.6330; sequence_match=0.2857,False,0.4808,False,top-3 avg score 0.4808 < final_threshold 0.6
Paragon,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.2381; semantic=0.4998; sequence_match=0.3571,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
Character,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4348,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
game product,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.1818; semantic=0.4812; sequence_match=0.3529,False,0.4758,False,top-3 avg score 0.4758 < final_threshold 0.6
Veteran,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2857; semantic=0.5261; sequence_match=0.3333,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
Character,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5848; sequence_match=0.3000,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Veteran,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5739; sequence_match=0.3077,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Feature,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5042; sequence_match=0.3810,False,0.4736,False,top-3 avg score 0.4736 < final_threshold 0.6
Paragon,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2667; semantic=0.5251; sequence_match=0.3636,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
Feature,Badge,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5680; sequence_match=0.1667,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.6
Curiosity,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5802; sequence_match=0.3000,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Veteran,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1111; semantic=0.5730; sequence_match=0.2500,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
Collection,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.3333; semantic=0.4615; sequence_match=0.4000,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.6
hard mode,Milestone,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5594; sequence_match=0.3529,False,0.4677,False,top-3 avg score 0.4677 < final_threshold 0.6
special play style,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.5126; sequence_match=0.3478,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.6
Leaderboard,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.4551; sequence_match=0.4000,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
Achievement,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2857; semantic=0.5317; sequence_match=0.3200,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
Character,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4753; sequence_match=0.3529,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
Leaderboard,Player Game IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.4227; sequence_match=0.4167,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
Collection,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5918; sequence_match=0.2857,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.6
Virtuosity,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5426; sequence_match=0.2857,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.6
hard mode,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.6231; sequence_match=0.3158,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
Virtuosity,Milestone,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5461; sequence_match=0.3158,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
Genre,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6119; levenshtein=0.2143; semantic=0.4656; sequence_match=0.3158,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
playing area,In App Purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.3944; sequence_match=0.4167,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
Leaderboard,Milestone,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.5724; sequence_match=0.3000,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
Achievement,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5362; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
Character,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5598; sequence_match=0.2857,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
Session,Kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4217; sequence_match=0.3750,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
Genre,Badge,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5171; sequence_match=0.4000,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
hard mode,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5064; sequence_match=0.3636,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.6
Feature,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.3077; semantic=0.4262; sequence_match=0.4000,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.6
game product,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4968; sequence_match=0.3636,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
Feature,Equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1111; semantic=0.5360; sequence_match=0.2500,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.6
Character,Badge,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5455; sequence_match=0.2857,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
Item,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5424; sequence_match=0.3636,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
hard mode,Player Game IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.4683; sequence_match=0.3810,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
special play style,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1429; semantic=0.5300; sequence_match=0.2703,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
in-app purchase event,Player Game IAP,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.5976; sequence_match=0.1935,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.6
Loyalty,Trophy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5187; sequence_match=0.3077,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.6
Loyalty,Kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1111; semantic=0.4032; sequence_match=0.3750,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.6
Veteran,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.2857; semantic=0.5726; sequence_match=0.3636,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
Completion,Trophy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.6035; sequence_match=0.2500,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
