gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Acceptability property,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6688; levenshtein=0.4286; semantic=0.6366; sequence_match=0.5882,False,0.6312,False,pred already taken by 'Water property' (higher averaged score)
Acceptability property,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7044; levenshtein=0.5238; semantic=0.6355; sequence_match=0.5405,False,0.6268,False,pred already taken by 'ChemicalProperty' (higher averaged score)
Water,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8476; levenshtein=0.2381; semantic=0.6456; sequence_match=0.3846,False,0.6259,False,gold already mapped to 'Water'
Water,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8417; levenshtein=0.2083; semantic=0.6824; sequence_match=0.3448,False,0.623,False,gold already mapped to 'Water'
Water infrastructure,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.3810; semantic=0.6131; sequence_match=0.5500,False,0.618,False,gold already mapped to 'Water Distribution Infrastructure'
Time-based tariff,Tariff,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4556; levenshtein=0.4000; semantic=0.7982; sequence_match=0.5714,False,0.6084,False,pred already taken by 'Tariff' (higher averaged score)
Water infrastructure,Water Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6371; levenshtein=0.4211; semantic=0.7418; sequence_match=0.4375,False,0.6055,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Distribution Infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8323; levenshtein=0.1613; semantic=0.6982; sequence_match=0.2778,False,0.6027,False,gold already mapped to 'Water'
Meter,Water Meter Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6127; levenshtein=0.2381; semantic=0.8069; sequence_match=0.3846,False,0.6014,False,pred already taken by 'Measurement' (higher averaged score)
Water asset,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2581; semantic=0.7522; sequence_match=0.3902,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
Water infrastructure,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.6947; sequence_match=0.4138,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.6
Temporal entity,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6673; levenshtein=0.3571; semantic=0.5404; sequence_match=0.5185,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.6
Water property,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6699; levenshtein=0.3333; semantic=0.5781; sequence_match=0.4706,False,0.5729,False,top-3 avg score 0.5729 < final_threshold 0.6
Actuator,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Water,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Time-based tariff,Tariff Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5374; levenshtein=0.1333; semantic=0.6871; sequence_match=0.4615,False,0.562,False,top-3 avg score 0.5620 < final_threshold 0.6
Temporal entity,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7032; levenshtein=0.3125; semantic=0.4964; sequence_match=0.4667,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.6
Geometry,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5921; sequence_match=0.4286,False,0.5486,False,top-3 avg score 0.5486 < final_threshold 0.6
Geometry,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.5012; sequence_match=0.5556,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Point,Salinity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5093; sequence_match=0.4615,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.6
Geometry,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.3077; semantic=0.5235; sequence_match=0.4762,False,0.5419,False,top-3 avg score 0.5419 < final_threshold 0.6
Water,Valve,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.6202; sequence_match=0.4000,False,0.5401,False,top-3 avg score 0.5401 < final_threshold 0.6
Temporal entity,Salinity,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6151; levenshtein=0.4286; semantic=0.4578; sequence_match=0.5455,False,0.5394,False,top-3 avg score 0.5394 < final_threshold 0.6
Water property,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5868; levenshtein=0.2903; semantic=0.6665; sequence_match=0.3636,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.6
Measurement,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
ChemicalProperty,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6244; levenshtein=0.2083; semantic=0.5416; sequence_match=0.4500,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.6
Meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6659; sequence_match=0.3636,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Acceptability property,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.2857; semantic=0.5039; sequence_match=0.4138,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
Point,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5818; sequence_match=0.4615,False,0.5302,False,top-3 avg score 0.5302 < final_threshold 0.6
Actuator,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5028; sequence_match=0.5000,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.6
Sensor,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.6329; sequence_match=0.3636,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.6
Water meter,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2258; semantic=0.6490; sequence_match=0.2927,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.6
Water asset,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5975; sequence_match=0.3333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
Acceptability property,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2083; semantic=0.5339; sequence_match=0.4444,False,0.5235,False,top-3 avg score 0.5235 < final_threshold 0.6
FeatureOfInterest,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7152; levenshtein=0.3529; semantic=0.4063; sequence_match=0.4444,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Time-based tariff,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2667; semantic=0.4860; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Water,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5567; sequence_match=0.4000,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Sensor,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Measurement,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.3636; semantic=0.5350; sequence_match=0.5000,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.6
Measurement,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Temporal duration,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.2857; semantic=0.4902; sequence_match=0.4324,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
Actuator,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Sensor,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Water infrastructure,Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6158; levenshtein=0.3158; semantic=0.4913; sequence_match=0.4000,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.6
Temporal duration,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2500; semantic=0.5099; sequence_match=0.4138,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
Temporal duration,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2917; semantic=0.5122; sequence_match=0.3500,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.6
Temporal duration,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.1875; semantic=0.4875; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
Meter,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.0000; semantic=0.5543; sequence_match=0.3636,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
Water infrastructure,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.5535; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Actuator,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Water meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
FeatureOfInterest,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.5141; sequence_match=0.4000,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.6
Point,pH,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6297; sequence_match=0.2857,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.6
Tariff,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water infrastructure,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.5255; sequence_match=0.3200,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
Actuator,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6159; sequence_match=0.3077,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.6
Point,City,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5399; sequence_match=0.4444,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
Meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6065; sequence_match=0.3077,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.6
Temporal duration,Location,sequence_match+jaro_winkler+semantic,jaro_winkler=0.5000; levenshtein=0.3750; semantic=0.4634; sequence_match=0.5000,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
Actuator,Water Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5584; sequence_match=0.3810,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
Actuator,City,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5322; sequence_match=0.3333,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.6
Geometry,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5208; levenshtein=0.2500; semantic=0.5102; sequence_match=0.4167,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
Temporal entity,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.5718; sequence_match=0.3000,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.6
Key Performance Indicator,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6116; levenshtein=0.1250; semantic=0.4868; sequence_match=0.3404,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
Temporal duration,Actuator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6280; levenshtein=0.3125; semantic=0.4964; sequence_match=0.2500,False,0.479,False,top-3 avg score 0.4790 < final_threshold 0.6
Temporal entity,Water Meter Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5675; levenshtein=0.2857; semantic=0.4118; sequence_match=0.4571,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
Temporal entity,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.4576; sequence_match=0.3333,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
Measurement,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5638; sequence_match=0.3158,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
Acceptability property,Salinity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6230; levenshtein=0.2381; semantic=0.4608; sequence_match=0.3448,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
FeatureOfInterest,Water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5951; levenshtein=0.2353; semantic=0.4679; sequence_match=0.3636,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Time-based tariff,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6021; levenshtein=0.2381; semantic=0.4356; sequence_match=0.3889,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Acceptability property,City,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.1905; semantic=0.4592; sequence_match=0.3200,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.6
Geometry,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5668; sequence_match=0.3077,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
ChemicalProperty,City,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4828; sequence_match=0.4000,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
FeatureOfInterest,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5319; levenshtein=0.1176; semantic=0.4620; sequence_match=0.4242,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
Sensor,Salinity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6036; sequence_match=0.2857,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.6
Acceptability property,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.6038; sequence_match=0.2308,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Meter,Water Property Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.1667; semantic=0.7194; sequence_match=0.2069,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
Geometry,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2083; semantic=0.5224; sequence_match=0.3125,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.6
Water property,Asset,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.6827; sequence_match=0.2222,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
Temporal duration,Water Distribution Infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.1935; semantic=0.4536; sequence_match=0.3830,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
Sensor,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6480; sequence_match=0.2500,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
Water meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.6480; sequence_match=0.2500,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
Temporal entity,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5965; levenshtein=0.2917; semantic=0.4428; sequence_match=0.3684,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.6
Meter,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5411; sequence_match=0.4000,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.6
Water meter,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.3000; semantic=0.4851; sequence_match=0.4000,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
Geometry,Water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5476; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.6
Water asset,Valve,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6012; sequence_match=0.2667,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.6
Measurement,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.5133; sequence_match=0.3333,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.6
Temporal duration,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5625; levenshtein=0.1875; semantic=0.5505; sequence_match=0.2727,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.6
Water infrastructure,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5458; sequence_match=0.2500,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.6
FeatureOfInterest,Water Meter Measurement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6480; levenshtein=0.2857; semantic=0.3653; sequence_match=0.3684,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.6
FeatureOfInterest,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.2353; semantic=0.4949; sequence_match=0.2400,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
Meter,Water Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3333,False,0.4592,False,top-3 avg score 0.4592 < final_threshold 0.6
Temporal entity,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.4852; sequence_match=0.3636,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
Actuator,Tariff Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5208; sequence_match=0.3158,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
Water meter,Valve,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5734; sequence_match=0.2667,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.6
Water property,Pump,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.5856; sequence_match=0.2353,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.6
Water,Salinity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.6227; sequence_match=0.3077,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
Measurement,Chemical Property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5846; levenshtein=0.3125; semantic=0.4745; sequence_match=0.2963,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.6
