role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,zinfandel,redwine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.6889; sequence_match=0.3750,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.6
class,redwine,winecharacteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.1111; semantic=0.7002; sequence_match=0.3200,False,0.5464,False,top-3 avg score 0.5464 < final_threshold 0.6
class,winedescriptor,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6039; levenshtein=0.2143; semantic=0.6326; sequence_match=0.4000,False,0.5455,False,top-3 avg score 0.5455 < final_threshold 0.6
class,whitebordeaux,vintageyear,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.2308; semantic=0.6014; sequence_match=0.4167,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.6
class,winedescriptor,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.6956; sequence_match=0.3478,False,0.5436,False,top-3 avg score 0.5436 < final_threshold 0.6
class,redwine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.7256; sequence_match=0.3333,False,0.5403,False,top-3 avg score 0.5403 < final_threshold 0.6
class,vintageyear,winecharacteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6406; levenshtein=0.2222; semantic=0.6196; sequence_match=0.3448,False,0.5350,False,top-3 avg score 0.5350 < final_threshold 0.6
class,zinfandel,vintageyear,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5951; sequence_match=0.4000,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.6
class,whitewine,winecharacteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.2778; semantic=0.6487; sequence_match=0.2963,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.6
class,bordeaux,redwine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.6970; sequence_match=0.4000,False,0.5290,False,top-3 avg score 0.5290 < final_threshold 0.6
class,redwine,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.6683; sequence_match=0.3333,False,0.5229,False,top-3 avg score 0.5229 < final_threshold 0.6
class,vintageyear,redwine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.6683; sequence_match=0.3333,False,0.5229,False,top-3 avg score 0.5229 < final_threshold 0.6
class,whitebordeaux,redwine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.7157; sequence_match=0.3000,False,0.5196,False,top-3 avg score 0.5196 < final_threshold 0.6
class,whitewine,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5960; sequence_match=0.3750,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.6
class,vintage,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5960; sequence_match=0.3750,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.6
class,whitewine,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.6439; sequence_match=0.3000,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.6
class,vintageyear,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.6439; sequence_match=0.3000,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.6
class,vintage,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.6333; sequence_match=0.3333,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.6
class,bordeaux,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.6734; sequence_match=0.3077,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.6
class,zinfandel,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.6499; sequence_match=0.2857,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
class,wine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.7611; sequence_match=0.2222,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
class,whitebordeaux,winecharacteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5616; levenshtein=0.2222; semantic=0.5814; sequence_match=0.3226,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
class,redwine,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6081; sequence_match=0.4286,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
class,vintage,redwine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6081; sequence_match=0.4286,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
class,redwine,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.6970; sequence_match=0.2667,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.6
class,redbordeaux,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6667; sequence_match=0.2500,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
class,vintageyear,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6555; sequence_match=0.2500,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
class,whitebordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.5791; sequence_match=0.3000,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.6
class,vintage,winecharacteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.5148; sequence_match=0.3200,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.6
class,winedescriptor,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5654; sequence_match=0.2857,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
class,zinfandel,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.6174; sequence_match=0.3333,False,0.4650,False,top-3 avg score 0.4650 < final_threshold 0.6
class,winegrape,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.6579; sequence_match=0.2353,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
class,zinfandel,winecharacteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2222; semantic=0.5808; sequence_match=0.2963,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.6
class,wine,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
class,bordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
class,whitewine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.7009; sequence_match=0.1429,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
class,redbordeaux,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.6066; sequence_match=0.2000,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.6
class,redbordeaux,winecharacteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5108; levenshtein=0.1667; semantic=0.5538; sequence_match=0.2069,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
class,zinfandel,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5765; sequence_match=0.2353,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.6
class,whitebordeaux,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.6660; sequence_match=0.1111,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
class,redbordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6598; sequence_match=0.1333,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.6
class,winedescriptor,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.6297; sequence_match=0.1053,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
class,winedescriptor,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5615; sequence_match=0.1818,False,0.3873,False,top-3 avg score 0.3873 < final_threshold 0.6
class,redbordeaux,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2879; levenshtein=0.0909; semantic=0.5976; sequence_match=0.2727,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
class,bordeaux,whitewine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5887; sequence_match=0.1176,False,0.3728,False,top-3 avg score 0.3728 < final_threshold 0.6
class,whitewine,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5887; sequence_match=0.1176,False,0.3728,False,top-3 avg score 0.3728 < final_threshold 0.6
class,bordeaux,winecharacteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5560; sequence_match=0.1538,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
class,bordeaux,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5898; sequence_match=0.2105,False,0.3703,False,top-3 avg score 0.3703 < final_threshold 0.6
class,vintageyear,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5898; sequence_match=0.2105,False,0.3703,False,top-3 avg score 0.3703 < final_threshold 0.6
class,bordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
class,vintage,bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
class,redbordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.6004; sequence_match=0.1111,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.6
