prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,plays game,is playing area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7241; levenshtein=0.4667; semantic=0.6644; sequence_match=0.5833,False,0.6573,False,top-3 avg score 0.6573 < final_threshold 0.7
ObjectProperty,involves player,is player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6495; levenshtein=0.2857; semantic=0.7031; sequence_match=0.6154,False,0.656,False,top-3 avg score 0.6560 < final_threshold 0.7
ObjectProperty,has feature,has usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8344; levenshtein=0.3846; semantic=0.6032; sequence_match=0.5217,False,0.6531,False,top-3 avg score 0.6531 < final_threshold 0.7
ObjectProperty,has game genre,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,plays game,has game genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,has playing area,has player purchase,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8405; levenshtein=0.5294; semantic=0.4980; sequence_match=0.5806,False,0.6502,False,top-3 avg score 0.6502 < final_threshold 0.7
ObjectProperty,has item,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.4167; semantic=0.6077; sequence_match=0.5263,False,0.6484,False,top-3 avg score 0.6484 < final_threshold 0.7
ObjectProperty,has achievement,has resident,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8072; levenshtein=0.5000; semantic=0.5756; sequence_match=0.5600,False,0.6476,False,top-3 avg score 0.6476 < final_threshold 0.7
ObjectProperty,is character in game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6487; levenshtein=0.5294; semantic=0.6666; sequence_match=0.6207,False,0.6453,False,top-3 avg score 0.6453 < final_threshold 0.7
ObjectProperty,has playing area,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,plays game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has feature,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4000; semantic=0.5878; sequence_match=0.5263,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
ObjectProperty,has item,is player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.4167; semantic=0.7306; sequence_match=0.5263,False,0.6438,False,top-3 avg score 0.6438 < final_threshold 0.7
ObjectProperty,has achievement,has usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7930; levenshtein=0.2857; semantic=0.6092; sequence_match=0.5185,False,0.6403,False,top-3 avg score 0.6403 < final_threshold 0.7
ObjectProperty,has feature,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7988; levenshtein=0.4375; semantic=0.5719; sequence_match=0.5385,False,0.6364,False,top-3 avg score 0.6364 < final_threshold 0.7
ObjectProperty,has feature,has player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8053; levenshtein=0.4615; semantic=0.5662; sequence_match=0.5217,False,0.6311,False,top-3 avg score 0.6311 < final_threshold 0.7
ObjectProperty,has achievement,has player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7930; levenshtein=0.3571; semantic=0.5722; sequence_match=0.5185,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,has achievement,has game genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,has game genre,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,is player in session,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.4118; semantic=0.5403; sequence_match=0.5185,False,0.6271,False,top-3 avg score 0.6271 < final_threshold 0.7
ObjectProperty,plays game,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.3000; semantic=0.7075; sequence_match=0.5263,False,0.6261,False,top-3 avg score 0.6261 < final_threshold 0.7
ObjectProperty,is session in game,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6917; levenshtein=0.4667; semantic=0.5918; sequence_match=0.5926,False,0.6254,False,top-3 avg score 0.6254 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,is player in session,has player item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6665; levenshtein=0.4706; semantic=0.5648; sequence_match=0.6000,False,0.6104,False,top-3 avg score 0.6104 < final_threshold 0.7
ObjectProperty,involves player,is played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5905; levenshtein=0.3571; semantic=0.6527; sequence_match=0.5833,False,0.6088,False,top-3 avg score 0.6088 < final_threshold 0.7
ObjectProperty,purchases game offering,has game genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6365; levenshtein=0.3810; semantic=0.6436; sequence_match=0.5455,False,0.6085,False,top-3 avg score 0.6085 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,is friend with player,is player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6098; levenshtein=0.2778; semantic=0.6807; sequence_match=0.5333,False,0.6079,False,top-3 avg score 0.6079 < final_threshold 0.7
ObjectProperty,has item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.3333; semantic=0.5302; sequence_match=0.4800,False,0.6071,False,top-3 avg score 0.6071 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,has feature,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7994; levenshtein=0.3333; semantic=0.5494; sequence_match=0.4545,False,0.6011,False,top-3 avg score 0.6011 < final_threshold 0.7
ObjectProperty,is leaderboard in game,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6804; levenshtein=0.4737; semantic=0.5396; sequence_match=0.5806,False,0.6002,False,top-3 avg score 0.6002 < final_threshold 0.7
ObjectProperty,has character,has type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6367; sequence_match=0.5263,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,is achievement in game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5931; levenshtein=0.4737; semantic=0.6239; sequence_match=0.5806,False,0.5992,False,top-3 avg score 0.5992 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,involves player,has player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5623; levenshtein=0.2143; semantic=0.7095; sequence_match=0.5185,False,0.5968,False,top-3 avg score 0.5968 < final_threshold 0.7
ObjectProperty,plays game,usable in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6442; levenshtein=0.4167; semantic=0.6684; sequence_match=0.4762,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,has character,has player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.4615; semantic=0.5658; sequence_match=0.5600,False,0.5951,False,top-3 avg score 0.5951 < final_threshold 0.7
ObjectProperty,owns item,has player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.7059; sequence_match=0.4762,False,0.5951,False,top-3 avg score 0.5951 < final_threshold 0.7
ObjectProperty,owns item,has usable item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.7040; sequence_match=0.4762,False,0.5945,False,top-3 avg score 0.5945 < final_threshold 0.7
ObjectProperty,has feature,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6082; sequence_match=0.4706,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has playing area,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.4998; sequence_match=0.4762,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,is achievement in game,is item in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7602; levenshtein=0.3684; semantic=0.4892; sequence_match=0.5185,False,0.5893,False,top-3 avg score 0.5893 < final_threshold 0.7
ObjectProperty,has item,has resident,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6563; levenshtein=0.4545; semantic=0.5485; sequence_match=0.5556,False,0.5868,False,top-3 avg score 0.5868 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,lives in,is item in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7131; levenshtein=0.5000; semantic=0.4600; sequence_match=0.5333,False,0.5821,False,top-3 avg score 0.5821 < final_threshold 0.7
ObjectProperty,has game genre,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,has playing area,has game genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,owns item,is player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.3333; semantic=0.6899; sequence_match=0.5000,False,0.579,False,top-3 avg score 0.5790 < final_threshold 0.7
ObjectProperty,is character in game,is item in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7608; levenshtein=0.3529; semantic=0.4810; sequence_match=0.4800,False,0.5739,False,top-3 avg score 0.5739 < final_threshold 0.7
ObjectProperty,has feature,has game genre,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6659; levenshtein=0.5000; semantic=0.4869; sequence_match=0.5455,False,0.5704,False,top-3 avg score 0.5704 < final_threshold 0.7
ObjectProperty,has game genre,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6759; levenshtein=0.3889; semantic=0.5682; sequence_match=0.4667,False,0.5703,False,top-3 avg score 0.5703 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,plays game,has player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6681; levenshtein=0.3846; semantic=0.5716; sequence_match=0.4545,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
ObjectProperty,has character,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.3125; semantic=0.5134; sequence_match=0.5000,False,0.5646,False,top-3 avg score 0.5646 < final_threshold 0.7
ObjectProperty,has character,has usable item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5983; levenshtein=0.4615; semantic=0.6133; sequence_match=0.4800,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.7
ObjectProperty,plays game,is player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.4167; semantic=0.5703; sequence_match=0.4762,False,0.5636,False,top-3 avg score 0.5636 < final_threshold 0.7
ObjectProperty,is player in session,has player purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6122; levenshtein=0.3529; semantic=0.5455; sequence_match=0.5294,False,0.5624,False,top-3 avg score 0.5624 < final_threshold 0.7
ObjectProperty,has feature,has player purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6735; levenshtein=0.4118; semantic=0.4948; sequence_match=0.5185,False,0.5623,False,top-3 avg score 0.5623 < final_threshold 0.7
ObjectProperty,has playing area,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6210; levenshtein=0.4286; semantic=0.5202; sequence_match=0.5385,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is playing area in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6799; levenshtein=0.3158; semantic=0.4702; sequence_match=0.5294,False,0.5598,False,top-3 avg score 0.5598 < final_threshold 0.7
ObjectProperty,has character,has resident,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.2500; semantic=0.6177; sequence_match=0.4348,False,0.5596,False,top-3 avg score 0.5596 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is player item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6672; levenshtein=0.3684; semantic=0.4937; sequence_match=0.5161,False,0.559,False,top-3 avg score 0.5590 < final_threshold 0.7
ObjectProperty,has playing area,has in app purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6798; levenshtein=0.3125; semantic=0.4636; sequence_match=0.5333,False,0.5589,False,top-3 avg score 0.5589 < final_threshold 0.7
ObjectProperty,is friend with player,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2778; semantic=0.5834; sequence_match=0.5000,False,0.5587,False,top-3 avg score 0.5587 < final_threshold 0.7
ObjectProperty,lives in,has resident,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5617; levenshtein=0.3636; semantic=0.6661; sequence_match=0.4444,False,0.5574,False,top-3 avg score 0.5574 < final_threshold 0.7
ObjectProperty,has leaderboard,has player item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6456; levenshtein=0.4286; semantic=0.5065; sequence_match=0.5185,False,0.5569,False,top-3 avg score 0.5569 < final_threshold 0.7
ObjectProperty,has feature,has resident,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.5332; sequence_match=0.4762,False,0.5563,False,top-3 avg score 0.5563 < final_threshold 0.7
ObjectProperty,is character in session,is achievement in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7733; levenshtein=0.3500; semantic=0.4910; sequence_match=0.4000,False,0.5548,False,top-3 avg score 0.5548 < final_threshold 0.7
ObjectProperty,is character in game,is player item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.4118; semantic=0.5322; sequence_match=0.4828,False,0.5546,False,top-3 avg score 0.5546 < final_threshold 0.7
ObjectProperty,has game genre,has equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.3333; semantic=0.4853; sequence_match=0.5000,False,0.5533,False,top-3 avg score 0.5533 < final_threshold 0.7
ObjectProperty,purchases game offering,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4667,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,has character,has player purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.3529; semantic=0.4875; sequence_match=0.4828,False,0.552,False,top-3 avg score 0.5520 < final_threshold 0.7
ObjectProperty,involves player,has player purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5140; levenshtein=0.2353; semantic=0.6894; sequence_match=0.4516,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has feature,has playing area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5499; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,has character,has game genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5433; sequence_match=0.5000,False,0.5515,False,top-3 avg score 0.5515 < final_threshold 0.7
ObjectProperty,owns achievement,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.4000; semantic=0.5342; sequence_match=0.4444,False,0.5503,False,top-3 avg score 0.5503 < final_threshold 0.7
ObjectProperty,has game genre,has resident,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.4407; sequence_match=0.5217,False,0.5481,False,top-3 avg score 0.5481 < final_threshold 0.7
ObjectProperty,involves player,is playing area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5995; levenshtein=0.2000; semantic=0.5593; sequence_match=0.4828,False,0.5472,False,top-3 avg score 0.5472 < final_threshold 0.7
ObjectProperty,is friend with player,has player item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1667; semantic=0.6443; sequence_match=0.4516,False,0.5462,False,top-3 avg score 0.5462 < final_threshold 0.7
ObjectProperty,owns achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5768; sequence_match=0.3636,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
ObjectProperty,has character,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6204; levenshtein=0.3333; semantic=0.5441; sequence_match=0.4667,False,0.5437,False,top-3 avg score 0.5437 < final_threshold 0.7
ObjectProperty,has leaderboard,has player purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.4118; semantic=0.4634; sequence_match=0.5161,False,0.5432,False,top-3 avg score 0.5432 < final_threshold 0.7
ObjectProperty,is character in game,is achievement in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6723; levenshtein=0.2941; semantic=0.5179; sequence_match=0.4375,False,0.5425,False,top-3 avg score 0.5425 < final_threshold 0.7
