prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,has function,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5429; levenshtein=0.3333; semantic=0.5506; sequence_match=0.5143,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.7
ObjectProperty,has specified data input,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6177; levenshtein=0.2083; semantic=0.5327; sequence_match=0.4444,False,0.5316,False,top-3 avg score 0.5316 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,has version,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.2917; semantic=0.5974; sequence_match=0.4118,False,0.5234,False,top-3 avg score 0.5234 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has license,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2500; semantic=0.5253; sequence_match=0.4118,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has license,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,has input,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2083; semantic=0.5716; sequence_match=0.3125,False,0.4984,False,top-3 avg score 0.4984 < final_threshold 0.7
ObjectProperty,has specified data output,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5985; levenshtein=0.2500; semantic=0.5053; sequence_match=0.3913,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,has output,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5880; levenshtein=0.2500; semantic=0.5347; sequence_match=0.3636,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.7
ObjectProperty,has format specification,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6383; levenshtein=0.2727; semantic=0.4656; sequence_match=0.3684,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,is encoded in,is compatible with,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5846; levenshtein=0.2500; semantic=0.4166; sequence_match=0.4444,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,is alternative format of,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2917; semantic=0.4342; sequence_match=0.3556,False,0.4815,False,top-3 avg score 0.4815 < final_threshold 0.7
ObjectProperty,has version,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5730; sequence_match=0.3200,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,is software for,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.3125; semantic=0.5272; sequence_match=0.3448,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,has interface,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2500; semantic=0.5218; sequence_match=0.2778,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.7
ObjectProperty,has clause,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5233; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,is software for,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4673; sequence_match=0.4286,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,has clause,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4925; sequence_match=0.3478,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,is software for,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4577; sequence_match=0.3704,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has specified data input,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.1429; semantic=0.4708; sequence_match=0.3243,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.7
ObjectProperty,is encoded in,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,has clause,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5213; levenshtein=0.2083; semantic=0.5453; sequence_match=0.3030,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,uses platform,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5308; levenshtein=0.1875; semantic=0.5445; sequence_match=0.2857,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,is alternative format of,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5437; levenshtein=0.2857; semantic=0.4239; sequence_match=0.3784,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,has declared status,has input format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5896; levenshtein=0.2941; semantic=0.3481; sequence_match=0.3871,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,has clause,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.4432; sequence_match=0.3200,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,has declared status,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6016; levenshtein=0.2500; semantic=0.3743; sequence_match=0.3415,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,uses software,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4756; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,has version,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.5536; sequence_match=0.0870,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has output,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5754; sequence_match=0.0909,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,has function,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5962; sequence_match=0.0833,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,has declared status,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.2941; semantic=0.3944; sequence_match=0.3750,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,has license,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5205; levenshtein=0.1538; semantic=0.5875; sequence_match=0.1739,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,is encoded in,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4876; levenshtein=0.2083; semantic=0.5054; sequence_match=0.2857,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,has input,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5792; levenshtein=0.1875; semantic=0.5057; sequence_match=0.0833,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,is developed by,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.1875; semantic=0.4943; sequence_match=0.2069,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,has license,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5183; sequence_match=0.2400,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,is encoded in,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.5498; sequence_match=0.2400,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,uses software,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4712; sequence_match=0.2308,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.7
ObjectProperty,has format specification,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5523; levenshtein=0.1818; semantic=0.4670; sequence_match=0.2286,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,has output,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.1875; semantic=0.4905; sequence_match=0.0800,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,uses platform,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4680; sequence_match=0.2778,False,0.4153,False,top-3 avg score 0.4153 < final_threshold 0.7
ObjectProperty,uses software,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1875; semantic=0.5171; sequence_match=0.2143,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,has specified data output,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5461; levenshtein=0.1818; semantic=0.4323; sequence_match=0.2632,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,is developed by,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.4720; sequence_match=0.0769,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,has specified data input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5269; levenshtein=0.1429; semantic=0.5652; sequence_match=0.0588,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.7
ObjectProperty,has function,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.1250; semantic=0.5249; sequence_match=0.2222,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,implements,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1250; semantic=0.5308; sequence_match=0.2353,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,has interface,is compatible with,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5097; levenshtein=0.1250; semantic=0.5776; sequence_match=0.0714,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,implements,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4718; sequence_match=0.2500,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,has declared status,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5493; levenshtein=0.2353; semantic=0.4150; sequence_match=0.1333,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has specified data output,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4760; levenshtein=0.1818; semantic=0.5356; sequence_match=0.0571,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,has interface,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4671; levenshtein=0.1538; semantic=0.5625; sequence_match=0.0800,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.7
ObjectProperty,has license,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.1250; semantic=0.5058; sequence_match=0.0769,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.7
ObjectProperty,has input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5982; sequence_match=0.0952,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.7
ObjectProperty,implements,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5909; sequence_match=0.1739,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,uses software,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.5238; sequence_match=0.2222,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,is software for,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2083; semantic=0.4205; sequence_match=0.2162,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,has version,is compatible with,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4708; levenshtein=0.1250; semantic=0.5518; sequence_match=0.0769,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.7
ObjectProperty,is encoded in,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4384; levenshtein=0.0667; semantic=0.5413; sequence_match=0.1538,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.7
ObjectProperty,is developed by,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4769; levenshtein=0.0667; semantic=0.4305; sequence_match=0.2143,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.7
ObjectProperty,has declared status,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5212; levenshtein=0.1176; semantic=0.3017; sequence_match=0.2424,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,is developed by,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3976; levenshtein=0.0833; semantic=0.4617; sequence_match=0.1622,False,0.3405,False,top-3 avg score 0.3405 < final_threshold 0.7
ObjectProperty,implements,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2778; levenshtein=0.0667; semantic=0.4716; sequence_match=0.1600,False,0.3031,False,top-3 avg score 0.3031 < final_threshold 0.7
ObjectProperty,is developed by,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3645; levenshtein=0.0714; semantic=0.3947; sequence_match=0.1481,False,0.3024,False,top-3 avg score 0.3024 < final_threshold 0.7
DatatypeProperty,has documentation,has documentation URL,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9684; levenshtein=0.8421; semantic=0.8941; sequence_match=0.9143,False,0.9256,True,selected
DatatypeProperty,has website homepage,has homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8244; levenshtein=0.6111; semantic=0.9640; sequence_match=0.7586,False,0.849,True,selected
DatatypeProperty,has documentation,has development activity,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8345; levenshtein=0.5000; semantic=0.5666; sequence_match=0.6316,False,0.6776,False,top-3 avg score 0.6776 < final_threshold 0.7
DatatypeProperty,has documentation,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8009; levenshtein=0.4800; semantic=0.5947; sequence_match=0.5854,False,0.6603,False,top-3 avg score 0.6603 < final_threshold 0.7
DatatypeProperty,has documentation,has deployment type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8226; levenshtein=0.4706; semantic=0.5240; sequence_match=0.6061,False,0.6509,False,top-3 avg score 0.6509 < final_threshold 0.7
DatatypeProperty,has documentation,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6913; levenshtein=0.4375; semantic=0.6355; sequence_match=0.5185,False,0.6151,False,top-3 avg score 0.6151 < final_threshold 0.7
DatatypeProperty,has support URL,has documentation URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6850; levenshtein=0.4211; semantic=0.6589; sequence_match=0.5000,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
DatatypeProperty,has download location,has documentation URL,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6869; levenshtein=0.3684; semantic=0.5732; sequence_match=0.5789,False,0.613,False,top-3 avg score 0.6130 < final_threshold 0.7
DatatypeProperty,has website homepage,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6963; levenshtein=0.3889; semantic=0.5896; sequence_match=0.5000,False,0.5953,False,top-3 avg score 0.5953 < final_threshold 0.7
DatatypeProperty,has documentation,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.4375; semantic=0.5932; sequence_match=0.5385,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
DatatypeProperty,has website homepage,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6620; levenshtein=0.3889; semantic=0.5937; sequence_match=0.4667,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
DatatypeProperty,has documentation,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.6009; sequence_match=0.4615,False,0.5736,False,top-3 avg score 0.5736 < final_threshold 0.7
DatatypeProperty,has release date,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5997; sequence_match=0.4615,False,0.5694,False,top-3 avg score 0.5694 < final_threshold 0.7
DatatypeProperty,has support URL,has platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6773; levenshtein=0.3846; semantic=0.5289; sequence_match=0.5000,False,0.5687,False,top-3 avg score 0.5687 < final_threshold 0.7
DatatypeProperty,has release date,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.4286; semantic=0.5649; sequence_match=0.5000,False,0.5677,False,top-3 avg score 0.5677 < final_threshold 0.7
DatatypeProperty,has release date,has development activity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.3636; semantic=0.5705; sequence_match=0.4444,False,0.5571,False,top-3 avg score 0.5571 < final_threshold 0.7
DatatypeProperty,has release date,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6311; sequence_match=0.4167,False,0.5561,False,top-3 avg score 0.5561 < final_threshold 0.7
DatatypeProperty,has website homepage,has deployment type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6146; levenshtein=0.3333; semantic=0.4934; sequence_match=0.5143,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
DatatypeProperty,has website homepage,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.3333; semantic=0.5437; sequence_match=0.4286,False,0.5403,False,top-3 avg score 0.5403 < final_threshold 0.7
DatatypeProperty,has release date,has deployment type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6500; levenshtein=0.4706; semantic=0.4962; sequence_match=0.4516,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
DatatypeProperty,has release date,has platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.5160; sequence_match=0.4800,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.7
DatatypeProperty,has support URL,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.5388; sequence_match=0.4348,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
DatatypeProperty,has documentation,has platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.3125; semantic=0.5603; sequence_match=0.4444,False,0.5336,False,top-3 avg score 0.5336 < final_threshold 0.7
DatatypeProperty,has documentation,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3125; semantic=0.5956; sequence_match=0.4286,False,0.5312,False,top-3 avg score 0.5312 < final_threshold 0.7
DatatypeProperty,has website homepage,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6448; levenshtein=0.3600; semantic=0.5237; sequence_match=0.4186,False,0.5291,False,top-3 avg score 0.5291 < final_threshold 0.7
DatatypeProperty,has release date,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3200; semantic=0.4873; sequence_match=0.4615,False,0.529,False,top-3 avg score 0.5290 < final_threshold 0.7
DatatypeProperty,has support URL,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3077; semantic=0.5248; sequence_match=0.4000,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
DatatypeProperty,has website homepage,has platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.2778; semantic=0.5401; sequence_match=0.4138,False,0.5267,False,top-3 avg score 0.5267 < final_threshold 0.7
DatatypeProperty,has release date,has homepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.4286; semantic=0.5476; sequence_match=0.4000,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,has website homepage,has documentation URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5468; levenshtein=0.1579; semantic=0.6484; sequence_match=0.3784,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
DatatypeProperty,has download location,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5877; levenshtein=0.3158; semantic=0.5511; sequence_match=0.4138,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.7
DatatypeProperty,has download location,has development activity,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6021; levenshtein=0.4091; semantic=0.4442; sequence_match=0.4878,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.7
