gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
CEL binary format,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7106; levenshtein=0.4667; semantic=0.6706; sequence_match=0.6207,False,0.6673,True,selected
function,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6616; levenshtein=0.4615; semantic=0.6734; sequence_match=0.5714,False,0.6355,True,selected
Open source software license,FOSS License,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4959; levenshtein=0.3600; semantic=0.7938; sequence_match=0.5556,False,0.6151,True,selected
CEL binary format,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7984; levenshtein=0.6667; semantic=0.8754; sequence_match=0.7143,False,0.796,False,pred already taken by 'CEL ASCII format' (higher averaged score)
software interface,Software Source,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8684; levenshtein=0.6471; semantic=0.7029; sequence_match=0.7097,False,0.7603,False,pred already taken by 'software' (higher averaged score)
licence,FOSS License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8009; levenshtein=0.5455; semantic=0.7547; sequence_match=0.6667,False,0.7407,False,gold already mapped to 'License'
XML,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8367; levenshtein=0.3000; semantic=0.8188; sequence_match=0.4615,False,0.7057,False,pred already taken by 'text editing' (higher averaged score)
CEL ASCII format,CSV File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8350; levenshtein=0.5000; semantic=0.6658; sequence_match=0.5926,False,0.6978,False,gold already mapped to 'CEL File Format'
plain text file format,CEL File Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6849; levenshtein=0.5789; semantic=0.7035; sequence_match=0.6875,False,0.692,False,gold already mapped to 'TXT File Format'
data item,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8367; levenshtein=0.5000; semantic=0.6561; sequence_match=0.5556,False,0.6828,False,gold already mapped to 'Data'
plain text file format,CSV File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6652; levenshtein=0.5263; semantic=0.7285; sequence_match=0.6250,False,0.6729,False,gold already mapped to 'TXT File Format'
CEL ASCII format,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7333; levenshtein=0.5000; semantic=0.6978; sequence_match=0.5833,False,0.6715,False,gold already mapped to 'CEL File Format'
GIF,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8250; levenshtein=0.2500; semantic=0.7625; sequence_match=0.4000,False,0.6625,False,pred already taken by 'file rendering' (higher averaged score)
software developer role,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6614; levenshtein=0.4286; semantic=0.7226; sequence_match=0.6000,False,0.6613,False,pred already taken by 'Development status' (higher averaged score)
data format specification,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6263; levenshtein=0.2609; semantic=0.8013; sequence_match=0.5405,False,0.656,False,gold already mapped to 'Data Format'
software developer role,Software Source,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8437; levenshtein=0.5238; semantic=0.5884; sequence_match=0.5143,False,0.652,False,pred already taken by 'software' (higher averaged score)
Open source software license,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7105; levenshtein=0.3600; semantic=0.7204; sequence_match=0.5128,False,0.6479,False,pred already taken by 'software' (higher averaged score)
CEL binary format,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.4667; semantic=0.7060; sequence_match=0.5600,False,0.6469,False,gold already mapped to 'Open Data Format'
CEL binary format,CSV File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6786; levenshtein=0.5333; semantic=0.6737; sequence_match=0.5714,False,0.6413,False,gold already mapped to 'Open Data Format'
plain text file format,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6670; levenshtein=0.4211; semantic=0.6691; sequence_match=0.5455,False,0.6272,False,gold already mapped to 'TXT File Format'
application programming interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6402; levenshtein=0.4194; semantic=0.7137; sequence_match=0.5200,False,0.6246,False,pred already taken by 'programming language' (higher averaged score)
CEL ASCII format,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6310; levenshtein=0.4286; semantic=0.6664; sequence_match=0.5714,False,0.6229,False,gold already mapped to 'CEL File Format'
CEL ASCII format,TXT File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7043; levenshtein=0.4286; semantic=0.6429; sequence_match=0.5185,False,0.6219,False,gold already mapped to 'CEL File Format'
software developer organization,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6220; levenshtein=0.3103; semantic=0.7488; sequence_match=0.4737,False,0.6148,False,pred already taken by 'Development status' (higher averaged score)
CEL binary format,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6009; levenshtein=0.4762; semantic=0.6846; sequence_match=0.5556,False,0.6137,False,gold already mapped to 'Open Data Format'
data format specification,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6156; levenshtein=0.1304; semantic=0.7653; sequence_match=0.4545,False,0.6118,False,gold already mapped to 'Data Format'
software,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7131; levenshtein=0.3750; semantic=0.5712; sequence_match=0.5333,False,0.6059,False,gold already mapped to 'Software Source'
function,Modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.4167; semantic=0.5783; sequence_match=0.6000,False,0.6057,False,gold already mapped to 'Documentation'
application programming interface,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6003; levenshtein=0.1613; semantic=0.7364; sequence_match=0.4490,False,0.5952,False,top-3 avg score 0.5952 < final_threshold 0.6
software developer organization,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6914; levenshtein=0.3448; semantic=0.6624; sequence_match=0.4186,False,0.5908,False,top-3 avg score 0.5908 < final_threshold 0.6
Open source software license,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.2800; semantic=0.8238; sequence_match=0.4375,False,0.5887,False,top-3 avg score 0.5887 < final_threshold 0.6
data format specification,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8348; levenshtein=0.1739; semantic=0.6226; sequence_match=0.2963,False,0.5846,False,top-3 avg score 0.5846 < final_threshold 0.6
CEL binary format,TXT File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6160; levenshtein=0.4667; semantic=0.6359; sequence_match=0.5000,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.6
algorithm,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2222; semantic=0.5765; sequence_match=0.4706,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
plain text file format,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6232; levenshtein=0.4286; semantic=0.6660; sequence_match=0.4500,False,0.5797,False,top-3 avg score 0.5797 < final_threshold 0.6
Development status,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.3529; semantic=0.5881; sequence_match=0.5333,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.6
Source code available,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5944; levenshtein=0.2105; semantic=0.7674; sequence_match=0.3636,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.6
algorithm,Named and Published Algorithm,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4493; levenshtein=0.3462; semantic=0.7574; sequence_match=0.5143,False,0.5736,False,top-3 avg score 0.5736 < final_threshold 0.6
Free,GIF Rendering,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7778; levenshtein=0.3333; semantic=0.4360; sequence_match=0.5000,False,0.5712,False,top-3 avg score 0.5712 < final_threshold 0.6
CEL ASCII format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.4286; semantic=0.4402; sequence_match=0.5455,False,0.5706,False,top-3 avg score 0.5706 < final_threshold 0.6
plain text file format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6294; levenshtein=0.4211; semantic=0.4779; sequence_match=0.5926,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.6
Maintained,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.2308; semantic=0.5701; sequence_match=0.5217,False,0.565,False,top-3 avg score 0.5650 < final_threshold 0.6
Not Free,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5886; sequence_match=0.4762,False,0.5629,False,top-3 avg score 0.5629 < final_threshold 0.6
version number,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.2308; semantic=0.5455; sequence_match=0.4800,False,0.5617,False,top-3 avg score 0.5617 < final_threshold 0.6
plain text file format,Data Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4535; levenshtein=0.4211; semantic=0.6665; sequence_match=0.5517,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
file rendering,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.4615; semantic=0.5416; sequence_match=0.5217,False,0.5555,False,top-3 avg score 0.5555 < final_threshold 0.6
Free,Feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5216; sequence_match=0.5455,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.6
CEL ASCII format,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5423; levenshtein=0.3810; semantic=0.6606; sequence_match=0.4571,False,0.5533,False,top-3 avg score 0.5533 < final_threshold 0.6
data item,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.5887; sequence_match=0.4545,False,0.5528,False,top-3 avg score 0.5528 < final_threshold 0.6
version number,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3077; semantic=0.6230; sequence_match=0.4545,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
web service,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.5539; sequence_match=0.4545,False,0.551,False,top-3 avg score 0.5510 < final_threshold 0.6
Maintained,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5377; sequence_match=0.4286,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
data item,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5297; sequence_match=0.4706,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.6
software developer organization,Desktop Application,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6107; levenshtein=0.3448; semantic=0.5605; sequence_match=0.4681,False,0.5464,False,top-3 avg score 0.5464 < final_threshold 0.6
CEL binary format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4469; sequence_match=0.5217,False,0.5433,False,top-3 avg score 0.5433 < final_threshold 0.6
data format specification,Modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6027; levenshtein=0.4348; semantic=0.4519; sequence_match=0.5714,False,0.542,False,top-3 avg score 0.5420 < final_threshold 0.6
data format specification,Desktop Application,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6599; levenshtein=0.4783; semantic=0.4458; sequence_match=0.4878,False,0.542,False,top-3 avg score 0.5420 < final_threshold 0.6
text editing,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.6315; sequence_match=0.4348,False,0.5411,False,top-3 avg score 0.5411 < final_threshold 0.6
data format specification,TXT File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6536; levenshtein=0.2174; semantic=0.5770; sequence_match=0.3889,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.6
Not Free,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5689; sequence_match=0.4286,False,0.5388,False,top-3 avg score 0.5388 < final_threshold 0.6
data format specification,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6347; levenshtein=0.3478; semantic=0.5902; sequence_match=0.3889,False,0.5379,False,top-3 avg score 0.5379 < final_threshold 0.6
Maintained,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.5997; sequence_match=0.3636,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.6
application programming interface,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6526; levenshtein=0.2258; semantic=0.5917; sequence_match=0.3590,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.6
Free,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2857; semantic=0.5025; sequence_match=0.4444,False,0.5339,False,top-3 avg score 0.5339 < final_threshold 0.6
algorithm,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.5617; sequence_match=0.4211,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.6
Not Free,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5913; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
PROcess,Help Resource,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5770; levenshtein=0.2500; semantic=0.4866; sequence_match=0.5263,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.6
software interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6811; levenshtein=0.2941; semantic=0.5751; sequence_match=0.3333,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.6
web service,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2143; semantic=0.5164; sequence_match=0.5000,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.6
algorithm,Tutorial,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.6472; sequence_match=0.3529,False,0.5232,False,top-3 avg score 0.5232 < final_threshold 0.6
data item,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5605; sequence_match=0.3810,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.6
algorithm,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2222; semantic=0.5977; sequence_match=0.3333,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
application programming interface,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6989; levenshtein=0.0968; semantic=0.6850; sequence_match=0.1765,False,0.5201,False,top-3 avg score 0.5201 < final_threshold 0.6
function,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.5557; sequence_match=0.4000,False,0.519,False,top-3 avg score 0.5190 < final_threshold 0.6
function,Tutorial,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5883; sequence_match=0.3750,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.6
data item,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5434; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.6
Source code available,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1579; semantic=0.6447; sequence_match=0.3684,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.6
Source code available,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.1579; semantic=0.5828; sequence_match=0.3871,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
PROcess,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4911; sequence_match=0.4286,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.6
data format specification,CSV File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5680; levenshtein=0.1739; semantic=0.6365; sequence_match=0.3333,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
desktop graphical user interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2069; semantic=0.6407; sequence_match=0.3158,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
Maintained,User Manual,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.5324; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.6
text editing,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.4167; semantic=0.4514; sequence_match=0.4348,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.6
data item,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5235; sequence_match=0.3636,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.6
file rendering,TXT File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.1538; semantic=0.5510; sequence_match=0.3846,False,0.5085,False,top-3 avg score 0.5085 < final_threshold 0.6
data format specification,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5464; levenshtein=0.1739; semantic=0.6457; sequence_match=0.3333,False,0.5085,False,top-3 avg score 0.5085 < final_threshold 0.6
software interface,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6291; levenshtein=0.2941; semantic=0.5482; sequence_match=0.3448,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.6
programming language,User Manual,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.3158; semantic=0.5109; sequence_match=0.4138,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.6
Development status,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1765; semantic=0.4896; sequence_match=0.4516,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.6
file rendering,CSV File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.1538; semantic=0.5426; sequence_match=0.3846,False,0.5056,False,top-3 avg score 0.5056 < final_threshold 0.6
licence,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4575; sequence_match=0.4211,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
Open source software license,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3200; semantic=0.4677; sequence_match=0.4324,False,0.5038,False,top-3 avg score 0.5038 < final_threshold 0.6
desktop graphical user interface,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6935; levenshtein=0.2414; semantic=0.5244; sequence_match=0.2927,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.6
Source code available,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.2105; semantic=0.6775; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
text editing,TXT File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.5325; sequence_match=0.4167,False,0.5023,False,top-3 avg score 0.5023 < final_threshold 0.6
file rendering,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5395; sequence_match=0.4000,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
function,FOSS Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3750; semantic=0.5412; sequence_match=0.3750,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.6
Free,FOSS License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5606; levenshtein=0.2727; semantic=0.5381; sequence_match=0.4000,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.6
application programming interface,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
file rendering,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.2308; semantic=0.4703; sequence_match=0.4000,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
web service,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
software interface,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5813; levenshtein=0.0556; semantic=0.6285; sequence_match=0.2857,False,0.4985,False,top-3 avg score 0.4985 < final_threshold 0.6
software,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
CEL ASCII format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4943; sequence_match=0.3810,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
data format specification,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2174; semantic=0.4351; sequence_match=0.3871,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
software interface,User Manual,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5954; levenshtein=0.1765; semantic=0.5975; sequence_match=0.2963,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
Maintained,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2105; semantic=0.4897; sequence_match=0.4138,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
web service,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5589; sequence_match=0.3529,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.6
software developer organization,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6459; levenshtein=0.2069; semantic=0.5104; sequence_match=0.3256,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.6
Source code available,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2105; semantic=0.5139; sequence_match=0.4000,False,0.4938,False,top-3 avg score 0.4938 < final_threshold 0.6
PROcess,FOSS Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.0000; semantic=0.4784; sequence_match=0.4000,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.6
Maintained,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5494; sequence_match=0.3529,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
PROcess,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.1429; semantic=0.4720; sequence_match=0.3810,False,0.4922,False,top-3 avg score 0.4922 < final_threshold 0.6
application programming interface,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5923; levenshtein=0.2258; semantic=0.5684; sequence_match=0.3111,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.6
text editing,Desktop Application,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6275; levenshtein=0.2778; semantic=0.4989; sequence_match=0.3448,False,0.4904,False,top-3 avg score 0.4904 < final_threshold 0.6
Maintained,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.5382; sequence_match=0.3077,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.6
desktop graphical user interface,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5707; levenshtein=0.3103; semantic=0.5867; sequence_match=0.2917,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
software,FOSS Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.6343; sequence_match=0.2500,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
Open source software license,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2400; semantic=0.5131; sequence_match=0.3590,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
.csv,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.2857; semantic=0.5733; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
