prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasSugar,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2941; semantic=0.5188; sequence_match=0.4000,False,0.5195,False,top-3 avg score 0.5195 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6758; levenshtein=0.2857; semantic=0.5077; sequence_match=0.3684,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,hasVintageYear,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6789; levenshtein=0.2381; semantic=0.5494; sequence_match=0.2857,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,hasVintageYear,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.2941; semantic=0.5839; sequence_match=0.3226,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.7
ObjectProperty,hasFlavor,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5979; levenshtein=0.2381; semantic=0.5617; sequence_match=0.3333,False,0.4976,False,top-3 avg score 0.4976 < final_threshold 0.7
ObjectProperty,locatedIn,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5164; sequence_match=0.3750,False,0.4934,False,top-3 avg score 0.4934 < final_threshold 0.7
ObjectProperty,hasBody,has grape variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5429; levenshtein=0.2667; semantic=0.5476; sequence_match=0.3636,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.7
ObjectProperty,hasBody,has characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.6439; sequence_match=0.2500,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,locatedIn,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.4808; sequence_match=0.3846,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,hasSugar,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.2381; semantic=0.4273; sequence_match=0.3448,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,hasBody,has characteristic type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1905; semantic=0.5785; sequence_match=0.2857,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,madeFromGrape,has wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.6844; sequence_match=0.2000,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
ObjectProperty,locatedIn,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.2381; semantic=0.4357; sequence_match=0.3333,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,madeFromGrape,has characteristic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2381; semantic=0.3894; sequence_match=0.2941,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.7
ObjectProperty,madeFromGrape,has characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.1765; semantic=0.4419; sequence_match=0.2667,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,locatedIn,has grape variety,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4638; sequence_match=0.1667,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.7
DatatypeProperty,yearValue,has vintage year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5767; levenshtein=0.2143; semantic=0.6890; sequence_match=0.3478,False,0.5379,False,top-3 avg score 0.5379 < final_threshold 0.7
DatatypeProperty,yearValue,has quality rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1250; semantic=0.5349; sequence_match=0.2400,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
