prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has property,has property,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,makes measurement,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8066; levenshtein=0.6842; semantic=0.9201; sequence_match=0.7429,False,0.8232,True,selected
ObjectProperty,has duration,has actuator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7970; levenshtein=0.4545; semantic=0.4872; sequence_match=0.6364,False,0.6402,False,top-3 avg score 0.6402 < final_threshold 0.7
ObjectProperty,has period,has tariff,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7926; levenshtein=0.5556; semantic=0.5079; sequence_match=0.5556,False,0.6346,False,top-3 avg score 0.6346 < final_threshold 0.7
ObjectProperty,isKPIOf,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7683; levenshtein=0.4167; semantic=0.5875; sequence_match=0.5263,False,0.6273,False,top-3 avg score 0.6273 < final_threshold 0.7
ObjectProperty,has measurement,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6429; levenshtein=0.4286; semantic=0.6521; sequence_match=0.5217,False,0.6056,False,top-3 avg score 0.6056 < final_threshold 0.7
ObjectProperty,has duration,has tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8300; levenshtein=0.4545; semantic=0.4769; sequence_match=0.5000,False,0.6023,False,top-3 avg score 0.6023 < final_threshold 0.7
ObjectProperty,hasGeometry,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.4545; semantic=0.5693; sequence_match=0.5263,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,isKPIOf,is tariff of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.4978; sequence_match=0.5882,False,0.5866,False,top-3 avg score 0.5866 < final_threshold 0.7
ObjectProperty,has duration,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.5290; sequence_match=0.5263,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.7
ObjectProperty,feature is measured by device,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6065; levenshtein=0.4000; semantic=0.6862; sequence_match=0.4545,False,0.5824,False,top-3 avg score 0.5824 < final_threshold 0.7
ObjectProperty,isKPIOf,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5632; sequence_match=0.5000,False,0.5784,False,top-3 avg score 0.5784 < final_threshold 0.7
ObjectProperty,applies to,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7095; levenshtein=0.3636; semantic=0.5090; sequence_match=0.5000,False,0.5728,False,top-3 avg score 0.5728 < final_threshold 0.7
ObjectProperty,has property,is provided by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6818; levenshtein=0.4167; semantic=0.5105; sequence_match=0.5217,False,0.5714,False,top-3 avg score 0.5714 < final_threshold 0.7
ObjectProperty,isKPIOf,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.5788; sequence_match=0.4706,False,0.5688,False,top-3 avg score 0.5688 < final_threshold 0.7
ObjectProperty,has property,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3636; semantic=0.6243; sequence_match=0.4000,False,0.5687,False,top-3 avg score 0.5687 < final_threshold 0.7
ObjectProperty,has key performance indicator,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6616; levenshtein=0.4615; semantic=0.5634; sequence_match=0.4762,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.7
ObjectProperty,has period,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5691; sequence_match=0.4706,False,0.5626,False,top-3 avg score 0.5626 < final_threshold 0.7
ObjectProperty,has measurement,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.3571; semantic=0.5990; sequence_match=0.4800,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.7
ObjectProperty,has measurement,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.2857; semantic=0.5331; sequence_match=0.4800,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.7
ObjectProperty,has phenomenon time,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6732; levenshtein=0.3529; semantic=0.5320; sequence_match=0.4615,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.7
ObjectProperty,hasGeometry,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.3636; semantic=0.5701; sequence_match=0.4545,False,0.5553,False,top-3 avg score 0.5553 < final_threshold 0.7
ObjectProperty,applies to,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.3333; semantic=0.5359; sequence_match=0.4762,False,0.5521,False,top-3 avg score 0.5521 < final_threshold 0.7
ObjectProperty,has duration,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.2727; semantic=0.5602; sequence_match=0.4545,False,0.5521,False,top-3 avg score 0.5521 < final_threshold 0.7
ObjectProperty,has billing period,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6402; levenshtein=0.3750; semantic=0.5440; sequence_match=0.4444,False,0.5429,False,top-3 avg score 0.5429 < final_threshold 0.7
ObjectProperty,has period,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.5531; sequence_match=0.4762,False,0.54,False,top-3 avg score 0.5400 < final_threshold 0.7
ObjectProperty,applies to,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6370; levenshtein=0.2222; semantic=0.5215; sequence_match=0.4444,False,0.5343,False,top-3 avg score 0.5343 < final_threshold 0.7
ObjectProperty,has measurement,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.3571; semantic=0.5179; sequence_match=0.4348,False,0.5301,False,top-3 avg score 0.5301 < final_threshold 0.7
ObjectProperty,isKPIOf,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5280; sequence_match=0.4211,False,0.528,False,top-3 avg score 0.5280 < final_threshold 0.7
ObjectProperty,has phenomenon time,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6351; levenshtein=0.4118; semantic=0.5176; sequence_match=0.4286,False,0.5271,False,top-3 avg score 0.5271 < final_threshold 0.7
ObjectProperty,hasGeometry,has tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4708; sequence_match=0.5000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,has billing period,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6432; levenshtein=0.3125; semantic=0.5176; sequence_match=0.4000,False,0.5203,False,top-3 avg score 0.5203 < final_threshold 0.7
ObjectProperty,has duration,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5516; sequence_match=0.4000,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,has property,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.5435; sequence_match=0.4000,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,has property,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.2727; semantic=0.5374; sequence_match=0.3636,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,hasGeometry,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.5684; sequence_match=0.3810,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.7
ObjectProperty,has key performance indicator,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.3462; semantic=0.5093; sequence_match=0.4865,False,0.5119,False,top-3 avg score 0.5119 < final_threshold 0.7
ObjectProperty,has period,is provided by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6918; levenshtein=0.2500; semantic=0.4618; sequence_match=0.3810,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,has key performance indicator,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6347; levenshtein=0.2692; semantic=0.5549; sequence_match=0.3429,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has phenomenon time,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2941; semantic=0.4910; sequence_match=0.4000,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.7
ObjectProperty,has property,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.6935; sequence_match=0.3000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has period,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5233; sequence_match=0.4000,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,isKPIOf,is provided by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2500; semantic=0.4602; sequence_match=0.4211,False,0.5083,False,top-3 avg score 0.5083 < final_threshold 0.7
ObjectProperty,makes measurement,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.6186; sequence_match=0.3200,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,applies to,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4912; sequence_match=0.4000,False,0.498,False,top-3 avg score 0.4980 < final_threshold 0.7
ObjectProperty,has period,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.3333; semantic=0.5018; sequence_match=0.4444,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,applies to,has sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4975; sequence_match=0.4444,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.7
ObjectProperty,has period,is tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.4480; sequence_match=0.4211,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,has key performance indicator,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.3077; semantic=0.4954; sequence_match=0.3784,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.7
ObjectProperty,has duration,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5970; levenshtein=0.3333; semantic=0.4509; sequence_match=0.4348,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,has period,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5210; sequence_match=0.4211,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
ObjectProperty,applies to,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5199; sequence_match=0.4211,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,has duration,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.1579; semantic=0.5478; sequence_match=0.3333,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,has billing period,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.5146; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,hasGeometry,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5336; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,has phenomenon time,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2105; semantic=0.4677; sequence_match=0.3889,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.7
ObjectProperty,is measured by device,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5259; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3571,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,has phenomenon time,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4807; sequence_match=0.3704,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.7
ObjectProperty,hasGeometry,is property of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.6054; sequence_match=0.2609,False,0.479,False,top-3 avg score 0.4790 < final_threshold 0.7
ObjectProperty,isKPIOf,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5349; sequence_match=0.3333,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.7
ObjectProperty,has duration,defined for location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5322; levenshtein=0.3889; semantic=0.4177; sequence_match=0.4828,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.7
ObjectProperty,has billing period,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5105; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,hasGeometry,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2105; semantic=0.5696; sequence_match=0.4000,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
ObjectProperty,makes measurement,has property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5223; levenshtein=0.2500; semantic=0.5269; sequence_match=0.3704,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,has property,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5103; sequence_match=0.4000,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,applies to,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.2500; semantic=0.4627; sequence_match=0.4000,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.7
ObjectProperty,has billing period,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2500; semantic=0.4856; sequence_match=0.3571,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.7
ObjectProperty,applies to,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4838; sequence_match=0.3529,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.7
ObjectProperty,measurement made by,is provided by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5065; levenshtein=0.2941; semantic=0.4802; sequence_match=0.4138,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,is measured by device,is provided by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5787; levenshtein=0.3333; semantic=0.3550; sequence_match=0.4667,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.7
ObjectProperty,has duration,is tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.4341; sequence_match=0.3810,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
ObjectProperty,is measured by device,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1667; semantic=0.4969; sequence_match=0.3333,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has duration,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5484; levenshtein=0.2500; semantic=0.4762; sequence_match=0.3704,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has measurement,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.2857; semantic=0.5812; sequence_match=0.3333,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,measurement made by,has property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.3529; semantic=0.4401; sequence_match=0.4286,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,has duration,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.4707; sequence_match=0.4000,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,has key performance indicator,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5588; levenshtein=0.1538; semantic=0.5628; sequence_match=0.2667,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,makes measurement,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.1875; semantic=0.5047; sequence_match=0.2963,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,applies to,is actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.5054; sequence_match=0.2857,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
ObjectProperty,isKPIOf,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.3333; semantic=0.4594; sequence_match=0.2500,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,has duration,is property of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5360; sequence_match=0.3478,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.7
ObjectProperty,makes measurement,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2500; semantic=0.5869; sequence_match=0.3077,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.7
ObjectProperty,is measured by device,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2778; semantic=0.4405; sequence_match=0.3704,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,makes measurement,has asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5125; levenshtein=0.3750; semantic=0.4637; sequence_match=0.3333,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,applies to,is tariff of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4951; sequence_match=0.4211,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,applies to,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.5190; sequence_match=0.3571,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5427; levenshtein=0.2692; semantic=0.3937; sequence_match=0.4091,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,has billing period,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.4666; sequence_match=0.3200,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
ObjectProperty,has key performance indicator,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.2308; semantic=0.5000; sequence_match=0.2941,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,measurement made by,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4832; levenshtein=0.2353; semantic=0.5392; sequence_match=0.3077,False,0.4434,False,top-3 avg score 0.4434 < final_threshold 0.7
ObjectProperty,has key performance indicator,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5871; levenshtein=0.1923; semantic=0.4547; sequence_match=0.2857,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
ObjectProperty,has property,is sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5363; sequence_match=0.2857,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
ObjectProperty,has measurement,is property of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4563; levenshtein=0.1429; semantic=0.5588; sequence_match=0.3077,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
ObjectProperty,makes measurement,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2500; semantic=0.4387; sequence_match=0.4000,False,0.4401,False,top-3 avg score 0.4401 < final_threshold 0.7
ObjectProperty,is measured by device,is tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.4220; sequence_match=0.3571,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,applies to,has tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.5023; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,has billing period,is tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.1875; semantic=0.4676; sequence_match=0.3077,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.7
ObjectProperty,is measured by device,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2222; semantic=0.4798; sequence_match=0.3333,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,has phenomenon time,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5033; levenshtein=0.2353; semantic=0.4218; sequence_match=0.3846,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.7
ObjectProperty,makes measurement,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5648; levenshtein=0.2500; semantic=0.4925; sequence_match=0.2400,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.7
ObjectProperty,applies to,is provided by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.4963; sequence_match=0.2857,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,hasGeometry,is actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5410; sequence_match=0.2609,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,has phenomenon time,is property of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5065; levenshtein=0.2941; semantic=0.4913; sequence_match=0.2759,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,has billing period,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.4452; sequence_match=0.3077,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.7
ObjectProperty,has billing period,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.2500; semantic=0.4683; sequence_match=0.2963,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,measurement made by,is property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.2353; semantic=0.5036; sequence_match=0.2759,False,0.4277,False,top-3 avg score 0.4277 < final_threshold 0.7
ObjectProperty,makes measurement,defines indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4821; levenshtein=0.0625; semantic=0.5481; sequence_match=0.2500,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,has period,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4886; sequence_match=0.2143,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,isKPIOf,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5169; sequence_match=0.2500,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has property,is tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.4783; sequence_match=0.2857,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,has key performance indicator,is sensor of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1923; semantic=0.4893; sequence_match=0.2778,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.7
