prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,is measured by device,is Measured By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8728; sequence_match=0.8000,False,0.8687,True,selected
ObjectProperty,makes measurement,is Measured By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5972; levenshtein=0.5000; semantic=0.8763; sequence_match=0.5714,False,0.6816,False,top-3 avg score 0.6816 < final_threshold 0.7
ObjectProperty,hasGeometry,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8162; levenshtein=0.4545; semantic=0.6151; sequence_match=0.6000,False,0.6771,False,top-3 avg score 0.6771 < final_threshold 0.7
ObjectProperty,has property,is Physical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6985; levenshtein=0.5000; semantic=0.6693; sequence_match=0.6452,False,0.671,False,top-3 avg score 0.6710 < final_threshold 0.7
ObjectProperty,has measurement,has Asset,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.5000; semantic=0.5502; sequence_match=0.6364,False,0.6691,False,top-3 avg score 0.6691 < final_threshold 0.7
ObjectProperty,has property,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6932; levenshtein=0.4545; semantic=0.7765; sequence_match=0.5263,False,0.6653,False,top-3 avg score 0.6653 < final_threshold 0.7
ObjectProperty,is measured by device,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6481; levenshtein=0.3889; semantic=0.7826; sequence_match=0.5385,False,0.6564,False,top-3 avg score 0.6564 < final_threshold 0.7
ObjectProperty,has period,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8056; levenshtein=0.5556; semantic=0.6039; sequence_match=0.5556,False,0.655,False,top-3 avg score 0.6550 < final_threshold 0.7
ObjectProperty,has property,is Chemical Property Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7288; levenshtein=0.5000; semantic=0.5642; sequence_match=0.6452,False,0.6461,False,top-3 avg score 0.6461 < final_threshold 0.7
ObjectProperty,has duration,has Actuator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7970; levenshtein=0.4545; semantic=0.4872; sequence_match=0.6364,False,0.6402,False,top-3 avg score 0.6402 < final_threshold 0.7
ObjectProperty,has period,has Tariff,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7926; levenshtein=0.5556; semantic=0.5079; sequence_match=0.5556,False,0.6346,False,top-3 avg score 0.6346 < final_threshold 0.7
ObjectProperty,hasGeometry,has Water Meter,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6976; levenshtein=0.5385; semantic=0.5276; sequence_match=0.6667,False,0.6342,False,top-3 avg score 0.6342 < final_threshold 0.7
ObjectProperty,has measurement,has Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8328; levenshtein=0.4286; semantic=0.6229; sequence_match=0.4444,False,0.6334,False,top-3 avg score 0.6334 < final_threshold 0.7
ObjectProperty,isKPIOf,is Billing Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7784; levenshtein=0.4545; semantic=0.5451; sequence_match=0.5556,False,0.6263,False,top-3 avg score 0.6263 < final_threshold 0.7
ObjectProperty,has duration,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6987; levenshtein=0.3889; semantic=0.6119; sequence_match=0.5517,False,0.6208,False,top-3 avg score 0.6208 < final_threshold 0.7
ObjectProperty,has measurement,has Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6429; levenshtein=0.4286; semantic=0.6521; sequence_match=0.5217,False,0.6056,False,top-3 avg score 0.6056 < final_threshold 0.7
ObjectProperty,has duration,has Tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8300; levenshtein=0.4545; semantic=0.4769; sequence_match=0.5000,False,0.6023,False,top-3 avg score 0.6023 < final_threshold 0.7
ObjectProperty,hasGeometry,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.4545; semantic=0.5693; sequence_match=0.5263,False,0.5963,False,top-3 avg score 0.5963 < final_threshold 0.7
ObjectProperty,has property,has Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6773; levenshtein=0.3846; semantic=0.5932; sequence_match=0.5000,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,hasGeometry,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3684; semantic=0.5381; sequence_match=0.5333,False,0.5871,False,top-3 avg score 0.5871 < final_threshold 0.7
ObjectProperty,isKPIOf,is Tariff Of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.4978; sequence_match=0.5882,False,0.5866,False,top-3 avg score 0.5866 < final_threshold 0.7
ObjectProperty,feature is measured by device,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6483; levenshtein=0.2800; semantic=0.6792; sequence_match=0.4242,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.7
ObjectProperty,has duration,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.5290; sequence_match=0.5263,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.7
ObjectProperty,isKPIOf,is Asset Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5632; sequence_match=0.5000,False,0.5784,False,top-3 avg score 0.5784 < final_threshold 0.7
ObjectProperty,isKPIOf,is Sensor Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.5788; sequence_match=0.4706,False,0.5688,False,top-3 avg score 0.5688 < final_threshold 0.7
ObjectProperty,has property,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3636; semantic=0.6243; sequence_match=0.4000,False,0.5687,False,top-3 avg score 0.5687 < final_threshold 0.7
ObjectProperty,has key performance indicator,defines Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6616; levenshtein=0.4615; semantic=0.5634; sequence_match=0.4762,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6618; levenshtein=0.3333; semantic=0.6391; sequence_match=0.4000,False,0.567,False,top-3 avg score 0.5670 < final_threshold 0.7
ObjectProperty,has measurement,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7956; levenshtein=0.3889; semantic=0.4617; sequence_match=0.4375,False,0.565,False,top-3 avg score 0.5650 < final_threshold 0.7
ObjectProperty,has period,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5691; sequence_match=0.4706,False,0.5626,False,top-3 avg score 0.5626 < final_threshold 0.7
ObjectProperty,has period,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.6083; sequence_match=0.4444,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,has measurement,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.2857; semantic=0.5331; sequence_match=0.4800,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.7
ObjectProperty,has period,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6678; levenshtein=0.3158; semantic=0.5721; sequence_match=0.4286,False,0.5561,False,top-3 avg score 0.5561 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6732; levenshtein=0.3529; semantic=0.5320; sequence_match=0.4615,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.7
ObjectProperty,hasGeometry,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.3636; semantic=0.5701; sequence_match=0.4545,False,0.5553,False,top-3 avg score 0.5553 < final_threshold 0.7
ObjectProperty,hasGeometry,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6987; levenshtein=0.3889; semantic=0.4743; sequence_match=0.4828,False,0.5519,False,top-3 avg score 0.5519 < final_threshold 0.7
ObjectProperty,has duration,has Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.3636; semantic=0.5231; sequence_match=0.4762,False,0.5503,False,top-3 avg score 0.5503 < final_threshold 0.7
ObjectProperty,has period,has Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3846; semantic=0.5476; sequence_match=0.4545,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.7
ObjectProperty,isKPIOf,is Physical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2500; semantic=0.5456; sequence_match=0.4444,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has period,has Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.4000; semantic=0.6000; sequence_match=0.4211,False,0.5453,False,top-3 avg score 0.5453 < final_threshold 0.7
ObjectProperty,hasGeometry,has Physical Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.3158; semantic=0.6535; sequence_match=0.4000,False,0.5422,False,top-3 avg score 0.5422 < final_threshold 0.7
ObjectProperty,has measurement,has Physical Property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6225; levenshtein=0.3684; semantic=0.6223; sequence_match=0.3636,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6953; levenshtein=0.3529; semantic=0.3826; sequence_match=0.5333,False,0.5371,False,top-3 avg score 0.5371 < final_threshold 0.7
ObjectProperty,applies to,is Asset Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6370; levenshtein=0.2222; semantic=0.5215; sequence_match=0.4444,False,0.5343,False,top-3 avg score 0.5343 < final_threshold 0.7
ObjectProperty,has property,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6406; levenshtein=0.3889; semantic=0.4725; sequence_match=0.4828,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has measurement,has Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.3571; semantic=0.5179; sequence_match=0.4348,False,0.5301,False,top-3 avg score 0.5301 < final_threshold 0.7
ObjectProperty,has duration,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5437; sequence_match=0.4211,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.7
ObjectProperty,isKPIOf,is Actuator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.5280; sequence_match=0.4211,False,0.528,False,top-3 avg score 0.5280 < final_threshold 0.7
ObjectProperty,has period,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6866; levenshtein=0.3158; semantic=0.4686; sequence_match=0.4286,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.7
ObjectProperty,has measurement,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.4211; semantic=0.4881; sequence_match=0.4242,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,has billing period,has Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2778; semantic=0.5210; sequence_match=0.4118,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,hasGeometry,has Tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4708; sequence_match=0.5000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,hasGeometry,is Water Meter Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.3571; semantic=0.5186; sequence_match=0.4800,False,0.5226,False,top-3 avg score 0.5226 < final_threshold 0.7
ObjectProperty,hasGeometry,is Measured By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.2500; semantic=0.5735; sequence_match=0.3478,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6382; levenshtein=0.3846; semantic=0.4251; sequence_match=0.5000,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,has billing period,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6432; levenshtein=0.3125; semantic=0.5176; sequence_match=0.4000,False,0.5203,False,top-3 avg score 0.5203 < final_threshold 0.7
ObjectProperty,has duration,is Temporal Setting Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2632; semantic=0.5829; sequence_match=0.4000,False,0.5187,False,top-3 avg score 0.5187 < final_threshold 0.7
ObjectProperty,has duration,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5516; sequence_match=0.4000,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5936; levenshtein=0.3158; semantic=0.5697; sequence_match=0.3889,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.7
ObjectProperty,makes measurement,has Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6035; levenshtein=0.3125; semantic=0.6013; sequence_match=0.3448,False,0.5165,False,top-3 avg score 0.5165 < final_threshold 0.7
ObjectProperty,has property,has Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.5435; sequence_match=0.4000,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,has phenomenon time,is Temporal Setting Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6208; levenshtein=0.1579; semantic=0.6468; sequence_match=0.2778,False,0.5151,False,top-3 avg score 0.5151 < final_threshold 0.7
ObjectProperty,has property,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.2727; semantic=0.5374; sequence_match=0.3636,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,hasGeometry,is Sensor Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.5684; sequence_match=0.3810,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.7
ObjectProperty,has property,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.4948; sequence_match=0.4211,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.3462; semantic=0.5093; sequence_match=0.4865,False,0.5119,False,top-3 avg score 0.5119 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6347; levenshtein=0.2692; semantic=0.5549; sequence_match=0.3429,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,applies to,is Physical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.2500; semantic=0.4484; sequence_match=0.4138,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2941; semantic=0.4910; sequence_match=0.4000,False,0.5102,False,top-3 avg score 0.5102 < final_threshold 0.7
ObjectProperty,has property,is Asset Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.6935; sequence_match=0.3000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has period,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5233; sequence_match=0.4000,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,has duration,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.5640; sequence_match=0.3333,False,0.506,False,top-3 avg score 0.5060 < final_threshold 0.7
ObjectProperty,has phenomenon time,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.3158; semantic=0.4473; sequence_match=0.4444,False,0.5042,False,top-3 avg score 0.5042 < final_threshold 0.7
ObjectProperty,has billing period,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.3684; semantic=0.4785; sequence_match=0.4571,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
ObjectProperty,has duration,has Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.4716; sequence_match=0.4167,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
ObjectProperty,has period,is Temporal Setting Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.2105; semantic=0.5673; sequence_match=0.3571,False,0.499,False,top-3 avg score 0.4990 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Physical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6511; levenshtein=0.2308; semantic=0.4880; sequence_match=0.3556,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,makes measurement,has Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.6186; sequence_match=0.3200,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,applies to,has Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4912; sequence_match=0.4000,False,0.498,False,top-3 avg score 0.4980 < final_threshold 0.7
ObjectProperty,has period,is Asset Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.3333; semantic=0.5018; sequence_match=0.4444,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,has period,is Chemical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6380; levenshtein=0.3000; semantic=0.4393; sequence_match=0.4138,False,0.497,False,top-3 avg score 0.4970 < final_threshold 0.7
ObjectProperty,applies to,has Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4975; sequence_match=0.4444,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.7
ObjectProperty,has period,is Tariff Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.4480; sequence_match=0.4211,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,has duration,is Actuator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5970; levenshtein=0.3333; semantic=0.4509; sequence_match=0.4348,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,makes measurement,is Water Meter Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5655; levenshtein=0.1875; semantic=0.5796; sequence_match=0.3333,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.7
ObjectProperty,has period,is Sensor Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5210; sequence_match=0.4211,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
ObjectProperty,applies to,is Sensor Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5199; sequence_match=0.4211,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,has billing period,has Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.5146; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,hasGeometry,is Asset Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5336; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,is measured by device,is Water Meter Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6303; levenshtein=0.2778; semantic=0.5257; sequence_match=0.3125,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,applies to,is Chemical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5963; levenshtein=0.2500; semantic=0.4565; sequence_match=0.4138,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.7
ObjectProperty,has period,is Physical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5664; levenshtein=0.3000; semantic=0.4824; sequence_match=0.4138,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.7
ObjectProperty,hasGeometry,is Chemical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6697; levenshtein=0.2500; semantic=0.5313; sequence_match=0.2581,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.7
ObjectProperty,has period,is Measured By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.4850; sequence_match=0.3810,False,0.4856,False,top-3 avg score 0.4856 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Water Meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6513; levenshtein=0.3462; semantic=0.4583; sequence_match=0.3077,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is measured by device,is Sensor Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5259; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3571,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,has measurement,is Physical Property Of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5690; levenshtein=0.3000; semantic=0.5815; sequence_match=0.2941,False,0.4835,False,top-3 avg score 0.4835 < final_threshold 0.7
ObjectProperty,has measurement,is Water Meter Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.2143; semantic=0.5752; sequence_match=0.2857,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.7
ObjectProperty,has phenomenon time,is Sensor Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4807; sequence_match=0.3704,False,0.483,False,top-3 avg score 0.4830 < final_threshold 0.7
ObjectProperty,has property,has Billing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.6372; sequence_match=0.2857,False,0.4824,False,top-3 avg score 0.4824 < final_threshold 0.7
ObjectProperty,has billing period,is Temporal Setting Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1579; semantic=0.4999; sequence_match=0.3429,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,isKPIOf,is Chemical Property Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2500; semantic=0.4873; sequence_match=0.3704,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,has period,is Water Meter Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5082; sequence_match=0.3478,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,has billing period,has Chemical Property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6047; levenshtein=0.3684; semantic=0.3812; sequence_match=0.4571,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,isKPIOf,is Temporal Setting Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.3158; semantic=0.3872; sequence_match=0.4615,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,hasGeometry,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5598; levenshtein=0.1818; semantic=0.5664; sequence_match=0.3158,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for Municipality,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6297; levenshtein=0.3077; semantic=0.3499; sequence_match=0.4583,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.7
ObjectProperty,has measurement,has Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5407; sequence_match=0.3333,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.7
ObjectProperty,has key performance indicator,has Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2308; semantic=0.4334; sequence_match=0.3556,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has billing period,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5105; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,hasGeometry,is Physical Property Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5424; levenshtein=0.2500; semantic=0.6256; sequence_match=0.2581,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.7
