gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
in-app purchase event,Player Game Achievement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6071; levenshtein=0.3333; semantic=0.4340; sequence_match=0.4615,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.6
game product,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.5660; sequence_match=0.3750,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.6
Item,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2000; semantic=0.5349; sequence_match=0.3158,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.6
Luck,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5738; sequence_match=0.3333,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.6
Paragon,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4887; sequence_match=0.4000,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.6
Leaderboard,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.2667; semantic=0.5010; sequence_match=0.3846,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Paragon,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.2667; semantic=0.4733; sequence_match=0.4545,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.6
Completion,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5898; sequence_match=0.3200,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
Completion,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.6128; sequence_match=0.2857,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
game product,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2727; semantic=0.4652; sequence_match=0.3750,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.6
Game,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
playing area,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.2727; semantic=0.6169; sequence_match=0.4000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
Fandom,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5910; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
Achievement,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.6355; sequence_match=0.3333,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.6
Character,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5504; sequence_match=0.4000,False,0.4835,False,top-3 avg score 0.4835 < final_threshold 0.6
Feature,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.6330; sequence_match=0.2857,False,0.4808,False,top-3 avg score 0.4808 < final_threshold 0.6
Paragon,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.2381; semantic=0.4998; sequence_match=0.3571,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
Character,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4348,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
game product,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.1818; semantic=0.4812; sequence_match=0.3529,False,0.4758,False,top-3 avg score 0.4758 < final_threshold 0.6
Veteran,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2857; semantic=0.5261; sequence_match=0.3333,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
Character,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.5848; sequence_match=0.3000,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Veteran,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5739; sequence_match=0.3077,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
Feature,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5042; sequence_match=0.3810,False,0.4736,False,top-3 avg score 0.4736 < final_threshold 0.6
Paragon,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2667; semantic=0.5251; sequence_match=0.3636,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
Achievement,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.4746; sequence_match=0.3846,False,0.4725,False,top-3 avg score 0.4725 < final_threshold 0.6
Curiosity,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5802; sequence_match=0.3000,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Collection,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.3333; semantic=0.4615; sequence_match=0.4000,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.6
Luck,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2000; semantic=0.4178; sequence_match=0.3158,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.6
special play style,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.5126; sequence_match=0.3478,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.6
Leaderboard,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.4551; sequence_match=0.4000,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
Achievement,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2857; semantic=0.5317; sequence_match=0.3200,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
Character,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4753; sequence_match=0.3529,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
Collection,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5918; sequence_match=0.2857,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.6
Virtuosity,Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5426; sequence_match=0.2857,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.6
hard mode,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.6231; sequence_match=0.3158,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
Genre,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6119; levenshtein=0.2143; semantic=0.4656; sequence_match=0.3158,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
playing area,In App Purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.3944; sequence_match=0.4167,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.6
special play style,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6464; levenshtein=0.1875; semantic=0.4120; sequence_match=0.3333,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
Achievement,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5362; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
Genre,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5759; sequence_match=0.3000,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
Character,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5598; sequence_match=0.2857,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
hard mode,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5064; sequence_match=0.3636,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.6
Curiosity,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.4773; sequence_match=0.3333,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
Game,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.1333; semantic=0.5251; sequence_match=0.3158,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.6
Feature,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.3077; semantic=0.4262; sequence_match=0.4000,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.6
Veteran,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2667; semantic=0.4637; sequence_match=0.3636,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
game product,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4968; sequence_match=0.3636,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
Item,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5424; sequence_match=0.3636,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
special play style,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1429; semantic=0.5300; sequence_match=0.2703,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
Veteran,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.2857; semantic=0.5726; sequence_match=0.3636,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
Completion,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2000; semantic=0.4323; sequence_match=0.3200,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
Feature,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.5233; sequence_match=0.3077,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
Game,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6111; sequence_match=0.2500,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
Item,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.6111; sequence_match=0.2500,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
hard mode,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5022; sequence_match=0.3077,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
hard mode,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0000; semantic=0.5571; sequence_match=0.2857,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
in-app purchase event,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2222; semantic=0.4140; sequence_match=0.3636,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
Achievement,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.1333; semantic=0.5161; sequence_match=0.3077,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.6
Loyalty,Player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.5078; sequence_match=0.3077,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.6
Leaderboard,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.4002; sequence_match=0.4000,False,0.449,False,top-3 avg score 0.4490 < final_threshold 0.6
Completion,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0000; semantic=0.4754; sequence_match=0.2857,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
Loyalty,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4285; sequence_match=0.3810,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
Genre,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.4449; sequence_match=0.3000,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
Character,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5921; sequence_match=0.2500,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
Character,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.5148; sequence_match=0.3333,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
Curiosity,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5057; sequence_match=0.3529,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.6
Leaderboard,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.4160; sequence_match=0.3846,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.6
