prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,purchases game offering,purchase game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9143; levenshtein=0.5714; semantic=0.8026; sequence_match=0.7273,False,0.8147,True,selected
ObjectProperty,has achievement,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.4286; semantic=0.6373; sequence_match=0.5714,False,0.6271,False,top-3 avg score 0.6271 < final_threshold 0.7
ObjectProperty,plays game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5886; levenshtein=0.4444; semantic=0.7880; sequence_match=0.5000,False,0.6255,False,top-3 avg score 0.6255 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,last played game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6508; levenshtein=0.5714; semantic=0.4858; sequence_match=0.6429,False,0.6217,False,top-3 avg score 0.6217 < final_threshold 0.7
ObjectProperty,involves player,equipment player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6365; levenshtein=0.4667; semantic=0.6736; sequence_match=0.5517,False,0.6206,False,top-3 avg score 0.6206 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,purchases game offering,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6825; levenshtein=0.3333; semantic=0.6538; sequence_match=0.5000,False,0.6121,False,top-3 avg score 0.6121 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,has item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.3333; semantic=0.5302; sequence_match=0.4800,False,0.6071,False,top-3 avg score 0.6071 < final_threshold 0.7
ObjectProperty,is achievement in game,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5715; levenshtein=0.3158; semantic=0.7492; sequence_match=0.5000,False,0.6069,False,top-3 avg score 0.6069 < final_threshold 0.7
ObjectProperty,has feature,has game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6471; sequence_match=0.4706,False,0.6062,False,top-3 avg score 0.6062 < final_threshold 0.7
ObjectProperty,has game genre,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7269; levenshtein=0.4167; semantic=0.6154; sequence_match=0.4762,False,0.6061,False,top-3 avg score 0.6061 < final_threshold 0.7
ObjectProperty,is friend with player,for player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5000; levenshtein=0.3889; semantic=0.7244; sequence_match=0.5926,False,0.6057,False,top-3 avg score 0.6057 < final_threshold 0.7
ObjectProperty,is character in game,purchase game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7405; levenshtein=0.4118; semantic=0.5214; sequence_match=0.5517,False,0.6045,False,top-3 avg score 0.6045 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,has character,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6627; levenshtein=0.3571; semantic=0.6075; sequence_match=0.5385,False,0.6029,False,top-3 avg score 0.6029 < final_threshold 0.7
ObjectProperty,owns item,purchase item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6139; levenshtein=0.4167; semantic=0.6865; sequence_match=0.5000,False,0.6001,False,top-3 avg score 0.6001 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,is friend with player,purchase player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6899; levenshtein=0.3889; semantic=0.6032; sequence_match=0.5000,False,0.5977,False,top-3 avg score 0.5977 < final_threshold 0.7
ObjectProperty,involves player,purchase player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6310; levenshtein=0.4286; semantic=0.6453; sequence_match=0.5000,False,0.5921,False,top-3 avg score 0.5921 < final_threshold 0.7
ObjectProperty,is session in game,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.3333; semantic=0.5861; sequence_match=0.5000,False,0.5917,False,top-3 avg score 0.5917 < final_threshold 0.7
ObjectProperty,has playing area,has participant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8349; levenshtein=0.3571; semantic=0.4344; sequence_match=0.5000,False,0.5898,False,top-3 avg score 0.5898 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,has game genre,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,has item,purchase game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7103; levenshtein=0.3333; semantic=0.4941; sequence_match=0.5263,False,0.5769,False,top-3 avg score 0.5769 < final_threshold 0.7
ObjectProperty,has game genre,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.6248; sequence_match=0.4615,False,0.5764,False,top-3 avg score 0.5764 < final_threshold 0.7
ObjectProperty,is achievement in game,equipment game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6318; levenshtein=0.4737; semantic=0.5322; sequence_match=0.5625,False,0.5755,False,top-3 avg score 0.5755 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.6626; sequence_match=0.4000,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.7
ObjectProperty,owns item,equipment item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.3846; semantic=0.7011; sequence_match=0.4762,False,0.5713,False,top-3 avg score 0.5713 < final_threshold 0.7
ObjectProperty,is player in session,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6076; levenshtein=0.2353; semantic=0.6056; sequence_match=0.5000,False,0.5711,False,top-3 avg score 0.5711 < final_threshold 0.7
ObjectProperty,purchases game offering,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6733; levenshtein=0.3333; semantic=0.5716; sequence_match=0.4667,False,0.5705,False,top-3 avg score 0.5705 < final_threshold 0.7
ObjectProperty,has game genre,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6759; levenshtein=0.3889; semantic=0.5682; sequence_match=0.4667,False,0.5703,False,top-3 avg score 0.5703 < final_threshold 0.7
ObjectProperty,is friend with player,completion for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5785; levenshtein=0.3684; semantic=0.6457; sequence_match=0.4865,False,0.5702,False,top-3 avg score 0.5702 < final_threshold 0.7
ObjectProperty,has playing area,purchase player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6138; levenshtein=0.2143; semantic=0.5251; sequence_match=0.5714,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.7
ObjectProperty,has feature,purchase item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7000; levenshtein=0.2500; semantic=0.4611; sequence_match=0.5455,False,0.5688,False,top-3 avg score 0.5688 < final_threshold 0.7
ObjectProperty,has game genre,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.3333; semantic=0.7328; sequence_match=0.4211,False,0.5685,False,top-3 avg score 0.5685 < final_threshold 0.7
ObjectProperty,is session in game,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.4118; semantic=0.5769; sequence_match=0.5000,False,0.5677,False,top-3 avg score 0.5677 < final_threshold 0.7
ObjectProperty,is friend with player,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.4444; semantic=0.5525; sequence_match=0.5517,False,0.5677,False,top-3 avg score 0.5677 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,is character in game,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3529; semantic=0.5918; sequence_match=0.5000,False,0.5649,False,top-3 avg score 0.5649 < final_threshold 0.7
ObjectProperty,has character,has in-app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.3125; semantic=0.5134; sequence_match=0.5000,False,0.5646,False,top-3 avg score 0.5646 < final_threshold 0.7
ObjectProperty,is event associated to player,equipment player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6335; levenshtein=0.4000; semantic=0.5575; sequence_match=0.5000,False,0.5637,False,top-3 avg score 0.5637 < final_threshold 0.7
ObjectProperty,plays game,usage player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.6502; sequence_match=0.5000,False,0.5623,False,top-3 avg score 0.5623 < final_threshold 0.7
ObjectProperty,has playing area,has in-app purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6798; levenshtein=0.3125; semantic=0.4636; sequence_match=0.5333,False,0.5589,False,top-3 avg score 0.5589 < final_threshold 0.7
ObjectProperty,has feature,purchase game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7000; levenshtein=0.2500; semantic=0.4286; sequence_match=0.5455,False,0.558,False,top-3 avg score 0.5580 < final_threshold 0.7
ObjectProperty,plays game,purchase player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.6652; sequence_match=0.4348,False,0.5569,False,top-3 avg score 0.5569 < final_threshold 0.7
ObjectProperty,has item,has participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5662; sequence_match=0.4762,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.7
ObjectProperty,is leaderboard in game,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6135; levenshtein=0.3684; semantic=0.5569; sequence_match=0.4848,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.7
ObjectProperty,is achievement in game,purchase game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5931; levenshtein=0.3684; semantic=0.6102; sequence_match=0.4516,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,has feature,has playing area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5499; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,has item,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.2857; semantic=0.4766; sequence_match=0.4762,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,plays game,equipment game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.3846; semantic=0.6753; sequence_match=0.4545,False,0.5477,False,top-3 avg score 0.5477 < final_threshold 0.7
ObjectProperty,has playing area,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2857; semantic=0.4858; sequence_match=0.4800,False,0.546,False,top-3 avg score 0.5460 < final_threshold 0.7
ObjectProperty,owns achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6968; levenshtein=0.2667; semantic=0.5768; sequence_match=0.3636,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.7
ObjectProperty,is session in game,equipment game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.4000; semantic=0.5147; sequence_match=0.5000,False,0.5452,False,top-3 avg score 0.5452 < final_threshold 0.7
ObjectProperty,has character,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6204; levenshtein=0.3333; semantic=0.5441; sequence_match=0.4667,False,0.5437,False,top-3 avg score 0.5437 < final_threshold 0.7
ObjectProperty,has item,equipment item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.7708; sequence_match=0.4000,False,0.5435,False,top-3 avg score 0.5435 < final_threshold 0.7
ObjectProperty,has achievement,purchase item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.2143; semantic=0.5085; sequence_match=0.4615,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.7
ObjectProperty,has achievement,has in-app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5451; sequence_match=0.4667,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.7
ObjectProperty,owns character,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2308; semantic=0.5848; sequence_match=0.4000,False,0.5393,False,top-3 avg score 0.5393 < final_threshold 0.7
ObjectProperty,has game genre,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5528; sequence_match=0.4211,False,0.5392,False,top-3 avg score 0.5392 < final_threshold 0.7
ObjectProperty,plays game,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.3529; semantic=0.6779; sequence_match=0.4615,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.7
ObjectProperty,has character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5075; sequence_match=0.4615,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.7
ObjectProperty,is player in session,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5065; levenshtein=0.2941; semantic=0.6455; sequence_match=0.4615,False,0.5378,False,top-3 avg score 0.5378 < final_threshold 0.7
ObjectProperty,is character in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6342; levenshtein=0.3529; semantic=0.4581; sequence_match=0.5161,False,0.5361,False,top-3 avg score 0.5361 < final_threshold 0.7
ObjectProperty,has feature,purchase player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6655; levenshtein=0.2857; semantic=0.4420; sequence_match=0.5000,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.7
ObjectProperty,has leaderboard,purchase player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6508; levenshtein=0.1429; semantic=0.4560; sequence_match=0.5000,False,0.5356,False,top-3 avg score 0.5356 < final_threshold 0.7
ObjectProperty,has item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,has playing area,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,is session in game,purchase game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.2667; semantic=0.5252; sequence_match=0.4444,False,0.5343,False,top-3 avg score 0.5343 < final_threshold 0.7
ObjectProperty,has leaderboard,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3571; semantic=0.5015; sequence_match=0.4286,False,0.5342,False,top-3 avg score 0.5342 < final_threshold 0.7
ObjectProperty,has item,has in-app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5601; sequence_match=0.4348,False,0.534,False,top-3 avg score 0.5340 < final_threshold 0.7
ObjectProperty,owns character,purchase player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6456; levenshtein=0.2857; semantic=0.5081; sequence_match=0.4444,False,0.5327,False,top-3 avg score 0.5327 < final_threshold 0.7
ObjectProperty,purchases game offering,has in-app purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.1905; semantic=0.5976; sequence_match=0.4324,False,0.5324,False,top-3 avg score 0.5324 < final_threshold 0.7
