prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,has billing period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has period,has period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,makes measurement,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8066; levenshtein=0.6842; semantic=0.9201; sequence_match=0.7429,False,0.8232,True,selected
ObjectProperty,has measurement,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.3571; semantic=0.5179; sequence_match=0.4348,False,0.5301,False,top-3 avg score 0.5301 < final_threshold 0.7
ObjectProperty,has period,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6866; levenshtein=0.3158; semantic=0.4686; sequence_match=0.4286,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.7
ObjectProperty,has measurement,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6685; levenshtein=0.4211; semantic=0.4881; sequence_match=0.4242,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.7
ObjectProperty,has billing period,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2778; semantic=0.5210; sequence_match=0.4118,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,hasGeometry,has tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.4708; sequence_match=0.5000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,has measurement,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5244; sequence_match=0.4286,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,applies to,has period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6370; levenshtein=0.2222; semantic=0.4831; sequence_match=0.4444,False,0.5215,False,top-3 avg score 0.5215 < final_threshold 0.7
ObjectProperty,has key performance indicator,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6382; levenshtein=0.3846; semantic=0.4251; sequence_match=0.5000,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.7
ObjectProperty,has phenomenon time,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5936; levenshtein=0.3158; semantic=0.5697; sequence_match=0.3889,False,0.5174,False,top-3 avg score 0.5174 < final_threshold 0.7
ObjectProperty,has property,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.5435; sequence_match=0.4000,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,has phenomenon time,has geolocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.4118; semantic=0.4362; sequence_match=0.4516,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.7
ObjectProperty,has key performance indicator,has geolocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6330; levenshtein=0.3077; semantic=0.4438; sequence_match=0.4500,False,0.5089,False,top-3 avg score 0.5089 < final_threshold 0.7
ObjectProperty,isKPIOf,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.4537; sequence_match=0.4211,False,0.5061,False,top-3 avg score 0.5061 < final_threshold 0.7
ObjectProperty,has duration,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.5640; sequence_match=0.3333,False,0.506,False,top-3 avg score 0.5060 < final_threshold 0.7
ObjectProperty,hasGeometry,has billing period,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6402; levenshtein=0.2500; semantic=0.4314; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has phenomenon time,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.3158; semantic=0.4473; sequence_match=0.4444,False,0.5042,False,top-3 avg score 0.5042 < final_threshold 0.7
ObjectProperty,has billing period,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.3684; semantic=0.4785; sequence_match=0.4571,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
ObjectProperty,applies to,has component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5041; sequence_match=0.3810,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,has key performance indicator,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6511; levenshtein=0.2308; semantic=0.4880; sequence_match=0.3556,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,has duration,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.1579; semantic=0.5478; sequence_match=0.3333,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,has billing period,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.3125; semantic=0.5146; sequence_match=0.4000,False,0.4902,False,top-3 avg score 0.4902 < final_threshold 0.7
ObjectProperty,has phenomenon time,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2105; semantic=0.4677; sequence_match=0.3889,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.7
ObjectProperty,has key performance indicator,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6126; levenshtein=0.2308; semantic=0.4589; sequence_match=0.3810,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,has billing period,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6240; levenshtein=0.3750; semantic=0.4279; sequence_match=0.4000,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.7
ObjectProperty,applies to,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.4259; sequence_match=0.4000,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.7
ObjectProperty,makes measurement,has component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.3125; semantic=0.5045; sequence_match=0.4286,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,has billing period,has chemical property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6047; levenshtein=0.3684; semantic=0.3812; sequence_match=0.4571,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,has phenomenon time,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.2353; semantic=0.4944; sequence_match=0.3636,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.7
ObjectProperty,has key performance indicator,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2308; semantic=0.4334; sequence_match=0.3556,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has duration,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.4716; sequence_match=0.3333,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,hasGeometry,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2105; semantic=0.5696; sequence_match=0.4000,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
ObjectProperty,has property,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5103; sequence_match=0.4000,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,applies to,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2632; semantic=0.4462; sequence_match=0.3571,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.7
ObjectProperty,has billing period,has component,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.3125; semantic=0.4728; sequence_match=0.3571,False,0.4694,False,top-3 avg score 0.4694 < final_threshold 0.7
ObjectProperty,hasGeometry,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.5021; sequence_match=0.3478,False,0.469,False,top-3 avg score 0.4690 < final_threshold 0.7
ObjectProperty,makes measurement,has physical property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5544; levenshtein=0.3158; semantic=0.5351; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,applies to,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4675; sequence_match=0.3478,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
ObjectProperty,has billing period,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3125; semantic=0.3948; sequence_match=0.3571,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.7
ObjectProperty,has key performance indicator,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5588; levenshtein=0.1538; semantic=0.5628; sequence_match=0.2667,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,makes measurement,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2222; semantic=0.4078; sequence_match=0.3529,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,is measured by device,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6098; levenshtein=0.2778; semantic=0.4403; sequence_match=0.3333,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,isKPIOf,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.3333; semantic=0.4594; sequence_match=0.2500,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,has measurement,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.2500; semantic=0.4964; sequence_match=0.3333,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.7
ObjectProperty,has duration,current tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.1538; semantic=0.4097; sequence_match=0.3333,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.7
ObjectProperty,makes measurement,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.3158; semantic=0.4134; sequence_match=0.3429,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,applies to,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.1579; semantic=0.5190; sequence_match=0.3571,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,applies to,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4347; sequence_match=0.3571,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,is measured by device,has period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.4257; sequence_match=0.2963,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,is measured by device,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1053; semantic=0.5092; sequence_match=0.3243,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,measurement made by,has component,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5065; levenshtein=0.2353; semantic=0.4089; sequence_match=0.4138,False,0.4431,False,top-3 avg score 0.4431 < final_threshold 0.7
ObjectProperty,has key performance indicator,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5871; levenshtein=0.1923; semantic=0.4547; sequence_match=0.2857,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
ObjectProperty,applies to,is defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2500; semantic=0.5307; sequence_match=0.2857,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,applies to,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,feature is measured by device,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,applies to,has tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.5023; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,has phenomenon time,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5033; levenshtein=0.2353; semantic=0.4218; sequence_match=0.3846,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.7
ObjectProperty,makes measurement,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5648; levenshtein=0.2500; semantic=0.4925; sequence_match=0.2400,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.7
ObjectProperty,has period,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4249; sequence_match=0.2857,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.7
ObjectProperty,has key performance indicator,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5876; levenshtein=0.3077; semantic=0.3897; sequence_match=0.3158,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
ObjectProperty,measurement made by,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,has period,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4886; sequence_match=0.2143,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,has duration,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4531; sequence_match=0.2609,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,measurement made by,has chemical property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5196; levenshtein=0.2632; semantic=0.3619; sequence_match=0.3889,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,isKPIOf,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,measurement made by,has period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.4096; sequence_match=0.3077,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.7
ObjectProperty,has measurement,current tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4473; levenshtein=0.0714; semantic=0.4419; sequence_match=0.3704,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,makes measurement,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1875; semantic=0.4858; sequence_match=0.2667,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,isKPIOf,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2143; semantic=0.4786; sequence_match=0.2857,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.2500; semantic=0.4507; sequence_match=0.3478,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.7
ObjectProperty,has measurement,is defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4769; sequence_match=0.2308,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.7
ObjectProperty,measurement made by,current tariff,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4382; levenshtein=0.3529; semantic=0.3941; sequence_match=0.4000,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.7
ObjectProperty,makes measurement,has period,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4815; levenshtein=0.2500; semantic=0.4994; sequence_match=0.2400,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.7
ObjectProperty,isKPIOf,has component,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4577; sequence_match=0.3158,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.7
ObjectProperty,is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.3805; sequence_match=0.3243,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,feature is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,is measured by device,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4284; sequence_match=0.2963,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
