role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,wine,wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,vintage,vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,vintageyear,vintageyear,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
class,winegrape,grape,semantic+sequence_match+levenshtein,jaro_winkler=0.4370; levenshtein=0.5556; semantic=0.9216; sequence_match=0.7143,False,0.7305,True,selected
class,winedescriptor,characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.5187; sequence_match=0.2857,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.6
class,redbordeaux,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5283; sequence_match=0.3333,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.6
class,bordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
class,bordeaux,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5654; sequence_match=0.3000,False,0.4320,False,top-3 avg score 0.4320 < final_threshold 0.6
class,winegrape,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.2222; semantic=0.4905; sequence_match=0.2667,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.6
class,whitebordeaux,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.5299; sequence_match=0.3000,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.6
class,whitebordeaux,grapevariety,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.2308; semantic=0.5949; sequence_match=0.1600,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.6
class,whitewine,grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.7009; sequence_match=0.1429,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
class,vintageyear,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.5577; sequence_match=0.1600,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.6
class,whitebordeaux,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4256; levenshtein=0.1538; semantic=0.6660; sequence_match=0.1111,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
class,redbordeaux,wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6598; sequence_match=0.1333,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.6
class,zinfandel,grapevariety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.5819; sequence_match=0.1905,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.6
class,vintage,region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.3077,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
class,wine,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5646; sequence_match=0.1818,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
class,zinfandel,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.4173; sequence_match=0.2667,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
class,whitebordeaux,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4588; sequence_match=0.2963,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
class,whitewine,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4335; sequence_match=0.2667,False,0.4000,False,top-3 avg score 0.4000 < final_threshold 0.6
class,winedescriptor,grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.6297; sequence_match=0.1053,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
class,vintage,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5682; sequence_match=0.1905,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
class,redwine,body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5482; sequence_match=0.1818,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
class,vintageyear,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.0909; semantic=0.4768; sequence_match=0.2353,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
class,bordeaux,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5122; sequence_match=0.1429,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.6
class,vintage,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5957; sequence_match=0.1429,False,0.3890,False,top-3 avg score 0.3890 < final_threshold 0.6
class,redbordeaux,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2879; levenshtein=0.0909; semantic=0.5976; sequence_match=0.2727,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
class,winegrape,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4767; sequence_match=0.2609,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.6
class,winedescriptor,bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4736; sequence_match=0.1905,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.6
class,redwine,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5680; sequence_match=0.1429,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.6
class,vintageyear,body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5518; sequence_match=0.1333,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
class,winegrape,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5767; sequence_match=0.1250,False,0.3732,False,top-3 avg score 0.3732 < final_threshold 0.6
class,redbordeaux,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.1429; semantic=0.4965; sequence_match=0.2400,False,0.3732,False,top-3 avg score 0.3732 < final_threshold 0.6
class,whitebordeaux,region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.0769; semantic=0.4420; sequence_match=0.2105,False,0.3728,False,top-3 avg score 0.3728 < final_threshold 0.6
class,winedescriptor,region,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.4425; sequence_match=0.2000,False,0.3724,False,top-3 avg score 0.3724 < final_threshold 0.6
class,bordeaux,vintageyear,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5898; sequence_match=0.2105,False,0.3703,False,top-3 avg score 0.3703 < final_threshold 0.6
class,bordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
class,bordeaux,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4784; sequence_match=0.1818,False,0.3596,False,top-3 avg score 0.3596 < final_threshold 0.6
class,wine,characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5003; sequence_match=0.1111,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
class,winedescriptor,body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4886; sequence_match=0.1111,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
class,zinfandel,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4950; sequence_match=0.1250,False,0.3460,False,top-3 avg score 0.3460 < final_threshold 0.6
class,redbordeaux,vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.6004; sequence_match=0.1111,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.6
class,vintageyear,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5613; sequence_match=0.1111,False,0.3316,False,top-3 avg score 0.3316 < final_threshold 0.6
class,whitewine,bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5328; sequence_match=0.1250,False,0.3312,False,top-3 avg score 0.3312 < final_threshold 0.6
class,zinfandel,characteristic,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.3941; sequence_match=0.0870,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.6
class,zinfandel,body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4756; sequence_match=0.1538,False,0.2468,False,top-3 avg score 0.2468 < final_threshold 0.6
class,vintage,body,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5810; sequence_match=0.0000,False,0.1937,False,top-3 avg score 0.1937 < final_threshold 0.6
class,wine,body,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5584; sequence_match=0.0000,False,0.1861,False,top-3 avg score 0.1861 < final_threshold 0.6
class,winegrape,body,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5292; sequence_match=0.0000,False,0.1764,False,top-3 avg score 0.1764 < final_threshold 0.6
class,whitewine,body,semantic+jaro_winkler+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5265; sequence_match=0.0000,False,0.1755,False,top-3 avg score 0.1755 < final_threshold 0.6
