role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,hasaction,hasinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.6183; sequence_match=0.4348,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.6
property,hasduty,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6626; sequence_match=0.4000,False,0.5630,False,top-3 avg score 0.5630 < final_threshold 0.6
property,failure,activateduponfailureof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.3182; semantic=0.6961; sequence_match=0.4828,False,0.5600,False,top-3 avg score 0.5600 < final_threshold 0.6
property,hasduty,hasinheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6732; sequence_match=0.3810,False,0.5577,False,top-3 avg score 0.5577 < final_threshold 0.6
property,target,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5684; sequence_match=0.4615,False,0.5576,False,top-3 avg score 0.5576 < final_threshold 0.6
property,hasconstraint,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6330; levenshtein=0.3077; semantic=0.6386; sequence_match=0.4000,False,0.5572,False,top-3 avg score 0.5572 < final_threshold 0.6
property,hasconstraint,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.6041; sequence_match=0.3810,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.6
property,inheritsfrom,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5620; sequence_match=0.4545,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.6
property,obligation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5719; sequence_match=0.4444,False,0.5527,False,top-3 avg score 0.5527 < final_threshold 0.6
property,hasprohibition,hasxorconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6240; levenshtein=0.3750; semantic=0.6336; sequence_match=0.4000,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
property,scope,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.3333; semantic=0.5453; sequence_match=0.4706,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.6
property,hasprohibition,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.6434; sequence_match=0.3810,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.6
property,haspermission,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.3077; semantic=0.6078; sequence_match=0.4000,False,0.5469,False,top-3 avg score 0.5469 < final_threshold 0.6
property,haspermission,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.3077; semantic=0.6044; sequence_match=0.3846,False,0.5446,False,top-3 avg score 0.5446 < final_threshold 0.6
property,remedy,specifiedasremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6206; sequence_match=0.4615,False,0.5441,False,top-3 avg score 0.5441 < final_threshold 0.6
property,partof,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5235; sequence_match=0.4615,False,0.5426,False,top-3 avg score 0.5426 < final_threshold 0.6
property,and,hasandconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7292; levenshtein=0.1875; semantic=0.5794; sequence_match=0.3158,False,0.5415,False,top-3 avg score 0.5415 < final_threshold 0.6
property,assigner,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5430; sequence_match=0.4762,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.6
property,hasduty,hasorconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6127; levenshtein=0.2667; semantic=0.6439; sequence_match=0.3636,False,0.5401,False,top-3 avg score 0.5401 < final_threshold 0.6
property,hasoperator,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5671; sequence_match=0.4211,False,0.5382,False,top-3 avg score 0.5382 < final_threshold 0.6
property,hasaction,allowsnesting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.5602; sequence_match=0.4545,False,0.5377,False,top-3 avg score 0.5377 < final_threshold 0.6
property,haspermission,hasorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.3333; semantic=0.5492; sequence_match=0.4286,False,0.5369,False,top-3 avg score 0.5369 < final_threshold 0.6
property,relation,isnestedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.5304; sequence_match=0.4444,False,0.5360,False,top-3 avg score 0.5360 < final_threshold 0.6
property,hasduty,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5980; sequence_match=0.4000,False,0.5331,False,top-3 avg score 0.5331 < final_threshold 0.6
property,function,isnestedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5163; sequence_match=0.4444,False,0.5314,False,top-3 avg score 0.5314 < final_threshold 0.6
property,assigner,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5912; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
property,assigner,hasorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.5712; sequence_match=0.4348,False,0.5307,False,top-3 avg score 0.5307 < final_threshold 0.6
property,inheritrelation,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5807; sequence_match=0.4000,False,0.5306,False,top-3 avg score 0.5306 < final_threshold 0.6
property,assignee,isnestedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2000; semantic=0.4723; sequence_match=0.4444,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.6
property,relation,islinkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.6733; sequence_match=0.3333,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.6
property,hasprohibition,hasandconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.3125; semantic=0.6401; sequence_match=0.3333,False,0.5269,False,top-3 avg score 0.5269 < final_threshold 0.6
property,haspermission,allowsnesting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5855; levenshtein=0.1538; semantic=0.6094; sequence_match=0.3846,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.6
property,inheritsfrom,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5632; sequence_match=0.4000,False,0.5257,False,top-3 avg score 0.5257 < final_threshold 0.6
property,assignee,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5703; sequence_match=0.4000,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.6
property,target,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5697; sequence_match=0.4615,False,0.5236,False,top-3 avg score 0.5236 < final_threshold 0.6
property,assignee,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5679; sequence_match=0.4000,False,0.5230,False,top-3 avg score 0.5230 < final_threshold 0.6
property,haspermission,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.4558; sequence_match=0.4545,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.6
property,hasaction,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.1364; semantic=0.5696; sequence_match=0.3871,False,0.5200,False,top-3 avg score 0.5200 < final_threshold 0.6
property,target,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5041; sequence_match=0.4286,False,0.5192,False,top-3 avg score 0.5192 < final_threshold 0.6
property,haspermission,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5736; sequence_match=0.3810,False,0.5190,False,top-3 avg score 0.5190 < final_threshold 0.6
property,handlepolicyconflicts,hasandconstraint,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5896; levenshtein=0.2381; semantic=0.4804; sequence_match=0.4865,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.6
property,inheritrelation,isnestedin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4818; sequence_match=0.1600,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.6
property,failure,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4959; sequence_match=0.4286,False,0.5185,False,top-3 avg score 0.5185 < final_threshold 0.6
property,or,hasorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7111; levenshtein=0.1333; semantic=0.6085; sequence_match=0.2353,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.6
property,inheritrelation,withinelement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6786; levenshtein=0.2667; semantic=0.5146; sequence_match=0.3571,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.6
property,haspermission,hasxorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6218; levenshtein=0.3750; semantic=0.5138; sequence_match=0.4138,False,0.5165,False,top-3 avg score 0.5165 < final_threshold 0.6
property,hasprohibition,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5864; sequence_match=0.3636,False,0.5147,False,top-3 avg score 0.5147 < final_threshold 0.6
property,targetpolicy,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2500; semantic=0.4765; sequence_match=0.4211,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.6
property,partof,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4707; sequence_match=0.4286,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
property,assigner,hasxorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5792; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4167,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.6
property,target,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.4818; sequence_match=0.4286,False,0.5118,False,top-3 avg score 0.5118 < final_threshold 0.6
property,assignee,withinelement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5484; sequence_match=0.3810,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.6
property,hasduty,hasxorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5763; sequence_match=0.3478,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.6
property,assigner,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5282; sequence_match=0.4000,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.6
property,haspermission,hasandconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6218; levenshtein=0.3125; semantic=0.5618; sequence_match=0.3448,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.6
property,assigner,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5993; sequence_match=0.4000,False,0.5090,False,top-3 avg score 0.5090 < final_threshold 0.6
property,assignee,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5277; sequence_match=0.4762,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
property,handlepolicyconflicts,hasorconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6021; levenshtein=0.2857; semantic=0.4763; sequence_match=0.4444,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
property,scope,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5764; sequence_match=0.3333,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.6
property,hasaction,isnestedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6148; levenshtein=0.2000; semantic=0.4808; sequence_match=0.4211,False,0.5055,False,top-3 avg score 0.5055 < final_threshold 0.6
property,hasconstraint,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.1538; semantic=0.6246; sequence_match=0.2857,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
property,handlepolicyconflicts,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2381; semantic=0.4766; sequence_match=0.4118,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,assigner,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5079; sequence_match=0.4000,False,0.5030,False,top-3 avg score 0.5030 < final_threshold 0.6
property,andsequence,hasinheritance,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.4090; sequence_match=0.4800,False,0.5020,False,top-3 avg score 0.5020 < final_threshold 0.6
property,relation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5463; sequence_match=0.3750,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.6
property,assigner,hasandconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5792; levenshtein=0.2500; semantic=0.5085; sequence_match=0.4167,False,0.5014,False,top-3 avg score 0.5014 < final_threshold 0.6
property,inheritsfrom,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5226; sequence_match=0.4211,False,0.4984,False,top-3 avg score 0.4984 < final_threshold 0.6
property,assigner,allowsnesting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5058; sequence_match=0.3810,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
property,hasprohibition,allowsnesting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.2143; semantic=0.5995; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.6
property,target,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.6487; sequence_match=0.3077,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.6
property,assignee,allowsnesting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.5006; sequence_match=0.3810,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.6
property,scope,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.5859; sequence_match=0.3333,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.6
property,assignee,hasorconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5378; sequence_match=0.4348,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.6
property,haspermission,isnestedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.3077; semantic=0.4813; sequence_match=0.4348,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
property,hasoperator,ispartof,jaro_winkler+levenshtein+sequence_match,jaro_winkler=0.5985; levenshtein=0.4545; semantic=0.4027; sequence_match=0.4211,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
