role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
class,platform,dataformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7833; levenshtein=0.5000; semantic=0.5622; sequence_match=0.6667,False,0.6707,False,gold already mapped to 'platform'
class,software developer role,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6614; levenshtein=0.4286; semantic=0.7226; sequence_match=0.6000,False,0.6613,False,gold already mapped to 'softwaretool'
class,cel binary format,dataformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6746; levenshtein=0.4667; semantic=0.7067; sequence_match=0.5600,False,0.6471,False,pred already taken by 'cel ascii format' (higher averaged score)
class,software,source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7778; levenshtein=0.3750; semantic=0.5841; sequence_match=0.5714,False,0.6444,False,gold already mapped to 'software'
class,not free,software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7131; levenshtein=0.3750; semantic=0.5945; sequence_match=0.5333,False,0.6137,False,pred already taken by 'software' (higher averaged score)
class,web service,resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5895; sequence_match=0.5556,False,0.5956,False,top-3 avg score 0.5956 < final_threshold 0.6
class,data,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7083; levenshtein=0.2500; semantic=0.5736; sequence_match=0.5000,False,0.5940,False,top-3 avg score 0.5940 < final_threshold 0.6
class,open source software license,software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6067; levenshtein=0.3200; semantic=0.6894; sequence_match=0.4848,False,0.5936,False,top-3 avg score 0.5936 < final_threshold 0.6
class,cel ascii format,format,semantic+sequence_match+levenshtein,jaro_winkler=0.4127; levenshtein=0.4286; semantic=0.7473; sequence_match=0.6000,False,0.5920,False,top-3 avg score 0.5920 < final_threshold 0.6
class,data item,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.1250; semantic=0.5808; sequence_match=0.5000,False,0.5880,False,top-3 avg score 0.5880 < final_threshold 0.6
class,not free,softwaretype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7302; levenshtein=0.4167; semantic=0.5052; sequence_match=0.5263,False,0.5872,False,top-3 avg score 0.5872 < final_threshold 0.6
class,open source software license,softwaretool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6340; levenshtein=0.3200; semantic=0.6289; sequence_match=0.4865,False,0.5831,False,top-3 avg score 0.5831 < final_threshold 0.6
class,software,resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.1250; semantic=0.5762; sequence_match=0.5000,False,0.5810,False,top-3 avg score 0.5810 < final_threshold 0.6
class,algorithm,platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2222; semantic=0.5765; sequence_match=0.4706,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
class,platform,algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2222; semantic=0.5765; sequence_match=0.4706,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
class,not free,source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.4286; semantic=0.6311; sequence_match=0.4615,False,0.5785,False,top-3 avg score 0.5785 < final_threshold 0.6
class,algorithm,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.1111; semantic=0.6064; sequence_match=0.4706,False,0.5750,False,top-3 avg score 0.5750 < final_threshold 0.6
class,cel binary format,format,semantic+sequence_match+levenshtein,jaro_winkler=0.3222; levenshtein=0.4000; semantic=0.7461; sequence_match=0.5714,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.6
class,cel ascii format,platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.4286; semantic=0.4402; sequence_match=0.5455,False,0.5706,False,top-3 avg score 0.5706 < final_threshold 0.6
class,cel ascii format,celfile,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.6795; sequence_match=0.3810,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.6
class,free,resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5854; sequence_match=0.5000,False,0.5563,False,top-3 avg score 0.5563 < final_threshold 0.6
class,format,platform,sequence_match+semantic+jaro_winkler,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5596; sequence_match=0.5714,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.6
class,platform,format,sequence_match+semantic+jaro_winkler,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5596; sequence_match=0.5714,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.6
class,not free,resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6495; sequence_match=0.4000,False,0.5502,False,top-3 avg score 0.5502 < final_threshold 0.6
class,task,data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6504; sequence_match=0.5000,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
class,data,task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6504; sequence_match=0.5000,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
class,data item,algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5297; sequence_match=0.4706,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.6
class,cel binary format,celfile,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6159; levenshtein=0.2667; semantic=0.6684; sequence_match=0.3636,False,0.5493,False,top-3 avg score 0.5493 < final_threshold 0.6
class,open source software license,softwaretype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3600; semantic=0.5832; sequence_match=0.4865,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.6
class,data,documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6301; sequence_match=0.3529,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.6
class,not free,softwaretool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5667; sequence_match=0.4211,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.6
class,cel binary format,platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4469; sequence_match=0.5217,False,0.5433,False,top-3 avg score 0.5433 < final_threshold 0.6
class,version,editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.1429; semantic=0.5818; sequence_match=0.4286,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.6
class,format,organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5145; sequence_match=0.4444,False,0.5419,False,top-3 avg score 0.5419 < final_threshold 0.6
class,text editing,modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.6315; sequence_match=0.4348,False,0.5411,False,top-3 avg score 0.5411 < final_threshold 0.6
class,platform,dataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5396; sequence_match=0.4444,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.6
class,free,softwaretype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4377; sequence_match=0.5000,False,0.5348,False,top-3 avg score 0.5348 < final_threshold 0.6
class,application programming interface,platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6526; levenshtein=0.2258; semantic=0.5917; sequence_match=0.3590,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.6
class,format,foss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5900; sequence_match=0.4000,False,0.5337,False,top-3 avg score 0.5337 < final_threshold 0.6
class,algorithm,dataformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.5582; sequence_match=0.4211,False,0.5326,False,top-3 avg score 0.5326 < final_threshold 0.6
class,not free,platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5913; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
class,open source software license,resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6483; levenshtein=0.2800; semantic=0.5062; sequence_match=0.4242,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.6
class,format,documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5748; levenshtein=0.3077; semantic=0.5823; sequence_match=0.4211,False,0.5261,False,top-3 avg score 0.5261 < final_threshold 0.6
class,format,modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.2500; semantic=0.5584; sequence_match=0.3333,False,0.5250,False,top-3 avg score 0.5250 < final_threshold 0.6
class,data item,documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5605; sequence_match=0.3810,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.6
class,algorithm,format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5525; sequence_match=0.4000,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
class,format,algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5525; sequence_match=0.4000,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
class,free,softwaretool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5210; sequence_match=0.3750,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.6
class,data,editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5884; sequence_match=0.3636,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.6
class,web service,source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.3000; semantic=0.5243; sequence_match=0.5000,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.6
class,free,source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5313; sequence_match=0.4000,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.6
class,desktop graphical user interface,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2069; semantic=0.6407; sequence_match=0.3158,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
class,open source software license,source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5800; levenshtein=0.2400; semantic=0.5592; sequence_match=0.3871,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
class,desktop graphical user interface,webservice,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6023; levenshtein=0.2069; semantic=0.5594; sequence_match=0.3590,False,0.5069,False,top-3 avg score 0.5069 < final_threshold 0.6
class,algorithm,dataexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5640; sequence_match=0.4211,False,0.5055,False,top-3 avg score 0.5055 < final_threshold 0.6
class,algorithm,organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5227; sequence_match=0.3810,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.6
class,data,platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5910; sequence_match=0.3333,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
class,platform,data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5910; sequence_match=0.3333,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
class,version,webservice,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5752; sequence_match=0.3529,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.6
class,free,format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4886; sequence_match=0.4000,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.6
class,free,software,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5410; sequence_match=0.5000,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.6
class,application programming interface,algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
class,web service,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
class,software,data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
class,text editing,dataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.0909; semantic=0.5258; sequence_match=0.3810,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.6
class,cel ascii format,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4943; sequence_match=0.3810,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
class,data,modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5613; sequence_match=0.3750,False,0.4973,False,top-3 avg score 0.4973 < final_threshold 0.6
class,version,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.6370; sequence_match=0.3750,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.6
class,platform,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5276; sequence_match=0.3750,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.6
class,web service,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5589; sequence_match=0.3529,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.6
class,.csv,foss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6623; sequence_match=0.2857,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.6
class,format,softwaretype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.2500; semantic=0.5243; sequence_match=0.3333,False,0.4914,False,top-3 avg score 0.4914 < final_threshold 0.6
class,format,data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5993; sequence_match=0.4000,False,0.4905,False,top-3 avg score 0.4905 < final_threshold 0.6
class,data,format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5993; sequence_match=0.4000,False,0.4905,False,top-3 avg score 0.4905 < final_threshold 0.6
class,text editing,documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.5737; sequence_match=0.3333,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.6
class,format,artifact,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.5218; sequence_match=0.4286,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.6
class,application programming interface,organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6057; levenshtein=0.1935; semantic=0.5288; sequence_match=0.3256,False,0.4867,False,top-3 avg score 0.4867 < final_threshold 0.6
class,algorithm,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
class,data item,modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5285; sequence_match=0.4000,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
class,version,documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6133; sequence_match=0.4000,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
class,format,dataexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5678; sequence_match=0.3750,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.6
class,format,source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5644; sequence_match=0.3333,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.6
class,cel ascii format,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.4703; sequence_match=0.4545,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.6
class,not free,input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.0000; semantic=0.5514; sequence_match=0.3333,False,0.4822,False,top-3 avg score 0.4822 < final_threshold 0.6
class,xml,tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6329; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
class,.csv,webservice,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.6218; sequence_match=0.1538,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
class,software,platform,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
class,platform,software,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
class,text editing,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5394; sequence_match=0.3333,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.6
class,version,resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.5622; sequence_match=0.2667,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
class,platform,tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.5853; sequence_match=0.1667,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
class,application programming interface,modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5690; levenshtein=0.1935; semantic=0.5372; sequence_match=0.3256,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.6
class,platform,developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.6242; sequence_match=0.2353,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.6
class,platform,input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.0000; semantic=0.5708; sequence_match=0.3077,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.6
class,cel ascii format,developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
class,desktop graphical user interface,resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5626; levenshtein=0.2414; semantic=0.5355; sequence_match=0.3243,False,0.4741,False,top-3 avg score 0.4741 < final_threshold 0.6
class,.csv,task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6038; sequence_match=0.2857,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.6
class,task,foss,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6639; sequence_match=0.2500,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.6
class,web service,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5217; sequence_match=0.3333,False,0.4711,False,top-3 avg score 0.4711 < final_threshold 0.6
class,algorithm,data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
class,data,algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
class,data,software,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.1667,False,0.4705,False,top-3 avg score 0.4705 < final_threshold 0.6
class,data item,platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4516; sequence_match=0.3750,False,0.4700,False,top-3 avg score 0.4700 < final_threshold 0.6
class,cel ascii format,algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4723; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
class,software,documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.6019; sequence_match=0.2857,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
class,cel binary format,artifact,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.4513; sequence_match=0.4348,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.6
class,software,webservice,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5986; sequence_match=0.3333,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
class,application programming interface,documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5127; levenshtein=0.1613; semantic=0.6124; sequence_match=0.2727,False,0.4660,False,top-3 avg score 0.4660 < final_threshold 0.6
class,data item,editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.5077; sequence_match=0.4000,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
class,format,product,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.5579; sequence_match=0.3077,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
class,application programming interface,editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6252; levenshtein=0.1613; semantic=0.5081; sequence_match=0.2632,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.6
class,not free,celfile,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5867; sequence_match=0.2857,False,0.4654,False,top-3 avg score 0.4654 < final_threshold 0.6
class,cel ascii format,dataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.5071; sequence_match=0.3333,False,0.4643,False,top-3 avg score 0.4643 < final_threshold 0.6
class,algorithm,source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.6048; sequence_match=0.2667,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
class,not free,format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5412; sequence_match=0.3077,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
