id,source,term_type,axiom_type,term,dl,status,note
AX28-pred,pred,-,-,-,(subject not in alignment table),-,-
AX29-gold,gold,ObjectProperty,Domain,hasPlayingArea,∃hasPlayingArea.⊤ ⊑ Game,TP,matched pred AX33
AX29-pred,pred,ObjectProperty,Domain,has playing area,∃has playing area.⊤ ⊑ Game,-,-
AX30-gold,gold,ObjectProperty,Range,hasPlayingArea,⊤ ⊑ ∀hasPlayingArea.PlayingArea,TP,matched pred AX34
AX30-pred,pred,ObjectProperty,Range,has playing area,⊤ ⊑ ∀has playing area.Playing Area,-,-
AX31-gold,gold,ObjectProperty,Domain,involvesCharacter,∃involvesCharacter.⊤ ⊑ Session,Skip,subject 'involvesCharacter' not in alignment table
AX31-pred,pred,-,-,-,(subject not in alignment table),-,-
AX32-gold,gold,ObjectProperty,InverseOf,involvesCharacter,involvesCharacter ≡ isCharacterInSession⁻,Skip,subject 'involvesCharacter' not in alignment table
AX32-pred,pred,-,-,-,(subject not in alignment table),-,-
AX33-gold,gold,ObjectProperty,Range,involvesCharacter,⊤ ⊑ ∀involvesCharacter.Character,Skip,subject 'involvesCharacter' not in alignment table
AX33-pred,pred,-,-,-,(subject not in alignment table),-,-
AX34-gold,gold,ObjectProperty,Domain,involvesPlayer,∃involvesPlayer.⊤ ⊑ Session,Skip,subject 'involvesPlayer' not in alignment table
AX34-pred,pred,-,-,-,(subject not in alignment table),-,-
AX35-gold,gold,ObjectProperty,InverseOf,involvesPlayer,involvesPlayer ≡ isPlayerInSession⁻,Skip,subject 'involvesPlayer' not in alignment table
AX35-pred,pred,-,-,-,(subject not in alignment table),-,-
AX36-gold,gold,ObjectProperty,Range,involvesPlayer,⊤ ⊑ ∀involvesPlayer.Player,Skip,subject 'involvesPlayer' not in alignment table
AX36-pred,pred,-,-,-,(subject not in alignment table),-,-
AX37-gold,gold,ObjectProperty,Domain,isAchievementInGame,∃isAchievementInGame.⊤ ⊑ Achievement,Skip,subject 'isAchievementInGame' not in alignment table
AX37-pred,pred,-,-,-,(subject not in alignment table),-,-
AX38-gold,gold,ObjectProperty,InverseOf,isAchievementInGame,isAchievementInGame ≡ hasAchievement⁻,Skip,subject 'isAchievementInGame' not in alignment table
AX38-pred,pred,-,-,-,(subject not in alignment table),-,-
AX39-gold,gold,ObjectProperty,Range,isAchievementInGame,⊤ ⊑ ∀isAchievementInGame.Game,Skip,subject 'isAchievementInGame' not in alignment table
AX39-pred,pred,-,-,-,(subject not in alignment table),-,-
AX40-gold,gold,ObjectProperty,Domain,isCharacterInGame,∃isCharacterInGame.⊤ ⊑ Character,Skip,subject 'isCharacterInGame' not in alignment table
AX40-pred,pred,-,-,-,(subject not in alignment table),-,-
AX41-gold,gold,ObjectProperty,InverseOf,isCharacterInGame,isCharacterInGame ≡ hasCharacter⁻,Skip,subject 'isCharacterInGame' not in alignment table
AX41-pred,pred,-,-,-,(subject not in alignment table),-,-
AX42-gold,gold,ObjectProperty,Range,isCharacterInGame,⊤ ⊑ ∀isCharacterInGame.Game,Skip,subject 'isCharacterInGame' not in alignment table
AX42-pred,pred,-,-,-,(subject not in alignment table),-,-
AX43-gold,gold,ObjectProperty,Domain,isCharacterInSession,∃isCharacterInSession.⊤ ⊑ Character,Skip,subject 'isCharacterInSession' not in alignment table
AX43-pred,pred,-,-,-,(subject not in alignment table),-,-
AX44-gold,gold,ObjectProperty,InverseOf,isCharacterInSession,isCharacterInSession ≡ involvesCharacter⁻,Skip,subject 'isCharacterInSession' not in alignment table
AX44-pred,pred,-,-,-,(subject not in alignment table),-,-
AX45-gold,gold,ObjectProperty,Range,isCharacterInSession,⊤ ⊑ ∀isCharacterInSession.Session,Skip,subject 'isCharacterInSession' not in alignment table
AX45-pred,pred,-,-,-,(subject not in alignment table),-,-
AX46-gold,gold,ObjectProperty,Range,isEventAssociatedToPlayer,⊤ ⊑ ∀isEventAssociatedToPlayer.Player,Skip,subject 'isEventAssociatedToPlayer' not in alignment table
AX46-pred,pred,-,-,-,(subject not in alignment table),-,-
AX47-gold,gold,ObjectProperty,Characteristics,isFriendWithPlayer,Symmetric(isFriendWithPlayer),Skip,subject 'isFriendWithPlayer' not in alignment table
AX47-pred,pred,-,-,-,(subject not in alignment table),-,-
AX48-gold,gold,ObjectProperty,Domain,isFriendWithPlayer,∃isFriendWithPlayer.⊤ ⊑ Player,Skip,subject 'isFriendWithPlayer' not in alignment table
AX48-pred,pred,-,-,-,(subject not in alignment table),-,-
AX49-gold,gold,ObjectProperty,Range,isFriendWithPlayer,⊤ ⊑ ∀isFriendWithPlayer.Player,Skip,subject 'isFriendWithPlayer' not in alignment table
AX49-pred,pred,-,-,-,(subject not in alignment table),-,-
AX50-gold,gold,ObjectProperty,Domain,isLeaderboardInGame,∃isLeaderboardInGame.⊤ ⊑ Leaderboard,Skip,subject 'isLeaderboardInGame' not in alignment table
AX50-pred,pred,-,-,-,(subject not in alignment table),-,-
AX51-gold,gold,ObjectProperty,InverseOf,isLeaderboardInGame,isLeaderboardInGame ≡ hasLeaderboard⁻,Skip,subject 'isLeaderboardInGame' not in alignment table
AX51-pred,pred,-,-,-,(subject not in alignment table),-,-
AX52-gold,gold,ObjectProperty,Range,isLeaderboardInGame,⊤ ⊑ ∀isLeaderboardInGame.Game,Skip,subject 'isLeaderboardInGame' not in alignment table
AX52-pred,pred,-,-,-,(subject not in alignment table),-,-
AX53-gold,gold,ObjectProperty,Domain,isPlayerInSession,∃isPlayerInSession.⊤ ⊑ Player,Skip,subject 'isPlayerInSession' not in alignment table
AX53-pred,pred,-,-,-,(subject not in alignment table),-,-
AX54-gold,gold,ObjectProperty,InverseOf,isPlayerInSession,isPlayerInSession ≡ involvesPlayer⁻,Skip,subject 'isPlayerInSession' not in alignment table
AX54-pred,pred,-,-,-,(subject not in alignment table),-,-
AX55-gold,gold,ObjectProperty,Range,isPlayerInSession,⊤ ⊑ ∀isPlayerInSession.Session,Skip,subject 'isPlayerInSession' not in alignment table
AX55-pred,pred,-,-,-,(subject not in alignment table),-,-
AX56-gold,gold,ObjectProperty,Domain,isSessionInGame,∃isSessionInGame.⊤ ⊑ Session,TP,matched pred AX67
AX56-pred,pred,ObjectProperty,Domain,session for game,∃session for game.⊤ ⊑ Game Session,-,-
AX57-gold,gold,ObjectProperty,Range,isSessionInGame,⊤ ⊑ ∀isSessionInGame.Game,TP,matched pred AX68
AX57-pred,pred,ObjectProperty,Range,session for game,⊤ ⊑ ∀session for game.Game,-,-
AX58-gold,gold,ObjectProperty,Domain,livesIn,∃livesIn.⊤ ⊑ Player,Skip,subject 'livesIn' not in alignment table
AX58-pred,pred,-,-,-,(subject not in alignment table),-,-
AX59-gold,gold,ObjectProperty,Domain,ownsAchievement,∃ownsAchievement.⊤ ⊑ Player,Mismatch,pred AX44 differs: class 'Player' not aligned to 'Game'
AX59-pred,pred,ObjectProperty,Domain,includes achievement,∃includes achievement.⊤ ⊑ Game,-,-
AX60-gold,gold,ObjectProperty,Range,ownsAchievement,⊤ ⊑ ∀ownsAchievement.Achievement,TP,matched pred AX45
AX60-pred,pred,ObjectProperty,Range,includes achievement,⊤ ⊑ ∀includes achievement.Achievement,-,-
AX61-gold,gold,ObjectProperty,Domain,ownsCharacter,∃ownsCharacter.⊤ ⊑ Player,Skip,subject 'ownsCharacter' not in alignment table
AX61-pred,pred,-,-,-,(subject not in alignment table),-,-
AX62-gold,gold,ObjectProperty,Range,ownsCharacter,⊤ ⊑ ∀ownsCharacter.Character,Skip,subject 'ownsCharacter' not in alignment table
AX62-pred,pred,-,-,-,(subject not in alignment table),-,-
AX63-gold,gold,ObjectProperty,Domain,ownsItem,∃ownsItem.⊤ ⊑ Character,Mismatch,pred AX51 differs: class 'Character' not aligned to 'Player'
AX63-pred,pred,ObjectProperty,Domain,owns item,∃owns item.⊤ ⊑ Player,-,-
AX64-gold,gold,ObjectProperty,Range,ownsItem,⊤ ⊑ ∀ownsItem.Item,TP,matched pred AX52
AX64-pred,pred,ObjectProperty,Range,owns item,⊤ ⊑ ∀owns item.Item,-,-
AX65-gold,gold,ObjectProperty,Domain,playsGame,∃playsGame.⊤ ⊑ Player,TP,matched pred AX54
AX65-pred,pred,ObjectProperty,Domain,plays game,∃plays game.⊤ ⊑ Player,-,-
AX66-gold,gold,ObjectProperty,Range,playsGame,⊤ ⊑ ∀playsGame.Game,TP,matched pred AX55
AX66-pred,pred,ObjectProperty,Range,plays game,⊤ ⊑ ∀plays game.Game,-,-
AX67-gold,gold,ObjectProperty,Domain,purchasesGameOffering,∃purchasesGameOffering.⊤ ⊑ InAppPurchaseEvent,TP,matched pred AX63
AX67-pred,pred,ObjectProperty,Domain,purchase in game,∃purchase in game.⊤ ⊑ In-App Purchase,-,-
AX68-gold,gold,ObjectProperty,Range,purchasesGameOffering,⊤ ⊑ ∀purchasesGameOffering.GameProduct,Mismatch,pred AX64 differs: class 'GameProduct' not aligned to 'Game'
AX68-pred,pred,ObjectProperty,Range,purchase in game,⊤ ⊑ ∀purchase in game.Game,-,-
AX69-gold,gold,DatatypeProperty,Domain,endTime,∃endTime.⊤ ⊑ Session,TP,matched pred AX92
AX69-pred,pred,DatatypeProperty,Domain,end time,∃end time.⊤ ⊑ Game Session,-,-
AX70-gold,gold,DatatypeProperty,Range,endTime,endTime maps-to datetime'>,Mismatch,pred AX93 differs: expr_type Datatype vs Top
AX70-pred,pred,DatatypeProperty,Range,end time,end time maps-to ⊤,-,-
AX71-gold,gold,DatatypeProperty,Range,eventTime,eventTime maps-to datetime'>,Skip,subject 'eventTime' not in alignment table
AX71-pred,pred,-,-,-,(subject not in alignment table),-,-
AX72-gold,gold,DatatypeProperty,Domain,releaseDate,∃releaseDate.⊤ ⊑ Game,TP,matched pred AX104
AX72-pred,pred,DatatypeProperty,Domain,release date,∃release date.⊤ ⊑ Game,-,-
AX73-gold,gold,DatatypeProperty,Range,releaseDate,releaseDate maps-to datetime'>,Mismatch,pred AX105 differs: expr_type Datatype vs Top
AX73-pred,pred,DatatypeProperty,Range,release date,release date maps-to ⊤,-,-
AX74-gold,gold,DatatypeProperty,Domain,startTime,∃startTime.⊤ ⊑ Session,TP,matched pred AX108
AX74-pred,pred,DatatypeProperty,Domain,start time,∃start time.⊤ ⊑ Game Session,-,-
AX75-gold,gold,DatatypeProperty,Range,startTime,startTime maps-to datetime'>,Mismatch,pred AX109 differs: expr_type Datatype vs Top
AX75-pred,pred,DatatypeProperty,Range,start time,start time maps-to ⊤,-,-
AX76-gold,gold,DatatypeProperty,Domain,username,∃username.⊤ ⊑ Player,TP,matched pred AX116
AX76-pred,pred,DatatypeProperty,Domain,username,∃username.⊤ ⊑ Player,-,-
AX77-gold,gold,DatatypeProperty,Range,username,username maps-to xsd:string,Mismatch,pred AX117 differs: expr_type Datatype vs Top
AX77-pred,pred,DatatypeProperty,Range,username,username maps-to ⊤,-,-
AX2-pred,pred,Class,Declaration,Achievement,Declaration: Achievement (Class),FP,pred Declaration axiom on 'Achievement' not matched by any gold axiom on 'Achievement'
AX2-gold,gold,-,-,-,(no gold counterpart),-,-
AX4-pred,pred,Class,Declaration,Game,Declaration: Game (Class),FP,pred Declaration axiom on 'Game' not matched by any gold axiom on 'Game'
AX4-gold,gold,-,-,-,(no gold counterpart),-,-
AX5-pred,pred,Class,Declaration,Game Session,Declaration: Game Session (Class),FP,pred Declaration axiom on 'Game Session' not matched by any gold axiom on 'Session'
AX5-gold,gold,-,-,-,(no gold counterpart),-,-
AX6-pred,pred,Class,Declaration,Genre,Declaration: Genre (Class),FP,pred Declaration axiom on 'Genre' not matched by any gold axiom on 'Genre'
AX6-gold,gold,-,-,-,(no gold counterpart),-,-
AX7-pred,pred,Class,Declaration,In-App Purchase,Declaration: In-App Purchase (Class),FP,pred Declaration axiom on 'In-App Purchase' not matched by any gold axiom on 'in-app purchase event'
AX7-gold,gold,-,-,-,(no gold counterpart),-,-
AX8-pred,pred,Class,Declaration,Item,Declaration: Item (Class),FP,pred Declaration axiom on 'Item' not matched by any gold axiom on 'Item'
AX8-gold,gold,-,-,-,(no gold counterpart),-,-
AX9-pred,pred,Class,Declaration,Player,Declaration: Player (Class),FP,pred Declaration axiom on 'Player' not matched by any gold axiom on 'Player'
AX9-gold,gold,-,-,-,(no gold counterpart),-,-
AX11-pred,pred,Class,Declaration,Playing Area,Declaration: Playing Area (Class),FP,pred Declaration axiom on 'Playing Area' not matched by any gold axiom on 'playing area'
AX11-gold,gold,-,-,-,(no gold counterpart),-,-
AX16-pred,pred,ObjectProperty,Declaration,earned achievement,Declaration: earned achievement (ObjectProperty),FP,pred Declaration axiom on 'earned achievement' not matched by any gold axiom on 'has achievement'
AX16-gold,gold,-,-,-,(no gold counterpart),-,-
AX26-pred,pred,ObjectProperty,Declaration,has genre,Declaration: has genre (ObjectProperty),FP,pred Declaration axiom on 'has genre' not matched by any gold axiom on 'has game genre'
AX26-gold,gold,-,-,-,(no gold counterpart),-,-
AX29-pred,pred,ObjectProperty,Declaration,has item,Declaration: has item (ObjectProperty),FP,pred Declaration axiom on 'has item' not matched by any gold axiom on 'has item'
AX29-gold,gold,-,-,-,(no gold counterpart),-,-
AX32-pred,pred,ObjectProperty,Declaration,has playing area,Declaration: has playing area (ObjectProperty),FP,pred Declaration axiom on 'has playing area' not matched by any gold axiom on 'has playing area'
AX32-gold,gold,-,-,-,(no gold counterpart),-,-
AX43-pred,pred,ObjectProperty,Declaration,includes achievement,Declaration: includes achievement (ObjectProperty),FP,pred Declaration axiom on 'includes achievement' not matched by any gold axiom on 'owns achievement'
AX43-gold,gold,-,-,-,(no gold counterpart),-,-
AX50-pred,pred,ObjectProperty,Declaration,owns item,Declaration: owns item (ObjectProperty),FP,pred Declaration axiom on 'owns item' not matched by any gold axiom on 'owns item'
AX50-gold,gold,-,-,-,(no gold counterpart),-,-
AX53-pred,pred,ObjectProperty,Declaration,plays game,Declaration: plays game (ObjectProperty),FP,pred Declaration axiom on 'plays game' not matched by any gold axiom on 'plays game'
AX53-gold,gold,-,-,-,(no gold counterpart),-,-
AX61-pred,pred,ObjectProperty,Characteristics,purchase in game,Functional(purchase in game),FP,pred Characteristics axiom on 'purchase in game' not matched by any gold axiom on 'purchases game offering'
AX61-gold,gold,-,-,-,(no gold counterpart),-,-
AX62-pred,pred,ObjectProperty,Declaration,purchase in game,Declaration: purchase in game (ObjectProperty),FP,pred Declaration axiom on 'purchase in game' not matched by any gold axiom on 'purchases game offering'
AX62-gold,gold,-,-,-,(no gold counterpart),-,-
AX65-pred,pred,ObjectProperty,Characteristics,session for game,Functional(session for game),FP,pred Characteristics axiom on 'session for game' not matched by any gold axiom on 'is session in game'
AX65-gold,gold,-,-,-,(no gold counterpart),-,-
AX66-pred,pred,ObjectProperty,Declaration,session for game,Declaration: session for game (ObjectProperty),FP,pred Declaration axiom on 'session for game' not matched by any gold axiom on 'is session in game'
AX66-gold,gold,-,-,-,(no gold counterpart),-,-
AX90-pred,pred,DatatypeProperty,Characteristics,end time,Functional(end time),FP,pred Characteristics axiom on 'end time' not matched by any gold axiom on 'end time'
AX90-gold,gold,-,-,-,(no gold counterpart),-,-
AX91-pred,pred,DatatypeProperty,Declaration,end time,Declaration: end time (DatatypeProperty),FP,pred Declaration axiom on 'end time' not matched by any gold axiom on 'end time'
AX91-gold,gold,-,-,-,(no gold counterpart),-,-
AX102-pred,pred,DatatypeProperty,Characteristics,release date,Functional(release date),FP,pred Characteristics axiom on 'release date' not matched by any gold axiom on 'release date'
AX102-gold,gold,-,-,-,(no gold counterpart),-,-
AX103-pred,pred,DatatypeProperty,Declaration,release date,Declaration: release date (DatatypeProperty),FP,pred Declaration axiom on 'release date' not matched by any gold axiom on 'release date'
AX103-gold,gold,-,-,-,(no gold counterpart),-,-
AX106-pred,pred,DatatypeProperty,Characteristics,start time,Functional(start time),FP,pred Characteristics axiom on 'start time' not matched by any gold axiom on 'start time'
AX106-gold,gold,-,-,-,(no gold counterpart),-,-
AX107-pred,pred,DatatypeProperty,Declaration,start time,Declaration: start time (DatatypeProperty),FP,pred Declaration axiom on 'start time' not matched by any gold axiom on 'start time'
AX107-gold,gold,-,-,-,(no gold counterpart),-,-
AX114-pred,pred,DatatypeProperty,Characteristics,username,Functional(username),FP,pred Characteristics axiom on 'username' not matched by any gold axiom on 'username'
AX114-gold,gold,-,-,-,(no gold counterpart),-,-
AX115-pred,pred,DatatypeProperty,Declaration,username,Declaration: username (DatatypeProperty),FP,pred Declaration axiom on 'username' not matched by any gold axiom on 'username'
AX115-gold,gold,-,-,-,(no gold counterpart),-,-
