prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has License,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has Version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has format specification,has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has license,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has version,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has specified data output,has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has function,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.6556; sequence_match=0.5714,False,0.6289,False,top-3 avg score 0.6289 < final_threshold 0.7
ObjectProperty,has input,has License,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,uses software,uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has specified data input,has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,has input,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6016; sequence_match=0.5333,False,0.6085,False,top-3 avg score 0.6085 < final_threshold 0.7
ObjectProperty,has clause,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6231; sequence_match=0.5000,False,0.5983,False,top-3 avg score 0.5983 < final_threshold 0.7
ObjectProperty,has input,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has format specification,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7970; levenshtein=0.2727; semantic=0.5494; sequence_match=0.4138,False,0.5867,False,top-3 avg score 0.5867 < final_threshold 0.7
ObjectProperty,has version,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6248; sequence_match=0.4706,False,0.5842,False,top-3 avg score 0.5842 < final_threshold 0.7
ObjectProperty,has input,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has function,has Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6598; sequence_match=0.4444,False,0.5831,False,top-3 avg score 0.5831 < final_threshold 0.7
ObjectProperty,has format specification,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has function,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has interface,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is alternative format of,has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,has license,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.5975; sequence_match=0.4706,False,0.5751,False,top-3 avg score 0.5751 < final_threshold 0.7
ObjectProperty,has interface,interoperable With,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2353; semantic=0.6099; sequence_match=0.4828,False,0.57,False,top-3 avg score 0.5700 < final_threshold 0.7
ObjectProperty,is alternative format of,has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,uses platform,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has Output Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,is software for,supported Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6665; levenshtein=0.2941; semantic=0.5566; sequence_match=0.4667,False,0.5633,False,top-3 avg score 0.5633 < final_threshold 0.7
ObjectProperty,has interface,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has output,can Export To,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6034; levenshtein=0.1818; semantic=0.6719; sequence_match=0.4000,False,0.5584,False,top-3 avg score 0.5584 < final_threshold 0.7
ObjectProperty,has clause,has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has function,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has function,has Output Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has specified data output,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,implements,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,has output,has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,has specified data input,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2381; semantic=0.5547; sequence_match=0.3571,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,has version,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has specified data output,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.2273; semantic=0.5555; sequence_match=0.3448,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,has specified data input,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,is alternative format of,supported Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6630; levenshtein=0.2381; semantic=0.4010; sequence_match=0.4737,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.7
ObjectProperty,has specified data output,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,has input,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.4878; sequence_match=0.4211,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,has format specification,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6136; levenshtein=0.1818; semantic=0.5522; sequence_match=0.3636,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,uses platform,supports Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.1667; semantic=0.5338; sequence_match=0.3333,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,has declared status,has Version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has specified data input,has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,implements,interoperable With,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.5874; sequence_match=0.3704,False,0.4992,False,top-3 avg score 0.4992 < final_threshold 0.7
ObjectProperty,has license,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,has declared status,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,uses software,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has output,has License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has specified data output,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,uses platform,has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5564; sequence_match=0.3636,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has specified data input,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has format specification,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has declared status,supports Task,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6174; levenshtein=0.2941; semantic=0.4078; sequence_match=0.4138,False,0.4797,False,top-3 avg score 0.4797 < final_threshold 0.7
ObjectProperty,has version,has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5730; sequence_match=0.3200,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,has clause,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5233; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,uses software,supported Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5874; levenshtein=0.2353; semantic=0.5628; sequence_match=0.2759,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.7
ObjectProperty,is alternative format of,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6194; levenshtein=0.2857; semantic=0.4300; sequence_match=0.3750,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.7
ObjectProperty,is software for,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4673; sequence_match=0.4286,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,has specified data output,can Export To,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5563; levenshtein=0.1818; semantic=0.6223; sequence_match=0.2424,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.7
ObjectProperty,has clause,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4925; sequence_match=0.3478,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,is software for,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4577; sequence_match=0.3704,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,is developed by,interoperable With,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2353; semantic=0.4394; sequence_match=0.4000,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
ObjectProperty,is software for,uses Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,is encoded in,uses Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,has version,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4938; sequence_match=0.3810,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.7
ObjectProperty,has function,can Export To,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.5230; sequence_match=0.3636,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.7
ObjectProperty,has output,supports Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5736; sequence_match=0.1905,False,0.4584,False,top-3 avg score 0.4584 < final_threshold 0.7
ObjectProperty,implements,supports Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2500; semantic=0.5778; sequence_match=0.2727,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,is alternative format of,interoperable With,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6202; levenshtein=0.2381; semantic=0.4227; sequence_match=0.3158,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.7
ObjectProperty,uses software,has License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5953; sequence_match=0.1818,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,is alternative format of,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2381; semantic=0.4476; sequence_match=0.2581,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,uses Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,has interface,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.5245; sequence_match=0.2609,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,is encoded in,has License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4505; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,is developed by,has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3478,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,has specified data output,supported Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.2727; semantic=0.4296; sequence_match=0.3590,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,has specified data input,supported Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5415; levenshtein=0.2381; semantic=0.4768; sequence_match=0.3158,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,uses software,supports Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2500; semantic=0.4957; sequence_match=0.2500,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,has declared status,has Input Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5896; levenshtein=0.2941; semantic=0.3481; sequence_match=0.3871,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,uses platform,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.2500; semantic=0.4555; sequence_match=0.3478,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,has interface,supported Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5065; levenshtein=0.1765; semantic=0.5343; sequence_match=0.2759,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.7
ObjectProperty,uses software,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4756; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,has version,uses Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.5536; sequence_match=0.0870,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has output,uses Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5754; sequence_match=0.0909,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,has function,uses Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5962; sequence_match=0.0833,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,has format specification,supported Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5642; levenshtein=0.2727; semantic=0.4643; sequence_match=0.2564,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.7
ObjectProperty,has declared status,has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.2941; semantic=0.3944; sequence_match=0.3750,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,has declared status,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2941; semantic=0.3630; sequence_match=0.3571,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,has format specification,supports Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2273; semantic=0.4739; sequence_match=0.1176,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,has declared status,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.2353; semantic=0.3538; sequence_match=0.3333,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.7
ObjectProperty,has input,interoperable With,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4707; sequence_match=0.3200,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.7
ObjectProperty,has function,supports Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.6289; sequence_match=0.1739,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,has license,uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5205; levenshtein=0.1538; semantic=0.5875; sequence_match=0.1739,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,is software for,can Export To,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4706; sequence_match=0.3333,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,has output,supported Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4793; sequence_match=0.1538,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,has input,supports Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5472; sequence_match=0.2000,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,uses platform,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.1667; semantic=0.4848; sequence_match=0.2105,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,implements,has Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5359; sequence_match=0.2353,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.7
ObjectProperty,uses platform,interoperable With,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1765; semantic=0.4683; sequence_match=0.2759,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.7
ObjectProperty,is encoded in,has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0909; semantic=0.4839; sequence_match=0.1905,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,has license,has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.5183; sequence_match=0.2400,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,is encoded in,has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.5498; sequence_match=0.2400,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,uses software,developed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.4858; sequence_match=0.2609,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,is developed by,has License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4984; sequence_match=0.2609,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
ObjectProperty,uses software,has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4712; sequence_match=0.2308,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.7
ObjectProperty,is software for,has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.3976; sequence_match=0.3000,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
