prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,prohibition,has prohibition,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.8858; sequence_match=0.8800,False,0.8779,True,selected
ObjectProperty,andSequence,is consequence of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7690; levenshtein=0.5333; semantic=0.4946; sequence_match=0.6923,False,0.6649,False,top-3 avg score 0.6649 < final_threshold 0.7
ObjectProperty,function,has action,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7269; levenshtein=0.5556; semantic=0.5552; sequence_match=0.5882,False,0.6235,False,top-3 avg score 0.6235 < final_threshold 0.7
ObjectProperty,relation,has action,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7269; levenshtein=0.5556; semantic=0.4711; sequence_match=0.5882,False,0.6235,False,top-3 avg score 0.6235 < final_threshold 0.7
ObjectProperty,function,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7083; levenshtein=0.5000; semantic=0.5852; sequence_match=0.5556,False,0.6164,False,top-3 avg score 0.6164 < final_threshold 0.7
ObjectProperty,hasPolicy,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6712; sequence_match=0.5000,False,0.6144,False,top-3 avg score 0.6144 < final_threshold 0.7
ObjectProperty,obligation,is action of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7333; levenshtein=0.3000; semantic=0.4993; sequence_match=0.6000,False,0.6109,False,top-3 avg score 0.6109 < final_threshold 0.7
ObjectProperty,hasPolicy,has action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8056; levenshtein=0.4444; semantic=0.5731; sequence_match=0.4444,False,0.6077,False,top-3 avg score 0.6077 < final_threshold 0.7
ObjectProperty,obligation,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5893; sequence_match=0.5833,False,0.6036,False,top-3 avg score 0.6036 < final_threshold 0.7
ObjectProperty,hasPolicy,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6264; sequence_match=0.5000,False,0.5994,False,top-3 avg score 0.5994 < final_threshold 0.7
ObjectProperty,relation,is action of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7083; levenshtein=0.4000; semantic=0.5305; sequence_match=0.5556,False,0.5981,False,top-3 avg score 0.5981 < final_threshold 0.7
ObjectProperty,partOf,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7037; levenshtein=0.4444; semantic=0.5415; sequence_match=0.5333,False,0.5928,False,top-3 avg score 0.5928 < final_threshold 0.7
ObjectProperty,hasPolicy,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.5553; sequence_match=0.5217,False,0.5918,False,top-3 avg score 0.5918 < final_threshold 0.7
ObjectProperty,permission,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.6289; sequence_match=0.5000,False,0.589,False,top-3 avg score 0.5890 < final_threshold 0.7
ObjectProperty,prohibition,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6773; levenshtein=0.3077; semantic=0.5895; sequence_match=0.5000,False,0.589,False,top-3 avg score 0.5890 < final_threshold 0.7
ObjectProperty,obligation,is prohibition of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.5519; sequence_match=0.5600,False,0.5796,False,top-3 avg score 0.5796 < final_threshold 0.7
ObjectProperty,assigner,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5490; sequence_match=0.5000,False,0.5719,False,top-3 avg score 0.5719 < final_threshold 0.7
ObjectProperty,assignee,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5462; sequence_match=0.5000,False,0.5709,False,top-3 avg score 0.5709 < final_threshold 0.7
ObjectProperty,partOf,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5229; sequence_match=0.5000,False,0.5706,False,top-3 avg score 0.5706 < final_threshold 0.7
ObjectProperty,inheritRelation,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6684; levenshtein=0.3333; semantic=0.5361; sequence_match=0.5000,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,inheritRelation,is conflict resolution of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6535; levenshtein=0.4545; semantic=0.4163; sequence_match=0.5946,False,0.5676,False,top-3 avg score 0.5676 < final_threshold 0.7
ObjectProperty,hasPolicy,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3846; semantic=0.5952; sequence_match=0.4545,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,assignee,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.2222; semantic=0.5535; sequence_match=0.4706,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,hasPolicy,is included in policy,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3889; levenshtein=0.3333; semantic=0.7679; sequence_match=0.5185,False,0.5584,False,top-3 avg score 0.5584 < final_threshold 0.7
ObjectProperty,permission,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.1000; semantic=0.5043; sequence_match=0.5000,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.7
ObjectProperty,assigner,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6602; levenshtein=0.2222; semantic=0.5338; sequence_match=0.4706,False,0.5549,False,top-3 avg score 0.5549 < final_threshold 0.7
ObjectProperty,failure,has rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,scope,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6952; levenshtein=0.2857; semantic=0.5453; sequence_match=0.4211,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,prohibition,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.2857; semantic=0.5081; sequence_match=0.4800,False,0.5509,False,top-3 avg score 0.5509 < final_threshold 0.7
ObjectProperty,target,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5561; sequence_match=0.4667,False,0.5437,False,top-3 avg score 0.5437 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,hasPolicy,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.5470; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,obligation,has action,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.4756; sequence_match=0.5263,False,0.5401,False,top-3 avg score 0.5401 < final_threshold 0.7
ObjectProperty,action,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.5660; sequence_match=0.4000,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,inheritRelation,has conflict resolution,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6516; levenshtein=0.4286; semantic=0.4564; sequence_match=0.5000,False,0.536,False,top-3 avg score 0.5360 < final_threshold 0.7
ObjectProperty,assigner,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5231; sequence_match=0.4762,False,0.5342,False,top-3 avg score 0.5342 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.5958; sequence_match=0.4348,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,prohibition,has action,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.4967; sequence_match=0.5000,False,0.5334,False,top-3 avg score 0.5334 < final_threshold 0.7
ObjectProperty,target,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.5462; sequence_match=0.4286,False,0.5333,False,top-3 avg score 0.5333 < final_threshold 0.7
ObjectProperty,action,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.5044; sequence_match=0.4444,False,0.5332,False,top-3 avg score 0.5332 < final_threshold 0.7
ObjectProperty,inheritRelation,is permission of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6556; levenshtein=0.2667; semantic=0.4564; sequence_match=0.4828,False,0.5316,False,top-3 avg score 0.5316 < final_threshold 0.7
ObjectProperty,inheritFrom,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.5642; sequence_match=0.4167,False,0.5314,False,top-3 avg score 0.5314 < final_threshold 0.7
ObjectProperty,assigner,has action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4710; sequence_match=0.4706,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.7
ObjectProperty,conflict,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6300; sequence_match=0.3636,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,constraint,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.6060; sequence_match=0.4167,False,0.5292,False,top-3 avg score 0.5292 < final_threshold 0.7
ObjectProperty,inheritFrom,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.2727; semantic=0.5786; sequence_match=0.4000,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.7
ObjectProperty,operator,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.3571; semantic=0.5330; sequence_match=0.4545,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.7
ObjectProperty,relation,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.5184; sequence_match=0.3810,False,0.527,False,top-3 avg score 0.5270 < final_threshold 0.7
ObjectProperty,constraint,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6280; levenshtein=0.2857; semantic=0.4980; sequence_match=0.4516,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,assignee,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4522; sequence_match=0.4545,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.7
ObjectProperty,conflict,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.4964; sequence_match=0.4762,False,0.5253,False,top-3 avg score 0.5253 < final_threshold 0.7
ObjectProperty,inheritFrom,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.3571; semantic=0.5091; sequence_match=0.4000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,function,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7092; levenshtein=0.3077; semantic=0.4830; sequence_match=0.3810,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
ObjectProperty,scope,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2667; semantic=0.4840; sequence_match=0.4000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,assignee,has action,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4486; sequence_match=0.4706,False,0.5224,False,top-3 avg score 0.5224 < final_threshold 0.7
ObjectProperty,permission,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.5194; sequence_match=0.4211,False,0.5197,False,top-3 avg score 0.5197 < final_threshold 0.7
ObjectProperty,permission,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.3333; semantic=0.5652; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,assignee,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5475; sequence_match=0.4762,False,0.5143,False,top-3 avg score 0.5143 < final_threshold 0.7
ObjectProperty,relation,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.4702; sequence_match=0.4545,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.7
ObjectProperty,operand,sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.3077; semantic=0.5967; sequence_match=0.4000,False,0.5132,False,top-3 avg score 0.5132 < final_threshold 0.7
ObjectProperty,partOf,is requestor party of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.4833; sequence_match=0.5000,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
ObjectProperty,partOf,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4843; sequence_match=0.4286,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.7
ObjectProperty,prohibition,is action of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4573; sequence_match=0.4762,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,hasPolicy,has assignee party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.3125; semantic=0.5136; sequence_match=0.4000,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,scope,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5009; sequence_match=0.4000,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.7
ObjectProperty,hasPolicy,has assigner party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.3125; semantic=0.5098; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,obligation,is duty of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.7714; sequence_match=0.1111,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,permission,has action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.3000; semantic=0.5772; sequence_match=0.4211,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,target,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5167; sequence_match=0.4000,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.7
ObjectProperty,and,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.4769; sequence_match=0.4000,False,0.5092,False,top-3 avg score 0.5092 < final_threshold 0.7
ObjectProperty,assignee,has remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,scope,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.1538; semantic=0.5789; sequence_match=0.3333,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,relation,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5633; sequence_match=0.3750,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,hasPolicy,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.5976; sequence_match=0.3529,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,conflict,includes policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4712; sequence_match=0.4545,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,inheritRelation,has action,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5630; levenshtein=0.3333; semantic=0.4563; sequence_match=0.5000,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,implies,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2857; semantic=0.4828; sequence_match=0.3810,False,0.5048,False,top-3 avg score 0.5048 < final_threshold 0.7
ObjectProperty,target,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,andSequence,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6328; levenshtein=0.2353; semantic=0.4526; sequence_match=0.4286,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,partOf,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.5418; sequence_match=0.4000,False,0.5044,False,top-3 avg score 0.5044 < final_threshold 0.7
ObjectProperty,scope,has action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5412; sequence_match=0.4286,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assignee,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assigner,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,action,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.3077; semantic=0.5913; sequence_match=0.4211,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,inheritFrom,is assignee party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5875; levenshtein=0.2353; semantic=0.4919; sequence_match=0.4286,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,inheritFrom,is assigner party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6076; levenshtein=0.2353; semantic=0.4713; sequence_match=0.4286,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,partOf,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4535; sequence_match=0.4286,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.7
ObjectProperty,operand,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.5878; sequence_match=0.3810,False,0.5015,False,top-3 avg score 0.5015 < final_threshold 0.7
ObjectProperty,partOf,is assigner party of,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4837; levenshtein=0.3529; semantic=0.4972; sequence_match=0.5217,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.7
ObjectProperty,constraint,has action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5415; sequence_match=0.3158,False,0.5006,False,top-3 avg score 0.5006 < final_threshold 0.7
ObjectProperty,implies,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.4975; sequence_match=0.4000,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
ObjectProperty,or,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7143; levenshtein=0.1429; semantic=0.5330; sequence_match=0.2500,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
