gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
plain text file format,Open Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5275; levenshtein=0.3684; semantic=0.6669; sequence_match=0.5517,False,0.5821,False,top-3 avg score 0.5821 < final_threshold 0.6
algorithm,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2222; semantic=0.5765; sequence_match=0.4706,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
CEL binary format,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.3222; levenshtein=0.4000; semantic=0.7461; sequence_match=0.5714,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.6
CEL ASCII format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7262; levenshtein=0.4286; semantic=0.4402; sequence_match=0.5455,False,0.5706,False,top-3 avg score 0.5706 < final_threshold 0.6
data format specification,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6037; levenshtein=0.1739; semantic=0.7034; sequence_match=0.4000,False,0.569,False,top-3 avg score 0.5690 < final_threshold 0.6
plain text file format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6294; levenshtein=0.4211; semantic=0.4779; sequence_match=0.5926,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.6
CEL binary format,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.4000; semantic=0.6078; sequence_match=0.5000,False,0.5619,False,top-3 avg score 0.5619 < final_threshold 0.6
file rendering,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.4615; semantic=0.5416; sequence_match=0.5217,False,0.5555,False,top-3 avg score 0.5555 < final_threshold 0.6
Free,Feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5216; sequence_match=0.5455,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.6
version number,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3077; semantic=0.6230; sequence_match=0.4545,False,0.5525,False,top-3 avg score 0.5525 < final_threshold 0.6
data format specification,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6464; levenshtein=0.3043; semantic=0.5699; sequence_match=0.4375,False,0.5513,False,top-3 avg score 0.5513 < final_threshold 0.6
plain text file format,Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4795; levenshtein=0.3158; semantic=0.6921; sequence_match=0.4800,False,0.5506,False,top-3 avg score 0.5506 < final_threshold 0.6
Maintained,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5377; sequence_match=0.4286,False,0.5499,False,top-3 avg score 0.5499 < final_threshold 0.6
data format specification,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.2609; semantic=0.6942; sequence_match=0.3636,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.6
data item,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5297; sequence_match=0.4706,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.6
Open source software license,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3600; semantic=0.5787; sequence_match=0.4865,False,0.5476,False,top-3 avg score 0.5476 < final_threshold 0.6
software interface,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.5936; sequence_match=0.3704,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.6
CEL binary format,Platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4469; sequence_match=0.5217,False,0.5433,False,top-3 avg score 0.5433 < final_threshold 0.6
Open source software license,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6793; levenshtein=0.2800; semantic=0.5459; sequence_match=0.4000,False,0.5417,False,top-3 avg score 0.5417 < final_threshold 0.6
text editing,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.6198; sequence_match=0.4000,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.6
web service,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5722; levenshtein=0.3000; semantic=0.6190; sequence_match=0.4286,False,0.5399,False,top-3 avg score 0.5399 < final_threshold 0.6
Not Free,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5689; sequence_match=0.4286,False,0.5388,False,top-3 avg score 0.5388 < final_threshold 0.6
function,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.5273; sequence_match=0.4762,False,0.5356,False,top-3 avg score 0.5356 < final_threshold 0.6
application programming interface,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6526; levenshtein=0.2258; semantic=0.5917; sequence_match=0.3590,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.6
data item,Tool Data Task Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.6122; sequence_match=0.4800,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.6
Free,Software Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4306; sequence_match=0.5000,False,0.5324,False,top-3 avg score 0.5324 < final_threshold 0.6
Not Free,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5913; sequence_match=0.4000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
plain text file format,CEL Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4729; levenshtein=0.4211; semantic=0.6194; sequence_match=0.5000,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.6
data format specification,Data Flow,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2609; semantic=0.5341; sequence_match=0.3871,False,0.5305,False,top-3 avg score 0.5305 < final_threshold 0.6
software interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6811; levenshtein=0.2941; semantic=0.5751; sequence_match=0.3333,False,0.5299,False,top-3 avg score 0.5299 < final_threshold 0.6
programming language,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6135; levenshtein=0.2632; semantic=0.6093; sequence_match=0.3636,False,0.5288,False,top-3 avg score 0.5288 < final_threshold 0.6
algorithm,CEL Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6370; levenshtein=0.2222; semantic=0.4913; sequence_match=0.4444,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
algorithm,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5612; sequence_match=0.4000,False,0.5241,False,top-3 avg score 0.5241 < final_threshold 0.6
algorithm,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5525; sequence_match=0.4000,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
data format specification,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5512; levenshtein=0.2609; semantic=0.6321; sequence_match=0.3750,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.6
function,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.5557; sequence_match=0.4000,False,0.519,False,top-3 avg score 0.5190 < final_threshold 0.6
data item,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5434; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.6
Source code available,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1579; semantic=0.6447; sequence_match=0.3684,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.6
software developer organization,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.3103; semantic=0.5396; sequence_match=0.4286,False,0.5132,False,top-3 avg score 0.5132 < final_threshold 0.6
PROcess,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4911; sequence_match=0.4286,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.6
Not Free,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.2000; semantic=0.5795; sequence_match=0.3529,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.6
data format specification,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4758; levenshtein=0.2609; semantic=0.6847; sequence_match=0.3750,False,0.5118,False,top-3 avg score 0.5118 < final_threshold 0.6
desktop graphical user interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2069; semantic=0.6407; sequence_match=0.3158,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.6
desktop graphical user interface,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6023; levenshtein=0.2069; semantic=0.5650; sequence_match=0.3590,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.6
plain text file format,CSV Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3860; levenshtein=0.3158; semantic=0.7081; sequence_match=0.4286,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.6
software,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.6046; sequence_match=0.3333,False,0.5071,False,top-3 avg score 0.5071 < final_threshold 0.6
CEL ASCII format,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6456; levenshtein=0.2143; semantic=0.3531; sequence_match=0.5185,False,0.5058,False,top-3 avg score 0.5058 < final_threshold 0.6
Purchase cost,User,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2500; semantic=0.4450; sequence_match=0.3750,False,0.5048,False,top-3 avg score 0.5048 < final_threshold 0.6
CEL binary format,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6530; levenshtein=0.2667; semantic=0.3604; sequence_match=0.5000,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.6
Source code available,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.2105; semantic=0.6775; sequence_match=0.3571,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
file rendering,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5395; sequence_match=0.4000,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.6
programming language,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2632; semantic=0.5228; sequence_match=0.3889,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.6
Free,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4886; sequence_match=0.4000,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.6
application programming interface,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6323; levenshtein=0.1935; semantic=0.6159; sequence_match=0.2500,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.6
file rendering,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.2308; semantic=0.4703; sequence_match=0.4000,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
web service,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3158,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.6
software,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5781; sequence_match=0.3333,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
CEL ASCII format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4943; sequence_match=0.3810,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
data format specification,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6703; levenshtein=0.2174; semantic=0.4351; sequence_match=0.3871,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
Maintained,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2105; semantic=0.4897; sequence_match=0.4138,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
CEL ASCII format,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.5149; sequence_match=0.4000,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
web service,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5589; sequence_match=0.3529,False,0.4952,False,top-3 avg score 0.4952 < final_threshold 0.6
algorithm,Data Flow,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.6388; sequence_match=0.3529,False,0.4941,False,top-3 avg score 0.4941 < final_threshold 0.6
Maintained,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.5072; sequence_match=0.3750,False,0.4941,False,top-3 avg score 0.4941 < final_threshold 0.6
Not Free,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.5164; sequence_match=0.3750,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.6
algorithm,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.5170; sequence_match=0.3636,False,0.493,False,top-3 avg score 0.4930 < final_threshold 0.6
Maintained,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5494; sequence_match=0.3529,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
Development status,CEL Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6176; levenshtein=0.2941; semantic=0.3957; sequence_match=0.4615,False,0.4916,False,top-3 avg score 0.4916 < final_threshold 0.6
desktop graphical user interface,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5707; levenshtein=0.3103; semantic=0.5867; sequence_match=0.2917,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
Development status,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2941; semantic=0.4613; sequence_match=0.4444,False,0.489,False,top-3 avg score 0.4890 < final_threshold 0.6
application programming interface,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6226; levenshtein=0.2258; semantic=0.5774; sequence_match=0.2667,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
text editing,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.5216; sequence_match=0.3529,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.6
.csv,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.2857; semantic=0.5733; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.6
web service,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5347; sequence_match=0.3529,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
software,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.5172; sequence_match=0.3529,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.6
software,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.5796; sequence_match=0.3333,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
algorithm,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6418; sequence_match=0.3333,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
software interface,Open Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6087; levenshtein=0.2941; semantic=0.5533; sequence_match=0.2222,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
Development status,Help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6422; levenshtein=0.1765; semantic=0.5266; sequence_match=0.2857,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
Not Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.6422; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
version number,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5849; sequence_match=0.3000,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
Maintained,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5211; sequence_match=0.3529,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.6
XML,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6329; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
file rendering,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5919; sequence_match=0.2727,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.6
Development status,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.5900; sequence_match=0.3333,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
Not Free,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5939; sequence_match=0.3077,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.6
software,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6076; sequence_match=0.2500,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
text editing,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5394; sequence_match=0.3333,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.6
version number,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5270; sequence_match=0.3478,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
version number,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5913; sequence_match=0.3000,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.6
.csv,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6205; sequence_match=0.2857,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.6
software interface,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.5797; sequence_match=0.2500,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.6
XML,Help,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6167; sequence_match=0.2857,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.6
software developer organization,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1724; semantic=0.6057; sequence_match=0.3333,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
.csv,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.6064; sequence_match=0.1538,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
Free,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5996; sequence_match=0.3636,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
CEL ASCII format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.1429; semantic=0.5020; sequence_match=0.3478,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
