prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has input,has input,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,has output,can process output from,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6796; levenshtein=0.4000; semantic=0.7634; sequence_match=0.5517,False,0.6649,False,top-3 avg score 0.6649 < final_threshold 0.7
ObjectProperty,has output,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8169; levenshtein=0.3750; semantic=0.6113; sequence_match=0.5600,False,0.6627,False,top-3 avg score 0.6627 < final_threshold 0.7
ObjectProperty,has format specification,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8069; levenshtein=0.4545; semantic=0.6004; sequence_match=0.5789,False,0.6621,False,top-3 avg score 0.6621 < final_threshold 0.7
ObjectProperty,is software for,has software type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6530; levenshtein=0.6000; semantic=0.6819; sequence_match=0.6429,False,0.6593,False,top-3 avg score 0.6593 < final_threshold 0.7
ObjectProperty,has output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6085; sequence_match=0.5217,False,0.6584,False,top-3 avg score 0.6584 < final_threshold 0.7
ObjectProperty,has output,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7966; levenshtein=0.4615; semantic=0.6303; sequence_match=0.5455,False,0.6575,False,top-3 avg score 0.6575 < final_threshold 0.7
ObjectProperty,has format specification,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.8151; sequence_match=0.4865,False,0.6574,False,top-3 avg score 0.6574 < final_threshold 0.7
ObjectProperty,has function,has input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7967; levenshtein=0.3636; semantic=0.6431; sequence_match=0.5263,False,0.6554,False,top-3 avg score 0.6554 < final_threshold 0.7
ObjectProperty,has format specification,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has interface,has maintenance status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7978; levenshtein=0.4500; semantic=0.5179; sequence_match=0.6250,False,0.6469,False,top-3 avg score 0.6469 < final_threshold 0.7
ObjectProperty,has version,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8056; levenshtein=0.4000; semantic=0.5737; sequence_match=0.5600,False,0.6464,False,top-3 avg score 0.6464 < final_threshold 0.7
ObjectProperty,has output,has exported data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7904; levenshtein=0.4000; semantic=0.6467; sequence_match=0.5000,False,0.6457,False,top-3 avg score 0.6457 < final_threshold 0.7
ObjectProperty,has specified data input,has modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8339; levenshtein=0.4286; semantic=0.5451; sequence_match=0.5556,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has version,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has specified data output,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has input,has license,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,has license,has input,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,has declared status,has exported data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8069; levenshtein=0.4706; semantic=0.4992; sequence_match=0.5625,False,0.6229,False,top-3 avg score 0.6229 < final_threshold 0.7
ObjectProperty,has interface,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8373; levenshtein=0.4615; semantic=0.5461; sequence_match=0.4800,False,0.6211,False,top-3 avg score 0.6211 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has version,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6634; sequence_match=0.5455,False,0.6178,False,top-3 avg score 0.6178 < final_threshold 0.7
ObjectProperty,is encoded in,is implemented in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7695; levenshtein=0.4667; semantic=0.4334; sequence_match=0.6154,False,0.6172,False,top-3 avg score 0.6172 < final_threshold 0.7
ObjectProperty,has specified data input,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,has declared status,has help resource,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7969; levenshtein=0.4706; semantic=0.4550; sequence_match=0.5625,False,0.61,False,top-3 avg score 0.6100 < final_threshold 0.7
ObjectProperty,has license,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.3500; semantic=0.5580; sequence_match=0.4667,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has version,exported by version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6087; levenshtein=0.4118; semantic=0.6911; sequence_match=0.5185,False,0.6061,False,top-3 avg score 0.6061 < final_threshold 0.7
ObjectProperty,has interface,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5767; sequence_match=0.4444,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,has specified data output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5302; sequence_match=0.4865,False,0.6055,False,top-3 avg score 0.6055 < final_threshold 0.7
ObjectProperty,has specified data input,has exported data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6794; levenshtein=0.4286; semantic=0.5491; sequence_match=0.5556,False,0.5947,False,top-3 avg score 0.5947 < final_threshold 0.7
ObjectProperty,has specified data input,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7949; levenshtein=0.3810; semantic=0.4513; sequence_match=0.5294,False,0.5919,False,top-3 avg score 0.5919 < final_threshold 0.7
ObjectProperty,has interface,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.4000; semantic=0.6176; sequence_match=0.5185,False,0.5906,False,top-3 avg score 0.5906 < final_threshold 0.7
ObjectProperty,has format specification,has software version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8038; levenshtein=0.3636; semantic=0.5156; sequence_match=0.4500,False,0.5898,False,top-3 avg score 0.5898 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has clause,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7904; levenshtein=0.4000; semantic=0.5579; sequence_match=0.4167,False,0.5883,False,top-3 avg score 0.5883 < final_threshold 0.7
ObjectProperty,has specified data output,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7903; levenshtein=0.4091; semantic=0.4472; sequence_match=0.5143,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.7
ObjectProperty,has version,has input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has version,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.4375; semantic=0.5932; sequence_match=0.5385,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
ObjectProperty,has version,has modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6529; sequence_match=0.4800,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,has function,has software version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6406; levenshtein=0.3889; semantic=0.5374; sequence_match=0.5517,False,0.5766,False,top-3 avg score 0.5766 < final_threshold 0.7
ObjectProperty,has version,has valid input,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.3846; semantic=0.5173; sequence_match=0.5217,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.7
ObjectProperty,has interface,has documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3125; semantic=0.6548; sequence_match=0.4286,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,has license,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.6009; sequence_match=0.4615,False,0.5736,False,top-3 avg score 0.5736 < final_threshold 0.7
ObjectProperty,has output,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.5865; sequence_match=0.4762,False,0.5734,False,top-3 avg score 0.5734 < final_threshold 0.7
ObjectProperty,has license,has valid input,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.4615; semantic=0.5078; sequence_match=0.5217,False,0.5722,False,top-3 avg score 0.5722 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,has declared status,has download source,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8225; levenshtein=0.3529; semantic=0.3641; sequence_match=0.5294,False,0.572,False,top-3 avg score 0.5720 < final_threshold 0.7
ObjectProperty,has clause,has input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.5951; sequence_match=0.4706,False,0.5713,False,top-3 avg score 0.5713 < final_threshold 0.7
ObjectProperty,has output,has export capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6053; levenshtein=0.3684; semantic=0.6076; sequence_match=0.5000,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.7
ObjectProperty,has specified data output,has input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6187; levenshtein=0.3182; semantic=0.6215; sequence_match=0.4667,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has function,has capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.6756; sequence_match=0.4167,False,0.5686,False,top-3 avg score 0.5686 < final_threshold 0.7
ObjectProperty,has clause,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6538; levenshtein=0.4615; semantic=0.5056; sequence_match=0.5455,False,0.5683,False,top-3 avg score 0.5683 < final_threshold 0.7
ObjectProperty,has input,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6167; sequence_match=0.4348,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,has license,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6046; sequence_match=0.4545,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,has version,has development type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.3333; semantic=0.5495; sequence_match=0.5000,False,0.566,False,top-3 avg score 0.5660 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,is alternative format of,exports to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6794; levenshtein=0.3810; semantic=0.5617; sequence_match=0.4444,False,0.5618,False,top-3 avg score 0.5618 < final_threshold 0.7
ObjectProperty,has interface,has download source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6708; levenshtein=0.3529; semantic=0.5312; sequence_match=0.4828,False,0.5616,False,top-3 avg score 0.5616 < final_threshold 0.7
ObjectProperty,has license,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5920; sequence_match=0.4800,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.7
ObjectProperty,has clause,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5733; sequence_match=0.4545,False,0.5606,False,top-3 avg score 0.5606 < final_threshold 0.7
ObjectProperty,has input,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3846; semantic=0.5232; sequence_match=0.4762,False,0.5603,False,top-3 avg score 0.5603 < final_threshold 0.7
ObjectProperty,has clause,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.3125; semantic=0.5889; sequence_match=0.4000,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has license,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.4000; semantic=0.5650; sequence_match=0.4800,False,0.5573,False,top-3 avg score 0.5573 < final_threshold 0.7
ObjectProperty,has clause,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2667; semantic=0.6234; sequence_match=0.4167,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,has input,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.5101; sequence_match=0.4762,False,0.556,False,top-3 avg score 0.5560 < final_threshold 0.7
ObjectProperty,has specified data output,can process output from,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5931; levenshtein=0.2273; semantic=0.6451; sequence_match=0.4286,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.7
ObjectProperty,has input,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3125; semantic=0.5974; sequence_match=0.4167,False,0.5556,False,top-3 avg score 0.5556 < final_threshold 0.7
ObjectProperty,has input,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.5772; sequence_match=0.4348,False,0.5549,False,top-3 avg score 0.5549 < final_threshold 0.7
ObjectProperty,has specified data output,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.3636; semantic=0.5639; sequence_match=0.4571,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.5892; sequence_match=0.3704,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,has clause,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.5837; sequence_match=0.4762,False,0.5502,False,top-3 avg score 0.5502 < final_threshold 0.7
ObjectProperty,has declared status,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6665; levenshtein=0.4118; semantic=0.4502; sequence_match=0.5333,False,0.55,False,top-3 avg score 0.5500 < final_threshold 0.7
ObjectProperty,has format specification,exports to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5404; levenshtein=0.2727; semantic=0.7285; sequence_match=0.3784,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.7
ObjectProperty,has interface,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.5690; sequence_match=0.4800,False,0.5491,False,top-3 avg score 0.5491 < final_threshold 0.7
ObjectProperty,has clause,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.3000; semantic=0.5501; sequence_match=0.4828,False,0.5489,False,top-3 avg score 0.5489 < final_threshold 0.7
ObjectProperty,has function,has new feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.6154; sequence_match=0.4167,False,0.5485,False,top-3 avg score 0.5485 < final_threshold 0.7
ObjectProperty,has output,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5985; sequence_match=0.4167,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has license,has development type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6487; levenshtein=0.3889; semantic=0.4956; sequence_match=0.5000,False,0.5481,False,top-3 avg score 0.5481 < final_threshold 0.7
ObjectProperty,has interface,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6160; sequence_match=0.4167,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.7
ObjectProperty,has output,has development type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2778; semantic=0.5229; sequence_match=0.4444,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,has license,has download source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6563; levenshtein=0.2941; semantic=0.5386; sequence_match=0.4444,False,0.5464,False,top-3 avg score 0.5464 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,is developed by,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.3333; semantic=0.5775; sequence_match=0.4286,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,has specified data output,can process data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6229; levenshtein=0.2727; semantic=0.6259; sequence_match=0.3889,False,0.5459,False,top-3 avg score 0.5459 < final_threshold 0.7
ObjectProperty,has clause,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3077; semantic=0.5269; sequence_match=0.4545,False,0.5451,False,top-3 avg score 0.5451 < final_threshold 0.7
ObjectProperty,has specified data input,can process data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.6041; sequence_match=0.4000,False,0.5448,False,top-3 avg score 0.5448 < final_threshold 0.7
ObjectProperty,has output,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5879; sequence_match=0.4167,False,0.5447,False,top-3 avg score 0.5447 < final_threshold 0.7
ObjectProperty,has output,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3077; semantic=0.6225; sequence_match=0.3636,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.7
ObjectProperty,has input,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5202; sequence_match=0.4286,False,0.544,False,top-3 avg score 0.5440 < final_threshold 0.7
ObjectProperty,has clause,has download source,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6822; levenshtein=0.4118; semantic=0.5354; sequence_match=0.3846,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,has specified data output,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6958; levenshtein=0.2727; semantic=0.5378; sequence_match=0.3902,False,0.5413,False,top-3 avg score 0.5413 < final_threshold 0.7
ObjectProperty,has interface,has software version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6759; levenshtein=0.3333; semantic=0.5377; sequence_match=0.4000,False,0.5379,False,top-3 avg score 0.5379 < final_threshold 0.7
ObjectProperty,has specified data input,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6462; levenshtein=0.3810; semantic=0.5346; sequence_match=0.4324,False,0.5377,False,top-3 avg score 0.5377 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
