prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,andSequence,is consequence of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7690; levenshtein=0.5333; semantic=0.4946; sequence_match=0.6923,False,0.6649,False,top-3 avg score 0.6649 < final_threshold 0.7
ObjectProperty,inheritRelation,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6160; levenshtein=0.4000; semantic=0.8063; sequence_match=0.5714,False,0.6646,False,top-3 avg score 0.6646 < final_threshold 0.7
ObjectProperty,constraint,conflict strategy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8227; levenshtein=0.4375; semantic=0.5291; sequence_match=0.6154,False,0.6557,False,top-3 avg score 0.6557 < final_threshold 0.7
ObjectProperty,action,activates on failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8667; levenshtein=0.3333; semantic=0.5429; sequence_match=0.5000,False,0.6365,False,top-3 avg score 0.6365 < final_threshold 0.7
ObjectProperty,operand,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.4545; semantic=0.7565; sequence_match=0.5556,False,0.6339,False,top-3 avg score 0.6339 < final_threshold 0.7
ObjectProperty,partOf,operator of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7556; levenshtein=0.5000; semantic=0.4919; sequence_match=0.6250,False,0.6269,False,top-3 avg score 0.6269 < final_threshold 0.7
ObjectProperty,failure,activates on failure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5317; levenshtein=0.3889; semantic=0.7837; sequence_match=0.5600,False,0.6252,False,top-3 avg score 0.6252 < final_threshold 0.7
ObjectProperty,partOf,has part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4365; levenshtein=0.2857; semantic=0.8159; sequence_match=0.6154,False,0.6226,False,top-3 avg score 0.6226 < final_threshold 0.7
ObjectProperty,hasPolicy,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6712; sequence_match=0.5000,False,0.6144,False,top-3 avg score 0.6144 < final_threshold 0.7
ObjectProperty,partOf,is target of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7111; levenshtein=0.5000; semantic=0.4870; sequence_match=0.6250,False,0.612,False,top-3 avg score 0.6120 < final_threshold 0.7
ObjectProperty,operator,part of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7528; levenshtein=0.5000; semantic=0.4873; sequence_match=0.5714,False,0.6081,False,top-3 avg score 0.6081 < final_threshold 0.7
ObjectProperty,scope,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7212; levenshtein=0.2727; semantic=0.5825; sequence_match=0.5000,False,0.6012,False,top-3 avg score 0.6012 < final_threshold 0.7
ObjectProperty,leftOperand,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5697; levenshtein=0.3636; semantic=0.7259; sequence_match=0.4545,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,scope,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5690; sequence_match=0.5000,False,0.5817,False,top-3 avg score 0.5817 < final_threshold 0.7
ObjectProperty,hasPolicy,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.5662; sequence_match=0.5000,False,0.5794,False,top-3 avg score 0.5794 < final_threshold 0.7
ObjectProperty,constraint,consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5997; sequence_match=0.4762,False,0.5758,False,top-3 avg score 0.5758 < final_threshold 0.7
ObjectProperty,leftOperand,operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5485; levenshtein=0.1818; semantic=0.6993; sequence_match=0.4762,False,0.5747,False,top-3 avg score 0.5747 < final_threshold 0.7
ObjectProperty,inheritFrom,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.4545; semantic=0.5727; sequence_match=0.4762,False,0.5695,False,top-3 avg score 0.5695 < final_threshold 0.7
ObjectProperty,partOf,strategy of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7111; levenshtein=0.4000; semantic=0.4773; sequence_match=0.5000,False,0.5628,False,top-3 avg score 0.5628 < final_threshold 0.7
ObjectProperty,target,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7556; levenshtein=0.3000; semantic=0.5518; sequence_match=0.3750,False,0.5608,False,top-3 avg score 0.5608 < final_threshold 0.7
ObjectProperty,operator,constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.4167; semantic=0.5683; sequence_match=0.5000,False,0.5607,False,top-3 avg score 0.5607 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,target,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5734; sequence_match=0.4615,False,0.5593,False,top-3 avg score 0.5593 < final_threshold 0.7
ObjectProperty,or,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7600; levenshtein=0.2000; semantic=0.5774; sequence_match=0.3333,False,0.5569,False,top-3 avg score 0.5569 < final_threshold 0.7
ObjectProperty,relation,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5838; sequence_match=0.4444,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,action,part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.5015; sequence_match=0.5000,False,0.556,False,top-3 avg score 0.5560 < final_threshold 0.7
ObjectProperty,failure,has rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,conflict,consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.6188; sequence_match=0.4211,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,relation,rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.5890; sequence_match=0.4286,False,0.5522,False,top-3 avg score 0.5522 < final_threshold 0.7
ObjectProperty,target,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,partOf,rule of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4804; sequence_match=0.5000,False,0.549,False,top-3 avg score 0.5490 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,assignee,target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5871; sequence_match=0.4286,False,0.5469,False,top-3 avg score 0.5469 < final_threshold 0.7
ObjectProperty,target,assignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5871; sequence_match=0.4286,False,0.5469,False,top-3 avg score 0.5469 < final_threshold 0.7
ObjectProperty,partOf,target,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4703; sequence_match=0.5000,False,0.5457,False,top-3 avg score 0.5457 < final_threshold 0.7
ObjectProperty,target,part of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.4703; sequence_match=0.5000,False,0.5457,False,top-3 avg score 0.5457 < final_threshold 0.7
ObjectProperty,inheritFrom,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,hasPolicy,directly linked policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4648; levenshtein=0.3000; semantic=0.7508; sequence_match=0.4138,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,constraint,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.5289; sequence_match=0.5000,False,0.543,False,top-3 avg score 0.5430 < final_threshold 0.7
ObjectProperty,scope,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5044; sequence_match=0.4615,False,0.5414,False,top-3 avg score 0.5414 < final_threshold 0.7
ObjectProperty,consequence,constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6237; levenshtein=0.4167; semantic=0.5650; sequence_match=0.4348,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,operator,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.5346; sequence_match=0.4444,False,0.5402,False,top-3 avg score 0.5402 < final_threshold 0.7
ObjectProperty,relation,part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5530; sequence_match=0.4286,False,0.5402,False,top-3 avg score 0.5402 < final_threshold 0.7
ObjectProperty,assigner,target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5666; sequence_match=0.4286,False,0.5401,False,top-3 avg score 0.5401 < final_threshold 0.7
ObjectProperty,relation,target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1250; semantic=0.5513; sequence_match=0.4286,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.7
ObjectProperty,partOf,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,partOf,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.5596; sequence_match=0.4286,False,0.5377,False,top-3 avg score 0.5377 < final_threshold 0.7
ObjectProperty,scope,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.1000; semantic=0.5790; sequence_match=0.4000,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,permission,is assignee of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5133; sequence_match=0.4545,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,permission,is assigner of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5132; sequence_match=0.4545,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,failure,is activated on failure of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4105; levenshtein=0.3182; semantic=0.7154; sequence_match=0.4828,False,0.5362,False,top-3 avg score 0.5362 < final_threshold 0.7
ObjectProperty,assignee,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,hasPolicy,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.1875; semantic=0.5771; sequence_match=0.4000,False,0.534,False,top-3 avg score 0.5340 < final_threshold 0.7
ObjectProperty,assignee,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5182; sequence_match=0.4762,False,0.5325,False,top-3 avg score 0.5325 < final_threshold 0.7
ObjectProperty,action,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6465; levenshtein=0.2727; semantic=0.5141; sequence_match=0.4286,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.7
ObjectProperty,operand,constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.3333; semantic=0.6123; sequence_match=0.4211,False,0.5283,False,top-3 avg score 0.5283 < final_threshold 0.7
ObjectProperty,conflict,constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6139; levenshtein=0.4167; semantic=0.5526; sequence_match=0.4000,False,0.5277,False,top-3 avg score 0.5277 < final_threshold 0.7
ObjectProperty,relation,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.4930; sequence_match=0.4444,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,hasPolicy,is directly linked policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4546; levenshtein=0.2500; semantic=0.6953; sequence_match=0.4242,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.7
ObjectProperty,or,constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.1667; semantic=0.5657; sequence_match=0.2857,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,scope,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2667; semantic=0.4840; sequence_match=0.4000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,action,assigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.5164; sequence_match=0.4286,False,0.5233,False,top-3 avg score 0.5233 < final_threshold 0.7
ObjectProperty,constraint,target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5936; sequence_match=0.3750,False,0.5229,False,top-3 avg score 0.5229 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,inheritFrom,assigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.0909; semantic=0.5196; sequence_match=0.4211,False,0.5206,False,top-3 avg score 0.5206 < final_threshold 0.7
ObjectProperty,target,has part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5602; sequence_match=0.4615,False,0.5205,False,top-3 avg score 0.5205 < final_threshold 0.7
ObjectProperty,operator,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.5535; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.7
ObjectProperty,function,constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.5841; sequence_match=0.3000,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.7
ObjectProperty,permission,assignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5587; sequence_match=0.4444,False,0.5177,False,top-3 avg score 0.5177 < final_threshold 0.7
ObjectProperty,assigner,is inherited by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4730; sequence_match=0.4762,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,action,assignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4969; sequence_match=0.4286,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,failure,target,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5427; sequence_match=0.4615,False,0.5146,False,top-3 avg score 0.5146 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,permission,assigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5474; sequence_match=0.4444,False,0.5139,False,top-3 avg score 0.5139 < final_threshold 0.7
ObjectProperty,inheritFrom,is assigner of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.5294; sequence_match=0.4348,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,operator,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,scope,consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.1818; semantic=0.5187; sequence_match=0.3750,False,0.5105,False,top-3 avg score 0.5105 < final_threshold 0.7
ObjectProperty,failure,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,assignee,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5550; sequence_match=0.3333,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,relation,constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.6381; sequence_match=0.2000,False,0.509,False,top-3 avg score 0.5090 < final_threshold 0.7
ObjectProperty,constraint,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1000; semantic=0.5265; sequence_match=0.4000,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.7
ObjectProperty,action,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5445; sequence_match=0.3750,False,0.5084,False,top-3 avg score 0.5084 < final_threshold 0.7
ObjectProperty,permission,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5212; sequence_match=0.4000,False,0.5071,False,top-3 avg score 0.5071 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,relation,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5257; sequence_match=0.4444,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,obligation,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5187; sequence_match=0.4000,False,0.5062,False,top-3 avg score 0.5062 < final_threshold 0.7
ObjectProperty,operator,target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1250; semantic=0.5930; sequence_match=0.2857,False,0.5059,False,top-3 avg score 0.5059 < final_threshold 0.7
ObjectProperty,assignee,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assigner,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,partOf,constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5645; sequence_match=0.4444,False,0.503,False,top-3 avg score 0.5030 < final_threshold 0.7
ObjectProperty,action,consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5909; levenshtein=0.0909; semantic=0.5648; sequence_match=0.3529,False,0.5029,False,top-3 avg score 0.5029 < final_threshold 0.7
ObjectProperty,inheritRelation,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2667; semantic=0.4923; sequence_match=0.4000,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
ObjectProperty,inheritFrom,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5175; sequence_match=0.3810,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,inheritRelation,is assignee of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2667; semantic=0.5499; sequence_match=0.3704,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.7
ObjectProperty,operator,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5359; sequence_match=0.3750,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.7
ObjectProperty,permission,part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5173; sequence_match=0.3750,False,0.4974,False,top-3 avg score 0.4974 < final_threshold 0.7
ObjectProperty,relation,directly linked policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2500; semantic=0.5359; sequence_match=0.3571,False,0.4973,False,top-3 avg score 0.4973 < final_threshold 0.7
