prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has clause,has tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.6205; sequence_match=0.5000,False,0.5975,False,top-3 avg score 0.5975 < final_threshold 0.7
ObjectProperty,has version,has tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.6590; sequence_match=0.4706,False,0.5956,False,top-3 avg score 0.5956 < final_threshold 0.7
ObjectProperty,has clause,has data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6132; sequence_match=0.5000,False,0.595,False,top-3 avg score 0.5950 < final_threshold 0.7
ObjectProperty,has clause,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.6088; sequence_match=0.5000,False,0.5936,False,top-3 avg score 0.5936 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has license,has tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6315; sequence_match=0.4706,False,0.5864,False,top-3 avg score 0.5864 < final_threshold 0.7
ObjectProperty,has license,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6103; sequence_match=0.4706,False,0.5841,False,top-3 avg score 0.5841 < final_threshold 0.7
ObjectProperty,has input,has tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.6134; sequence_match=0.5333,False,0.5826,False,top-3 avg score 0.5826 < final_threshold 0.7
ObjectProperty,is alternative format of,export input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6202; levenshtein=0.3333; semantic=0.5991; sequence_match=0.5263,False,0.5819,False,top-3 avg score 0.5819 < final_threshold 0.7
ObjectProperty,has interface,has tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6871; sequence_match=0.4211,False,0.581,False,top-3 avg score 0.5810 < final_threshold 0.7
ObjectProperty,has input,has community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.4167; semantic=0.5456; sequence_match=0.5000,False,0.58,False,top-3 avg score 0.5800 < final_threshold 0.7
ObjectProperty,has version,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.6109; sequence_match=0.4706,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has function,has data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6472; sequence_match=0.4444,False,0.5789,False,top-3 avg score 0.5789 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,is encoded in,implemented in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.4160; sequence_match=0.5833,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,has format specification,exported in modification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6768; levenshtein=0.4545; semantic=0.4908; sequence_match=0.5455,False,0.571,False,top-3 avg score 0.5710 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,has clause,has community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.5634; sequence_match=0.4762,False,0.5657,False,top-3 avg score 0.5657 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has license,satisfies need,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6509; levenshtein=0.3846; semantic=0.5232; sequence_match=0.5217,False,0.5653,False,top-3 avg score 0.5653 < final_threshold 0.7
ObjectProperty,has version,introduced in version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4544; levenshtein=0.3684; semantic=0.7439; sequence_match=0.4828,False,0.5603,False,top-3 avg score 0.5603 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has interface,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6126; sequence_match=0.4211,False,0.5562,False,top-3 avg score 0.5562 < final_threshold 0.7
ObjectProperty,has output,export output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.6666; sequence_match=0.4444,False,0.5555,False,top-3 avg score 0.5555 < final_threshold 0.7
ObjectProperty,uses platform,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has interface,satisfies need,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.2308; semantic=0.5397; sequence_match=0.4800,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,uses software,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2667; semantic=0.5375; sequence_match=0.4444,False,0.544,False,top-3 avg score 0.5440 < final_threshold 0.7
ObjectProperty,is encoded in,introduced in version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6785; levenshtein=0.3158; semantic=0.4133; sequence_match=0.5333,False,0.5417,False,top-3 avg score 0.5417 < final_threshold 0.7
ObjectProperty,has format specification,export input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5809; levenshtein=0.2273; semantic=0.7326; sequence_match=0.3077,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,has specified data input,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6215; levenshtein=0.3333; semantic=0.5210; sequence_match=0.4737,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has interface,has community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5838; sequence_match=0.4167,False,0.5372,False,top-3 avg score 0.5372 < final_threshold 0.7
ObjectProperty,has specified data output,export output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5522; levenshtein=0.1818; semantic=0.6517; sequence_match=0.4000,False,0.5346,False,top-3 avg score 0.5346 < final_threshold 0.7
ObjectProperty,has version,has community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.5882; sequence_match=0.3636,False,0.5321,False,top-3 avg score 0.5321 < final_threshold 0.7
ObjectProperty,has interface,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2353; semantic=0.5646; sequence_match=0.4138,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,implements,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,has format specification,export output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5253; levenshtein=0.2273; semantic=0.7477; sequence_match=0.3000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,has clause,has permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.6369; sequence_match=0.3846,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,is alternative format of,export output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5601; levenshtein=0.3333; semantic=0.6002; sequence_match=0.4103,False,0.5235,False,top-3 avg score 0.5235 < final_threshold 0.7
ObjectProperty,has format specification,has data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.2727; semantic=0.5066; sequence_match=0.4138,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has input,has permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5730; levenshtein=0.2941; semantic=0.5841; sequence_match=0.4000,False,0.519,False,top-3 avg score 0.5190 < final_threshold 0.7
ObjectProperty,has license,has community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.5469; sequence_match=0.3636,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,has input,export input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5064; levenshtein=0.2941; semantic=0.6452; sequence_match=0.4000,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.7
ObjectProperty,has version,has data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.6219; sequence_match=0.3529,False,0.517,False,top-3 avg score 0.5170 < final_threshold 0.7
ObjectProperty,has clause,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4993; sequence_match=0.4167,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,has specified data input,exported in modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6486; levenshtein=0.1364; semantic=0.4791; sequence_match=0.4186,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
ObjectProperty,has output,export input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.6114; sequence_match=0.3846,False,0.5153,False,top-3 avg score 0.5153 < final_threshold 0.7
ObjectProperty,has function,has help,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.6411; sequence_match=0.3333,False,0.5138,False,top-3 avg score 0.5138 < final_threshold 0.7
ObjectProperty,has format specification,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6248; levenshtein=0.3182; semantic=0.5051; sequence_match=0.4103,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,is software for,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1333; semantic=0.5191; sequence_match=0.4286,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
ObjectProperty,uses software,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.2857; semantic=0.5037; sequence_match=0.3846,False,0.5117,False,top-3 avg score 0.5117 < final_threshold 0.7
ObjectProperty,has license,has data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.6057; sequence_match=0.3529,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has declared status,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6695; levenshtein=0.2941; semantic=0.4421; sequence_match=0.4167,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,uses platform,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.1667; semantic=0.5338; sequence_match=0.3333,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,has declared status,has permissiveness,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6054; levenshtein=0.2941; semantic=0.4431; sequence_match=0.4706,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,is developed by,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.3077; semantic=0.5404; sequence_match=0.3846,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,uses platform,modifies algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6487; levenshtein=0.2353; semantic=0.4469; sequence_match=0.4138,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,is developed by,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.0667; semantic=0.5579; sequence_match=0.3571,False,0.5021,False,top-3 avg score 0.5021 < final_threshold 0.7
ObjectProperty,has function,has permissiveness,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5829; levenshtein=0.2941; semantic=0.6283; sequence_match=0.2857,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
ObjectProperty,has version,satisfies need,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.2308; semantic=0.4895; sequence_match=0.4348,False,0.5001,False,top-3 avg score 0.5001 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has function,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5215; sequence_match=0.3846,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,has specified data output,has permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5721; levenshtein=0.2727; semantic=0.5158; sequence_match=0.4103,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.7
ObjectProperty,uses platform,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2667; semantic=0.5391; sequence_match=0.3704,False,0.4992,False,top-3 avg score 0.4992 < final_threshold 0.7
ObjectProperty,has license,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,has specified data output,exported in modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5991; levenshtein=0.1364; semantic=0.5298; sequence_match=0.3636,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,has declared status,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,is developed by,has help,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.2308; semantic=0.4612; sequence_match=0.4000,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,implements,provides feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.6119; sequence_match=0.3200,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
ObjectProperty,has version,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2667; semantic=0.5396; sequence_match=0.3200,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,is software for,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.3571; semantic=0.4543; sequence_match=0.4444,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has function,released version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.3333; semantic=0.5014; sequence_match=0.3846,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
ObjectProperty,has interface,provides feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6083; levenshtein=0.2667; semantic=0.6001; sequence_match=0.2222,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,is developed by,satisfies need,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5855; levenshtein=0.1538; semantic=0.4267; sequence_match=0.4615,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
ObjectProperty,is alternative format of,runs on platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.3827; sequence_match=0.4571,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,has interface,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6535; levenshtein=0.3182; semantic=0.4910; sequence_match=0.3243,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,is developed by,released version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1333; semantic=0.5162; sequence_match=0.3571,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
