prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,is alternative format of,is input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7825; levenshtein=0.4286; semantic=0.6610; sequence_match=0.5405,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6085; sequence_match=0.5217,False,0.6584,False,top-3 avg score 0.6584 < final_threshold 0.7
ObjectProperty,is alternative format of,is output format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6920; levenshtein=0.4762; semantic=0.7037; sequence_match=0.5789,False,0.6582,False,top-3 avg score 0.6582 < final_threshold 0.7
ObjectProperty,has format specification,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.8151; sequence_match=0.4865,False,0.6574,False,top-3 avg score 0.6574 < final_threshold 0.7
ObjectProperty,has output,is output format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7298; levenshtein=0.3529; semantic=0.6858; sequence_match=0.5385,False,0.6514,False,top-3 avg score 0.6514 < final_threshold 0.7
ObjectProperty,has format specification,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has version,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has specified data output,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has input,has license,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,has input,is input format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.3125; semantic=0.7291; sequence_match=0.5000,False,0.6273,False,top-3 avg score 0.6273 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has specified data input,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,is developed by,was created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.6805; sequence_match=0.4800,False,0.6048,False,top-3 avg score 0.6048 < final_threshold 0.7
ObjectProperty,has format specification,is output format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5945; levenshtein=0.3182; semantic=0.7453; sequence_match=0.4615,False,0.6004,False,top-3 avg score 0.6004 < final_threshold 0.7
ObjectProperty,is software for,is output format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7753; levenshtein=0.4118; semantic=0.5424; sequence_match=0.4667,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.7
ObjectProperty,has specified data input,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7119; levenshtein=0.3333; semantic=0.6269; sequence_match=0.4375,False,0.5921,False,top-3 avg score 0.5921 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,is software for,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.4615; semantic=0.5932; sequence_match=0.5600,False,0.5884,False,top-3 avg score 0.5884 < final_threshold 0.7
ObjectProperty,is alternative format of,is platform for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6688; levenshtein=0.4762; semantic=0.4912; sequence_match=0.5882,False,0.5827,False,top-3 avg score 0.5827 < final_threshold 0.7
ObjectProperty,has format specification,is input format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5777; levenshtein=0.2273; semantic=0.6881; sequence_match=0.4737,False,0.5798,False,top-3 avg score 0.5798 < final_threshold 0.7
ObjectProperty,is software for,is input format for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7851; levenshtein=0.4375; semantic=0.5165; sequence_match=0.4138,False,0.5797,False,top-3 avg score 0.5797 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,is software for,is task of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7674; levenshtein=0.3846; semantic=0.4903; sequence_match=0.4762,False,0.578,False,top-3 avg score 0.5780 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,uses platform,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6739; levenshtein=0.4118; semantic=0.5688; sequence_match=0.4828,False,0.5751,False,top-3 avg score 0.5751 < final_threshold 0.7
ObjectProperty,has specified data output,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6545; levenshtein=0.3182; semantic=0.6385; sequence_match=0.4242,False,0.5724,False,top-3 avg score 0.5724 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has format specification,has algorithm modification inverse,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6757; levenshtein=0.4516; semantic=0.4300; sequence_match=0.5660,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,is alternative format of,is license for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6698; levenshtein=0.3810; semantic=0.4503; sequence_match=0.5455,False,0.5552,False,top-3 avg score 0.5552 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has interface,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.5568; sequence_match=0.4615,False,0.5392,False,top-3 avg score 0.5392 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has function,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5429; levenshtein=0.3333; semantic=0.5506; sequence_match=0.5143,False,0.5359,False,top-3 avg score 0.5359 < final_threshold 0.7
ObjectProperty,has declared status,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7324; levenshtein=0.3529; semantic=0.4462; sequence_match=0.4286,False,0.5357,False,top-3 avg score 0.5357 < final_threshold 0.7
ObjectProperty,implements,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.5035; sequence_match=0.4545,False,0.5341,False,top-3 avg score 0.5341 < final_threshold 0.7
ObjectProperty,has specified data input,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6177; levenshtein=0.2083; semantic=0.5327; sequence_match=0.4444,False,0.5316,False,top-3 avg score 0.5316 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,uses platform,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2500; semantic=0.4999; sequence_match=0.4167,False,0.5304,False,top-3 avg score 0.5304 < final_threshold 0.7
ObjectProperty,implements,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,has version,has algorithm modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.2917; semantic=0.5974; sequence_match=0.4118,False,0.5234,False,top-3 avg score 0.5234 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,has license,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4633; sequence_match=0.4545,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.7
ObjectProperty,has function,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6288; levenshtein=0.2581; semantic=0.4956; sequence_match=0.4286,False,0.5177,False,top-3 avg score 0.5177 < final_threshold 0.7
ObjectProperty,uses software,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.1667; semantic=0.5412; sequence_match=0.3333,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,uses platform,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6627; levenshtein=0.2143; semantic=0.4991; sequence_match=0.3846,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.7
ObjectProperty,is encoded in,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.3333; semantic=0.4569; sequence_match=0.4348,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,uses software,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.2857; semantic=0.5037; sequence_match=0.3846,False,0.5117,False,top-3 avg score 0.5117 < final_threshold 0.7
ObjectProperty,has declared status,was created by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6857; levenshtein=0.3529; semantic=0.3641; sequence_match=0.4828,False,0.5109,False,top-3 avg score 0.5109 < final_threshold 0.7
ObjectProperty,has specified data input,is input format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5020; levenshtein=0.1905; semantic=0.6985; sequence_match=0.3243,False,0.5083,False,top-3 avg score 0.5083 < final_threshold 0.7
ObjectProperty,has clause,was created by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.4464; sequence_match=0.4762,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.7
ObjectProperty,uses platform,is output format for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6117; levenshtein=0.3529; semantic=0.4130; sequence_match=0.4828,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,has license,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2500; semantic=0.5253; sequence_match=0.4118,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,has interface,is input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.3125; semantic=0.4987; sequence_match=0.4286,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has license,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,has input,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2083; semantic=0.5716; sequence_match=0.3125,False,0.4984,False,top-3 avg score 0.4984 < final_threshold 0.7
ObjectProperty,has specified data output,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5985; levenshtein=0.2500; semantic=0.5053; sequence_match=0.3913,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,uses platform,is input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.3750; semantic=0.4434; sequence_match=0.4286,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,has specified data output,is output format for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4864; levenshtein=0.1818; semantic=0.6480; sequence_match=0.3590,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,has declared status,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,uses software,is used by algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5458; levenshtein=0.2353; semantic=0.5965; sequence_match=0.3448,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.7
ObjectProperty,is developed by,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3077; semantic=0.4886; sequence_match=0.4000,False,0.4956,False,top-3 avg score 0.4956 < final_threshold 0.7
ObjectProperty,has output,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5880; levenshtein=0.2500; semantic=0.5347; sequence_match=0.3636,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.7
ObjectProperty,is software for,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.3571; semantic=0.4543; sequence_match=0.4444,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has license,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5978; levenshtein=0.2903; semantic=0.4393; sequence_match=0.4390,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.7
ObjectProperty,is alternative format of,runs on platform,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.3827; sequence_match=0.4571,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,has interface,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6060; levenshtein=0.2258; semantic=0.4918; sequence_match=0.3721,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,has interface,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.1667; semantic=0.4604; sequence_match=0.3333,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has input,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.5047; sequence_match=0.3636,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.7
ObjectProperty,has specified data output,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has format specification,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2273; semantic=0.4453; sequence_match=0.4000,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.7
ObjectProperty,has specified data input,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has version,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5943; levenshtein=0.2258; semantic=0.5151; sequence_match=0.3415,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.7
ObjectProperty,has format specification,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,is alternative format of,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2917; semantic=0.4342; sequence_match=0.3556,False,0.4815,False,top-3 avg score 0.4815 < final_threshold 0.7
ObjectProperty,is encoded in,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2353; semantic=0.5037; sequence_match=0.3571,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.7
ObjectProperty,has version,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5730; sequence_match=0.3200,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,has interface,has algorithm modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.2500; semantic=0.5218; sequence_match=0.2778,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.7
ObjectProperty,has output,is input format for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.1875; semantic=0.4881; sequence_match=0.3200,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,is software for,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2941; semantic=0.4744; sequence_match=0.4000,False,0.4764,False,top-3 avg score 0.4764 < final_threshold 0.7
ObjectProperty,has specified data input,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5870; levenshtein=0.2903; semantic=0.4571; sequence_match=0.3846,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,has clause,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5233; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,has clause,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.1667; semantic=0.5202; sequence_match=0.3810,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.7
ObjectProperty,has function,can perform task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.6623; sequence_match=0.1600,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
ObjectProperty,is software for,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4673; sequence_match=0.4286,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,is alternative format of,can perform task,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6302; levenshtein=0.3333; semantic=0.3148; sequence_match=0.4571,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.7
ObjectProperty,is alternative format of,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6216; levenshtein=0.2258; semantic=0.4121; sequence_match=0.3846,False,0.4728,False,top-3 avg score 0.4728 < final_threshold 0.7
ObjectProperty,has specified data input,is used by algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5338; levenshtein=0.1429; semantic=0.5686; sequence_match=0.3158,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,has clause,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4925; sequence_match=0.3478,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,has interface,is task of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.5002; sequence_match=0.3000,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.7
ObjectProperty,is software for,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4577; sequence_match=0.3704,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,has interface,is license for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.1667; semantic=0.4977; sequence_match=0.3333,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,is encoded in,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,has format specification,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2273; semantic=0.4164; sequence_match=0.3889,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has output,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5590; sequence_match=0.3000,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,uses platform,is task of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4544; sequence_match=0.3000,False,0.4644,False,top-3 avg score 0.4644 < final_threshold 0.7
ObjectProperty,uses software,is task of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.4426; sequence_match=0.4000,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,is developed by,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.4173; sequence_match=0.4000,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,has function,is task of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.6169; sequence_match=0.3158,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,is alternative format of,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2857; semantic=0.4272; sequence_match=0.3684,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
ObjectProperty,has function,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5657; levenshtein=0.2500; semantic=0.4657; sequence_match=0.3478,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.7
ObjectProperty,has output,has algorithm modification inverse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6201; levenshtein=0.1935; semantic=0.4517; sequence_match=0.3000,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,has interface,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5084; sequence_match=0.3200,False,0.457,False,top-3 avg score 0.4570 < final_threshold 0.7
ObjectProperty,has specified data output,is used by algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1818; semantic=0.5282; sequence_match=0.3077,False,0.457,False,top-3 avg score 0.4570 < final_threshold 0.7
