gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Water asset,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3529; semantic=0.6482; sequence_match=0.5185,False,0.663,False,gold already mapped to 'Water Meter Tariff Assignment'
Water infrastructure,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8212; levenshtein=0.3750; semantic=0.6490; sequence_match=0.5116,False,0.6606,False,gold already mapped to 'Water Distribution Infrastructure'
Water infrastructure,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8548; levenshtein=0.4737; semantic=0.6409; sequence_match=0.4848,False,0.6602,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8588; levenshtein=0.2941; semantic=0.6603; sequence_match=0.4545,False,0.6579,False,gold already mapped to 'Water Indicator'
Measurement,Water Property Measurement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4998; levenshtein=0.4583; semantic=0.8150; sequence_match=0.6286,False,0.6478,False,gold already mapped to 'Measurement Aspect'
ChemicalProperty,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6647; levenshtein=0.5000; semantic=0.6233; sequence_match=0.6207,False,0.6362,False,gold already mapped to 'Chemical Property'
Water property,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6647; levenshtein=0.5000; semantic=0.6233; sequence_match=0.6207,False,0.6362,False,gold already mapped to 'Water Property'
Water asset,Water Property Measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6843; levenshtein=0.3750; semantic=0.6847; sequence_match=0.5294,False,0.6328,False,gold already mapped to 'Water Meter Tariff Assignment'
Acceptability property,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6688; levenshtein=0.4286; semantic=0.6366; sequence_match=0.5882,False,0.6312,False,pred already taken by 'Water property' (higher averaged score)
Acceptability property,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7044; levenshtein=0.5238; semantic=0.6355; sequence_match=0.5405,False,0.6268,False,pred already taken by 'ChemicalProperty' (higher averaged score)
Water,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8476; levenshtein=0.2381; semantic=0.6456; sequence_match=0.3846,False,0.6259,False,gold already mapped to 'Water Indicator'
Water asset,Infrastructure Asset,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5466; levenshtein=0.4211; semantic=0.7764; sequence_match=0.5517,False,0.6249,False,gold already mapped to 'Water Meter Tariff Assignment'
Water,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8417; levenshtein=0.2083; semantic=0.6824; sequence_match=0.3448,False,0.623,False,gold already mapped to 'Water Indicator'
Water infrastructure,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.3810; semantic=0.6131; sequence_match=0.5500,False,0.618,False,gold already mapped to 'Water Distribution Infrastructure'
Time-based tariff,Tariff,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4556; levenshtein=0.4000; semantic=0.7982; sequence_match=0.5714,False,0.6084,False,pred already taken by 'Tariff' (higher averaged score)
Key Performance Indicator,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.4783; semantic=0.5980; sequence_match=0.5946,False,0.6063,False,pred already taken by 'Water' (higher averaged score)
Water infrastructure,Water Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6371; levenshtein=0.4211; semantic=0.7418; sequence_match=0.4375,False,0.6055,False,gold already mapped to 'Water Distribution Infrastructure'
Water,Water Distribution Infrastructure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8323; levenshtein=0.1613; semantic=0.6982; sequence_match=0.2778,False,0.6027,False,gold already mapped to 'Water Indicator'
Water asset,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2581; semantic=0.7522; sequence_match=0.3902,False,0.5948,False,top-3 avg score 0.5948 < final_threshold 0.6
Time-based tariff,Water Meter Tariff Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6350; levenshtein=0.3077; semantic=0.6592; sequence_match=0.4878,False,0.594,False,top-3 avg score 0.5940 < final_threshold 0.6
Key Performance Indicator,City Water Indicator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6086; levenshtein=0.4348; semantic=0.5783; sequence_match=0.5854,False,0.5908,False,top-3 avg score 0.5908 < final_threshold 0.6
Water,City Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6926; levenshtein=0.2778; semantic=0.6413; sequence_match=0.4348,False,0.5896,False,top-3 avg score 0.5896 < final_threshold 0.6
Water,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8385; levenshtein=0.1923; semantic=0.6007; sequence_match=0.3226,False,0.5872,False,top-3 avg score 0.5872 < final_threshold 0.6
Water property,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6537; levenshtein=0.3529; semantic=0.6342; sequence_match=0.4667,False,0.5849,False,top-3 avg score 0.5849 < final_threshold 0.6
Temporal duration,Geolocation,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6591; levenshtein=0.5000; semantic=0.4703; sequence_match=0.5926,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.6
Water infrastructure,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.6947; sequence_match=0.4138,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.6
Meter,Water Meter Billing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6314; levenshtein=0.2941; semantic=0.6617; sequence_match=0.4545,False,0.5825,False,top-3 avg score 0.5825 < final_threshold 0.6
Tariff,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6880; levenshtein=0.2308; semantic=0.6757; sequence_match=0.3750,False,0.5796,False,top-3 avg score 0.5796 < final_threshold 0.6
Water property,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6873; levenshtein=0.4286; semantic=0.6054; sequence_match=0.4444,False,0.579,False,top-3 avg score 0.5790 < final_threshold 0.6
Water meter,City Water Indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5534; levenshtein=0.3889; semantic=0.6731; sequence_match=0.5000,False,0.5755,False,top-3 avg score 0.5755 < final_threshold 0.6
Temporal entity,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6673; levenshtein=0.3571; semantic=0.5404; sequence_match=0.5185,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.6
Actuator,Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.3571; semantic=0.5614; sequence_match=0.5455,False,0.574,False,top-3 avg score 0.5740 < final_threshold 0.6
FeatureOfInterest,Measurement Aspect,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7041; levenshtein=0.4706; semantic=0.4869; sequence_match=0.5294,False,0.5735,False,top-3 avg score 0.5735 < final_threshold 0.6
Water property,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6699; levenshtein=0.3333; semantic=0.5781; sequence_match=0.4706,False,0.5729,False,top-3 avg score 0.5729 < final_threshold 0.6
Water infrastructure,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6632; levenshtein=0.3077; semantic=0.6064; sequence_match=0.4444,False,0.5713,False,top-3 avg score 0.5713 < final_threshold 0.6
Geometry,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.6716; sequence_match=0.4211,False,0.5713,False,top-3 avg score 0.5713 < final_threshold 0.6
Meter,Measurement Aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5951; levenshtein=0.2353; semantic=0.7453; sequence_match=0.3636,False,0.568,False,top-3 avg score 0.5680 < final_threshold 0.6
Water,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6583; levenshtein=0.3750; semantic=0.5733; sequence_match=0.4615,False,0.5644,False,top-3 avg score 0.5644 < final_threshold 0.6
Temporal entity,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7032; levenshtein=0.3125; semantic=0.4964; sequence_match=0.4667,False,0.5554,False,top-3 avg score 0.5554 < final_threshold 0.6
Water infrastructure,Water Meter Billing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.2632; semantic=0.6776; sequence_match=0.3889,False,0.5518,False,top-3 avg score 0.5518 < final_threshold 0.6
Water infrastructure,City Water Indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5994; levenshtein=0.2632; semantic=0.6202; sequence_match=0.4324,False,0.5507,False,top-3 avg score 0.5507 < final_threshold 0.6
Geometry,Sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5921; sequence_match=0.4286,False,0.5486,False,top-3 avg score 0.5486 < final_threshold 0.6
Water asset,Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.4547; sequence_match=0.5600,False,0.5472,False,top-3 avg score 0.5472 < final_threshold 0.6
Geometry,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.4000; semantic=0.5012; sequence_match=0.5556,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Geometry,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.3077; semantic=0.5235; sequence_match=0.4762,False,0.5419,False,top-3 avg score 0.5419 < final_threshold 0.6
Water property,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6425; levenshtein=0.2692; semantic=0.5666; sequence_match=0.4103,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.6
Water property,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5868; levenshtein=0.2903; semantic=0.6665; sequence_match=0.3636,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.6
Measurement,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6359; levenshtein=0.2727; semantic=0.6951; sequence_match=0.2857,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.6
ChemicalProperty,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6244; levenshtein=0.2083; semantic=0.5416; sequence_match=0.4500,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.6
Meter,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.6659; sequence_match=0.3636,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Acceptability property,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6885; levenshtein=0.2857; semantic=0.5039; sequence_match=0.4138,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.6
Actuator,Infrastructure Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5775; levenshtein=0.2632; semantic=0.5821; sequence_match=0.4444,False,0.5347,False,top-3 avg score 0.5347 < final_threshold 0.6
Water meter,Water Distribution Infrastructure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6419; levenshtein=0.2258; semantic=0.6490; sequence_match=0.2927,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.6
Water asset,City Water Indicator,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4778; levenshtein=0.3333; semantic=0.6053; sequence_match=0.5000,False,0.5277,False,top-3 avg score 0.5277 < final_threshold 0.6
Water asset,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5975; sequence_match=0.3333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.6
Acceptability property,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2083; semantic=0.5339; sequence_match=0.4444,False,0.5235,False,top-3 avg score 0.5235 < final_threshold 0.6
FeatureOfInterest,Water Meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7152; levenshtein=0.3529; semantic=0.4063; sequence_match=0.4444,False,0.522,False,top-3 avg score 0.5220 < final_threshold 0.6
Time-based tariff,Water Meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2667; semantic=0.4860; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
Water meter,Measurement Aspect,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6087; levenshtein=0.3529; semantic=0.5986; sequence_match=0.2963,False,0.5201,False,top-3 avg score 0.5201 < final_threshold 0.6
Acceptability property,Actuator Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6698; levenshtein=0.3333; semantic=0.4019; sequence_match=0.4848,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Water,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.6112; sequence_match=0.3636,False,0.5176,False,top-3 avg score 0.5176 < final_threshold 0.6
Water property,Actuator Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6357; levenshtein=0.2308; semantic=0.4363; sequence_match=0.4800,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.6
FeatureOfInterest,Infrastructure Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6511; levenshtein=0.2632; semantic=0.5092; sequence_match=0.3889,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.6
Water asset,Measurement Aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5902; levenshtein=0.3529; semantic=0.5053; sequence_match=0.4444,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.6
Actuator,City Water Indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2778; semantic=0.5107; sequence_match=0.4615,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.6
Measurement,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.7052; sequence_match=0.3529,False,0.5126,False,top-3 avg score 0.5126 < final_threshold 0.6
Temporal entity,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2857; semantic=0.5299; sequence_match=0.4167,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.6
Temporal duration,Water Meter Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.2857; semantic=0.4902; sequence_match=0.4324,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
Water property,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.2308; semantic=0.4848; sequence_match=0.4348,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
Actuator,Sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Sensor,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.7062; sequence_match=0.2857,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.6
Water property,Infrastructure Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5404; levenshtein=0.1579; semantic=0.6567; sequence_match=0.3125,False,0.5032,False,top-3 avg score 0.5032 < final_threshold 0.6
Temporal entity,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.3571; semantic=0.4911; sequence_match=0.4000,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.6
Meter,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1923; semantic=0.5847; sequence_match=0.3226,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.6
Geometry,Sensor Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.5289; sequence_match=0.3333,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
Temporal duration,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2500; semantic=0.5099; sequence_match=0.4138,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
Temporal entity,Measurement Aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.2941; semantic=0.5192; sequence_match=0.3871,False,0.5012,False,top-3 avg score 0.5012 < final_threshold 0.6
Measurement,Sensor Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.6036; sequence_match=0.3810,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.6
Measurement,Water Meter Tariff Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.3077; semantic=0.5166; sequence_match=0.4324,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.6
Temporal duration,Water Property Measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2917; semantic=0.5122; sequence_match=0.3500,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.6
Temporal duration,Chemical Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.1875; semantic=0.4875; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
Meter,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.0000; semantic=0.5543; sequence_match=0.3636,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
Time-based tariff,Temporal Setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6222; levenshtein=0.3333; semantic=0.5379; sequence_match=0.1333,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
Meter,Sensor Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.5679; sequence_match=0.4000,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.6
Temporal duration,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6377; levenshtein=0.1176; semantic=0.4277; sequence_match=0.4242,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.6
Water infrastructure,Actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.5535; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.6
Time-based tariff,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.1765; semantic=0.5376; sequence_match=0.3125,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.6
Actuator,Water Meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
Water meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6017; sequence_match=0.3333,False,0.495,False,top-3 avg score 0.4950 < final_threshold 0.6
FeatureOfInterest,Water Property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.5141; sequence_match=0.4000,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.6
Water,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.5260; sequence_match=0.3636,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.6
Water infrastructure,Tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.5255; sequence_match=0.3200,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
Sensor,Water Indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2857; semantic=0.6099; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.6
Point,City,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5399; sequence_match=0.4444,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.6
Meter,Actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.6065; sequence_match=0.3077,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.6
Temporal entity,Water Meter Billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6342; levenshtein=0.2353; semantic=0.4402; sequence_match=0.3871,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.6
Actuator,Water Property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5584; sequence_match=0.3810,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
Sensor,Measurement Aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4673; levenshtein=0.2353; semantic=0.6415; sequence_match=0.3478,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.6
Temporal entity,Actuator Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.1429; semantic=0.4488; sequence_match=0.3846,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
Temporal duration,Water Indicator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6798; levenshtein=0.3125; semantic=0.4598; sequence_match=0.2667,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.6
