prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,inheritFrom,inherits from,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9833; levenshtein=0.9167; semantic=0.8897; sequence_match=0.9565,False,0.9522,True,selected
ObjectProperty,hasPolicy,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4167; semantic=0.5249; sequence_match=0.4762,False,0.5559,False,top-3 avg score 0.5559 < final_threshold 0.7
ObjectProperty,duty,has remedy duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4423; levenshtein=0.3077; semantic=0.7512; sequence_match=0.4706,False,0.5547,False,top-3 avg score 0.5547 < final_threshold 0.7
ObjectProperty,prohibition,has condition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6447; levenshtein=0.4167; semantic=0.4963; sequence_match=0.5217,False,0.5542,False,top-3 avg score 0.5542 < final_threshold 0.7
ObjectProperty,duty,is remedy duty for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.6963; sequence_match=0.4211,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,failure,has rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,implies,precedes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6560; sequence_match=0.4000,False,0.5524,False,top-3 avg score 0.5524 < final_threshold 0.7
ObjectProperty,obligation,operates on,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.4900; sequence_match=0.5000,False,0.5522,False,top-3 avg score 0.5522 < final_threshold 0.7
ObjectProperty,scope,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.3333; semantic=0.5690; sequence_match=0.4706,False,0.5521,False,top-3 avg score 0.5521 < final_threshold 0.7
ObjectProperty,action,operates on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.3000; semantic=0.5431; sequence_match=0.5000,False,0.5495,False,top-3 avg score 0.5495 < final_threshold 0.7
ObjectProperty,action,assigns,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.4286; semantic=0.5433; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,target,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,hasPolicy,has party with role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.5419; sequence_match=0.4800,False,0.549,False,top-3 avg score 0.5490 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,constraint,has requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2143; semantic=0.6058; sequence_match=0.4167,False,0.5477,False,top-3 avg score 0.5477 < final_threshold 0.7
ObjectProperty,hasPolicy,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,and,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7500; levenshtein=0.2500; semantic=0.4921; sequence_match=0.4000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,permission,assigns,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5886; sequence_match=0.4706,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.7
ObjectProperty,inheritFrom,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,inheritRelation,operates on,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4672; sequence_match=0.4800,False,0.5406,False,top-3 avg score 0.5406 < final_threshold 0.7
ObjectProperty,partOf,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,permission,is assignee of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5133; sequence_match=0.4545,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,assignee,has container,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.4911; sequence_match=0.5000,False,0.535,False,top-3 avg score 0.5350 < final_threshold 0.7
ObjectProperty,partOf,operates on,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6444; levenshtein=0.4000; semantic=0.4604; sequence_match=0.5000,False,0.535,False,top-3 avg score 0.5350 < final_threshold 0.7
ObjectProperty,assignee,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,action,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6861; levenshtein=0.2500; semantic=0.4868; sequence_match=0.4286,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,consequence,has requirement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6645; levenshtein=0.2857; semantic=0.4546; sequence_match=0.4800,False,0.533,False,top-3 avg score 0.5330 < final_threshold 0.7
ObjectProperty,assignee,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5182; sequence_match=0.4762,False,0.5325,False,top-3 avg score 0.5325 < final_threshold 0.7
ObjectProperty,or,operates on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7600; levenshtein=0.2000; semantic=0.4994; sequence_match=0.3333,False,0.5309,False,top-3 avg score 0.5309 < final_threshold 0.7
ObjectProperty,conflict,has container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5746; sequence_match=0.4000,False,0.5295,False,top-3 avg score 0.5295 < final_threshold 0.7
ObjectProperty,assigner,has sequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6265; levenshtein=0.3636; semantic=0.4342; sequence_match=0.5263,False,0.529,False,top-3 avg score 0.5290 < final_threshold 0.7
ObjectProperty,scope,operates on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.1000; semantic=0.5482; sequence_match=0.4000,False,0.5272,False,top-3 avg score 0.5272 < final_threshold 0.7
ObjectProperty,action,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5601; sequence_match=0.3750,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.7
ObjectProperty,function,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.2500; semantic=0.5172; sequence_match=0.3750,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.7
ObjectProperty,prohibition,operates on,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6596; levenshtein=0.2727; semantic=0.4380; sequence_match=0.4762,False,0.5246,False,top-3 avg score 0.5246 < final_threshold 0.7
ObjectProperty,relation,assigns,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5697; sequence_match=0.4000,False,0.5236,False,top-3 avg score 0.5236 < final_threshold 0.7
ObjectProperty,operand,precedes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.5618; sequence_match=0.4000,False,0.523,False,top-3 avg score 0.5230 < final_threshold 0.7
ObjectProperty,assignee,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5440; sequence_match=0.3846,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,operator,governs,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5652; sequence_match=0.4000,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,failure,has fallback rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.3333; semantic=0.5788; sequence_match=0.4545,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4444,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,relation,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3333; semantic=0.5126; sequence_match=0.5000,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,hasPolicy,has assigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5536; sequence_match=0.4000,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.7
ObjectProperty,hasPolicy,has fallback rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5083; sequence_match=0.4167,False,0.5182,False,top-3 avg score 0.5182 < final_threshold 0.7
ObjectProperty,assigner,is inherited by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4730; sequence_match=0.4762,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,partOf,has party with role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.3125; semantic=0.5417; sequence_match=0.4545,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,function,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.5755; sequence_match=0.3333,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,inheritRelation,has party with role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6306; levenshtein=0.1250; semantic=0.5327; sequence_match=0.3871,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,assigner,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.4850; sequence_match=0.4167,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,duty,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.2222; semantic=0.7481; sequence_match=0.3636,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.7
ObjectProperty,hasPolicy,has assignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5440; sequence_match=0.4000,False,0.5156,False,top-3 avg score 0.5156 < final_threshold 0.7
ObjectProperty,leftOperand,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5790; sequence_match=0.3810,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,or,governs,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.2857; semantic=0.5503; sequence_match=0.4444,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,consequence,precedes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.1818; semantic=0.5988; sequence_match=0.3158,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,operator,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,conflict,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3846,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.7
