gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Constraint,xor constraint,sequence_match+jaro_winkler+semantic,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.8131; sequence_match=0.8696,False,0.8352,False,gold already mapped to 'Constraint'
Constraint,Contract,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9008; levenshtein=0.7000; semantic=0.6847; sequence_match=0.7778,False,0.7929,False,gold already mapped to 'Constraint'
LogicalConstraint,Constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7294; levenshtein=0.5882; semantic=0.8909; sequence_match=0.7407,False,0.787,False,pred already taken by 'Constraint' (higher averaged score)
AssetScope,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9000; levenshtein=0.5000; semantic=0.7256; sequence_match=0.6667,False,0.7641,False,pred already taken by 'Asset' (higher averaged score)
LogicalConstraint,and constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7099; levenshtein=0.5882; semantic=0.8130; sequence_match=0.7333,False,0.7521,False,gold already mapped to 'or constraint'
Constraint,Container,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8691; levenshtein=0.6000; semantic=0.6342; sequence_match=0.7368,False,0.7467,False,gold already mapped to 'Constraint'
LogicalConstraint,xor constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7099; levenshtein=0.6471; semantic=0.7728; sequence_match=0.7333,False,0.7387,False,gold already mapped to 'or constraint'
AssetCollection,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8667; levenshtein=0.3333; semantic=0.8057; sequence_match=0.5000,False,0.7241,False,pred already taken by 'Asset' (higher averaged score)
LogicalConstraint,Logical Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8490; levenshtein=0.4706; semantic=0.7620; sequence_match=0.5294,False,0.7135,False,gold already mapped to 'or constraint'
Permission,Exclusive Permission,semantic+sequence_match+levenshtein,jaro_winkler=0.4544; levenshtein=0.5263; semantic=0.8636; sequence_match=0.6897,False,0.6932,False,gold already mapped to 'Permission'
Permission,Expression,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7833; levenshtein=0.5000; semantic=0.5954; sequence_match=0.7000,False,0.6929,False,gold already mapped to 'Permission'
Permission,Prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7436; levenshtein=0.4545; semantic=0.6710; sequence_match=0.5714,False,0.662,False,gold already mapped to 'Permission'
Prohibition,Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7436; levenshtein=0.4545; semantic=0.6710; sequence_match=0.5714,False,0.662,False,gold already mapped to 'Prohibition'
Permission,Aggregation Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5175; levenshtein=0.4762; semantic=0.8186; sequence_match=0.6452,False,0.6604,False,gold already mapped to 'Permission'
Permission,Disaggregation Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5687; levenshtein=0.4167; semantic=0.8116; sequence_match=0.5882,False,0.6562,False,gold already mapped to 'Permission'
ConflictTerm,Container,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8176; levenshtein=0.5000; semantic=0.4763; sequence_match=0.5714,False,0.6297,False,gold already mapped to 'Conflict Resolution Strategy'
Permission,Not Expression,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7635; levenshtein=0.4615; semantic=0.5022; sequence_match=0.6087,False,0.6248,False,gold already mapped to 'Permission'
Constraint,Contract Party Role,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7927; levenshtein=0.3529; semantic=0.5093; sequence_match=0.5185,False,0.6068,False,gold already mapped to 'Constraint'
LogicalConstraint,Contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5899; levenshtein=0.4118; semantic=0.6032; sequence_match=0.5600,False,0.5844,False,top-3 avg score 0.5844 < final_threshold 0.6
Operator,Contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6357; sequence_match=0.5000,False,0.573,False,top-3 avg score 0.5730 < final_threshold 0.6
Operator,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3750; semantic=0.5556; sequence_match=0.4615,False,0.5668,False,top-3 avg score 0.5668 < final_threshold 0.6
Permission,Logical Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6087; levenshtein=0.3529; semantic=0.5563; sequence_match=0.5185,False,0.5612,False,top-3 avg score 0.5612 < final_threshold 0.6
ConflictTerm,Contract,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6944; levenshtein=0.4167; semantic=0.4887; sequence_match=0.5000,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.6
Prohibition,Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.2727; semantic=0.5537; sequence_match=0.4762,False,0.5605,False,top-3 avg score 0.5605 < final_threshold 0.6
LogicalConstraint,Conflict Resolution Strategy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7086; levenshtein=0.3846; semantic=0.4579; sequence_match=0.5116,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
Duty,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6003; sequence_match=0.4444,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
Party,Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.6003; sequence_match=0.4444,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
Operator,Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5998; sequence_match=0.4444,False,0.5592,False,top-3 avg score 0.5592 < final_threshold 0.6
LogicalConstraint,Container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.3529; semantic=0.5756; sequence_match=0.5385,False,0.5587,False,top-3 avg score 0.5587 < final_threshold 0.6
Asset,Step,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.4000; semantic=0.5863; sequence_match=0.4444,False,0.5547,False,top-3 avg score 0.5547 < final_threshold 0.6
Action,Contract,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1250; semantic=0.5869; sequence_match=0.4286,False,0.5514,False,top-3 avg score 0.5514 < final_threshold 0.6
LeftOperand,Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6596; levenshtein=0.0909; semantic=0.7074; sequence_match=0.2857,False,0.5509,False,top-3 avg score 0.5509 < final_threshold 0.6
Constraint,Deontic Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2857; semantic=0.5031; sequence_match=0.5000,False,0.5471,False,top-3 avg score 0.5471 < final_threshold 0.6
ConflictTerm,Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.2500; semantic=0.5112; sequence_match=0.4545,False,0.5439,False,top-3 avg score 0.5439 < final_threshold 0.6
Operator,Not Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.5652; sequence_match=0.3810,False,0.5426,False,top-3 avg score 0.5426 < final_threshold 0.6
Action,Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2222; semantic=0.5610; sequence_match=0.4000,False,0.5413,False,top-3 avg score 0.5413 < final_threshold 0.6
LeftOperand,Logical Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6493; levenshtein=0.1765; semantic=0.6865; sequence_match=0.2857,False,0.5405,False,top-3 avg score 0.5405 < final_threshold 0.6
Constraint,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.3077; semantic=0.5020; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.6
Operator,or constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.2500; semantic=0.5131; sequence_match=0.4000,False,0.5358,False,top-3 avg score 0.5358 < final_threshold 0.6
Action,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.6237; sequence_match=0.3750,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.6
Action,Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5756; sequence_match=0.3750,False,0.5317,False,top-3 avg score 0.5317 < final_threshold 0.6
Party,Contract Party Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4810; levenshtein=0.2941; semantic=0.6576; sequence_match=0.4545,False,0.5311,False,top-3 avg score 0.5311 < final_threshold 0.6
Operator,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.5972; sequence_match=0.4444,False,0.5305,False,top-3 avg score 0.5305 < final_threshold 0.6
Prohibition,Not Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.2308; semantic=0.5310; sequence_match=0.4167,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.6
Action,Aggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.2381; semantic=0.5154; sequence_match=0.3704,False,0.5254,False,top-3 avg score 0.5254 < final_threshold 0.6
Operator,Contract Party Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.2941; semantic=0.5303; sequence_match=0.4000,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.6
Action,and constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.4805; sequence_match=0.4211,False,0.5247,False,top-3 avg score 0.5247 < final_threshold 0.6
Policy,Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5624; sequence_match=0.4000,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.6
Constraint,Transfer Rights,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5160; sequence_match=0.4167,False,0.5236,False,top-3 avg score 0.5236 < final_threshold 0.6
LeftOperand,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5976; sequence_match=0.3810,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.6
Operator,xor constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.2308; semantic=0.4993; sequence_match=0.3810,False,0.5206,False,top-3 avg score 0.5206 < final_threshold 0.6
ConflictTerm,Contract Party Role,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6291; levenshtein=0.4118; semantic=0.4492; sequence_match=0.4828,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
Action,Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5843; sequence_match=0.3750,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.6
Operator,Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.6263; sequence_match=0.3333,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.6
Policy,Prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.6078; sequence_match=0.3529,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.6
Prohibition,Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5909; levenshtein=0.2727; semantic=0.6078; sequence_match=0.3529,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.6
Asset,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.0000; semantic=0.5449; sequence_match=0.4000,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.6
Party,Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.0000; semantic=0.5449; sequence_match=0.4000,False,0.515,False,top-3 avg score 0.5150 < final_threshold 0.6
Prohibition,Exclusive Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2632; semantic=0.5722; sequence_match=0.4000,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.6
AssetCollection,Logical Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6850; levenshtein=0.2941; semantic=0.4837; sequence_match=0.3750,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.6
Party,Prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.5389; sequence_match=0.3750,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
Prohibition,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.1818; semantic=0.5389; sequence_match=0.3750,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.6
Operator,Container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.6132; sequence_match=0.3529,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.6
Action,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5858; sequence_match=0.3636,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.6
Action,Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5781; sequence_match=0.3636,False,0.5065,False,top-3 avg score 0.5065 < final_threshold 0.6
LogicalConstraint,Deontic Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.2353; semantic=0.5327; sequence_match=0.3871,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.6
Operator,Expression,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6649; sequence_match=0.1111,False,0.505,False,top-3 avg score 0.5050 < final_threshold 0.6
AssetCollection,Contract,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5555; sequence_match=0.3478,False,0.503,False,top-3 avg score 0.5030 < final_threshold 0.6
AssetCollection,Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2000; semantic=0.4904; sequence_match=0.4000,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.6
AssetScope,Step,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.3000; semantic=0.4984; sequence_match=0.4286,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.6
AssetCollection,Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.3333; semantic=0.5183; sequence_match=0.4000,False,0.4992,False,top-3 avg score 0.4992 < final_threshold 0.6
LogicalConstraint,Aggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6024; levenshtein=0.2857; semantic=0.5140; sequence_match=0.3684,False,0.4949,False,top-3 avg score 0.4949 < final_threshold 0.6
LeftOperand,Not Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.1538; semantic=0.6020; sequence_match=0.2500,False,0.4939,False,top-3 avg score 0.4939 < final_threshold 0.6
Asset,and constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5286; sequence_match=0.3333,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.6
AssetCollection,Sequencing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2667; semantic=0.4601; sequence_match=0.4000,False,0.4904,False,top-3 avg score 0.4904 < final_threshold 0.6
Prohibition,Logical Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5829; levenshtein=0.2353; semantic=0.5284; sequence_match=0.3571,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.6
Operator,Prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.5256; sequence_match=0.3158,False,0.4893,False,top-3 avg score 0.4893 < final_threshold 0.6
LogicalConstraint,Contract Party Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.1765; semantic=0.4597; sequence_match=0.4118,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.6
AssetCollection,and constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2667; semantic=0.4352; sequence_match=0.4286,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.6
LeftOperand,Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5242; levenshtein=0.1818; semantic=0.5498; sequence_match=0.3810,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.6
Operator,Logical Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.2353; semantic=0.6390; sequence_match=0.3200,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.6
AssetCollection,Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.4975; sequence_match=0.4000,False,0.4843,False,top-3 avg score 0.4843 < final_threshold 0.6
Permission,Transfer Rights,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.6327; sequence_match=0.3333,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
LeftOperand,Aggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2857; semantic=0.4774; sequence_match=0.4375,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
ConflictTerm,Deontic Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.2857; semantic=0.4168; sequence_match=0.3846,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.6
Party,Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.5082; sequence_match=0.3636,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
Policy,Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.5082; sequence_match=0.3636,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
Constraint,Step,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.5939; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
AssetCollection,Aggregation Permission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5548; levenshtein=0.3810; semantic=0.5104; sequence_match=0.3333,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.6
LogicalConstraint,Prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.6383; sequence_match=0.2857,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.6
Operator,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5811; sequence_match=0.3077,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
Action,Disaggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2083; semantic=0.4908; sequence_match=0.3333,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.6
Constraint,Not Expression,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6509; levenshtein=0.2308; semantic=0.5555; sequence_match=0.1739,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
Asset,Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6355; sequence_match=0.2667,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
Constraint,Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.6355; sequence_match=0.2667,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
ConflictTerm,or constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.0833; semantic=0.4323; sequence_match=0.4167,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.6
ConflictTerm,Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.4960; sequence_match=0.3750,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.6
Operator,Aggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.2381; semantic=0.5066; sequence_match=0.3448,False,0.473,False,top-3 avg score 0.4730 < final_threshold 0.6
Asset,Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.6244; sequence_match=0.2667,False,0.4711,False,top-3 avg score 0.4711 < final_threshold 0.6
AssetCollection,Deontic Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.2000; semantic=0.4223; sequence_match=0.4138,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
Asset,Transfer Rights,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5286; levenshtein=0.2857; semantic=0.5667; sequence_match=0.3158,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.6
LogicalConstraint,Disaggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5806; levenshtein=0.2500; semantic=0.4876; sequence_match=0.3415,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.6
Action,Contract Party Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.2353; semantic=0.4850; sequence_match=0.3478,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.6
LeftOperand,Disaggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5829; levenshtein=0.2500; semantic=0.4242; sequence_match=0.4000,False,0.469,False,top-3 avg score 0.4690 < final_threshold 0.6
AssetCollection,Not Expression,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.3333; semantic=0.4168; sequence_match=0.3571,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
Operator,Disaggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2083; semantic=0.4814; sequence_match=0.3125,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
AssetScope,Aggregation Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6286; levenshtein=0.2381; semantic=0.5165; sequence_match=0.2581,False,0.4677,False,top-3 avg score 0.4677 < final_threshold 0.6
ConflictTerm,xor constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5644; levenshtein=0.1538; semantic=0.4375; sequence_match=0.4000,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
LeftOperand,Contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.5475; sequence_match=0.3158,False,0.467,False,top-3 avg score 0.4670 < final_threshold 0.6
Policy,Contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5869; sequence_match=0.2857,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.6
Party,Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5999; sequence_match=0.2667,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.6
Rule,Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.6491; sequence_match=0.2500,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
Action,Prohibition,semantic+sequence_match+levenshtein,jaro_winkler=0.3384; levenshtein=0.3636; semantic=0.5629; sequence_match=0.4706,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
LeftOperand,Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1818; semantic=0.5259; sequence_match=0.3000,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.6
Asset,Contract,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.6452; sequence_match=0.3077,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.6
AssetCollection,Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5872; levenshtein=0.1923; semantic=0.4130; sequence_match=0.3902,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
ConflictTerm,Exclusive Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2105; semantic=0.3972; sequence_match=0.3871,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.6
Prohibition,Aggregation Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4993; levenshtein=0.2857; semantic=0.5751; sequence_match=0.3125,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
Constraint,Expression,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.6699; sequence_match=0.2000,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.6
ConflictTerm,Policy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.4417; sequence_match=0.4444,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.6
Operator,Transfer Rights,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.1429; semantic=0.5191; sequence_match=0.2727,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.6
Constraint,Prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.6761; sequence_match=0.1905,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.6
