prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has version,Has Version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has output,Has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,uses software,Maintained By Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6222; levenshtein=0.4500; semantic=0.7239; sequence_match=0.5625,False,0.6362,False,top-3 avg score 0.6362 < final_threshold 0.7
ObjectProperty,has specified data output,Has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has function,Has Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6596; levenshtein=0.4545; semantic=0.7567; sequence_match=0.4762,False,0.6308,False,top-3 avg score 0.6308 < final_threshold 0.7
ObjectProperty,uses software,Compatible With Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6086; levenshtein=0.4091; semantic=0.7521; sequence_match=0.5294,False,0.63,False,top-3 avg score 0.6300 < final_threshold 0.7
ObjectProperty,has function,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.6556; sequence_match=0.5714,False,0.6289,False,top-3 avg score 0.6289 < final_threshold 0.7
ObjectProperty,has format specification,Format Supported By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5945; levenshtein=0.3182; semantic=0.8054; sequence_match=0.4615,False,0.6205,False,top-3 avg score 0.6205 < final_threshold 0.7
ObjectProperty,has output,Output Format For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2000; semantic=0.6721; sequence_match=0.5000,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,uses software,Uses Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has version,Has Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6634; sequence_match=0.5455,False,0.6178,False,top-3 avg score 0.6178 < final_threshold 0.7
ObjectProperty,has format specification,Supports Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6229; levenshtein=0.2727; semantic=0.8389; sequence_match=0.3889,False,0.6169,False,top-3 avg score 0.6169 < final_threshold 0.7
ObjectProperty,has version,Has Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.6784; sequence_match=0.5000,False,0.615,False,top-3 avg score 0.6150 < final_threshold 0.7
ObjectProperty,has specified data input,Has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,is software for,Compatible With Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5894; levenshtein=0.2727; semantic=0.7260; sequence_match=0.5143,False,0.6099,False,top-3 avg score 0.6099 < final_threshold 0.7
ObjectProperty,is alternative format of,Input Format For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.3810; semantic=0.6167; sequence_match=0.5143,False,0.6098,False,top-3 avg score 0.6098 < final_threshold 0.7
ObjectProperty,has input,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6016; sequence_match=0.5333,False,0.6085,False,top-3 avg score 0.6085 < final_threshold 0.7
ObjectProperty,has license,Has Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.3500; semantic=0.5580; sequence_match=0.4667,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has input,Input Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6607; levenshtein=0.1429; semantic=0.7052; sequence_match=0.4545,False,0.6068,False,top-3 avg score 0.6068 < final_threshold 0.7
ObjectProperty,has specified data output,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5302; sequence_match=0.4865,False,0.6055,False,top-3 avg score 0.6055 < final_threshold 0.7
ObjectProperty,has version,Version Has Export Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6515; levenshtein=0.2273; semantic=0.7162; sequence_match=0.4375,False,0.6017,False,top-3 avg score 0.6017 < final_threshold 0.7
ObjectProperty,has clause,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6231; sequence_match=0.5000,False,0.5983,False,top-3 avg score 0.5983 < final_threshold 0.7
ObjectProperty,has format specification,Export Format Of Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6248; levenshtein=0.3182; semantic=0.6957; sequence_match=0.4651,False,0.5952,False,top-3 avg score 0.5952 < final_threshold 0.7
ObjectProperty,is alternative format of,Output Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6312; levenshtein=0.3810; semantic=0.6483; sequence_match=0.5000,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,has input,Has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,uses platform,Has Export Format,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6352; levenshtein=0.5333; semantic=0.4736; sequence_match=0.5926,False,0.587,False,top-3 avg score 0.5870 < final_threshold 0.7
ObjectProperty,has format specification,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7970; levenshtein=0.2727; semantic=0.5494; sequence_match=0.4138,False,0.5867,False,top-3 avg score 0.5867 < final_threshold 0.7
ObjectProperty,has version,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6248; sequence_match=0.4706,False,0.5842,False,top-3 avg score 0.5842 < final_threshold 0.7
ObjectProperty,has input,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has function,Has Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6450; levenshtein=0.3636; semantic=0.6598; sequence_match=0.4444,False,0.5831,False,top-3 avg score 0.5831 < final_threshold 0.7
ObjectProperty,has format specification,Output Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5737; levenshtein=0.2727; semantic=0.7423; sequence_match=0.4324,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.7
ObjectProperty,has version,Has Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6529; sequence_match=0.4800,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has license,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.5773; sequence_match=0.5000,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,Input Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.2727; semantic=0.7098; sequence_match=0.4444,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has function,Has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has declared status,Has Feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8006; levenshtein=0.3529; semantic=0.4151; sequence_match=0.5185,False,0.5781,False,top-3 avg score 0.5781 < final_threshold 0.7
ObjectProperty,has interface,Has Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is software for,Maintained By Software,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5342; levenshtein=0.3000; semantic=0.6534; sequence_match=0.5455,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,is alternative format of,Has Output Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,has format specification,Export Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5737; levenshtein=0.2727; semantic=0.7239; sequence_match=0.4324,False,0.5767,False,top-3 avg score 0.5767 < final_threshold 0.7
ObjectProperty,has interface,Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.3333; semantic=0.5909; sequence_match=0.4444,False,0.5757,False,top-3 avg score 0.5757 < final_threshold 0.7
ObjectProperty,has license,Has Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.5975; sequence_match=0.4706,False,0.5751,False,top-3 avg score 0.5751 < final_threshold 0.7
ObjectProperty,is alternative format of,Version Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6654; levenshtein=0.2273; semantic=0.5443; sequence_match=0.5116,False,0.5738,False,top-3 avg score 0.5738 < final_threshold 0.7
ObjectProperty,has output,Has Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.5865; sequence_match=0.4762,False,0.5734,False,top-3 avg score 0.5734 < final_threshold 0.7
ObjectProperty,is developed by,Created By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has version,Has Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.3158; semantic=0.5860; sequence_match=0.4828,False,0.5702,False,top-3 avg score 0.5702 < final_threshold 0.7
ObjectProperty,is alternative format of,Has Input Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has function,Has Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.6756; sequence_match=0.4167,False,0.5686,False,top-3 avg score 0.5686 < final_threshold 0.7
ObjectProperty,has input,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6167; sequence_match=0.4348,False,0.5681,False,top-3 avg score 0.5681 < final_threshold 0.7
ObjectProperty,has license,Has Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6046; sequence_match=0.4545,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.7
ObjectProperty,uses platform,Has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,has format specification,Version Has Export Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6147; levenshtein=0.1818; semantic=0.6756; sequence_match=0.4091,False,0.5665,False,top-3 avg score 0.5665 < final_threshold 0.7
ObjectProperty,uses platform,Has Output Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,is alternative format of,Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6516; levenshtein=0.3810; semantic=0.5913; sequence_match=0.4444,False,0.5625,False,top-3 avg score 0.5625 < final_threshold 0.7
ObjectProperty,has version,Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5937; sequence_match=0.4800,False,0.5616,False,top-3 avg score 0.5616 < final_threshold 0.7
ObjectProperty,has license,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5920; sequence_match=0.4800,False,0.561,False,top-3 avg score 0.5610 < final_threshold 0.7
ObjectProperty,has clause,Has Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5733; sequence_match=0.4545,False,0.5606,False,top-3 avg score 0.5606 < final_threshold 0.7
ObjectProperty,has input,Has Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3846; semantic=0.5232; sequence_match=0.4762,False,0.5603,False,top-3 avg score 0.5603 < final_threshold 0.7
ObjectProperty,uses platform,Supports Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7159; levenshtein=0.4286; semantic=0.5021; sequence_match=0.4615,False,0.5598,False,top-3 avg score 0.5598 < final_threshold 0.7
ObjectProperty,has interface,Has Output Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,has format specification,Modification Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6620; levenshtein=0.3636; semantic=0.4591; sequence_match=0.5556,False,0.5589,False,top-3 avg score 0.5589 < final_threshold 0.7
ObjectProperty,is software for,Platform For,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6976; levenshtein=0.3846; semantic=0.5913; sequence_match=0.3333,False,0.5578,False,top-3 avg score 0.5578 < final_threshold 0.7
ObjectProperty,has clause,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.2667; semantic=0.6234; sequence_match=0.4167,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.7
ObjectProperty,is developed by,Task Performed By,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4934; sequence_match=0.5000,False,0.556,False,top-3 avg score 0.5560 < final_threshold 0.7
ObjectProperty,uses platform,Performs Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,is alternative format of,Export Format For,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6009; levenshtein=0.3810; semantic=0.6158; sequence_match=0.4444,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has clause,Has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has input,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5690; sequence_match=0.4444,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has interface,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.5892; sequence_match=0.3704,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.7
ObjectProperty,has clause,Has Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.5837; sequence_match=0.4762,False,0.5502,False,top-3 avg score 0.5502 < final_threshold 0.7
ObjectProperty,has version,Export Format Of Version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4468; levenshtein=0.3810; semantic=0.6857; sequence_match=0.5161,False,0.5496,False,top-3 avg score 0.5496 < final_threshold 0.7
ObjectProperty,has clause,Has Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.3000; semantic=0.5501; sequence_match=0.4828,False,0.5489,False,top-3 avg score 0.5489 < final_threshold 0.7
ObjectProperty,is alternative format of,Supports Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5423; levenshtein=0.4286; semantic=0.6457; sequence_match=0.4571,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,has specified data output,Has Export Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.3182; semantic=0.6595; sequence_match=0.3784,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has output,Has Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.5985; sequence_match=0.4167,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.7
ObjectProperty,has interface,Has Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6160; sequence_match=0.4167,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.7
ObjectProperty,has output,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6038; sequence_match=0.4211,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,is alternative format of,Export Format Of Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.2381; semantic=0.5787; sequence_match=0.4286,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,has license,Has Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6419; levenshtein=0.3684; semantic=0.5118; sequence_match=0.4828,False,0.5455,False,top-3 avg score 0.5455 < final_threshold 0.7
ObjectProperty,has specified data output,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6586; levenshtein=0.3636; semantic=0.5385; sequence_match=0.4375,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,has output,Has Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3077; semantic=0.6225; sequence_match=0.3636,False,0.5443,False,top-3 avg score 0.5443 < final_threshold 0.7
ObjectProperty,has input,Has Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3000; semantic=0.5202; sequence_match=0.4286,False,0.544,False,top-3 avg score 0.5440 < final_threshold 0.7
ObjectProperty,has specified data input,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5283; sequence_match=0.4516,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has format specification,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3182; semantic=0.5056; sequence_match=0.4375,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.7
ObjectProperty,has function,Has Output Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,has license,Has Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.6141; sequence_match=0.4348,False,0.5368,False,top-3 avg score 0.5368 < final_threshold 0.7
ObjectProperty,has input,Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.5151; sequence_match=0.4348,False,0.5342,False,top-3 avg score 0.5342 < final_threshold 0.7
ObjectProperty,has interface,Maintained By Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.3500; semantic=0.5101; sequence_match=0.4375,False,0.5316,False,top-3 avg score 0.5316 < final_threshold 0.7
ObjectProperty,has specified data output,Has Input Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,has declared status,Has Developer,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6708; levenshtein=0.3529; semantic=0.4352; sequence_match=0.4828,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,uses platform,Has Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5444; sequence_match=0.4545,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,uses platform,Version Has Export Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6626; levenshtein=0.3636; semantic=0.4508; sequence_match=0.4706,False,0.528,False,top-3 avg score 0.5280 < final_threshold 0.7
ObjectProperty,is software for,Has Export Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6530; levenshtein=0.2667; semantic=0.5018; sequence_match=0.4286,False,0.5278,False,top-3 avg score 0.5278 < final_threshold 0.7
ObjectProperty,is software for,Input Format For,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7339; levenshtein=0.3571; semantic=0.4740; sequence_match=0.3704,False,0.5261,False,top-3 avg score 0.5261 < final_threshold 0.7
ObjectProperty,has interface,Task Performed By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.4931; sequence_match=0.4444,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
ObjectProperty,has output,Has Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
