prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,implements,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9364; sequence_match=0.9167,False,0.9339,True,selected
ObjectProperty,has clause,has license,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8115; levenshtein=0.5000; semantic=0.6169; sequence_match=0.6316,False,0.6866,False,top-3 avg score 0.6866 < final_threshold 0.7
ObjectProperty,has clause,has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7900; levenshtein=0.6000; semantic=0.6106; sequence_match=0.6316,False,0.6774,False,top-3 avg score 0.6774 < final_threshold 0.7
ObjectProperty,has interface,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8464; levenshtein=0.4167; semantic=0.6034; sequence_match=0.5455,False,0.6651,False,top-3 avg score 0.6651 < final_threshold 0.7
ObjectProperty,has interface,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8665; levenshtein=0.4167; semantic=0.6678; sequence_match=0.4545,False,0.6629,False,top-3 avg score 0.6629 < final_threshold 0.7
ObjectProperty,is software for,has software type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6530; levenshtein=0.6000; semantic=0.6819; sequence_match=0.6429,False,0.6593,False,top-3 avg score 0.6593 < final_threshold 0.7
ObjectProperty,has output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6085; sequence_match=0.5217,False,0.6584,False,top-3 avg score 0.6584 < final_threshold 0.7
ObjectProperty,has format specification,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.8151; sequence_match=0.4865,False,0.6574,False,top-3 avg score 0.6574 < final_threshold 0.7
ObjectProperty,has format specification,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7557; sequence_match=0.5000,False,0.6485,False,top-3 avg score 0.6485 < final_threshold 0.7
ObjectProperty,has output,output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6984; levenshtein=0.2143; semantic=0.7042; sequence_match=0.5217,False,0.6414,False,top-3 avg score 0.6414 < final_threshold 0.7
ObjectProperty,is alternative format of,input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6991; levenshtein=0.4762; semantic=0.6340; sequence_match=0.5882,False,0.6404,False,top-3 avg score 0.6404 < final_threshold 0.7
ObjectProperty,has license,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has version,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.6209; sequence_match=0.5000,False,0.6381,False,top-3 avg score 0.6381 < final_threshold 0.7
ObjectProperty,has specified data output,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7590; sequence_match=0.4865,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has function,has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6596; levenshtein=0.4545; semantic=0.7567; sequence_match=0.4762,False,0.6308,False,top-3 avg score 0.6308 < final_threshold 0.7
ObjectProperty,has function,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.6556; sequence_match=0.5714,False,0.6289,False,top-3 avg score 0.6289 < final_threshold 0.7
ObjectProperty,has input,has license,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7958; levenshtein=0.4000; semantic=0.5326; sequence_match=0.5556,False,0.628,False,top-3 avg score 0.6280 < final_threshold 0.7
ObjectProperty,is alternative format of,output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6302; levenshtein=0.4762; semantic=0.6735; sequence_match=0.5714,False,0.625,False,top-3 avg score 0.6250 < final_threshold 0.7
ObjectProperty,has interface,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8373; levenshtein=0.4615; semantic=0.5461; sequence_match=0.4800,False,0.6211,False,top-3 avg score 0.6211 < final_threshold 0.7
ObjectProperty,has input,input format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6699; levenshtein=0.1538; semantic=0.7169; sequence_match=0.4762,False,0.621,False,top-3 avg score 0.6210 < final_threshold 0.7
ObjectProperty,uses software,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7035; sequence_match=0.4800,False,0.6203,False,top-3 avg score 0.6203 < final_threshold 0.7
ObjectProperty,has version,has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.6784; sequence_match=0.5000,False,0.615,False,top-3 avg score 0.6150 < final_threshold 0.7
ObjectProperty,has specified data input,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7702; sequence_match=0.4571,False,0.6146,False,top-3 avg score 0.6146 < final_threshold 0.7
ObjectProperty,has interface,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7965; levenshtein=0.4000; semantic=0.5767; sequence_match=0.4444,False,0.6059,False,top-3 avg score 0.6059 < final_threshold 0.7
ObjectProperty,has specified data input,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7949; levenshtein=0.3810; semantic=0.4513; sequence_match=0.5294,False,0.5919,False,top-3 avg score 0.5919 < final_threshold 0.7
ObjectProperty,has input,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5856; sequence_match=0.5217,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.7
ObjectProperty,has specified data output,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7903; levenshtein=0.4091; semantic=0.4472; sequence_match=0.5143,False,0.5839,False,top-3 avg score 0.5839 < final_threshold 0.7
ObjectProperty,has input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5624; sequence_match=0.5556,False,0.5838,False,top-3 avg score 0.5838 < final_threshold 0.7
ObjectProperty,has license,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4000; semantic=0.5773; sequence_match=0.5000,False,0.5813,False,top-3 avg score 0.5813 < final_threshold 0.7
ObjectProperty,has format specification,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5628; sequence_match=0.5000,False,0.5808,False,top-3 avg score 0.5808 < final_threshold 0.7
ObjectProperty,has function,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8224; levenshtein=0.3571; semantic=0.5156; sequence_match=0.4000,False,0.5793,False,top-3 avg score 0.5793 < final_threshold 0.7
ObjectProperty,has declared status,has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8006; levenshtein=0.3529; semantic=0.4151; sequence_match=0.5185,False,0.5781,False,top-3 avg score 0.5781 < final_threshold 0.7
ObjectProperty,has interface,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.6129; sequence_match=0.4545,False,0.5778,False,top-3 avg score 0.5778 < final_threshold 0.7
ObjectProperty,is alternative format of,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5810; levenshtein=0.3810; semantic=0.6520; sequence_match=0.5000,False,0.5777,False,top-3 avg score 0.5777 < final_threshold 0.7
ObjectProperty,is encoded in,implemented in,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6773; levenshtein=0.4615; semantic=0.4160; sequence_match=0.5833,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.7
ObjectProperty,is developed by,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6828; sequence_match=0.4545,False,0.5725,False,top-3 avg score 0.5725 < final_threshold 0.7
ObjectProperty,has output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.5274; sequence_match=0.5000,False,0.5721,False,top-3 avg score 0.5721 < final_threshold 0.7
ObjectProperty,is alternative format of,has input format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.3810; semantic=0.6313; sequence_match=0.4571,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.7
ObjectProperty,has clause,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6538; levenshtein=0.4615; semantic=0.5056; sequence_match=0.5455,False,0.5683,False,top-3 avg score 0.5683 < final_threshold 0.7
ObjectProperty,uses platform,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4778; sequence_match=0.4615,False,0.5666,False,top-3 avg score 0.5666 < final_threshold 0.7
ObjectProperty,uses platform,has output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4688; sequence_match=0.5185,False,0.5655,False,top-3 avg score 0.5655 < final_threshold 0.7
ObjectProperty,has format specification,output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5563; levenshtein=0.2727; semantic=0.7455; sequence_match=0.3889,False,0.5635,False,top-3 avg score 0.5635 < final_threshold 0.7
ObjectProperty,has format specification,input format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5746; levenshtein=0.2273; semantic=0.7057; sequence_match=0.4000,False,0.5601,False,top-3 avg score 0.5601 < final_threshold 0.7
ObjectProperty,has interface,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5970; sequence_match=0.4444,False,0.5591,False,top-3 avg score 0.5591 < final_threshold 0.7
ObjectProperty,is developed by,task performed by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4934; sequence_match=0.5000,False,0.556,False,top-3 avg score 0.5560 < final_threshold 0.7
ObjectProperty,has input,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6816; levenshtein=0.3077; semantic=0.5101; sequence_match=0.4762,False,0.556,False,top-3 avg score 0.5560 < final_threshold 0.7
ObjectProperty,implements,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3125; semantic=0.5986; sequence_match=0.4615,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.7
ObjectProperty,uses platform,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6852; levenshtein=0.0000; semantic=0.5593; sequence_match=0.4167,False,0.5537,False,top-3 avg score 0.5537 < final_threshold 0.7
ObjectProperty,has clause,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.3000; semantic=0.6198; sequence_match=0.4211,False,0.5531,False,top-3 avg score 0.5531 < final_threshold 0.7
ObjectProperty,has input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.5690; sequence_match=0.4444,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.7
ObjectProperty,has function,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6596; levenshtein=0.3636; semantic=0.6131; sequence_match=0.3810,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,has declared status,has new feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6665; levenshtein=0.4118; semantic=0.4502; sequence_match=0.5333,False,0.55,False,top-3 avg score 0.5500 < final_threshold 0.7
ObjectProperty,has function,has new feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.6154; sequence_match=0.4167,False,0.5485,False,top-3 avg score 0.5485 < final_threshold 0.7
ObjectProperty,has output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6038; sequence_match=0.4211,False,0.5478,False,top-3 avg score 0.5478 < final_threshold 0.7
ObjectProperty,has format specification,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2727; semantic=0.5358; sequence_match=0.4324,False,0.5463,False,top-3 avg score 0.5463 < final_threshold 0.7
ObjectProperty,has specified data output,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6586; levenshtein=0.3636; semantic=0.5385; sequence_match=0.4375,False,0.5449,False,top-3 avg score 0.5449 < final_threshold 0.7
ObjectProperty,has specified data input,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5283; sequence_match=0.4516,False,0.5412,False,top-3 avg score 0.5412 < final_threshold 0.7
ObjectProperty,has format specification,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3182; semantic=0.5056; sequence_match=0.4375,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.7
ObjectProperty,has function,has output format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6534; levenshtein=0.4000; semantic=0.5589; sequence_match=0.3846,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.7
ObjectProperty,uses software,used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6895; sequence_match=0.3333,False,0.5354,False,top-3 avg score 0.5354 < final_threshold 0.7
ObjectProperty,has specified data output,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5828; sequence_match=0.3889,False,0.5315,False,top-3 avg score 0.5315 < final_threshold 0.7
ObjectProperty,has license,implements,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,implements,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.3000; semantic=0.5676; sequence_match=0.4000,False,0.53,False,top-3 avg score 0.5300 < final_threshold 0.7
ObjectProperty,uses platform,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5444; sequence_match=0.4545,False,0.5293,False,top-3 avg score 0.5293 < final_threshold 0.7
ObjectProperty,uses platform,output format of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6210; levenshtein=0.2857; semantic=0.4259; sequence_match=0.5385,False,0.5285,False,top-3 avg score 0.5285 < final_threshold 0.7
ObjectProperty,has version,has new feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5692; levenshtein=0.3077; semantic=0.5745; sequence_match=0.4348,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,implements,license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1000; semantic=0.5102; sequence_match=0.4211,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.7
ObjectProperty,has interface,task performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.4931; sequence_match=0.4444,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
ObjectProperty,is encoded in,license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7095; levenshtein=0.2727; semantic=0.4636; sequence_match=0.4000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,has output,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6060; sequence_match=0.4211,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,has version,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5403; sequence_match=0.3333,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.7
ObjectProperty,uses platform,used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.6379; sequence_match=0.3333,False,0.5182,False,top-3 avg score 0.5182 < final_threshold 0.7
ObjectProperty,implements,compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5095; levenshtein=0.2857; semantic=0.6270; sequence_match=0.4167,False,0.5177,False,top-3 avg score 0.5177 < final_threshold 0.7
ObjectProperty,has interface,feature of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5603; sequence_match=0.3810,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,has clause,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4993; sequence_match=0.4167,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,has version,runs on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5731; sequence_match=0.3750,False,0.516,False,top-3 avg score 0.5160 < final_threshold 0.7
ObjectProperty,has specified data input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,has declared status,creates,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6256; levenshtein=0.3529; semantic=0.4142; sequence_match=0.5000,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.7
ObjectProperty,is developed by,used by,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.5467; sequence_match=0.5263,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,has interface,version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5440; sequence_match=0.3810,False,0.512,False,top-3 avg score 0.5120 < final_threshold 0.7
ObjectProperty,has license,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3846; semantic=0.4694; sequence_match=0.4348,False,0.5119,False,top-3 avg score 0.5119 < final_threshold 0.7
ObjectProperty,uses software,has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6659; levenshtein=0.3333; semantic=0.5344; sequence_match=0.2727,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has specified data output,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,is software for,has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.2308; semantic=0.4637; sequence_match=0.4348,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,has function,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3636; semantic=0.5792; sequence_match=0.4706,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,uses platform,input format of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.2308; semantic=0.4475; sequence_match=0.4800,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,has declared status,has version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,uses platform,task performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6083; levenshtein=0.2667; semantic=0.4596; sequence_match=0.4444,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,is developed by,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.3077; semantic=0.5404; sequence_match=0.3846,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,has interface,input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.1538; semantic=0.5066; sequence_match=0.4000,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.7
ObjectProperty,uses platform,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5839; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,has specified data input,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5560; sequence_match=0.3889,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.7
ObjectProperty,has function,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5215; sequence_match=0.3846,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,has license,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4617; sequence_match=0.4167,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,uses platform,feature of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.1667; semantic=0.4696; sequence_match=0.3810,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,has declared status,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,uses software,has new feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.5031; sequence_match=0.2400,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.7
ObjectProperty,has version,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2667; semantic=0.5396; sequence_match=0.3200,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,has output,has new feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6467; levenshtein=0.3077; semantic=0.4761; sequence_match=0.3636,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,uses software,feature of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.1667; semantic=0.4585; sequence_match=0.3810,False,0.4946,False,top-3 avg score 0.4946 < final_threshold 0.7
ObjectProperty,uses software,runs on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5621; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.7
ObjectProperty,has function,version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.5584; sequence_match=0.4000,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.7
ObjectProperty,uses software,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has input,version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5522; sequence_match=0.3529,False,0.4915,False,top-3 avg score 0.4915 < final_threshold 0.7
ObjectProperty,has format specification,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6383; levenshtein=0.2727; semantic=0.4656; sequence_match=0.3684,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.7
ObjectProperty,has interface,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6535; levenshtein=0.3182; semantic=0.4910; sequence_match=0.3243,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data input,input format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4742; levenshtein=0.1905; semantic=0.6973; sequence_match=0.2941,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.7
ObjectProperty,is software for,feature of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6768; levenshtein=0.3077; semantic=0.4792; sequence_match=0.1818,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.7
