prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,eaten-by,eaten by,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eats,eats,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,eaten-by,eats plant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.6780; sequence_match=0.5000,False,0.6166,False,top-3 avg score 0.6166 < final_threshold 0.7
ObjectProperty,has-part,eats plant part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5663; levenshtein=0.4615; semantic=0.6221; sequence_match=0.6000,False,0.5961,False,top-3 avg score 0.5961 < final_threshold 0.7
ObjectProperty,eats,plant eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2667; semantic=0.6328; sequence_match=0.4211,False,0.5754,False,top-3 avg score 0.5754 < final_threshold 0.7
ObjectProperty,eats,eaten by plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.6255; sequence_match=0.3750,False,0.5557,False,top-3 avg score 0.5557 < final_threshold 0.7
ObjectProperty,eaten-by,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.6120; sequence_match=0.4000,False,0.5461,False,top-3 avg score 0.5461 < final_threshold 0.7
ObjectProperty,eats,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6603; levenshtein=0.2308; semantic=0.6086; sequence_match=0.3529,False,0.5406,False,top-3 avg score 0.5406 < final_threshold 0.7
ObjectProperty,eaten-by,plant eats animal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2667; semantic=0.6908; sequence_match=0.3636,False,0.5279,False,top-3 avg score 0.5279 < final_threshold 0.7
ObjectProperty,has-part,eaten by plant part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.3125; semantic=0.6108; sequence_match=0.4348,False,0.5231,False,top-3 avg score 0.5231 < final_threshold 0.7
ObjectProperty,eats,eaten by plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.1875; semantic=0.6019; sequence_match=0.3000,False,0.5159,False,top-3 avg score 0.5159 < final_threshold 0.7
ObjectProperty,has-part,eats,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5361; sequence_match=0.3636,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.2857; semantic=0.4884; sequence_match=0.4444,False,0.4898,False,top-3 avg score 0.4898 < final_threshold 0.7
ObjectProperty,eats,eaten by carnivorous plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.1739; semantic=0.5306; sequence_match=0.2963,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.7
ObjectProperty,has-part,eaten by plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.3333; semantic=0.4472; sequence_match=0.4211,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,is-part-of,eats plant part,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4359; levenshtein=0.3077; semantic=0.4829; sequence_match=0.4762,False,0.465,False,top-3 avg score 0.4650 < final_threshold 0.7
ObjectProperty,has-part,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4173; sequence_match=0.3529,False,0.448,False,top-3 avg score 0.4480 < final_threshold 0.7
ObjectProperty,is-part-of,eats plant,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.3866; sequence_match=0.4706,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,is-part-of,eats,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4611; sequence_match=0.1667,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.3697; sequence_match=0.3478,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by plant part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1875; semantic=0.4438; sequence_match=0.3333,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.7
ObjectProperty,has-part,plant eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.4134; sequence_match=0.2727,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.4502; sequence_match=0.2667,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,has-part,eaten by carnivorous plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.2174; semantic=0.3779; sequence_match=0.3333,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.7
ObjectProperty,has-part,eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4895; sequence_match=0.2857,False,0.4013,False,top-3 avg score 0.4013 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by plant part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1875; semantic=0.4546; sequence_match=0.3333,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by carnivorous plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4746; levenshtein=0.1304; semantic=0.3229; sequence_match=0.3226,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4248; sequence_match=0.2857,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.3517; sequence_match=0.3000,False,0.3608,False,top-3 avg score 0.3608 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by carnivorous plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5148; levenshtein=0.1304; semantic=0.2934; sequence_match=0.2703,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,has-part,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4256; sequence_match=0.2000,False,0.3559,False,top-3 avg score 0.3559 < final_threshold 0.7
ObjectProperty,is-part-of,plant eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.0667; semantic=0.3578; sequence_match=0.1739,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1111,False,0.3455,False,top-3 avg score 0.3455 < final_threshold 0.7
ObjectProperty,is-part-of,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.3466; sequence_match=0.2222,False,0.3387,False,top-3 avg score 0.3387 < final_threshold 0.7
ObjectProperty,is-proper-part-of,plant eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.0667; semantic=0.3568; sequence_match=0.1379,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by plant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4563; levenshtein=0.1429; semantic=0.3196; sequence_match=0.2308,False,0.3356,False,top-3 avg score 0.3356 < final_threshold 0.7
ObjectProperty,is-part-of,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.0769; semantic=0.3471; sequence_match=0.1905,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eats animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4786; levenshtein=0.0714; semantic=0.3511; sequence_match=0.1667,False,0.3321,False,top-3 avg score 0.3321 < final_threshold 0.7
ObjectProperty,is-proper-part-of,eaten by animal,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4322; levenshtein=0.0000; semantic=0.3381; sequence_match=0.1481,False,0.3062,False,top-3 avg score 0.3062 < final_threshold 0.7
