role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,has release date,hasreleasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.8855; sequence_match=1.0000,True,1.0000,True,selected
property,is developed by,developedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9198; sequence_match=0.9167,False,0.9284,True,selected
property,has documentation,hasmodification,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8172; levenshtein=0.5625; semantic=0.5705; sequence_match=0.6452,False,0.6776,False,gold already mapped to 'haslocation'
property,has specified data input,hasvalidinput,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6991; levenshtein=0.4762; semantic=0.7331; sequence_match=0.5882,False,0.6735,False,pred already taken by 'has input' (higher averaged score)
property,has output,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8449; levenshtein=0.4286; semantic=0.6190; sequence_match=0.5217,False,0.6619,False,gold already mapped to 'hasoutputformat'
property,has output,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7966; levenshtein=0.4615; semantic=0.6408; sequence_match=0.5455,False,0.6609,False,gold already mapped to 'hasoutputformat'
property,has license,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8387; levenshtein=0.4545; semantic=0.5726; sequence_match=0.5714,False,0.6609,False,gold already mapped to 'haslicensetype'
property,has output,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.6174; sequence_match=0.5556,False,0.6552,False,gold already mapped to 'hasoutputformat'
property,has interface,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6395; sequence_match=0.5263,False,0.6543,False,gold already mapped to 'hasinputformat'
property,has input,hasurl,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.3750; semantic=0.5612; sequence_match=0.5714,False,0.6461,False,gold already mapped to 'hasvalidinput'
property,has format specification,hasinputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6898; levenshtein=0.2727; semantic=0.7475; sequence_match=0.5000,False,0.6457,False,gold already mapped to 'hasformat'
property,has interface,hasprice,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8069; levenshtein=0.5000; semantic=0.5299; sequence_match=0.6000,False,0.6456,False,gold already mapped to 'hasinputformat'
property,has format specification,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6707; levenshtein=0.3636; semantic=0.7577; sequence_match=0.4865,False,0.6383,False,gold already mapped to 'hasformat'
property,has output,hasdataexport,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7966; levenshtein=0.4615; semantic=0.6530; sequence_match=0.4545,False,0.6370,False,gold already mapped to 'hasoutputformat'
property,has output,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7926; levenshtein=0.4444; semantic=0.5730; sequence_match=0.5333,False,0.6330,False,gold already mapped to 'hasoutputformat'
property,has support url,supportsformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6673; levenshtein=0.3571; semantic=0.6325; sequence_match=0.5926,False,0.6308,False,gold already mapped to 'hasurl'
property,has version,hasprice,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8094; levenshtein=0.5000; semantic=0.5731; sequence_match=0.4444,False,0.6275,False,gold already mapped to 'hasversion'
property,has license,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.3000; semantic=0.5875; sequence_match=0.5000,False,0.6269,False,gold already mapped to 'haslicensetype'
property,uses software,usesalgorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6774; levenshtein=0.3077; semantic=0.7072; sequence_match=0.4800,False,0.6215,False,pred already taken by 'uses platform' (higher averaged score)
property,has specified data output,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6535; levenshtein=0.2727; semantic=0.7230; sequence_match=0.4865,False,0.6210,False,gold already mapped to 'hasdataexport'
property,has support url,supportstask,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6357; levenshtein=0.3846; semantic=0.6651; sequence_match=0.5600,False,0.6203,False,gold already mapped to 'hasurl'
property,has input,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.5000; semantic=0.6326; sequence_match=0.5333,False,0.6188,False,gold already mapped to 'hasvalidinput'
property,has version,hasdeveloper,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6592; sequence_match=0.5455,False,0.6164,False,gold already mapped to 'hasversion'
property,has support url,hasformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7966; levenshtein=0.3846; semantic=0.5017; sequence_match=0.5455,False,0.6146,False,gold already mapped to 'hasurl'
property,has format specification,supportsformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6229; levenshtein=0.2727; semantic=0.8245; sequence_match=0.3889,False,0.6121,False,gold already mapped to 'hasformat'
property,has version,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.4000; semantic=0.6390; sequence_match=0.5000,False,0.6093,False,gold already mapped to 'hasversion'
property,has documentation,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6908; levenshtein=0.4375; semantic=0.5685; sequence_match=0.5600,False,0.6064,False,gold already mapped to 'haslocation'
property,has specified data input,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3810; semantic=0.6019; sequence_match=0.5294,False,0.6044,False,gold already mapped to 'hasmodification'
property,has release date,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.2857; semantic=0.5010; sequence_match=0.5000,False,0.6040,False,gold already mapped to 'hasreleasedate'
property,has interface,hasformat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8176; levenshtein=0.4167; semantic=0.5734; sequence_match=0.3810,False,0.6026,False,gold already mapped to 'hasinputformat'
property,has specified data output,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7999; levenshtein=0.4091; semantic=0.5212; sequence_match=0.4865,False,0.6025,False,gold already mapped to 'hasdataexport'
property,has input,haslicensetype,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8083; levenshtein=0.4286; semantic=0.4492; sequence_match=0.5455,False,0.6010,False,gold already mapped to 'hasvalidinput'
property,has interface,haslicensetype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.4286; semantic=0.5314; sequence_match=0.4615,False,0.5998,False,top-3 avg score 0.5998 < final_threshold 0.6
property,has license,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6571; levenshtein=0.4000; semantic=0.6670; sequence_match=0.4706,False,0.5982,False,top-3 avg score 0.5982 < final_threshold 0.6
property,has download location,hasmodification,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6799; levenshtein=0.5263; semantic=0.5061; sequence_match=0.5882,False,0.5981,False,top-3 avg score 0.5981 < final_threshold 0.6
property,has specified data input,hasinputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.2857; semantic=0.7080; sequence_match=0.4571,False,0.5938,False,top-3 avg score 0.5938 < final_threshold 0.6
property,has version,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6571; levenshtein=0.3000; semantic=0.6507; sequence_match=0.4706,False,0.5928,False,top-3 avg score 0.5928 < final_threshold 0.6
property,has version,haslocation,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6596; levenshtein=0.5455; semantic=0.5408; sequence_match=0.5714,False,0.5922,False,top-3 avg score 0.5922 < final_threshold 0.6
property,has version,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.4000; semantic=0.6854; sequence_match=0.4800,False,0.5922,False,top-3 avg score 0.5922 < final_threshold 0.6
property,has website homepage,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6963; levenshtein=0.3889; semantic=0.5783; sequence_match=0.5000,False,0.5915,False,top-3 avg score 0.5915 < final_threshold 0.6
property,is software for,isfree,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7915; levenshtein=0.3846; semantic=0.4567; sequence_match=0.5263,False,0.5915,False,top-3 avg score 0.5915 < final_threshold 0.6
property,has license,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.3000; semantic=0.5827; sequence_match=0.5000,False,0.5905,False,top-3 avg score 0.5905 < final_threshold 0.6
property,has format specification,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7970; levenshtein=0.2727; semantic=0.5583; sequence_match=0.4138,False,0.5897,False,top-3 avg score 0.5897 < final_threshold 0.6
property,has documentation,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7992; levenshtein=0.3125; semantic=0.5027; sequence_match=0.4667,False,0.5895,False,top-3 avg score 0.5895 < final_threshold 0.6
property,has license,hasreleasedate,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6381; levenshtein=0.4286; semantic=0.5464; sequence_match=0.5833,False,0.5893,False,top-3 avg score 0.5893 < final_threshold 0.6
property,has documentation,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.4375; semantic=0.5952; sequence_match=0.5385,False,0.5837,False,top-3 avg score 0.5837 < final_threshold 0.6
property,has documentation,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6913; levenshtein=0.4375; semantic=0.5385; sequence_match=0.5185,False,0.5828,False,top-3 avg score 0.5828 < final_threshold 0.6
property,has version,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6872; levenshtein=0.3846; semantic=0.5327; sequence_match=0.5217,False,0.5805,False,top-3 avg score 0.5805 < final_threshold 0.6
property,has release date,hasformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6984; levenshtein=0.3571; semantic=0.5202; sequence_match=0.5217,False,0.5801,False,top-3 avg score 0.5801 < final_threshold 0.6
property,has interface,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.5000; semantic=0.5330; sequence_match=0.5217,False,0.5788,False,top-3 avg score 0.5788 < final_threshold 0.6
property,has documentation,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6775; levenshtein=0.3125; semantic=0.5758; sequence_match=0.4828,False,0.5787,False,top-3 avg score 0.5787 < final_threshold 0.6
property,has website homepage,hasdeveloper,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6620; levenshtein=0.3889; semantic=0.6060; sequence_match=0.4667,False,0.5782,False,top-3 avg score 0.5782 < final_threshold 0.6
property,has license,hasvalidinput,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.4615; semantic=0.5198; sequence_match=0.5217,False,0.5763,False,top-3 avg score 0.5763 < final_threshold 0.6
property,has input,hasversion,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.5378; sequence_match=0.5556,False,0.5756,False,top-3 avg score 0.5756 < final_threshold 0.6
property,has documentation,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6972; levenshtein=0.3125; semantic=0.5115; sequence_match=0.5161,False,0.5750,False,top-3 avg score 0.5750 < final_threshold 0.6
property,has input,hasprice,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6833; levenshtein=0.3750; semantic=0.5402; sequence_match=0.5000,False,0.5745,False,top-3 avg score 0.5745 < final_threshold 0.6
property,has release date,haslicensetype,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6508; levenshtein=0.5000; semantic=0.4929; sequence_match=0.5714,False,0.5741,False,top-3 avg score 0.5741 < final_threshold 0.6
property,has format specification,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6795; levenshtein=0.3636; semantic=0.5405; sequence_match=0.5000,False,0.5733,False,top-3 avg score 0.5733 < final_threshold 0.6
property,has format specification,haslocation,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6553; levenshtein=0.4545; semantic=0.4124; sequence_match=0.6061,False,0.5720,False,top-3 avg score 0.5720 < final_threshold 0.6
property,has output,hasdeveloper,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.5809; sequence_match=0.4762,False,0.5715,False,top-3 avg score 0.5715 < final_threshold 0.6
property,has license,hasdeveloper,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.6124; sequence_match=0.4545,False,0.5705,False,top-3 avg score 0.5705 < final_threshold 0.6
property,has license,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6189; sequence_match=0.4800,False,0.5700,False,top-3 avg score 0.5700 < final_threshold 0.6
property,has format specification,processesformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6429; levenshtein=0.2273; semantic=0.6853; sequence_match=0.3784,False,0.5689,False,top-3 avg score 0.5689 < final_threshold 0.6
property,has input,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.5211; sequence_match=0.5217,False,0.5680,False,top-3 avg score 0.5680 < final_threshold 0.6
property,has interface,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6659; levenshtein=0.4167; semantic=0.5832; sequence_match=0.4545,False,0.5679,False,top-3 avg score 0.5679 < final_threshold 0.6
property,uses platform,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7606; levenshtein=0.4286; semantic=0.4807; sequence_match=0.4615,False,0.5676,False,top-3 avg score 0.5676 < final_threshold 0.6
property,has release date,hasdeveloper,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5943; sequence_match=0.4615,False,0.5676,False,top-3 avg score 0.5676 < final_threshold 0.6
property,has support url,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6530; levenshtein=0.4000; semantic=0.4736; sequence_match=0.5714,False,0.5660,False,top-3 avg score 0.5660 < final_threshold 0.6
property,has output,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.5249; sequence_match=0.5000,False,0.5650,False,top-3 avg score 0.5650 < final_threshold 0.6
property,has input,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.6069; sequence_match=0.4348,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.6
property,has release date,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.2857; semantic=0.5413; sequence_match=0.5185,False,0.5639,False,top-3 avg score 0.5639 < final_threshold 0.6
property,is developed by,isdistributedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.4667; semantic=0.5699; sequence_match=0.5000,False,0.5636,False,top-3 avg score 0.5636 < final_threshold 0.6
property,has output,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.5192; sequence_match=0.5000,False,0.5631,False,top-3 avg score 0.5631 < final_threshold 0.6
property,uses platform,hasoutputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7093; levenshtein=0.4000; semantic=0.4603; sequence_match=0.5185,False,0.5627,False,top-3 avg score 0.5627 < final_threshold 0.6
property,has interface,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.3846; semantic=0.5921; sequence_match=0.4800,False,0.5614,False,top-3 avg score 0.5614 < final_threshold 0.6
property,has format specification,hasprice,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7932; levenshtein=0.2727; semantic=0.4908; sequence_match=0.4000,False,0.5613,False,top-3 avg score 0.5613 < final_threshold 0.6
property,has version,hasformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6185; levenshtein=0.4000; semantic=0.6386; sequence_match=0.4211,False,0.5594,False,top-3 avg score 0.5594 < final_threshold 0.6
property,has interface,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3333; semantic=0.5588; sequence_match=0.4444,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.6
property,is developed by,createdby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5801; levenshtein=0.3846; semantic=0.6351; sequence_match=0.4545,False,0.5566,False,top-3 avg score 0.5566 < final_threshold 0.6
property,has input,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.5200; sequence_match=0.5263,False,0.5558,False,top-3 avg score 0.5558 < final_threshold 0.6
property,has output,hasprice,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5462; sequence_match=0.4706,False,0.5550,False,top-3 avg score 0.5550 < final_threshold 0.6
property,has interface,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6917; levenshtein=0.2667; semantic=0.6010; sequence_match=0.3704,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.6
property,has download location,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6371; levenshtein=0.3158; semantic=0.5876; sequence_match=0.4375,False,0.5541,False,top-3 avg score 0.5541 < final_threshold 0.6
property,has version,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6245; sequence_match=0.4167,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.6
property,uses platform,supportsformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7159; levenshtein=0.4286; semantic=0.4838; sequence_match=0.4615,False,0.5538,False,top-3 avg score 0.5538 < final_threshold 0.6
property,has license,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5319; sequence_match=0.4762,False,0.5532,False,top-3 avg score 0.5532 < final_threshold 0.6
property,is software for,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.2308; semantic=0.5647; sequence_match=0.4800,False,0.5522,False,top-3 avg score 0.5522 < final_threshold 0.6
property,has release date,hasprice,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.2857; semantic=0.5398; sequence_match=0.4545,False,0.5517,False,top-3 avg score 0.5517 < final_threshold 0.6
property,has output,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.3333; semantic=0.6086; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.6
property,has release date,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6172; sequence_match=0.4167,False,0.5515,False,top-3 avg score 0.5515 < final_threshold 0.6
property,has version,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6282; levenshtein=0.3077; semantic=0.5901; sequence_match=0.4348,False,0.5510,False,top-3 avg score 0.5510 < final_threshold 0.6
property,has input,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.4444; semantic=0.5337; sequence_match=0.4706,False,0.5508,False,top-3 avg score 0.5508 < final_threshold 0.6
property,has support url,hasinputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6456; levenshtein=0.3571; semantic=0.4876; sequence_match=0.5185,False,0.5506,False,top-3 avg score 0.5506 < final_threshold 0.6
property,has website homepage,hasinputformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6720; levenshtein=0.3333; semantic=0.4793; sequence_match=0.5000,False,0.5504,False,top-3 avg score 0.5504 < final_threshold 0.6
property,has interface,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.5721; sequence_match=0.4800,False,0.5501,False,top-3 avg score 0.5501 < final_threshold 0.6
property,has specified data output,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.3636; semantic=0.5509; sequence_match=0.4571,False,0.5498,False,top-3 avg score 0.5498 < final_threshold 0.6
property,has interface,hasdeveloper,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6199; sequence_match=0.4167,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.6
property,has license,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6183; levenshtein=0.2500; semantic=0.5722; sequence_match=0.4545,False,0.5483,False,top-3 avg score 0.5483 < final_threshold 0.6
property,has specified data input,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.3333; semantic=0.4830; sequence_match=0.5000,False,0.5480,False,top-3 avg score 0.5480 < final_threshold 0.6
property,implements,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5447; sequence_match=0.4545,False,0.5479,False,top-3 avg score 0.5479 < final_threshold 0.6
property,has support url,hasdataexport,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5971; levenshtein=0.3077; semantic=0.5075; sequence_match=0.5385,False,0.5477,False,top-3 avg score 0.5477 < final_threshold 0.6
property,has version,haslicensetype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5843; sequence_match=0.4167,False,0.5464,False,top-3 avg score 0.5464 < final_threshold 0.6
property,has interface,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.5573; sequence_match=0.4444,False,0.5458,False,top-3 avg score 0.5458 < final_threshold 0.6
property,has website homepage,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6899; levenshtein=0.4444; semantic=0.4994; sequence_match=0.4375,False,0.5446,False,top-3 avg score 0.5446 < final_threshold 0.6
property,uses platform,processesformat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6917; levenshtein=0.3333; semantic=0.4177; sequence_match=0.5185,False,0.5426,False,top-3 avg score 0.5426 < final_threshold 0.6
property,has documentation,haslicensetype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.4375; semantic=0.5102; sequence_match=0.4667,False,0.5409,False,top-3 avg score 0.5409 < final_threshold 0.6
property,has documentation,ismaintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6227; levenshtein=0.2500; semantic=0.5683; sequence_match=0.4286,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.6
property,has website homepage,haslicensetype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6566; levenshtein=0.3889; semantic=0.5216; sequence_match=0.4375,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.6
property,has version,hasavailability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.6017; sequence_match=0.4000,False,0.5376,False,top-3 avg score 0.5376 < final_threshold 0.6
property,has version,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6857; levenshtein=0.2857; semantic=0.5932; sequence_match=0.3333,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.6
property,has release date,canread,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6905; levenshtein=0.3571; semantic=0.4454; sequence_match=0.4762,False,0.5374,False,top-3 avg score 0.5374 < final_threshold 0.6
property,has release date,haslocation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6580; levenshtein=0.2857; semantic=0.4740; sequence_match=0.4800,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.6
