prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,inheritFrom,inherits from,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9833; levenshtein=0.9167; semantic=0.8897; sequence_match=0.9565,False,0.9522,True,selected
ObjectProperty,hasPolicy,has party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8361; levenshtein=0.5556; semantic=0.5838; sequence_match=0.5882,False,0.6694,False,top-3 avg score 0.6694 < final_threshold 0.7
ObjectProperty,conflict,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7586; levenshtein=0.2759; semantic=0.7470; sequence_match=0.4324,False,0.646,False,top-3 avg score 0.6460 < final_threshold 0.7
ObjectProperty,andSequence,has consequence duty,sequence_match+jaro_winkler+levenshtein,jaro_winkler=0.6882; levenshtein=0.5000; semantic=0.4687; sequence_match=0.6897,False,0.626,False,top-3 avg score 0.6260 < final_threshold 0.7
ObjectProperty,duty,supports duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.8103; sequence_match=0.5000,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,action,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8600; levenshtein=0.3000; semantic=0.5326; sequence_match=0.4615,False,0.618,False,top-3 avg score 0.6180 < final_threshold 0.7
ObjectProperty,duty,contains duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4444; levenshtein=0.3333; semantic=0.8609; sequence_match=0.5000,False,0.6018,False,top-3 avg score 0.6018 < final_threshold 0.7
ObjectProperty,failure,activates upon failure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5071; levenshtein=0.3500; semantic=0.7723; sequence_match=0.5185,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,consequence,has sequence step,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6285; levenshtein=0.5333; semantic=0.4426; sequence_match=0.6154,False,0.5924,False,top-3 avg score 0.5924 < final_threshold 0.7
ObjectProperty,constraint,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.3333; semantic=0.5831; sequence_match=0.5000,False,0.5907,False,top-3 avg score 0.5907 < final_threshold 0.7
ObjectProperty,hasPolicy,has supporting party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3889; semantic=0.5748; sequence_match=0.5185,False,0.5867,False,top-3 avg score 0.5867 < final_threshold 0.7
ObjectProperty,partOf,has party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.5387; sequence_match=0.5714,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
ObjectProperty,scope,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5690; sequence_match=0.5000,False,0.5817,False,top-3 avg score 0.5817 < final_threshold 0.7
ObjectProperty,assigner,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5490; sequence_match=0.5000,False,0.5719,False,top-3 avg score 0.5719 < final_threshold 0.7
ObjectProperty,assignee,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2500; semantic=0.5462; sequence_match=0.5000,False,0.5709,False,top-3 avg score 0.5709 < final_threshold 0.7
ObjectProperty,duty,applies to duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4423; levenshtein=0.3077; semantic=0.7961; sequence_match=0.4706,False,0.5697,False,top-3 avg score 0.5697 < final_threshold 0.7
ObjectProperty,hasPolicy,applies to duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6768; levenshtein=0.2308; semantic=0.5514; sequence_match=0.4545,False,0.5609,False,top-3 avg score 0.5609 < final_threshold 0.7
ObjectProperty,implies,applies to duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.3846; semantic=0.5487; sequence_match=0.5000,False,0.5606,False,top-3 avg score 0.5606 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,permission,expresses condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6648; levenshtein=0.3333; semantic=0.5137; sequence_match=0.5000,False,0.5595,False,top-3 avg score 0.5595 < final_threshold 0.7
ObjectProperty,target,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5734; sequence_match=0.4615,False,0.5593,False,top-3 avg score 0.5593 < final_threshold 0.7
ObjectProperty,prohibition,expresses condition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6406; levenshtein=0.3889; semantic=0.4763; sequence_match=0.5517,False,0.5562,False,top-3 avg score 0.5562 < final_threshold 0.7
ObjectProperty,duty,has remedy duty,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4423; levenshtein=0.3077; semantic=0.7512; sequence_match=0.4706,False,0.5547,False,top-3 avg score 0.5547 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,conflict,contains duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.4167; semantic=0.5090; sequence_match=0.5000,False,0.541,False,top-3 avg score 0.5410 < final_threshold 0.7
ObjectProperty,assignee,inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.0909; semantic=0.5772; sequence_match=0.4211,False,0.5398,False,top-3 avg score 0.5398 < final_threshold 0.7
ObjectProperty,partOf,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,scope,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6926; levenshtein=0.1667; semantic=0.5638; sequence_match=0.3478,False,0.5347,False,top-3 avg score 0.5347 < final_threshold 0.7
ObjectProperty,assignee,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,inheritRelation,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6074; levenshtein=0.2778; semantic=0.5099; sequence_match=0.4848,False,0.534,False,top-3 avg score 0.5340 < final_threshold 0.7
ObjectProperty,target,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.5462; sequence_match=0.4286,False,0.5333,False,top-3 avg score 0.5333 < final_threshold 0.7
ObjectProperty,assignee,has sequence step,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6611; levenshtein=0.4000; semantic=0.4062; sequence_match=0.5217,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.7
ObjectProperty,prohibition,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.2778; semantic=0.5763; sequence_match=0.4138,False,0.5297,False,top-3 avg score 0.5297 < final_threshold 0.7
ObjectProperty,conflict,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5068; sequence_match=0.4762,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.7
ObjectProperty,assigner,inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.0909; semantic=0.5387; sequence_match=0.4211,False,0.527,False,top-3 avg score 0.5270 < final_threshold 0.7
ObjectProperty,target,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5257; sequence_match=0.4286,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,operand,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2222; semantic=0.5565; sequence_match=0.4000,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.7
ObjectProperty,inheritFrom,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.3333; semantic=0.5608; sequence_match=0.4138,False,0.5245,False,top-3 avg score 0.5245 < final_threshold 0.7
ObjectProperty,leftOperand,applies to permission,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5494; levenshtein=0.3684; semantic=0.4898; sequence_match=0.5333,False,0.5242,False,top-3 avg score 0.5242 < final_threshold 0.7
ObjectProperty,assigner,has supporting party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7070; levenshtein=0.3333; semantic=0.3995; sequence_match=0.4615,False,0.5227,False,top-3 avg score 0.5227 < final_threshold 0.7
ObjectProperty,assignee,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5440; sequence_match=0.3846,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,prohibition,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6328; levenshtein=0.3158; semantic=0.5341; sequence_match=0.4000,False,0.5223,False,top-3 avg score 0.5223 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4444,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,hasPolicy,supports duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2500; semantic=0.5770; sequence_match=0.3810,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,assigner,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1667; semantic=0.5258; sequence_match=0.3846,False,0.5164,False,top-3 avg score 0.5164 < final_threshold 0.7
ObjectProperty,inheritRelation,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2632; semantic=0.5059; sequence_match=0.4118,False,0.5162,False,top-3 avg score 0.5162 < final_threshold 0.7
ObjectProperty,assigner,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.3125; semantic=0.4850; sequence_match=0.4167,False,0.5158,False,top-3 avg score 0.5158 < final_threshold 0.7
ObjectProperty,duty,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.2222; semantic=0.7481; sequence_match=0.3636,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,consequence,contains duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.2500; semantic=0.4775; sequence_match=0.4348,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,or,supports right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7179; levenshtein=0.1538; semantic=0.5517; sequence_match=0.2667,False,0.5121,False,top-3 avg score 0.5121 < final_threshold 0.7
ObjectProperty,operator,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,conflict,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2778; semantic=0.5726; sequence_match=0.3846,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.7
ObjectProperty,failure,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,operator,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2778; semantic=0.5619; sequence_match=0.3846,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,implies,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2632; semantic=0.5509; sequence_match=0.3846,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.7
ObjectProperty,obligation,applies to duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.6169; sequence_match=0.3478,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.7
ObjectProperty,constraint,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6011; levenshtein=0.3333; semantic=0.5678; sequence_match=0.3571,False,0.5087,False,top-3 avg score 0.5087 < final_threshold 0.7
ObjectProperty,or,supports duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.1667; semantic=0.5165; sequence_match=0.2857,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.7
ObjectProperty,scope,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6741; levenshtein=0.2222; semantic=0.5007; sequence_match=0.3478,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,hasPolicy,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.5976; sequence_match=0.3529,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,operand,contains duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5455; sequence_match=0.4211,False,0.5061,False,top-3 avg score 0.5061 < final_threshold 0.7
ObjectProperty,action,contains duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.1667; semantic=0.5168; sequence_match=0.3333,False,0.5056,False,top-3 avg score 0.5056 < final_threshold 0.7
ObjectProperty,relation,expresses condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.3333; semantic=0.5514; sequence_match=0.4615,False,0.5046,False,top-3 avg score 0.5046 < final_threshold 0.7
ObjectProperty,assigner,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5291; sequence_match=0.3810,False,0.5044,False,top-3 avg score 0.5044 < final_threshold 0.7
ObjectProperty,constraint,expresses condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4593; levenshtein=0.1667; semantic=0.6251; sequence_match=0.4286,False,0.5043,False,top-3 avg score 0.5043 < final_threshold 0.7
ObjectProperty,constraint,has supporting party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7065; levenshtein=0.2778; semantic=0.4486; sequence_match=0.3571,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,operator,applies to duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5264; sequence_match=0.3810,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,constraint,step target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5097; sequence_match=0.4000,False,0.5032,False,top-3 avg score 0.5032 < final_threshold 0.7
ObjectProperty,action,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.1667; semantic=0.5447; sequence_match=0.3333,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,assignee,has remedy duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.1538; semantic=0.5241; sequence_match=0.3810,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,function,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2222; semantic=0.5396; sequence_match=0.3846,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,hasPolicy,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3125; semantic=0.4752; sequence_match=0.4000,False,0.5001,False,top-3 avg score 0.5001 < final_threshold 0.7
ObjectProperty,remedy,inherited by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5934; levenshtein=0.3636; semantic=0.4336; sequence_match=0.4706,False,0.4992,False,top-3 avg score 0.4992 < final_threshold 0.7
ObjectProperty,operator,negates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.4922; sequence_match=0.4000,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,assignee,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5080; sequence_match=0.3810,False,0.4974,False,top-3 avg score 0.4974 < final_threshold 0.7
ObjectProperty,relation,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.5765; sequence_match=0.3000,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.7
ObjectProperty,hasPolicy,has remedy duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.3077; semantic=0.5424; sequence_match=0.3636,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,action,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.5456; sequence_match=0.3333,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,action,expresses condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2778; semantic=0.5146; sequence_match=0.4167,False,0.4956,False,top-3 avg score 0.4956 < final_threshold 0.7
ObjectProperty,constraint,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,operator,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5271; sequence_match=0.3750,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,assignee,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4854; sequence_match=0.4167,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,inheritRelation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,partOf,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5641; sequence_match=0.3333,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
ObjectProperty,assignee,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.5283; sequence_match=0.3846,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,action,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.1538; semantic=0.5087; sequence_match=0.3158,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.7
ObjectProperty,conflict,has sub constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3125; semantic=0.4756; sequence_match=0.4167,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
ObjectProperty,assigner,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.5389; sequence_match=0.3704,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,function,contains duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1667; semantic=0.5328; sequence_match=0.3000,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.7
ObjectProperty,operator,step target,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.4960; sequence_match=0.3333,False,0.4903,False,top-3 avg score 0.4903 < final_threshold 0.7
ObjectProperty,hasPolicy,supports right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.2308; semantic=0.5222; sequence_match=0.3636,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.7
ObjectProperty,target,supports right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.3077; semantic=0.5515; sequence_match=0.4211,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.7
ObjectProperty,operand,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4879; sequence_match=0.3846,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
ObjectProperty,scope,step target,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.3000; semantic=0.5415; sequence_match=0.4000,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.7
ObjectProperty,assignee,has supporting party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.4390; sequence_match=0.3846,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.7
ObjectProperty,consequence,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.4318; sequence_match=0.4167,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.7
ObjectProperty,operator,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2632; semantic=0.5130; sequence_match=0.3704,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,leftOperand,expresses condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6275; levenshtein=0.1667; semantic=0.5566; sequence_match=0.2759,False,0.4866,False,top-3 avg score 0.4866 < final_threshold 0.7
ObjectProperty,operand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,assignee,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5218; sequence_match=0.3704,False,0.485,False,top-3 avg score 0.4850 < final_threshold 0.7
ObjectProperty,obligation,applies to permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.3158; semantic=0.4554; sequence_match=0.4138,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.7
ObjectProperty,consequence,contains permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.4658; sequence_match=0.4138,False,0.4835,False,top-3 avg score 0.4835 < final_threshold 0.7
ObjectProperty,operator,supports right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5594; sequence_match=0.2857,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.7
