prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has game genre,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9083; levenshtein=0.6667; semantic=0.8370; sequence_match=0.8000,False,0.8484,True,selected
ObjectProperty,owns item,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7798; levenshtein=0.6250; semantic=0.7878; sequence_match=0.6667,False,0.7448,False,gold already mapped to 'owns item'
ObjectProperty,has item,has type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8667; levenshtein=0.4286; semantic=0.6372; sequence_match=0.7143,False,0.7394,False,gold already mapped to 'has item'
ObjectProperty,has playing area,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9063; levenshtein=0.5714; semantic=0.6160; sequence_match=0.6957,False,0.7393,False,gold already mapped to 'has playing area'
ObjectProperty,owns achievement,game has achievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.6833; levenshtein=0.6667; semantic=0.7882; sequence_match=0.7273,False,0.7329,False,pred already taken by 'is achievement in game'
ObjectProperty,purchases game offering,purchases player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8743; levenshtein=0.5238; semantic=0.6523; sequence_match=0.6667,False,0.7311,False,gold already mapped to 'purchases game'
ObjectProperty,plays game,links game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7778; levenshtein=0.5556; semantic=0.7403; sequence_match=0.6667,False,0.7283,False,gold already mapped to 'plays game'
ObjectProperty,is session in game,has session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7778; levenshtein=0.4667; semantic=0.7626; sequence_match=0.6400,False,0.7268,False,gold already mapped to 'session for game'
ObjectProperty,owns achievement,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8683; levenshtein=0.4667; semantic=0.7030; sequence_match=0.6087,False,0.7267,False,pred already taken by 'owns item'
ObjectProperty,owns item,links item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7500; levenshtein=0.6667; semantic=0.7004; sequence_match=0.7059,False,0.7188,False,gold already mapped to 'owns item'
ObjectProperty,owns character,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8423; levenshtein=0.4615; semantic=0.7426; sequence_match=0.5714,False,0.7188,False,pred already taken by 'owns item'
ObjectProperty,involves player,links player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7411; levenshtein=0.5714; semantic=0.6880; sequence_match=0.7200,False,0.7164,False,gold already mapped to 'uses player'
ObjectProperty,has item,uses item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7131; levenshtein=0.6250; semantic=0.7410; sequence_match=0.6667,False,0.7069,False,gold already mapped to 'has item'
ObjectProperty,has feature,has genre,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8483; levenshtein=0.6000; semantic=0.5514; sequence_match=0.6667,False,0.705,False,pred already taken by 'has game genre'
ObjectProperty,purchases game offering,purchases item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8822; levenshtein=0.4762; semantic=0.6360; sequence_match=0.5882,False,0.7022,False,gold already mapped to 'purchases game'
ObjectProperty,owns item,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7500; levenshtein=0.6250; semantic=0.6978; sequence_match=0.6250,False,0.6909,False,top-3 avg score 0.6909 < final_threshold 0.7
ObjectProperty,plays game,uses game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6602; levenshtein=0.5556; semantic=0.8154; sequence_match=0.5882,False,0.6879,False,top-3 avg score 0.6879 < final_threshold 0.7
ObjectProperty,has achievement,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.6934; sequence_match=0.5714,False,0.6864,False,top-3 avg score 0.6864 < final_threshold 0.7
ObjectProperty,has item,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4286; semantic=0.6641; sequence_match=0.5714,False,0.6852,False,top-3 avg score 0.6852 < final_threshold 0.7
ObjectProperty,is player in session,has session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6987; levenshtein=0.4706; semantic=0.7584; sequence_match=0.5926,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,links item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6899; levenshtein=0.5556; semantic=0.7237; sequence_match=0.6250,False,0.6795,False,top-3 avg score 0.6795 < final_threshold 0.7
ObjectProperty,has item,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8296; levenshtein=0.4444; semantic=0.5748; sequence_match=0.6250,False,0.6765,False,top-3 avg score 0.6765 < final_threshold 0.7
ObjectProperty,has playing area,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.4286; semantic=0.6610; sequence_match=0.5714,False,0.6756,False,top-3 avg score 0.6756 < final_threshold 0.7
ObjectProperty,involves player,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.5000; semantic=0.7950; sequence_match=0.6087,False,0.6734,False,top-3 avg score 0.6734 < final_threshold 0.7
ObjectProperty,has item,purchases item,sequence_match+semantic+jaro_winkler,jaro_winkler=0.6264; levenshtein=0.5385; semantic=0.6927; sequence_match=0.7000,False,0.673,False,top-3 avg score 0.6730 < final_threshold 0.7
ObjectProperty,has item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8167; levenshtein=0.4000; semantic=0.5931; sequence_match=0.5882,False,0.666,False,top-3 avg score 0.6660 < final_threshold 0.7
ObjectProperty,plays game,purchases game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6768; levenshtein=0.5385; semantic=0.6829; sequence_match=0.6364,False,0.6654,False,top-3 avg score 0.6654 < final_threshold 0.7
ObjectProperty,is session in game,links session to IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7242; levenshtein=0.5294; semantic=0.5834; sequence_match=0.6875,False,0.665,False,top-3 avg score 0.6650 < final_threshold 0.7
ObjectProperty,plays game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7090; levenshtein=0.2222; semantic=0.7297; sequence_match=0.5556,False,0.6647,False,top-3 avg score 0.6647 < final_threshold 0.7
ObjectProperty,has leaderboard,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7981; levenshtein=0.4286; semantic=0.5770; sequence_match=0.6087,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has character,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6592; sequence_match=0.5263,False,0.6609,False,top-3 avg score 0.6609 < final_threshold 0.7
ObjectProperty,has character,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6475; sequence_match=0.5263,False,0.657,False,top-3 avg score 0.6570 < final_threshold 0.7
ObjectProperty,has character,has purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8003; levenshtein=0.3333; semantic=0.5557; sequence_match=0.6087,False,0.6549,False,top-3 avg score 0.6549 < final_threshold 0.7
ObjectProperty,has game genre,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,has playing area,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,plays game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has feature,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4000; semantic=0.5878; sequence_match=0.5263,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
ObjectProperty,has feature,has purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8118; levenshtein=0.3636; semantic=0.5376; sequence_match=0.5714,False,0.6403,False,top-3 avg score 0.6403 < final_threshold 0.7
ObjectProperty,purchases game offering,uses game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7103; levenshtein=0.3810; semantic=0.6573; sequence_match=0.5517,False,0.6398,False,top-3 avg score 0.6398 < final_threshold 0.7
ObjectProperty,is character in session,has session,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5667; levenshtein=0.4500; semantic=0.7473; sequence_match=0.6000,False,0.638,False,top-3 avg score 0.6380 < final_threshold 0.7
ObjectProperty,has game genre,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.4167; semantic=0.5315; sequence_match=0.5714,False,0.6362,False,top-3 avg score 0.6362 < final_threshold 0.7
ObjectProperty,has feature,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7900; levenshtein=0.5000; semantic=0.5799; sequence_match=0.5263,False,0.6321,False,top-3 avg score 0.6321 < final_threshold 0.7
ObjectProperty,is friend with player,uses player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6231; levenshtein=0.4444; semantic=0.6934; sequence_match=0.5714,False,0.6293,False,top-3 avg score 0.6293 < final_threshold 0.7
ObjectProperty,has game genre,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,has game genre,purchases game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6538; levenshtein=0.2308; semantic=0.6666; sequence_match=0.5600,False,0.6268,False,top-3 avg score 0.6268 < final_threshold 0.7
ObjectProperty,plays game,uses player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.7023; sequence_match=0.5263,False,0.6244,False,top-3 avg score 0.6244 < final_threshold 0.7
ObjectProperty,plays game,records game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6700; levenshtein=0.4545; semantic=0.7007; sequence_match=0.5000,False,0.6236,False,top-3 avg score 0.6236 < final_threshold 0.7
ObjectProperty,involves player,records player,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7043; levenshtein=0.5714; semantic=0.5697; sequence_match=0.5926,False,0.6228,False,top-3 avg score 0.6228 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has playing area,has location,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7985; levenshtein=0.2857; semantic=0.5037; sequence_match=0.5600,False,0.6207,False,top-3 avg score 0.6207 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,is player in session,uses player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6617; levenshtein=0.2941; semantic=0.6627; sequence_match=0.5185,False,0.6143,False,top-3 avg score 0.6143 < final_threshold 0.7
ObjectProperty,is player in session,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6346; levenshtein=0.3529; semantic=0.6666; sequence_match=0.5385,False,0.6132,False,top-3 avg score 0.6132 < final_threshold 0.7
ObjectProperty,has game genre,uses game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.7001; sequence_match=0.5000,False,0.613,False,top-3 avg score 0.6130 < final_threshold 0.7
ObjectProperty,purchases game offering,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6825; levenshtein=0.3333; semantic=0.6538; sequence_match=0.5000,False,0.6121,False,top-3 avg score 0.6121 < final_threshold 0.7
ObjectProperty,has character,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5980; sequence_match=0.5714,False,0.612,False,top-3 avg score 0.6120 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,is player in session,links session to IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6650; levenshtein=0.1765; semantic=0.5717; sequence_match=0.5882,False,0.6083,False,top-3 avg score 0.6083 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,is character in game,purchases game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7192; levenshtein=0.4118; semantic=0.5685; sequence_match=0.5333,False,0.607,False,top-3 avg score 0.6070 < final_threshold 0.7
ObjectProperty,has feature,has game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6471; sequence_match=0.4706,False,0.6062,False,top-3 avg score 0.6062 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,involves player,purchases player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6183; levenshtein=0.5333; semantic=0.6368; sequence_match=0.5517,False,0.6022,False,top-3 avg score 0.6022 < final_threshold 0.7
ObjectProperty,involves player,links player to IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6464; levenshtein=0.3125; semantic=0.5576; sequence_match=0.6000,False,0.6013,False,top-3 avg score 0.6013 < final_threshold 0.7
ObjectProperty,has character,has type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.6367; sequence_match=0.5263,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,is friend with player,links player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6246; levenshtein=0.4444; semantic=0.6158; sequence_match=0.5517,False,0.5974,False,top-3 avg score 0.5974 < final_threshold 0.7
ObjectProperty,owns item,purchases item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.7120; sequence_match=0.4762,False,0.5971,False,top-3 avg score 0.5971 < final_threshold 0.7
ObjectProperty,has item,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6114; sequence_match=0.5000,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,has feature,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6082; sequence_match=0.4706,False,0.5932,False,top-3 avg score 0.5932 < final_threshold 0.7
ObjectProperty,purchases game offering,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6618; levenshtein=0.2381; semantic=0.6172; sequence_match=0.5000,False,0.593,False,top-3 avg score 0.5930 < final_threshold 0.7
ObjectProperty,is player in session,links player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6344; levenshtein=0.2941; semantic=0.5703; sequence_match=0.5714,False,0.592,False,top-3 avg score 0.5920 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,has playing area,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.4998; sequence_match=0.4762,False,0.5902,False,top-3 avg score 0.5902 < final_threshold 0.7
ObjectProperty,plays game,session for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.6909; sequence_match=0.4348,False,0.5877,False,top-3 avg score 0.5877 < final_threshold 0.7
ObjectProperty,is player in session,session for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5759; levenshtein=0.1176; semantic=0.7322; sequence_match=0.4516,False,0.5866,False,top-3 avg score 0.5866 < final_threshold 0.7
ObjectProperty,is leaderboard in game,records game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6785; levenshtein=0.4211; semantic=0.5474; sequence_match=0.5333,False,0.5864,False,top-3 avg score 0.5864 < final_threshold 0.7
ObjectProperty,has achievement,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.2857; semantic=0.6140; sequence_match=0.4800,False,0.5862,False,top-3 avg score 0.5862 < final_threshold 0.7
ObjectProperty,has character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6389; levenshtein=0.3333; semantic=0.6644; sequence_match=0.4545,False,0.5859,False,top-3 avg score 0.5859 < final_threshold 0.7
ObjectProperty,has character,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6818; levenshtein=0.3333; semantic=0.5472; sequence_match=0.5217,False,0.5836,False,top-3 avg score 0.5836 < final_threshold 0.7
ObjectProperty,is friend with player,purchases player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6741; levenshtein=0.3889; semantic=0.5914; sequence_match=0.4848,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,is session in game,uses game,semantic+sequence_match+levenshtein,jaro_winkler=0.4139; levenshtein=0.4667; semantic=0.6703; sequence_match=0.6087,False,0.5819,False,top-3 avg score 0.5819 < final_threshold 0.7
ObjectProperty,has game genre,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.5375; sequence_match=0.5385,False,0.5795,False,top-3 avg score 0.5795 < final_threshold 0.7
ObjectProperty,has game genre,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6630; levenshtein=0.2778; semantic=0.6626; sequence_match=0.4000,False,0.5752,False,top-3 avg score 0.5752 < final_threshold 0.7
ObjectProperty,has item,has session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.3000; semantic=0.5778; sequence_match=0.4706,False,0.5733,False,top-3 avg score 0.5733 < final_threshold 0.7
ObjectProperty,has achievement,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6829; levenshtein=0.2857; semantic=0.5560; sequence_match=0.4800,False,0.573,False,top-3 avg score 0.5730 < final_threshold 0.7
ObjectProperty,has item,purchases game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6996; levenshtein=0.3077; semantic=0.5189; sequence_match=0.5000,False,0.5728,False,top-3 avg score 0.5728 < final_threshold 0.7
ObjectProperty,plays game,links player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6027; levenshtein=0.2727; semantic=0.6133; sequence_match=0.5000,False,0.572,False,top-3 avg score 0.5720 < final_threshold 0.7
ObjectProperty,has feature,has location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5827; sequence_match=0.4762,False,0.5701,False,top-3 avg score 0.5701 < final_threshold 0.7
ObjectProperty,has achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6607; levenshtein=0.3571; semantic=0.5840; sequence_match=0.4545,False,0.5664,False,top-3 avg score 0.5664 < final_threshold 0.7
ObjectProperty,has game genre,links game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.6311; sequence_match=0.4762,False,0.566,False,top-3 avg score 0.5660 < final_threshold 0.7
ObjectProperty,has feature,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.6594; sequence_match=0.4167,False,0.5656,False,top-3 avg score 0.5656 < final_threshold 0.7
ObjectProperty,is friend with player,records player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7083; levenshtein=0.4444; semantic=0.5355; sequence_match=0.4516,False,0.5651,False,top-3 avg score 0.5651 < final_threshold 0.7
ObjectProperty,is character in game,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3529; semantic=0.5918; sequence_match=0.5000,False,0.5649,False,top-3 avg score 0.5649 < final_threshold 0.7
ObjectProperty,is session in game,purchases game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6208; levenshtein=0.2667; semantic=0.5736; sequence_match=0.5000,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
ObjectProperty,is character in session,links session to IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6575; levenshtein=0.1000; semantic=0.5413; sequence_match=0.4865,False,0.5618,False,top-3 avg score 0.5618 < final_threshold 0.7
ObjectProperty,has achievement,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.6108; sequence_match=0.4348,False,0.5611,False,top-3 avg score 0.5611 < final_threshold 0.7
ObjectProperty,has feature,purchases item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6872; levenshtein=0.2308; semantic=0.4614; sequence_match=0.5217,False,0.5568,False,top-3 avg score 0.5568 < final_threshold 0.7
ObjectProperty,is session in game,links game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.4000; semantic=0.5534; sequence_match=0.5000,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,purchases game offering,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.3333; semantic=0.5834; sequence_match=0.4667,False,0.5529,False,top-3 avg score 0.5529 < final_threshold 0.7
ObjectProperty,has feature,has playing area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6762; levenshtein=0.4286; semantic=0.5499; sequence_match=0.4167,False,0.5516,False,top-3 avg score 0.5516 < final_threshold 0.7
ObjectProperty,has achievement,has session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.3571; semantic=0.6153; sequence_match=0.4167,False,0.5509,False,top-3 avg score 0.5509 < final_threshold 0.7
ObjectProperty,is player in session,links player to IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6267; levenshtein=0.3529; semantic=0.4797; sequence_match=0.5455,False,0.5506,False,top-3 avg score 0.5506 < final_threshold 0.7
