prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has game achievement,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8981; levenshtein=0.7778; semantic=0.8704; sequence_match=0.8750,False,0.8812,False,gold already mapped to 'has achievement'
ObjectProperty,has achievement,has achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,False,gold already mapped to 'has achievement'
ObjectProperty,has achievement,has achievement record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9400; levenshtein=0.7000; semantic=0.8570; sequence_match=0.8235,False,0.8735,False,gold already mapped to 'has achievement'
ObjectProperty,has achievement,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9400; levenshtein=0.7000; semantic=0.8539; sequence_match=0.8235,False,0.8725,False,gold already mapped to 'has achievement'
ObjectProperty,owns achievement,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8579; levenshtein=0.8000; semantic=0.8760; sequence_match=0.8276,False,0.8538,False,pred already taken by 'has achievement'
ObjectProperty,has item,has item game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9273; levenshtein=0.6364; semantic=0.7936; sequence_match=0.7778,False,0.8329,False,gold already mapped to 'has item'
ObjectProperty,has item,has item used,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9273; levenshtein=0.6364; semantic=0.7777; sequence_match=0.7778,False,0.8276,False,gold already mapped to 'has item'
ObjectProperty,has achievement,has unlocked achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8652; levenshtein=0.6364; semantic=0.8269; sequence_match=0.7778,False,0.8233,False,gold already mapped to 'has achievement'
ObjectProperty,has game genre,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9167; levenshtein=0.5833; semantic=0.7788; sequence_match=0.7368,False,0.8108,False,gold already mapped to 'has genre'
ObjectProperty,has achievement,has game achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8652; levenshtein=0.6364; semantic=0.7771; sequence_match=0.7778,False,0.8067,False,gold already mapped to 'has achievement'
ObjectProperty,has item,has item usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9167; levenshtein=0.5833; semantic=0.7489; sequence_match=0.7368,False,0.8008,False,gold already mapped to 'has item'
ObjectProperty,plays game,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8413; levenshtein=0.6667; semantic=0.8098; sequence_match=0.7500,False,0.8003,False,gold already mapped to 'plays game'
ObjectProperty,has item,has item player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9077; levenshtein=0.5385; semantic=0.7740; sequence_match=0.7000,False,0.7939,False,gold already mapped to 'has item'
ObjectProperty,owns achievement,has achievement game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7944; levenshtein=0.6111; semantic=0.8095; sequence_match=0.7273,False,0.7771,False,pred already taken by 'is achievement in game'
ObjectProperty,is achievement in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7740; levenshtein=0.5789; semantic=0.7680; sequence_match=0.7273,False,0.7564,False,gold already mapped to 'has achievement game'
ObjectProperty,owns achievement,has achievement player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7722; levenshtein=0.5500; semantic=0.7909; sequence_match=0.6857,False,0.7496,False,gold already mapped to 'has game achievement'
ObjectProperty,has item,has equipment item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8021; levenshtein=0.4375; semantic=0.8332; sequence_match=0.6087,False,0.748,False,gold already mapped to 'has item'
ObjectProperty,is achievement in game,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7192; levenshtein=0.3684; semantic=0.8672; sequence_match=0.6486,False,0.745,False,gold already mapped to 'has achievement game'
ObjectProperty,is achievement in game,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7647; levenshtein=0.6500; semantic=0.7521; sequence_match=0.7179,False,0.7449,False,gold already mapped to 'has achievement game'
ObjectProperty,has item,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7798; levenshtein=0.6250; semantic=0.7878; sequence_match=0.6667,False,0.7448,False,gold already mapped to 'has item'
ObjectProperty,owns item,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7798; levenshtein=0.6250; semantic=0.7878; sequence_match=0.6667,False,0.7448,False,gold already mapped to 'owns item'
ObjectProperty,owns achievement,has achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7944; levenshtein=0.6111; semantic=0.7089; sequence_match=0.7273,False,0.7435,False,gold already mapped to 'has game achievement'
ObjectProperty,has playing area,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9063; levenshtein=0.5714; semantic=0.6160; sequence_match=0.6957,False,0.7393,False,gold already mapped to 'has playing area'
ObjectProperty,owns achievement,has achievement record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7722; levenshtein=0.5500; semantic=0.7464; sequence_match=0.6857,False,0.7348,False,gold already mapped to 'has game achievement'
ObjectProperty,owns achievement,has unlocked achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7375; levenshtein=0.5455; semantic=0.8117; sequence_match=0.6486,False,0.7326,False,gold already mapped to 'has game achievement'
ObjectProperty,owns achievement,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8683; levenshtein=0.4667; semantic=0.7030; sequence_match=0.6087,False,0.7267,False,gold already mapped to 'has game achievement'
ObjectProperty,has game genre,has game achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8578; levenshtein=0.5000; semantic=0.7000; sequence_match=0.6000,False,0.7192,False,gold already mapped to 'has genre'
ObjectProperty,owns character,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8423; levenshtein=0.4615; semantic=0.7426; sequence_match=0.5714,False,0.7188,False,pred already taken by 'owns item'
ObjectProperty,has game genre,has game achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8376; levenshtein=0.4545; semantic=0.7033; sequence_match=0.5882,False,0.7097,False,gold already mapped to 'has genre'
ObjectProperty,has game genre,has IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7994; levenshtein=0.5000; semantic=0.6832; sequence_match=0.6364,False,0.7063,False,gold already mapped to 'has genre'
ObjectProperty,has feature,has genre,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8483; levenshtein=0.6000; semantic=0.5514; sequence_match=0.6667,False,0.705,False,pred already taken by 'has game genre'
ObjectProperty,is achievement in game,has achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7509; levenshtein=0.6316; semantic=0.6515; sequence_match=0.7027,False,0.7017,False,gold already mapped to 'has achievement game'
ObjectProperty,has game genre,has item game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8003; levenshtein=0.4167; semantic=0.6864; sequence_match=0.6087,False,0.6984,False,top-3 avg score 0.6984 < final_threshold 0.7
ObjectProperty,is achievement in game,has game achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6682; levenshtein=0.5000; semantic=0.7579; sequence_match=0.6341,False,0.6868,False,top-3 avg score 0.6868 < final_threshold 0.7
ObjectProperty,owns achievement,has game achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6985; levenshtein=0.5000; semantic=0.7121; sequence_match=0.6486,False,0.6864,False,top-3 avg score 0.6864 < final_threshold 0.7
ObjectProperty,has achievement,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.3571; semantic=0.6934; sequence_match=0.5714,False,0.6864,False,top-3 avg score 0.6864 < final_threshold 0.7
ObjectProperty,has item,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4286; semantic=0.6641; sequence_match=0.5714,False,0.6852,False,top-3 avg score 0.6852 < final_threshold 0.7
ObjectProperty,has achievement,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8333; levenshtein=0.4286; semantic=0.6448; sequence_match=0.5714,False,0.6832,False,top-3 avg score 0.6832 < final_threshold 0.7
ObjectProperty,has item,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8296; levenshtein=0.4444; semantic=0.5748; sequence_match=0.6250,False,0.6765,False,top-3 avg score 0.6765 < final_threshold 0.7
ObjectProperty,has playing area,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7944; levenshtein=0.4286; semantic=0.6610; sequence_match=0.5714,False,0.6756,False,top-3 avg score 0.6756 < final_threshold 0.7
ObjectProperty,is achievement in game,has achievement record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7268; levenshtein=0.6000; semantic=0.6272; sequence_match=0.6667,False,0.6736,False,top-3 avg score 0.6736 < final_threshold 0.7
ObjectProperty,involves player,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6164; levenshtein=0.5000; semantic=0.7950; sequence_match=0.6087,False,0.6734,False,top-3 avg score 0.6734 < final_threshold 0.7
ObjectProperty,has achievement,has equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8065; levenshtein=0.5714; semantic=0.5953; sequence_match=0.6154,False,0.6724,False,top-3 avg score 0.6724 < final_threshold 0.7
ObjectProperty,is achievement in game,has unlocked achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6904; levenshtein=0.2727; semantic=0.7261; sequence_match=0.5854,False,0.6673,False,top-3 avg score 0.6673 < final_threshold 0.7
ObjectProperty,has item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8167; levenshtein=0.4000; semantic=0.5931; sequence_match=0.5882,False,0.666,False,top-3 avg score 0.6660 < final_threshold 0.7
ObjectProperty,plays game,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7090; levenshtein=0.2222; semantic=0.7297; sequence_match=0.5556,False,0.6647,False,top-3 avg score 0.6647 < final_threshold 0.7
ObjectProperty,has playing area,has IAP player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8457; levenshtein=0.4286; semantic=0.5229; sequence_match=0.6154,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has leaderboard,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7981; levenshtein=0.4286; semantic=0.5770; sequence_match=0.6087,False,0.6613,False,top-3 avg score 0.6613 < final_threshold 0.7
ObjectProperty,has character,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6592; sequence_match=0.5263,False,0.6609,False,top-3 avg score 0.6609 < final_threshold 0.7
ObjectProperty,has game genre,has achievement game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8341; levenshtein=0.3889; semantic=0.6817; sequence_match=0.4667,False,0.6608,False,top-3 avg score 0.6608 < final_threshold 0.7
ObjectProperty,has character,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7972; levenshtein=0.4167; semantic=0.6475; sequence_match=0.5263,False,0.657,False,top-3 avg score 0.6570 < final_threshold 0.7
ObjectProperty,has playing area,has IAP game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8674; levenshtein=0.5000; semantic=0.5188; sequence_match=0.5833,False,0.6565,False,top-3 avg score 0.6565 < final_threshold 0.7
ObjectProperty,has item,has IAP game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8581; levenshtein=0.5000; semantic=0.5214; sequence_match=0.5882,False,0.6559,False,top-3 avg score 0.6559 < final_threshold 0.7
ObjectProperty,has game genre,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.6653; sequence_match=0.5714,False,0.653,False,top-3 avg score 0.6530 < final_threshold 0.7
ObjectProperty,has item,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.4167; semantic=0.6077; sequence_match=0.5263,False,0.6484,False,top-3 avg score 0.6484 < final_threshold 0.7
ObjectProperty,has feature,has item used,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8118; levenshtein=0.4545; semantic=0.5601; sequence_match=0.5714,False,0.6478,False,top-3 avg score 0.6478 < final_threshold 0.7
ObjectProperty,has playing area,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,plays game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6951; levenshtein=0.5000; semantic=0.6305; sequence_match=0.6087,False,0.6448,False,top-3 avg score 0.6448 < final_threshold 0.7
ObjectProperty,has feature,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8200; levenshtein=0.4000; semantic=0.5878; sequence_match=0.5263,False,0.6447,False,top-3 avg score 0.6447 < final_threshold 0.7
ObjectProperty,involves player,has item player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7043; levenshtein=0.5000; semantic=0.6338; sequence_match=0.5926,False,0.6436,False,top-3 avg score 0.6436 < final_threshold 0.7
ObjectProperty,has playing area,has item player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8095; levenshtein=0.3571; semantic=0.5206; sequence_match=0.5926,False,0.6409,False,top-3 avg score 0.6409 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7933; levenshtein=0.4000; semantic=0.5980; sequence_match=0.5294,False,0.6403,False,top-3 avg score 0.6403 < final_threshold 0.7
ObjectProperty,owns item,has item used,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.6975; sequence_match=0.5263,False,0.639,False,top-3 avg score 0.6390 < final_threshold 0.7
ObjectProperty,has character,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7978; levenshtein=0.4000; semantic=0.6189; sequence_match=0.5000,False,0.6389,False,top-3 avg score 0.6389 < final_threshold 0.7
ObjectProperty,has character,has achievement record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8119; levenshtein=0.4000; semantic=0.6018; sequence_match=0.5000,False,0.6379,False,top-3 avg score 0.6379 < final_threshold 0.7
ObjectProperty,has item,has equipment game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8021; levenshtein=0.3750; semantic=0.5876; sequence_match=0.5217,False,0.6371,False,top-3 avg score 0.6371 < final_threshold 0.7
ObjectProperty,has feature,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7988; levenshtein=0.4375; semantic=0.5719; sequence_match=0.5385,False,0.6364,False,top-3 avg score 0.6364 < final_threshold 0.7
ObjectProperty,has game genre,has player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8056; levenshtein=0.4167; semantic=0.5315; sequence_match=0.5714,False,0.6362,False,top-3 avg score 0.6362 < final_threshold 0.7
ObjectProperty,has game genre,has equipment game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6968; levenshtein=0.3750; semantic=0.7102; sequence_match=0.5000,False,0.6357,False,top-3 avg score 0.6357 < final_threshold 0.7
ObjectProperty,has feature,has item game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8118; levenshtein=0.4545; semantic=0.5165; sequence_match=0.5714,False,0.6332,False,top-3 avg score 0.6332 < final_threshold 0.7
ObjectProperty,has feature,has item usage,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8172; levenshtein=0.4167; semantic=0.5362; sequence_match=0.5455,False,0.633,False,top-3 avg score 0.6330 < final_threshold 0.7
ObjectProperty,has feature,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7900; levenshtein=0.5000; semantic=0.5799; sequence_match=0.5263,False,0.6321,False,top-3 avg score 0.6321 < final_threshold 0.7
ObjectProperty,plays game,has item game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6263; levenshtein=0.3636; semantic=0.6699; sequence_match=0.6000,False,0.632,False,top-3 avg score 0.6320 < final_threshold 0.7
ObjectProperty,has feature,has IAP purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8133; levenshtein=0.4286; semantic=0.4883; sequence_match=0.5833,False,0.6283,False,top-3 avg score 0.6283 < final_threshold 0.7
ObjectProperty,has game genre,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8065; levenshtein=0.3571; semantic=0.5386; sequence_match=0.5385,False,0.6279,False,top-3 avg score 0.6279 < final_threshold 0.7
ObjectProperty,has item,has achievement game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.3333; semantic=0.5916; sequence_match=0.4800,False,0.6276,False,top-3 avg score 0.6276 < final_threshold 0.7
ObjectProperty,has feature,has item player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8053; levenshtein=0.3846; semantic=0.5555; sequence_match=0.5217,False,0.6275,False,top-3 avg score 0.6275 < final_threshold 0.7
ObjectProperty,owns item,has item game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6932; levenshtein=0.3636; semantic=0.6572; sequence_match=0.5263,False,0.6256,False,top-3 avg score 0.6256 < final_threshold 0.7
ObjectProperty,owns item,has item usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6806; levenshtein=0.3333; semantic=0.6960; sequence_match=0.5000,False,0.6255,False,top-3 avg score 0.6255 < final_threshold 0.7
ObjectProperty,plays game,has IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7000; levenshtein=0.4000; semantic=0.6445; sequence_match=0.5263,False,0.6236,False,top-3 avg score 0.6236 < final_threshold 0.7
ObjectProperty,has item,has IAP player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8262; levenshtein=0.4167; semantic=0.5145; sequence_match=0.5263,False,0.6223,False,top-3 avg score 0.6223 < final_threshold 0.7
ObjectProperty,is friend with player,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6270; levenshtein=0.3333; semantic=0.7202; sequence_match=0.5185,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,is friend with player,has item player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7083; levenshtein=0.3889; semantic=0.5767; sequence_match=0.5806,False,0.6219,False,top-3 avg score 0.6219 < final_threshold 0.7
ObjectProperty,has achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6762; levenshtein=0.3571; semantic=0.6892; sequence_match=0.5000,False,0.6218,False,top-3 avg score 0.6218 < final_threshold 0.7
ObjectProperty,has item,has equipment player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7907; levenshtein=0.3333; semantic=0.5889; sequence_match=0.4800,False,0.6199,False,top-3 avg score 0.6199 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7453; levenshtein=0.3600; semantic=0.5789; sequence_match=0.5333,False,0.6192,False,top-3 avg score 0.6192 < final_threshold 0.7
ObjectProperty,has playing area,has genre,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.4903; sequence_match=0.5455,False,0.6189,False,top-3 avg score 0.6189 < final_threshold 0.7
ObjectProperty,has achievement,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.4286; semantic=0.6360; sequence_match=0.5217,False,0.6187,False,top-3 avg score 0.6187 < final_threshold 0.7
ObjectProperty,is player in session,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6346; levenshtein=0.3529; semantic=0.6666; sequence_match=0.5385,False,0.6132,False,top-3 avg score 0.6132 < final_threshold 0.7
ObjectProperty,purchases game offering,has game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6825; levenshtein=0.3333; semantic=0.6538; sequence_match=0.5000,False,0.6121,False,top-3 avg score 0.6121 < final_threshold 0.7
ObjectProperty,has character,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.5000; semantic=0.5980; sequence_match=0.5714,False,0.612,False,top-3 avg score 0.6120 < final_threshold 0.7
ObjectProperty,has feature,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.3000; semantic=0.6655; sequence_match=0.5000,False,0.6107,False,top-3 avg score 0.6107 < final_threshold 0.7
ObjectProperty,has item,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8150; levenshtein=0.3000; semantic=0.5687; sequence_match=0.4444,False,0.6094,False,top-3 avg score 0.6094 < final_threshold 0.7
ObjectProperty,has item,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6905; levenshtein=0.3750; semantic=0.6007; sequence_match=0.5333,False,0.6082,False,top-3 avg score 0.6082 < final_threshold 0.7
ObjectProperty,has item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8111; levenshtein=0.3333; semantic=0.5302; sequence_match=0.4800,False,0.6071,False,top-3 avg score 0.6071 < final_threshold 0.7
ObjectProperty,has feature,has game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6714; levenshtein=0.5000; semantic=0.6471; sequence_match=0.4706,False,0.6062,False,top-3 avg score 0.6062 < final_threshold 0.7
ObjectProperty,has game genre,has achievement record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7978; levenshtein=0.4000; semantic=0.4576; sequence_match=0.5625,False,0.606,False,top-3 avg score 0.6060 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6167; levenshtein=0.4500; semantic=0.6184; sequence_match=0.5789,False,0.6047,False,top-3 avg score 0.6047 < final_threshold 0.7
ObjectProperty,has character,has IAP purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8065; levenshtein=0.2857; semantic=0.4689; sequence_match=0.5385,False,0.6046,False,top-3 avg score 0.6046 < final_threshold 0.7
ObjectProperty,has character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6627; levenshtein=0.4286; semantic=0.6890; sequence_match=0.4615,False,0.6044,False,top-3 avg score 0.6044 < final_threshold 0.7
ObjectProperty,has game genre,has achievement player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7978; levenshtein=0.3500; semantic=0.5110; sequence_match=0.5000,False,0.6029,False,top-3 avg score 0.6029 < final_threshold 0.7
ObjectProperty,owns item,has item player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6699; levenshtein=0.3077; semantic=0.6608; sequence_match=0.4762,False,0.6023,False,top-3 avg score 0.6023 < final_threshold 0.7
ObjectProperty,has feature,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7994; levenshtein=0.3333; semantic=0.5494; sequence_match=0.4545,False,0.6011,False,top-3 avg score 0.6011 < final_threshold 0.7
ObjectProperty,has character,has IAP game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7900; levenshtein=0.4167; semantic=0.4668; sequence_match=0.5455,False,0.6008,False,top-3 avg score 0.6008 < final_threshold 0.7
ObjectProperty,has character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6574; levenshtein=0.3333; semantic=0.6636; sequence_match=0.4762,False,0.5991,False,top-3 avg score 0.5991 < final_threshold 0.7
ObjectProperty,has game genre,has item player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8033; levenshtein=0.3077; semantic=0.5138; sequence_match=0.4800,False,0.599,False,top-3 avg score 0.5990 < final_threshold 0.7
ObjectProperty,has feature,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.4000; semantic=0.6542; sequence_match=0.4706,False,0.5987,False,top-3 avg score 0.5987 < final_threshold 0.7
ObjectProperty,has game genre,has item usage,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8153; levenshtein=0.3333; semantic=0.4804; sequence_match=0.5000,False,0.5986,False,top-3 avg score 0.5986 < final_threshold 0.7
ObjectProperty,has item,has achievement record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8150; levenshtein=0.3000; semantic=0.5329; sequence_match=0.4444,False,0.5975,False,top-3 avg score 0.5975 < final_threshold 0.7
ObjectProperty,is character in game,has item game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6991; levenshtein=0.4706; semantic=0.5174; sequence_match=0.5714,False,0.596,False,top-3 avg score 0.5960 < final_threshold 0.7
ObjectProperty,has achievement,has item used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6645; levenshtein=0.3571; semantic=0.5610; sequence_match=0.5600,False,0.5952,False,top-3 avg score 0.5952 < final_threshold 0.7
ObjectProperty,involves player,has equipment player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6032; levenshtein=0.3889; semantic=0.6806; sequence_match=0.5000,False,0.5946,False,top-3 avg score 0.5946 < final_threshold 0.7
ObjectProperty,has item,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6114; sequence_match=0.5000,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,has achievement,has equipment item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6798; levenshtein=0.3750; semantic=0.5689; sequence_match=0.5333,False,0.594,False,top-3 avg score 0.5940 < final_threshold 0.7
ObjectProperty,purchases game offering,has item game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.2857; semantic=0.6179; sequence_match=0.5000,False,0.593,False,top-3 avg score 0.5930 < final_threshold 0.7
ObjectProperty,has character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6806; levenshtein=0.4167; semantic=0.5926; sequence_match=0.5000,False,0.591,False,top-3 avg score 0.5910 < final_threshold 0.7
ObjectProperty,is friend with player,has equipment player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5892; levenshtein=0.3889; semantic=0.6253; sequence_match=0.5556,False,0.59,False,top-3 avg score 0.5900 < final_threshold 0.7
