prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,inheritFrom,inherits from,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9833; levenshtein=0.9167; semantic=0.8897; sequence_match=0.9565,False,0.9522,True,selected
ObjectProperty,hasPolicy,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4167; semantic=0.5691; sequence_match=0.4762,False,0.5707,False,top-3 avg score 0.5707 < final_threshold 0.7
ObjectProperty,obligation,has condition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6183; levenshtein=0.3333; semantic=0.5391; sequence_match=0.5455,False,0.5676,False,top-3 avg score 0.5676 < final_threshold 0.7
ObjectProperty,hasPolicy,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,function,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.4167; semantic=0.5397; sequence_match=0.5000,False,0.5595,False,top-3 avg score 0.5595 < final_threshold 0.7
ObjectProperty,target,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5734; sequence_match=0.4615,False,0.5593,False,top-3 avg score 0.5593 < final_threshold 0.7
ObjectProperty,prohibition,has condition,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6447; levenshtein=0.4167; semantic=0.4963; sequence_match=0.5217,False,0.5542,False,top-3 avg score 0.5542 < final_threshold 0.7
ObjectProperty,failure,has rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,scope,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6952; levenshtein=0.2857; semantic=0.5453; sequence_match=0.4211,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,implies,precedes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6560; sequence_match=0.4000,False,0.5524,False,top-3 avg score 0.5524 < final_threshold 0.7
ObjectProperty,target,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,conflict,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,and,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7500; levenshtein=0.2500; semantic=0.4921; sequence_match=0.4000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,inheritFrom,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,action,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,hasPolicy,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6296; levenshtein=0.4444; semantic=0.5470; sequence_match=0.4444,False,0.5404,False,top-3 avg score 0.5404 < final_threshold 0.7
ObjectProperty,partOf,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5130; sequence_match=0.4615,False,0.5391,False,top-3 avg score 0.5391 < final_threshold 0.7
ObjectProperty,action,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.5660; sequence_match=0.4000,False,0.5389,False,top-3 avg score 0.5389 < final_threshold 0.7
ObjectProperty,hasPolicy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assigner,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,andSequence,has requirement constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6753; levenshtein=0.2500; semantic=0.4777; sequence_match=0.4571,False,0.5367,False,top-3 avg score 0.5367 < final_threshold 0.7
ObjectProperty,implies,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5053; sequence_match=0.4762,False,0.5351,False,top-3 avg score 0.5351 < final_threshold 0.7
ObjectProperty,assignee,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.6024; sequence_match=0.4000,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,hasPolicy,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.5958; sequence_match=0.4348,False,0.5338,False,top-3 avg score 0.5338 < final_threshold 0.7
ObjectProperty,conflict,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6300; sequence_match=0.3636,False,0.5296,False,top-3 avg score 0.5296 < final_threshold 0.7
ObjectProperty,constraint,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3571; semantic=0.6060; sequence_match=0.4167,False,0.5292,False,top-3 avg score 0.5292 < final_threshold 0.7
ObjectProperty,conflict,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5068; sequence_match=0.4762,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.7
ObjectProperty,target,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5257; sequence_match=0.4286,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,assignee,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4522; sequence_match=0.4545,False,0.5258,False,top-3 avg score 0.5258 < final_threshold 0.7
ObjectProperty,operand,precedes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.5618; sequence_match=0.4000,False,0.523,False,top-3 avg score 0.5230 < final_threshold 0.7
ObjectProperty,inheritRelation,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,relation,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3333; semantic=0.5126; sequence_match=0.5000,False,0.5199,False,top-3 avg score 0.5199 < final_threshold 0.7
ObjectProperty,assigner,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5409; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,consequence,precedes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6265; levenshtein=0.1818; semantic=0.5988; sequence_match=0.3158,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,operator,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,failure,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2857; semantic=0.4715; sequence_match=0.4286,False,0.5103,False,top-3 avg score 0.5103 < final_threshold 0.7
ObjectProperty,scope,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,assignee,has remedy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6481; levenshtein=0.2222; semantic=0.4042; sequence_match=0.4706,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,assignee,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,scope,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.2500; semantic=0.5492; sequence_match=0.3529,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.7
ObjectProperty,target,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5030; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.7
ObjectProperty,assigner,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5291; sequence_match=0.3810,False,0.5044,False,top-3 avg score 0.5044 < final_threshold 0.7
ObjectProperty,assignee,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assigner,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,assigner,has consequence,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4476; sequence_match=0.4545,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,assignee,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5080; sequence_match=0.3810,False,0.4974,False,top-3 avg score 0.4974 < final_threshold 0.7
ObjectProperty,relation,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.5765; sequence_match=0.3000,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.7
ObjectProperty,constraint,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,operator,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5271; sequence_match=0.3750,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,inheritRelation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,partOf,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5641; sequence_match=0.3333,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
ObjectProperty,assigner,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2632; semantic=0.4772; sequence_match=0.3704,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,function,has requirement constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2083; semantic=0.4934; sequence_match=0.3125,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,action,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.1538; semantic=0.5087; sequence_match=0.3158,False,0.4928,False,top-3 avg score 0.4928 < final_threshold 0.7
ObjectProperty,assignee,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2105; semantic=0.4719; sequence_match=0.3704,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,permission,has requirement constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2083; semantic=0.5499; sequence_match=0.2941,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.7
ObjectProperty,assignee,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5125; sequence_match=0.3636,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,permission,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.5666; sequence_match=0.3810,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,target,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2857; semantic=0.4939; sequence_match=0.4000,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.7
ObjectProperty,constraint,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5644; sequence_match=0.3810,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,permission,precedes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5801; sequence_match=0.3333,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,consequence,contains asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.3077; semantic=0.4318; sequence_match=0.4167,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.7
ObjectProperty,operand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,inheritRelation,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.3333; semantic=0.4514; sequence_match=0.3704,False,0.4858,False,top-3 avg score 0.4858 < final_threshold 0.7
ObjectProperty,function,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,consequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5494; sequence_match=0.4167,False,0.4819,False,top-3 avg score 0.4819 < final_threshold 0.7
ObjectProperty,failure,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.4829; sequence_match=0.3750,False,0.4817,False,top-3 avg score 0.4817 < final_threshold 0.7
ObjectProperty,permission,inherits from,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.5194; sequence_match=0.2727,False,0.4805,False,top-3 avg score 0.4805 < final_threshold 0.7
ObjectProperty,operator,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.4817; sequence_match=0.3636,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,action,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,permission,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2500; semantic=0.5685; sequence_match=0.3636,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
ObjectProperty,target,contains asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.3077; semantic=0.5207; sequence_match=0.4211,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
ObjectProperty,assigner,applies to asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5576; sequence_match=0.3636,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,partOf,has operator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4521; sequence_match=0.4706,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.7
ObjectProperty,scope,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.5370; sequence_match=0.3333,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.7
ObjectProperty,leftOperand,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.4627; sequence_match=0.4000,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.7
ObjectProperty,hasPolicy,has requirement constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2083; semantic=0.5395; sequence_match=0.3030,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
ObjectProperty,Only One,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.4730; sequence_match=0.4286,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.7
ObjectProperty,assignee,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5580; sequence_match=0.3158,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,relation,has requirement constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2083; semantic=0.5302; sequence_match=0.3125,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.7
ObjectProperty,leftOperand,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.3158; semantic=0.4707; sequence_match=0.4000,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
ObjectProperty,relation,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5444; sequence_match=0.4211,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,Only One,contains asset,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.3869; sequence_match=0.4000,False,0.4711,False,top-3 avg score 0.4711 < final_threshold 0.7
ObjectProperty,action,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5657; sequence_match=0.3077,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.7
ObjectProperty,andSequence,precedes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5598; levenshtein=0.1818; semantic=0.5367; sequence_match=0.3158,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,operand,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5444; sequence_match=0.3158,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.7
ObjectProperty,assigner,inherits from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.4630; sequence_match=0.4000,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
ObjectProperty,target,has operator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5438; sequence_match=0.2353,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,assigner,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4490; sequence_match=0.3750,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,relation,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.6163; sequence_match=0.2667,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.7
ObjectProperty,relation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,or,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5645; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
ObjectProperty,and,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4067; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,action,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.4459; sequence_match=0.3200,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,inheritRelation,applies to asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.1333; semantic=0.4753; sequence_match=0.3448,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,consequence,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,conflict,activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4661; sequence_match=0.3571,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.7
