prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,inheritFrom,inherits From,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9833; levenshtein=0.9167; semantic=0.8897; sequence_match=0.9565,False,0.9522,True,selected
ObjectProperty,inheritFrom,is Inherited By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6297; levenshtein=0.5385; semantic=0.8242; sequence_match=0.5833,False,0.6791,False,top-3 avg score 0.6791 < final_threshold 0.7
ObjectProperty,hasPolicy,has Party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8361; levenshtein=0.5556; semantic=0.5838; sequence_match=0.5882,False,0.6694,False,top-3 avg score 0.6694 < final_threshold 0.7
ObjectProperty,andSequence,is Consequence Of,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.7690; levenshtein=0.5333; semantic=0.4946; sequence_match=0.6923,False,0.6649,False,top-3 avg score 0.6649 < final_threshold 0.7
ObjectProperty,inheritRelation,is Inherited By,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6160; levenshtein=0.4000; semantic=0.8063; sequence_match=0.5714,False,0.6646,False,top-3 avg score 0.6646 < final_threshold 0.7
ObjectProperty,constraint,contains Policy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7950; levenshtein=0.3571; semantic=0.5734; sequence_match=0.5833,False,0.6506,False,top-3 avg score 0.6506 < final_threshold 0.7
ObjectProperty,operand,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7103; levenshtein=0.4167; semantic=0.7030; sequence_match=0.5263,False,0.6465,False,top-3 avg score 0.6465 < final_threshold 0.7
ObjectProperty,conflict,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7586; levenshtein=0.2759; semantic=0.7470; sequence_match=0.4324,False,0.646,False,top-3 avg score 0.6460 < final_threshold 0.7
ObjectProperty,conflict,contains Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8208; levenshtein=0.4286; semantic=0.5635; sequence_match=0.5455,False,0.6432,False,top-3 avg score 0.6432 < final_threshold 0.7
ObjectProperty,constraint,has Container,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6972; levenshtein=0.4167; semantic=0.5909; sequence_match=0.6364,False,0.6415,False,top-3 avg score 0.6415 < final_threshold 0.7
ObjectProperty,operator,is Logical Operator Of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5702; levenshtein=0.4211; semantic=0.7545; sequence_match=0.5926,False,0.6391,False,top-3 avg score 0.6391 < final_threshold 0.7
ObjectProperty,hasPolicy,is Linked By Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5956; levenshtein=0.3750; semantic=0.7535; sequence_match=0.5600,False,0.6364,False,top-3 avg score 0.6364 < final_threshold 0.7
ObjectProperty,operand,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5896; levenshtein=0.4545; semantic=0.7565; sequence_match=0.5556,False,0.6339,False,top-3 avg score 0.6339 < final_threshold 0.7
ObjectProperty,operator,has Logical Operator,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4907; levenshtein=0.4444; semantic=0.7882; sequence_match=0.6154,False,0.6315,False,top-3 avg score 0.6315 < final_threshold 0.7
ObjectProperty,action,activates Upon Failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8600; levenshtein=0.3000; semantic=0.5326; sequence_match=0.4615,False,0.618,False,top-3 avg score 0.6180 < final_threshold 0.7
ObjectProperty,hasPolicy,has Rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6720; levenshtein=0.4444; semantic=0.6712; sequence_match=0.5000,False,0.6144,False,top-3 avg score 0.6144 < final_threshold 0.7
ObjectProperty,action,activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8545; levenshtein=0.2727; semantic=0.5366; sequence_match=0.4286,False,0.6066,False,top-3 avg score 0.6066 < final_threshold 0.7
ObjectProperty,assigner,has Container,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6944; levenshtein=0.4167; semantic=0.5238; sequence_match=0.6000,False,0.6061,False,top-3 avg score 0.6061 < final_threshold 0.7
ObjectProperty,partOf,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7037; levenshtein=0.4444; semantic=0.5772; sequence_match=0.5333,False,0.6047,False,top-3 avg score 0.6047 < final_threshold 0.7
ObjectProperty,scope,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7212; levenshtein=0.2727; semantic=0.5825; sequence_match=0.5000,False,0.6012,False,top-3 avg score 0.6012 < final_threshold 0.7
ObjectProperty,failure,activates Upon Failure,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5071; levenshtein=0.3500; semantic=0.7723; sequence_match=0.5185,False,0.5993,False,top-3 avg score 0.5993 < final_threshold 0.7
ObjectProperty,inheritFrom,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6923; levenshtein=0.5000; semantic=0.5691; sequence_match=0.5217,False,0.5944,False,top-3 avg score 0.5944 < final_threshold 0.7
ObjectProperty,leftOperand,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5697; levenshtein=0.3636; semantic=0.7259; sequence_match=0.4545,False,0.5834,False,top-3 avg score 0.5834 < final_threshold 0.7
ObjectProperty,partOf,has Party,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6389; levenshtein=0.3750; semantic=0.5387; sequence_match=0.5714,False,0.583,False,top-3 avg score 0.5830 < final_threshold 0.7
ObjectProperty,failure,activated Upon Failure Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.3182; semantic=0.7635; sequence_match=0.4828,False,0.5825,False,top-3 avg score 0.5825 < final_threshold 0.7
ObjectProperty,scope,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7111; levenshtein=0.2500; semantic=0.5471; sequence_match=0.4706,False,0.5763,False,top-3 avg score 0.5763 < final_threshold 0.7
ObjectProperty,action,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.3333; semantic=0.5368; sequence_match=0.4444,False,0.5678,False,top-3 avg score 0.5678 < final_threshold 0.7
ObjectProperty,conflict,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.4000; semantic=0.6151; sequence_match=0.4444,False,0.5671,False,top-3 avg score 0.5671 < final_threshold 0.7
ObjectProperty,consequence,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6515; levenshtein=0.4545; semantic=0.5711; sequence_match=0.4762,False,0.5663,False,top-3 avg score 0.5663 < final_threshold 0.7
ObjectProperty,or,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7333; levenshtein=0.2000; semantic=0.6284; sequence_match=0.3333,False,0.565,False,top-3 avg score 0.5650 < final_threshold 0.7
ObjectProperty,action,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6204; levenshtein=0.3333; semantic=0.5363; sequence_match=0.5333,False,0.5633,False,top-3 avg score 0.5633 < final_threshold 0.7
ObjectProperty,hasPolicy,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.5713; sequence_match=0.4545,False,0.5599,False,top-3 avg score 0.5599 < final_threshold 0.7
ObjectProperty,operand,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.4000; semantic=0.6267; sequence_match=0.4706,False,0.557,False,top-3 avg score 0.5570 < final_threshold 0.7
ObjectProperty,scope,has Logical Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6926; levenshtein=0.2778; semantic=0.5416; sequence_match=0.4348,False,0.5563,False,top-3 avg score 0.5563 < final_threshold 0.7
ObjectProperty,hasPolicy,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.4167; semantic=0.5249; sequence_match=0.4762,False,0.5559,False,top-3 avg score 0.5559 < final_threshold 0.7
ObjectProperty,permission,is Nested In,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6778; levenshtein=0.1000; semantic=0.4852; sequence_match=0.5000,False,0.5543,False,top-3 avg score 0.5543 < final_threshold 0.7
ObjectProperty,failure,has Rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.7429; levenshtein=0.4286; semantic=0.4904; sequence_match=0.4286,False,0.5539,False,top-3 avg score 0.5539 < final_threshold 0.7
ObjectProperty,obligation,is Party In,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6852; levenshtein=0.2000; semantic=0.4455; sequence_match=0.5263,False,0.5523,False,top-3 avg score 0.5523 < final_threshold 0.7
ObjectProperty,scope,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.3333; semantic=0.5690; sequence_match=0.4706,False,0.5521,False,top-3 avg score 0.5521 < final_threshold 0.7
ObjectProperty,leftOperand,is Operator Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.2500; semantic=0.7037; sequence_match=0.4348,False,0.5512,False,top-3 avg score 0.5512 < final_threshold 0.7
ObjectProperty,partOf,is Operator Of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6167; levenshtein=0.4167; semantic=0.4810; sequence_match=0.5556,False,0.5511,False,top-3 avg score 0.5511 < final_threshold 0.7
ObjectProperty,target,has Rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5432; sequence_match=0.4615,False,0.5492,False,top-3 avg score 0.5492 < final_threshold 0.7
ObjectProperty,conflict,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3846; semantic=0.5657; sequence_match=0.4762,False,0.5484,False,top-3 avg score 0.5484 < final_threshold 0.7
ObjectProperty,hasPolicy,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.3636; semantic=0.5388; sequence_match=0.5000,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
ObjectProperty,assigner,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.2727; semantic=0.5997; sequence_match=0.4211,False,0.5473,False,top-3 avg score 0.5473 < final_threshold 0.7
ObjectProperty,hasPolicy,has Logical Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6944; levenshtein=0.3333; semantic=0.5016; sequence_match=0.4444,False,0.5468,False,top-3 avg score 0.5468 < final_threshold 0.7
ObjectProperty,inheritFrom,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6414; levenshtein=0.1818; semantic=0.5355; sequence_match=0.4545,False,0.5438,False,top-3 avg score 0.5438 < final_threshold 0.7
ObjectProperty,action,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3077; semantic=0.5357; sequence_match=0.4211,False,0.5431,False,top-3 avg score 0.5431 < final_threshold 0.7
ObjectProperty,leftOperand,is Logical Operator Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.3158; semantic=0.7174; sequence_match=0.4000,False,0.5422,False,top-3 avg score 0.5422 < final_threshold 0.7
ObjectProperty,constraint,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7000; levenshtein=0.2000; semantic=0.5054; sequence_match=0.4211,False,0.5421,False,top-3 avg score 0.5421 < final_threshold 0.7
ObjectProperty,relation,is Nested In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.5418; sequence_match=0.4444,False,0.5399,False,top-3 avg score 0.5399 < final_threshold 0.7
ObjectProperty,relation,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.5002; sequence_match=0.4706,False,0.5397,False,top-3 avg score 0.5397 < final_threshold 0.7
ObjectProperty,hasPolicy,has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.2759; semantic=0.6160; sequence_match=0.4211,False,0.5383,False,top-3 avg score 0.5383 < final_threshold 0.7
ObjectProperty,assigner,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5324; sequence_match=0.4762,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,scope,is Logical Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6877; levenshtein=0.2632; semantic=0.5065; sequence_match=0.4167,False,0.537,False,top-3 avg score 0.5370 < final_threshold 0.7
ObjectProperty,assignee,has Container,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.4911; sequence_match=0.5000,False,0.535,False,top-3 avg score 0.5350 < final_threshold 0.7
ObjectProperty,leftOperand,has Logical Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4596; levenshtein=0.3333; semantic=0.7313; sequence_match=0.4138,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,constraint,is Nested In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.4000; semantic=0.5044; sequence_match=0.5000,False,0.5348,False,top-3 avg score 0.5348 < final_threshold 0.7
ObjectProperty,assignee,is Inherited By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.5182; sequence_match=0.4762,False,0.5325,False,top-3 avg score 0.5325 < final_threshold 0.7
ObjectProperty,assigner,has Logical Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2778; semantic=0.5739; sequence_match=0.3846,False,0.5325,False,top-3 avg score 0.5325 < final_threshold 0.7
ObjectProperty,permission,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5268; sequence_match=0.4211,False,0.5308,False,top-3 avg score 0.5308 < final_threshold 0.7
ObjectProperty,conflict,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5746; sequence_match=0.4000,False,0.5295,False,top-3 avg score 0.5295 < final_threshold 0.7
ObjectProperty,action,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2000; semantic=0.5601; sequence_match=0.3750,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.7
ObjectProperty,target,has Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.2500; semantic=0.5257; sequence_match=0.4286,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,assignee,is Nested In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6722; levenshtein=0.2000; semantic=0.4564; sequence_match=0.4444,False,0.5244,False,top-3 avg score 0.5244 < final_threshold 0.7
ObjectProperty,scope,is Consequence Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6889; levenshtein=0.2667; semantic=0.4840; sequence_match=0.4000,False,0.5243,False,top-3 avg score 0.5243 < final_threshold 0.7
ObjectProperty,function,is Nested In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6333; levenshtein=0.3000; semantic=0.4947; sequence_match=0.4444,False,0.5241,False,top-3 avg score 0.5241 < final_threshold 0.7
ObjectProperty,relation,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.3333; semantic=0.5818; sequence_match=0.4000,False,0.5217,False,top-3 avg score 0.5217 < final_threshold 0.7
ObjectProperty,inheritRelation,has Operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.3333; semantic=0.4970; sequence_match=0.4615,False,0.5214,False,top-3 avg score 0.5214 < final_threshold 0.7
ObjectProperty,or,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7222; levenshtein=0.1667; semantic=0.5475; sequence_match=0.2857,False,0.5185,False,top-3 avg score 0.5185 < final_threshold 0.7
ObjectProperty,assigner,is Inherited By,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4730; sequence_match=0.4762,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,function,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.5755; sequence_match=0.3333,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.7
ObjectProperty,leftOperand,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5790; sequence_match=0.3810,False,0.5149,False,top-3 avg score 0.5149 < final_threshold 0.7
ObjectProperty,inheritRelation,is Nested In,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6746; levenshtein=0.4000; semantic=0.4680; sequence_match=0.1600,False,0.5142,False,top-3 avg score 0.5142 < final_threshold 0.7
ObjectProperty,operand,is Logical Operator Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.2632; semantic=0.6939; sequence_match=0.3846,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.7
ObjectProperty,constraint,links To Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.4167; semantic=0.4914; sequence_match=0.4545,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,operator,inherits From,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.3333; semantic=0.5207; sequence_match=0.4000,False,0.5115,False,top-3 avg score 0.5115 < final_threshold 0.7
ObjectProperty,inheritRelation,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2667; semantic=0.4973; sequence_match=0.4444,False,0.51,False,top-3 avg score 0.5100 < final_threshold 0.7
ObjectProperty,scope,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6103; levenshtein=0.2308; semantic=0.5847; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.7
ObjectProperty,operator,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.6412; sequence_match=0.3333,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,relation,is Rule Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5633; sequence_match=0.3750,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,assignee,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5248; sequence_match=0.4762,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,implies,is Remedied By,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.3333; semantic=0.5137; sequence_match=0.4211,False,0.5039,False,top-3 avg score 0.5039 < final_threshold 0.7
ObjectProperty,assignee,has Rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5092; sequence_match=0.4000,False,0.5035,False,top-3 avg score 0.5035 < final_threshold 0.7
ObjectProperty,assigner,has Rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5090; sequence_match=0.4000,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,consequence,contains Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.2857; semantic=0.5071; sequence_match=0.4000,False,0.5032,False,top-3 avg score 0.5032 < final_threshold 0.7
ObjectProperty,target,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.4981; sequence_match=0.4000,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,partOf,is Rule Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3750; semantic=0.4535; sequence_match=0.4286,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.7
ObjectProperty,Only One,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4465; sequence_match=0.4211,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,implies,is Rule Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.4975; sequence_match=0.4000,False,0.4996,False,top-3 avg score 0.4996 < final_threshold 0.7
ObjectProperty,prohibition,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.1818; semantic=0.4684; sequence_match=0.4000,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,relation,inherits From,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.5765; sequence_match=0.3000,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.7
ObjectProperty,scope,contains Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.1429; semantic=0.5676; sequence_match=0.3158,False,0.496,False,top-3 avg score 0.4960 < final_threshold 0.7
ObjectProperty,constraint,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2759; semantic=0.4607; sequence_match=0.4103,False,0.4953,False,top-3 avg score 0.4953 < final_threshold 0.7
ObjectProperty,operator,has Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5271; sequence_match=0.3750,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,inheritRelation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.3103; semantic=0.4484; sequence_match=0.4091,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
ObjectProperty,partOf,inherits From,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5641; sequence_match=0.3333,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
ObjectProperty,assigner,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2632; semantic=0.4772; sequence_match=0.3704,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,constraint,has Logical Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5534; levenshtein=0.1667; semantic=0.5656; sequence_match=0.3571,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.7
ObjectProperty,assignee,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6330; levenshtein=0.2105; semantic=0.4719; sequence_match=0.3704,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,operand,is Party In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5073; sequence_match=0.3750,False,0.4903,False,top-3 avg score 0.4903 < final_threshold 0.7
ObjectProperty,permission,is Rule Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.5621; sequence_match=0.3333,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,implies,is Logical Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6688; levenshtein=0.1579; semantic=0.5703; sequence_match=0.2308,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.7
ObjectProperty,action,contains Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2143; semantic=0.5239; sequence_match=0.3000,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.7
ObjectProperty,permission,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.5666; sequence_match=0.3810,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,function,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5249; sequence_match=0.3000,False,0.4879,False,top-3 avg score 0.4879 < final_threshold 0.7
ObjectProperty,constraint,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5644; sequence_match=0.3810,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,permission,is Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2500; semantic=0.5107; sequence_match=0.3636,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,operand,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5993; sequence_match=0.4000,False,0.4863,False,top-3 avg score 0.4863 < final_threshold 0.7
ObjectProperty,function,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5453; sequence_match=0.2857,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.7
ObjectProperty,inheritFrom,has Container,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.0833; semantic=0.5362; sequence_match=0.3478,False,0.4849,False,top-3 avg score 0.4849 < final_threshold 0.7
ObjectProperty,constraint,is Logical Operator Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.5146; sequence_match=0.3448,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
