prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.3125; semantic=0.3948; sequence_match=0.3571,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.7
ObjectProperty,applies to,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5296; sequence_match=0.3158,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,has period,usesSensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.3000; semantic=0.5396; sequence_match=0.3158,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,makes measurement,usesTariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5391; sequence_match=0.3077,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,is measured by device,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6098; levenshtein=0.2778; semantic=0.4403; sequence_match=0.3333,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,measurement made by,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.5377; sequence_match=0.2963,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.7
ObjectProperty,has measurement,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.1429; semantic=0.5122; sequence_match=0.2308,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
ObjectProperty,hasGeometry,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.5928; sequence_match=0.3158,False,0.4544,False,top-3 avg score 0.4544 < final_threshold 0.7
ObjectProperty,makes measurement,hasChemicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.3158; semantic=0.4134; sequence_match=0.3429,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,hasGeometry,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5102; sequence_match=0.2609,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,applies to,hasChemicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4347; sequence_match=0.3571,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,has duration,usesTariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4448; sequence_match=0.2857,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,is measured by device,hasPhysicalProperty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1053; semantic=0.5092; sequence_match=0.3243,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,has phenomenon time,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2353; semantic=0.5018; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,applies to,isDefinedFor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2500; semantic=0.5307; sequence_match=0.2857,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,feature is measured by device,hasPhysicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,applies to,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2222; semantic=0.5102; sequence_match=0.3529,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,is measured by device,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.4812; sequence_match=0.3333,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.7
ObjectProperty,isKPIOf,usesTariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,is measured by device,usesSensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2222; semantic=0.5395; sequence_match=0.2857,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.7
ObjectProperty,has key performance indicator,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5547; levenshtein=0.2308; semantic=0.4696; sequence_match=0.2778,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,has period,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4249; sequence_match=0.2857,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.7
ObjectProperty,applies to,usesTariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,has key performance indicator,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5876; levenshtein=0.3077; semantic=0.3897; sequence_match=0.3158,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
ObjectProperty,has property,composes,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4751; sequence_match=0.2105,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.7
ObjectProperty,has phenomenon time,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.4540; sequence_match=0.2400,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,measurement made by,hasPhysicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,is measured by device,usesTariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,has duration,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4531; sequence_match=0.2609,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,measurement made by,hasChemicalProperty,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5196; levenshtein=0.2632; semantic=0.3619; sequence_match=0.3889,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,isKPIOf,hasPhysicalProperty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has property,usesSensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5678; sequence_match=0.1905,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,feature is measured by device,usesTariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,has measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4696; sequence_match=0.2727,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,has key performance indicator,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.3077; semantic=0.4624; sequence_match=0.3158,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,measurement made by,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.4547; sequence_match=0.2759,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,makes measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4828; sequence_match=0.2500,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.7
ObjectProperty,has measurement,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4769; sequence_match=0.2308,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.7
ObjectProperty,feature is measured by device,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5552; levenshtein=0.1600; semantic=0.4468; sequence_match=0.2162,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.7
ObjectProperty,is measured by device,hasChemicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.3805; sequence_match=0.3243,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has duration,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5027; sequence_match=0.1905,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,isKPIOf,usesSensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.4771; sequence_match=0.2353,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,has property,usesActuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.0833; semantic=0.5177; sequence_match=0.1739,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,feature is measured by device,hasChemicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,has period,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4998; sequence_match=0.1905,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has measurement,usesTariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,has period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4637; sequence_match=0.2353,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,feature is measured by device,usesSensor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4467; levenshtein=0.2400; semantic=0.4929; sequence_match=0.1143,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.7
ObjectProperty,isKPIOf,hasChemicalProperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4372; sequence_match=0.2308,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,has billing period,usesSensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.4763; sequence_match=0.2308,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.7
ObjectProperty,measurement made by,usesTariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,has phenomenon time,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.3911; sequence_match=0.2759,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.7
ObjectProperty,measurement made by,isDefinedFor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5065; levenshtein=0.2353; semantic=0.4236; sequence_match=0.2069,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
ObjectProperty,hasGeometry,usesTariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,isKPIOf,usesActuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4565; sequence_match=0.2105,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,is measured by device,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4066; sequence_match=0.2308,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,makes measurement,isDefinedFor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1875; semantic=0.4658; sequence_match=0.2143,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.7
ObjectProperty,feature is measured by device,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4783; levenshtein=0.2000; semantic=0.3750; sequence_match=0.2703,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,has property,usesTariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5058; sequence_match=0.1905,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,has billing period,usesTariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.4879; sequence_match=0.2308,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,isKPIOf,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4481; sequence_match=0.1333,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
ObjectProperty,measurement made by,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4382; sequence_match=0.2400,False,0.3614,False,top-3 avg score 0.3614 < final_threshold 0.7
ObjectProperty,has property,isDefinedFor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.0833; semantic=0.4230; sequence_match=0.1739,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,has key performance indicator,usesTariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.4005; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,has phenomenon time,usesTariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4218; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,has phenomenon time,usesActuator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4369; levenshtein=0.1765; semantic=0.4162; sequence_match=0.1379,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,has key performance indicator,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4724; levenshtein=0.1154; semantic=0.4150; sequence_match=0.1176,False,0.335,False,top-3 avg score 0.3350 < final_threshold 0.7
ObjectProperty,has duration,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.4678; sequence_match=0.1053,False,0.3261,False,top-3 avg score 0.3261 < final_threshold 0.7
ObjectProperty,feature is measured by device,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4700; levenshtein=0.1200; semantic=0.3776; sequence_match=0.1212,False,0.3229,False,top-3 avg score 0.3229 < final_threshold 0.7
ObjectProperty,has billing period,usesActuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.4597; sequence_match=0.1429,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.7
ObjectProperty,has billing period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.3525; sequence_match=0.1667,False,0.3096,False,top-3 avg score 0.3096 < final_threshold 0.7
DatatypeProperty,has fabrication number,hasFabricationNumber,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has firmware version,hasFirmwareVersion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has manufacturer,hasManufacturer,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has model,hasModel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has version,hasVersion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has hardware version,hasHardwareVersionNumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9500; levenshtein=0.7500; semantic=0.8720; sequence_match=0.8571,False,0.893,True,selected
DatatypeProperty,has start timestamp,hasStartDateAndTime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8692; levenshtein=0.5789; semantic=0.8422; sequence_match=0.6667,False,0.7927,True,selected
DatatypeProperty,has hardware version,hasFirmwareVersion,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9067; levenshtein=0.8333; semantic=0.7383; sequence_match=0.8333,False,0.8578,False,gold already mapped to 'hasHardwareVersionNumber'
DatatypeProperty,has firmware version,hasVersion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'hasFirmwareVersion'
DatatypeProperty,has version,hasFirmwareVersion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8496; levenshtein=0.5556; semantic=0.8193; sequence_match=0.7143,False,0.7944,False,gold already mapped to 'hasVersion'
DatatypeProperty,has hardware version,hasVersion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8730; levenshtein=0.5556; semantic=0.7599; sequence_match=0.7143,False,0.7824,False,gold already mapped to 'hasHardwareVersionNumber'
DatatypeProperty,has firmware version,hasHardwareVersionNumber,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8114; levenshtein=0.6250; semantic=0.8195; sequence_match=0.7143,False,0.7817,False,gold already mapped to 'hasFirmwareVersion'
DatatypeProperty,has version,hasHardwareVersionNumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8406; levenshtein=0.4167; semantic=0.7735; sequence_match=0.5882,False,0.7341,False,gold already mapped to 'hasVersion'
DatatypeProperty,has version,hasDuration,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8452; levenshtein=0.6364; semantic=0.5411; sequence_match=0.6667,False,0.7161,False,gold already mapped to 'hasVersion'
DatatypeProperty,operates at radio frequency,hasRadioFrequencyLevel,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7079; levenshtein=0.4583; semantic=0.6829; sequence_match=0.6957,False,0.6955,False,top-3 avg score 0.6955 < final_threshold 0.7
DatatypeProperty,has model,hasPower,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8250; levenshtein=0.6250; semantic=0.6078; sequence_match=0.6250,False,0.6917,False,top-3 avg score 0.6917 < final_threshold 0.7
DatatypeProperty,requires power,hasPower,semantic+sequence_match+jaro_winkler,jaro_winkler=0.5705; levenshtein=0.4615; semantic=0.8516; sequence_match=0.5714,False,0.6645,False,top-3 avg score 0.6645 < final_threshold 0.7
DatatypeProperty,has fabrication number,hasManufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has manufacturer,hasFabricationNumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8334; levenshtein=0.4000; semantic=0.7012; sequence_match=0.4571,False,0.6639,False,top-3 avg score 0.6639 < final_threshold 0.7
DatatypeProperty,has fabrication number,hasHardwareVersionNumber,sequence_match+jaro_winkler+semantic,jaro_winkler=0.6806; levenshtein=0.5833; semantic=0.6061; sequence_match=0.6818,False,0.6561,False,top-3 avg score 0.6561 < final_threshold 0.7
DatatypeProperty,has version,hasPower,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8094; levenshtein=0.3000; semantic=0.5924; sequence_match=0.5556,False,0.6525,False,top-3 avg score 0.6525 < final_threshold 0.7
DatatypeProperty,has version,hasTemporalSetting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8081; levenshtein=0.3889; semantic=0.4662; sequence_match=0.5714,False,0.6153,False,top-3 avg score 0.6153 < final_threshold 0.7
DatatypeProperty,has timestamp,hasStartDateAndTime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6672; levenshtein=0.3684; semantic=0.6903; sequence_match=0.4516,False,0.603,False,top-3 avg score 0.6030 < final_threshold 0.7
